,CLA FP Equity_DX_SI_QTY,CLA FP Equity_DX_SHORT_INTEREST_VALUE,CLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CLA FP Equity_DX_SI_MV,CLA FP Equity_DX_DSS,CLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CLA FP Equity_DX_SUPPLY_SI_QTY,CLA FP Equity_DX_BROKER_SI_QTY,CLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CLA FP Equity_DX_BROKER_SI_MV_NEW_x,CLA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CLA FP Equity_DX_BROKER_SI_MV_INC_x,CLA FP Equity_DX_SUPPLY_SI_MV_NEW,CLA FP Equity_DX_BROKER_SI_QTY_ADD,CLA FP Equity_DX_BROKER_SI_QTY_NEW,CLA FP Equity_DX_SUPPLY_SI_MV_DEC,CLA FP Equity_DX_BROKER_SI_QTY_INC,CLA FP Equity_DX_SUPPLY_SI_QTY_DEC,CLA FP Equity_DX_BROKER_SI_MV_NEW_y,CLA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CLA FP Equity_DX_BROKER_SI_MV_INC_y,CLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CLA FP Equity_DX_BROKER_SI_MV_ADD,CLA FP Equity_DX_SUPPLY_SI_QTY_ADD,CLA FP Equity_DX_BROKER_SI_QTY_DEC,CLA FP Equity_DX_SUPPLY_SI_MV,CLA FP Equity_DX_BROKER_SI_MV_DEC,CLA FP Equity_DX_SUPPLY_SI_MV_RMV,CLA FP Equity_DX_BROKER_SI_MV_RMV,CLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CLA FP Equity_DX_UTILIZATION_QUANTITY,CLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CLA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CLA FP Equity_DX_ACTIVE_UTILIZATION_MV,CLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CLA FP Equity_DX_BROKER_SI_CON_RATIO,CLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CLA FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-12-02,2215.0,5847.6,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5847.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-03,2215.0,5781.15,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5781.15,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-06,2215.0,5692.55,0.01,0.06,0.01,0.01,0.0,0.0,2215.0,0.0,5692.55,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-07,2215.0,5692.55,0.01,0.06,0.01,0.01,0.0,0.0,2215.0,0.0,5692.55,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-08,2215.0,5692.55,0.01,0.06,0.01,0.01,0.0,0.0,2215.0,0.0,5692.55,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-09,2215.0,5626.1,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5626.1,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-10,2215.0,5559.65,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5559.65,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-13,2215.0,5537.5,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5537.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-14,2215.0,5537.5,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5537.5,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-15,2215.0,5559.65,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5559.65,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-16,2215.0,5603.95,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5603.95,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-17,2215.0,5648.25,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5648.25,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-20,2215.0,5670.4,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5670.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-21,2215.0,5515.35,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5515.35,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-22,2215.0,5515.35,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5515.35,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-23,2215.0,5603.95,0.01,0.05,0.01,0.01,0.0,0.0,2215.0,0.0,5603.95,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-24,2215.0,5559.65,0.01,0.06,0.01,0.01,0.0,0.0,2215.0,0.0,5559.65,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-27,2215.0,5581.8,0.01,0.06,0.01,0.01,0.0,0.0,2215.0,0.0,5581.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-28,2215.0,5426.75,0.01,0.07,0.01,0.01,0.0,0.0,2215.0,0.0,5426.75,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-29,2215.0,5382.45,0.01,0.06,0.01,0.01,0.0,0.0,2215.0,0.0,5382.45,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-30,2215.0,5382.45,0.01,0.06,0.01,0.01,0.0,0.0,2215.0,0.0,5382.45,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2010-12-31,2215.0,5360.3,0.01,0.07,0.01,0.01,0.0,0.0,2215.0,0.0,5360.3,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2011-01-03,2215.0,5426.75,0.01,0.07,0.01,0.01,0.0,0.0,2215.0,0.0,5426.75,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.21,0.0,0.0,,0.0,100.0,,0.0,,0.0421
2011-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,2215.0,,,,,,,,0.0,,,,0.0,0.0,52606.0,147296.8,,0.13,0.0,,0.0,,0.0
2011-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,52606.0,190959.78,,0.15,0.0,,0.0,,0.0
2011-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,52606.0,182542.82,,0.19,0.0,,0.0,,0.0
2011-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,52606.0,182016.76,,0.18,0.0,,0.0,,0.0
2011-01-10,24000.0,77760.0,0.16,0.16,0.15,0.08,0.0,32400.0,14000.0,10000.0,45360.0,,,,,,10000.0,,,,,,,,,0.04,14000.0,,0.05,,,,100.0,26.61,0.0,0.0,,0.0,100.0,41.94,0.513,58.06,0.4562
2011-01-11,24000.0,79680.0,0.16,0.15,0.15,0.08,0.0,33200.0,14000.0,10000.0,46480.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,26.61,0.0,0.0,,0.0,100.0,41.67,0.5139,58.33,0.4562
2011-01-12,24000.0,79200.0,0.16,0.14,0.15,0.08,0.0,33000.0,14000.0,10000.0,46200.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,26.61,0.0,0.0,,0.0,100.0,41.31,0.5151,58.69,0.4562
2011-01-13,24000.0,79440.0,0.16,0.14,0.15,0.08,0.0,33100.0,14000.0,10000.0,46340.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,26.61,0.0,0.0,,0.0,100.0,41.14,0.5157,58.86,0.4562
2011-01-14,24000.0,78000.0,0.16,0.14,0.15,0.08,0.0,32500.0,14000.0,10000.0,45500.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,26.61,0.0,0.0,,0.0,100.0,41.65,0.5139,58.35,0.4562
2011-01-17,24000.0,80400.0,0.16,0.14,0.15,0.08,0.0,33500.0,14000.0,10000.0,46900.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,26.61,0.0,0.0,,0.0,100.0,41.81,0.5134,58.19,0.4562
2011-01-18,24000.0,79440.0,0.16,0.12,0.15,0.08,0.0,33100.0,14000.0,10000.0,46340.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,26.61,0.0,0.0,,0.0,100.0,41.6,0.5141,58.4,0.4562
2011-01-19,24000.0,80160.0,0.16,0.12,0.15,0.08,0.0,33400.0,14000.0,10000.0,46760.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.52,0.5144,58.48,0.4311
2011-01-20,24000.0,77760.0,0.23,0.12,0.15,0.08,0.0,32400.0,14000.0,10000.0,45360.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.69,0.5138,58.31,0.4311
2011-01-21,24000.0,78480.0,0.23,0.12,0.15,0.08,0.0,32700.0,14000.0,10000.0,45780.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,40.97,0.5163,59.03,0.4311
2011-01-24,24000.0,77040.0,0.23,0.12,0.15,0.08,0.0,32100.0,14000.0,10000.0,44940.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.52,0.5144,58.48,0.4311
2011-01-25,24000.0,76800.0,0.23,0.12,0.15,0.08,0.0,32000.0,14000.0,10000.0,44800.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.54,0.5143,58.46,0.4311
2011-01-26,24000.0,79680.0,0.23,0.12,0.15,0.08,0.0,33200.0,14000.0,10000.0,46480.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.58,0.5142,58.42,0.4311
2011-01-27,24000.0,80880.0,0.23,0.11,0.15,0.08,0.0,33700.0,14000.0,10000.0,47180.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.7,0.5138,58.3,0.4311
2011-01-28,24000.0,80640.0,0.23,0.11,0.15,0.08,0.0,33600.0,14000.0,10000.0,47040.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,42.0,0.5128,58.0,0.4311
2011-01-31,24000.0,77040.0,0.23,0.11,0.15,0.08,0.0,32100.0,14000.0,10000.0,44940.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.56,0.5142,58.44,0.4311
2011-02-01,24000.0,78240.0,0.23,0.11,0.15,0.08,0.0,32600.0,14000.0,10000.0,45640.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.5,0.5145,58.5,0.4311
2011-02-02,24000.0,78480.0,0.23,0.11,0.15,0.08,0.0,32700.0,14000.0,10000.0,45780.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.64,0.514,58.36,0.4311
2011-02-03,24000.0,78960.0,0.23,0.11,0.15,0.08,0.0,32900.0,14000.0,10000.0,46060.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.99,0.5128,58.01,0.4311
2011-02-04,24000.0,77520.0,0.23,0.11,0.15,0.08,0.0,32300.0,14000.0,10000.0,45220.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,42.41,0.5115,57.59,0.4311
2011-02-07,24000.0,79440.0,0.23,0.1,0.15,0.08,0.0,33100.0,14000.0,10000.0,46340.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.84,0.5133,58.16,0.4311
2011-02-08,24000.0,80160.0,0.23,0.1,0.15,0.08,0.0,33400.0,14000.0,10000.0,46760.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.58,0.5142,58.42,0.4311
2011-02-09,24000.0,80640.0,0.23,0.1,0.15,0.08,0.0,33600.0,14000.0,10000.0,47040.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.38,0.5148,58.62,0.4311
2011-02-10,24000.0,77040.0,0.23,0.1,0.15,0.08,0.0,32100.0,14000.0,10000.0,44940.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,25.15,0.0,0.0,,0.0,100.0,41.83,0.5134,58.17,0.4311
2011-02-11,24000.0,74400.0,0.23,0.1,0.15,0.08,0.0,31000.0,14000.0,10000.0,43400.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,25.15,0.0,0.0,,0.0,100.0,42.69,0.5107,57.31,0.4311
2011-02-14,20000.0,61600.0,0.19,0.08,0.12,0.06,0.0,30800.0,10000.0,10000.0,30800.0,,,,,,,,0.01,,4000.0,,,,,,,,0.03,,,,100.0,17.96,0.0,0.0,,0.0,100.0,49.94,0.5,50.06,0.3593
2011-02-15,20000.0,59000.0,0.19,0.08,0.12,0.06,0.0,29500.0,10000.0,10000.0,29500.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,17.96,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,0.3593
2011-02-16,20000.0,58000.0,0.19,0.08,0.12,0.06,0.0,29000.0,10000.0,10000.0,29000.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,17.96,0.0,0.0,,0.0,100.0,49.91,0.5,50.09,0.3593
2011-02-17,20000.0,58600.0,0.19,0.11,0.12,0.06,0.0,29300.0,10000.0,10000.0,29300.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,17.96,0.0,0.0,,0.0,100.0,49.67,0.5,50.33,0.3593
2011-02-18,21000.0,66990.0,0.2,0.13,0.13,0.06,0.0,31900.0,11000.0,10000.0,35090.0,,,1000.0,,,,,,,,,,,1000.0,,,,0.04,,,,100.0,19.76,0.0,0.0,,0.0,100.0,45.14,0.5047,54.86,0.3772
2011-02-21,21000.0,63210.0,0.2,0.11,0.13,0.07,0.0,30100.0,11000.0,10000.0,33110.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,19.76,0.0,0.0,,0.0,100.0,47.56,0.5012,52.44,0.3772
2011-02-22,21000.0,60270.0,0.2,0.11,0.13,0.06,0.0,28700.0,11000.0,10000.0,31570.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,19.76,0.0,0.0,,0.0,100.0,47.66,0.5011,52.34,0.3772
2011-02-23,22000.0,64680.0,0.21,0.12,0.14,0.06,0.0,32340.0,11000.0,11000.0,32340.0,,,,,,1000.0,,,,,,,,,0.0,,,0.03,,,,100.0,19.76,0.0,0.0,,0.0,100.0,45.25,0.4568,49.98,0.3952
2011-02-24,38000.0,108300.0,0.36,0.2,0.23,0.11,0.0,54150.0,19000.0,19000.0,54150.0,,,8000.0,,,8000.0,,,,,,,,8000.0,0.02,,,0.06,,,,100.0,34.13,0.0,0.0,,0.0,100.0,26.35,0.365,50.21,0.6826
2011-02-25,38000.0,110580.0,0.36,0.2,0.23,0.11,0.0,55290.0,19000.0,19000.0,55290.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,34.13,0.0,0.0,,0.0,100.0,26.03,0.3646,50.16,0.6826
2011-02-28,38000.0,112860.0,0.36,0.2,0.23,0.11,0.0,56430.0,19000.0,19000.0,56430.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,34.13,0.0,0.0,,0.0,100.0,26.12,0.3626,49.82,0.6826
2011-03-01,48000.0,141120.0,0.45,0.28,0.3,0.14,0.0,55860.0,29000.0,19000.0,85260.0,,,10000.0,,,,,,,,,,,10000.0,,,,0.09,,,,100.0,52.1,0.0,0.0,,0.0,100.0,20.9,0.4366,60.44,0.8623
2011-03-02,50000.0,145500.0,0.47,0.29,0.31,0.15,0.0,58200.0,30000.0,20000.0,87300.0,,,,,,1000.0,,,,,,,,,0.0,1000.0,,0.09,,,,100.0,53.89,0.0,0.0,,0.0,100.0,20.36,0.4184,59.14,0.8982
2011-03-03,52000.0,151320.0,0.49,0.3,0.32,0.15,0.0,58200.0,32000.0,20000.0,93120.0,,,2000.0,,,,,,,,,,,2000.0,,,,0.09,,,,100.0,57.49,0.0,0.0,,0.0,100.0,19.46,0.4319,60.7,0.9341
2011-03-04,52000.0,150280.0,0.49,0.3,0.32,0.15,0.0,57800.0,32000.0,20000.0,92480.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,56.45,0.0,0.0,,0.0,100.0,19.6,0.4306,60.55,0.9173
2011-03-07,52000.0,150280.0,0.49,0.31,0.32,0.15,0.0,57800.0,32000.0,20000.0,92480.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,53.2,0.0,0.0,,0.0,100.0,19.56,0.431,60.59,0.8646
2011-03-08,67000.0,194300.0,0.63,0.4,0.41,0.19,0.0,101500.0,32000.0,35000.0,92800.0,,,,0.04,,,,,15000.0,,,,0.04,,,,,0.09,,,,100.0,52.6,0.0,0.0,,0.0,100.0,34.79,0.3638,46.81,1.1012
2011-03-09,59000.0,170510.0,0.55,0.36,0.36,0.17,0.0,101150.0,24000.0,35000.0,69360.0,,,,,,,,0.02,,8000.0,,,,,,,,0.07,,,,100.0,39.45,0.0,0.0,,0.0,100.0,39.55,0.3436,39.62,0.9697
2011-03-10,49778.0,142365.08,0.47,0.32,0.31,0.14,0.0,100100.0,14778.0,35000.0,42265.08,,,,,,,,0.03,,9222.0,,,,,,,,0.04,,,,100.0,24.29,0.0,0.0,,0.0,100.0,28.24,0.3419,46.73,0.8182
2011-03-11,41778.0,116142.84,0.39,0.27,0.26,0.12,0.0,75060.0,14778.0,27000.0,41082.84,,,,,,,,,,,,,,,,,8000.0,0.04,0.02,,,100.0,24.29,0.0,0.0,,0.0,100.0,33.5,0.3078,36.41,0.6867
2011-03-14,41778.0,113636.16,0.39,0.27,0.26,0.11,0.0,73440.0,14778.0,27000.0,40196.16,,,,,,,,,,,,,,,,,,0.04,,,,100.0,24.29,0.0,0.0,,0.0,100.0,34.15,0.3085,36.11,0.6867
2011-03-15,41778.0,106951.68,0.39,0.28,0.26,0.11,0.0,69120.0,14778.0,27000.0,37831.68,,,,,,,,,,,,,,,,,,0.04,,,,100.0,24.29,0.0,0.0,,0.0,100.0,34.52,0.307,35.17,0.6867
2011-03-16,41778.0,106533.9,0.39,0.27,0.26,0.11,0.0,68850.0,14778.0,27000.0,37683.9,,,,,,,,,,,,,,,,,,0.04,,,,100.0,24.29,0.0,0.0,,0.0,100.0,33.75,0.3087,36.46,0.6867
2011-03-17,38778.0,101210.58,0.36,0.26,0.24,0.1,0.0,70470.0,11778.0,27000.0,30740.58,,,,,,,,0.01,,3000.0,,,,,,,,0.03,,,,100.0,19.36,0.0,0.0,,0.0,100.0,28.35,0.3101,40.0,0.6374
2011-03-18,37778.0,100111.7,0.36,0.25,0.23,0.1,0.0,68900.0,11778.0,26000.0,31211.7,,,,,,,,,,,,,,,,,1000.0,0.03,0.0,,,100.0,19.36,0.0,0.0,,0.0,100.0,29.6,0.3274,41.04,0.6209
2011-03-21,37778.0,106911.74,0.36,0.25,0.23,0.1,0.0,73580.0,11778.0,26000.0,33331.74,,,,,,,,,,,,,,,,,,0.03,,,,100.0,19.36,0.0,0.0,,0.0,100.0,28.5,0.3312,42.44,0.6209
2011-03-22,37778.0,104267.28,0.36,0.25,0.23,0.11,0.0,71760.0,11778.0,26000.0,32507.28,,,,,,,,,,,,,,,,,,0.03,,,,100.0,19.36,0.0,0.0,,0.0,100.0,29.54,0.3245,40.16,0.6209
2011-03-23,42178.0,118098.4,0.4,0.28,0.26,0.12,0.0,78960.0,13978.0,28200.0,39138.4,,,2200.0,,,2200.0,,,,,,,,2200.0,0.01,,,0.04,,,,100.0,22.97,0.0,0.0,,0.0,100.0,31.27,0.2939,36.53,0.6933
2011-03-24,42178.0,117254.84,0.4,0.28,0.26,0.12,0.0,78396.0,13978.0,28200.0,38858.84,,,,,,,,,,,,,,,,,,0.04,,,,100.0,22.97,0.0,0.0,,0.0,100.0,31.65,0.2931,36.12,0.6933
2011-03-25,42178.0,114724.16,0.4,0.29,0.26,0.12,0.0,76704.0,13978.0,28200.0,38020.16,,,,,,,,,,,,,,,,,,0.04,,,,100.0,21.12,0.0,0.0,,0.0,100.0,31.15,0.2923,36.13,0.6372
2011-03-28,42178.0,116833.06,0.4,0.31,0.26,0.12,0.0,78114.0,13978.0,28200.0,38719.06,,,,,,,,,,,,,,,,,,0.04,,,,100.0,21.12,0.0,0.0,,0.0,100.0,31.27,0.2943,36.68,0.6372
2011-03-29,42178.0,115145.94,0.4,0.32,0.26,0.12,0.0,76986.0,13978.0,28200.0,38159.94,,,,,,,,,,,,,,,,,,0.04,,,,100.0,21.12,0.0,0.0,,0.0,100.0,31.64,0.2929,36.04,0.6372
2011-03-30,42178.0,116833.06,0.4,0.34,0.26,0.12,0.0,78114.0,13978.0,28200.0,38719.06,,,,,,,,,,,,,,,,,,0.04,,,,100.0,21.12,0.0,0.0,,0.0,100.0,31.41,0.2944,36.63,0.6372
2011-03-31,42178.0,116411.28,0.4,0.35,0.26,0.12,0.0,77832.0,13978.0,28200.0,38579.28,,,,,,,,,,,,,,,,,,0.04,,,,100.0,21.12,0.0,0.0,,0.0,100.0,31.61,0.2934,36.21,0.6372
2011-04-01,42178.0,116833.06,0.4,0.37,0.26,0.12,0.0,78114.0,13978.0,28200.0,38719.06,,,,,,,,,,,,,,,,,,0.04,,,,100.0,21.12,0.0,0.0,,0.0,100.0,31.62,0.2935,36.23,0.6372
2011-04-04,42178.0,122316.2,0.4,0.56,0.26,0.12,0.0,81780.0,13978.0,28200.0,40536.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,21.12,0.0,0.0,,0.0,100.0,31.02,0.2962,37.41,0.6372
2011-04-05,42178.0,122737.98,0.4,0.55,0.26,0.12,0.0,82062.0,13978.0,28200.0,40675.98,,,,,,,,,,,,,,,,,,0.04,,,,100.0,21.12,0.0,0.0,,0.0,100.0,31.51,0.2935,36.29,0.6372
2011-04-06,42178.0,122316.2,0.4,0.62,0.26,0.12,0.0,81780.0,13978.0,28200.0,40536.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,21.12,0.0,0.0,,0.0,100.0,31.61,0.2938,36.35,0.6372
2011-04-07,72178.0,206429.08,0.68,1.13,0.45,0.21,0.0,123552.0,28978.0,43200.0,82877.08,,,15000.0,0.04,,,,,15000.0,,,,0.04,15000.0,,,,0.08,,,,100.0,43.78,0.0,0.0,,0.0,100.0,22.66,0.2701,39.28,1.0904
2011-04-08,72178.0,207150.86,0.68,1.17,0.45,0.21,0.0,123984.0,28978.0,43200.0,83166.86,,,,,,,,,,,,,,,,,,0.08,,,,100.0,43.78,0.0,0.0,,0.0,100.0,22.3,0.271,39.5,1.0904
2011-04-11,72178.0,213646.88,0.68,1.22,0.45,0.21,0.0,127872.0,28978.0,43200.0,85774.88,,,,,,,,,,,,,,,,,,0.08,,,,100.0,43.78,0.0,0.0,,0.0,100.0,22.43,0.2694,39.04,1.0904
2011-04-12,72178.0,210037.98,0.68,1.13,0.45,0.21,0.0,125712.0,28978.0,43200.0,84325.98,,,,,,,,,,,,,,,,,,0.08,,,,100.0,43.78,0.0,0.0,,0.0,100.0,22.76,0.269,39.05,1.0904
2011-04-13,72178.0,210759.76,0.68,1.16,0.45,0.21,0.0,126144.0,28978.0,43200.0,84615.76,,,,,,,,,,,,,,,,,,0.08,,,,100.0,43.78,0.0,0.0,,0.0,100.0,22.57,0.2697,39.18,1.0904
2011-04-14,72178.0,210759.76,0.68,1.19,0.45,0.21,0.0,126144.0,28978.0,43200.0,84615.76,,,,,,,,,,,,,,,,,,0.08,,,,100.0,43.78,0.0,0.0,,0.0,100.0,22.55,0.2699,39.23,1.0904
2011-04-15,72178.0,209316.2,0.58,1.16,0.4,0.21,0.0,125280.0,28978.0,43200.0,84036.2,,,,,,,,,,,,,,,,,,0.08,,,,100.0,43.78,0.0,0.0,,0.0,100.0,22.69,0.2696,39.17,1.0904
2011-04-18,72178.0,199933.06,0.58,1.17,0.4,0.21,0.0,119664.0,28978.0,43200.0,80269.06,,,,,,,,,,,,,,,,,,0.08,,,,100.0,43.78,0.0,0.0,,0.0,100.0,22.95,0.2704,39.42,1.0904
2011-04-19,72178.0,196324.16,0.58,1.17,0.4,0.2,0.0,117504.0,28978.0,43200.0,78820.16,,,,,,,,,,,,,,,,,,0.08,,,,100.0,43.78,0.0,0.0,,0.0,100.0,22.48,0.2709,39.51,1.0904
2011-04-20,72178.0,197045.94,0.58,1.15,0.4,0.2,0.0,117936.0,28978.0,43200.0,79109.94,,,,,,,,,,,,,,,,,,0.08,,,,100.0,43.78,0.0,0.0,,0.0,100.0,22.31,0.2706,39.37,1.0904
2011-04-21,74952.0,206867.52,0.6,1.17,0.41,0.21,0.0,123291.96,31584.0,44671.0,87171.84,,,,,,1471.0,,,,,,,,,0.0,2606.0,,0.09,,,,100.0,40.53,0.0,0.0,,0.0,100.0,22.05,0.2595,38.44,0.9619
2011-04-22,74952.0,206867.52,0.6,1.18,0.41,0.21,0.0,123291.96,31584.0,44671.0,87171.84,,,,,,,,,,,,,,,,,,0.09,,,,100.0,40.53,0.0,0.0,,0.0,100.0,22.15,0.2596,38.46,0.9619
2011-04-25,74952.0,206867.52,0.6,1.18,0.41,0.21,0.0,123291.96,31584.0,44671.0,87171.84,,,,,,,,,,,,,,,,,,0.09,,,,100.0,40.53,0.0,0.0,,0.0,100.0,22.13,0.2598,38.52,0.9619
