,ALMDG FP Equity_DX_SI_QTY,ALMDG FP Equity_DX_SHORT_INTEREST_VALUE,ALMDG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMDG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMDG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMDG FP Equity_DX_SI_MV,ALMDG FP Equity_DX_DSS,ALMDG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMDG FP Equity_DX_SUPPLY_SI_QTY,ALMDG FP Equity_DX_BROKER_SI_QTY,ALMDG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMDG FP Equity_DX_BROKER_SI_MV_NEW_x,ALMDG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMDG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMDG FP Equity_DX_BROKER_SI_MV_INC_x,ALMDG FP Equity_DX_SUPPLY_SI_MV_NEW,ALMDG FP Equity_DX_BROKER_SI_QTY_ADD,ALMDG FP Equity_DX_BROKER_SI_QTY_NEW,ALMDG FP Equity_DX_SUPPLY_SI_MV_DEC,ALMDG FP Equity_DX_BROKER_SI_QTY_INC,ALMDG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMDG FP Equity_DX_BROKER_SI_MV_NEW_y,ALMDG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMDG FP Equity_DX_BROKER_SI_MV_INC_y,ALMDG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMDG FP Equity_DX_BROKER_SI_MV_ADD,ALMDG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMDG FP Equity_DX_BROKER_SI_QTY_DEC,ALMDG FP Equity_DX_SUPPLY_SI_MV,ALMDG FP Equity_DX_BROKER_SI_MV_DEC,ALMDG FP Equity_DX_BROKER_SI_MV_RMV,ALMDG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMDG FP Equity_DX_UTILIZATION_QUANTITY,ALMDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMDG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMDG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMDG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMDG FP Equity_DX_BROKER_SI_CON_RATIO,ALMDG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMDG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMDG FP Equity_PX_LAST
2014-07-16,500.0,14250.0,0.01,0.06,0.01,0.01,0.0,14250.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.83,0.5249,61.17,0.0104,28.5
2014-07-17,500.0,14000.0,0.01,0.05,0.01,0.01,0.0,14000.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.83,0.5249,61.17,0.0104,28.0
2014-07-18,500.0,13820.0,0.01,0.05,0.01,0.01,0.0,13820.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.83,0.5249,61.17,0.0104,27.64
2014-07-21,500.0,13660.0,0.01,0.05,0.01,0.01,0.0,13660.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.83,0.525,61.17,0.0104,27.32
2014-07-22,500.0,13300.0,0.01,0.04,0.01,0.01,0.0,13300.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.83,0.5249,61.17,0.0104,26.6
2014-07-23,500.0,13305.0,0.01,0.04,0.01,0.01,0.0,13305.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.83,0.5249,61.17,0.0104,26.61
2014-07-24,500.0,13805.0,0.01,0.04,0.01,0.01,0.0,13805.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.83,0.525,61.17,0.0104,27.61
2014-07-25,5500.0,157960.0,0.11,0.46,0.1,0.15,0.0,14360.0,5000.0,500.0,143600.0,,,,,,,,,,,,,,,,5000.0,,0.14,,,8.91,8.91,51127.0,1468367.44,1.41,8.91,5.71,0.8923,94.29,0.098,28.72
2014-07-28,5500.0,158455.0,0.11,0.45,0.1,0.16,0.0,14405.0,5000.0,500.0,144050.0,,,,,,,,,,,,,,,,,,0.14,,,8.91,8.91,51127.0,1472968.87,1.47,8.91,5.71,0.8923,94.29,0.098,28.81
2014-07-29,5500.0,156200.0,0.11,0.46,0.1,0.16,0.0,14200.0,5000.0,500.0,142000.0,,,,,,,,,,,,,,,,,,0.14,,,8.91,8.91,51127.0,1452006.8,1.47,8.91,5.71,0.8923,94.29,0.098,28.4
2014-07-30,5300.0,144690.0,0.11,0.45,0.1,0.15,0.0,8190.0,5000.0,300.0,136500.0,,,,,,,,,,,,,,,,,200.0,0.14,0.01,,8.91,8.91,51127.0,1395767.1,1.47,8.91,5.85,0.8898,94.15,0.0944,27.3
2014-07-31,5300.0,140132.0,0.11,0.46,0.1,0.15,0.0,7932.0,5000.0,300.0,132200.0,,,,,,,,,,,,,,,,,,0.14,,,8.91,8.91,51127.0,1351797.88,1.45,8.91,5.71,0.8923,94.29,0.0944,26.44
2014-08-01,5300.0,142570.0,0.11,0.47,0.1,0.14,0.0,8070.0,5000.0,300.0,134500.0,,,,,,,,,,,,,,,,,,0.14,,,8.91,8.91,51127.0,1375316.3,1.4,8.91,5.75,0.8916,94.25,0.0944,26.9
2014-08-04,5300.0,138595.0,0.11,0.47,0.1,0.14,0.0,7845.0,5000.0,300.0,130750.0,,,,,,,,,,,,,,,,,,0.13,,,8.91,8.91,51127.0,1336971.05,1.38,8.91,5.93,0.8885,94.07,0.0944,26.15
2014-08-05,5300.0,138065.0,0.11,0.47,0.1,0.14,0.0,7815.0,5000.0,300.0,130250.0,,,,,,,,,,,,,,,,,,0.13,,,8.91,8.91,51127.0,1331858.35,1.38,8.91,5.77,0.8912,94.23,0.0944,26.05
2014-08-06,5300.0,135256.0,0.11,0.47,0.1,0.14,0.0,7656.0,5000.0,300.0,127600.0,,,,,,,,,,,,,,,,,,0.13,,,8.91,8.91,51127.0,1304761.04,1.33,8.91,5.93,0.8885,94.07,0.0944,25.52
2014-08-07,5300.0,135150.0,0.11,0.47,0.1,0.14,0.0,7650.0,5000.0,300.0,127500.0,,,,,,,,,,,,,,,,,,0.13,,,8.91,8.91,51127.0,1303738.5,1.3,8.91,5.93,0.8885,94.07,0.0944,25.5
2014-08-08,5300.0,128578.0,0.11,0.48,0.1,0.14,0.0,7278.0,5000.0,300.0,121300.0,,,,,,,,,,,,,,,,,,0.13,,,8.87,8.87,51365.0,1246114.9,1.31,8.87,5.93,0.8885,94.07,0.094,24.26
2014-08-11,5300.0,128260.0,0.11,0.47,0.1,0.13,0.0,7260.0,5000.0,300.0,121000.0,,,,,,,,,,,,,,,,,,0.12,,,8.87,8.87,51365.0,1243033.0,1.25,8.87,5.93,0.8885,94.07,0.094,24.2
2014-08-12,5300.0,126405.0,0.11,0.47,0.1,0.13,0.0,7155.0,5000.0,300.0,119250.0,,,,,,,,,,,,,,,,,,0.12,,,8.87,8.87,51365.0,1225055.25,1.24,8.87,5.93,0.8885,94.07,0.094,23.85
2014-08-13,5300.0,124550.0,0.11,0.48,0.1,0.13,0.0,7050.0,5000.0,300.0,117500.0,,,,,,,,,,,,,,,,,,0.12,,,8.87,8.87,51365.0,1207077.5,1.23,8.87,5.93,0.8885,94.07,0.094,23.5
2014-08-14,5300.0,124709.0,0.11,0.49,0.1,0.12,0.0,7059.0,5000.0,300.0,117650.0,,,,,,,,,,,,,,,,,,0.12,,,8.87,8.87,51365.0,1208618.45,1.21,8.87,5.93,0.8885,94.07,0.094,23.53
2014-08-15,5400.0,127764.0,0.11,0.51,0.1,0.13,0.0,9464.0,5000.0,400.0,118300.0,,,,0.0,,,,,100.0,,,,0.0,,,,,0.12,,,8.87,8.87,51365.0,1215295.9,1.21,8.87,7.75,0.857,92.25,0.0958,23.66
2014-08-18,5600.0,142800.0,0.11,0.53,0.1,0.13,0.0,15300.0,5000.0,600.0,127500.0,,,,0.01,,,,,200.0,,,,0.01,,,,,0.12,,,8.87,8.87,51365.0,1309807.5,1.22,8.87,11.21,0.801,88.79,0.0994,25.5
2014-08-19,5600.0,142800.0,0.11,0.51,0.1,0.14,0.0,15300.0,5000.0,600.0,127500.0,,,,,,,,,,,,,,,,,,0.13,,,8.87,8.87,51365.0,1309807.5,1.31,8.87,11.21,0.801,88.79,0.0994,25.5
2014-08-20,5500.0,140250.0,0.11,0.48,0.1,0.14,0.0,12750.0,5000.0,500.0,127500.0,,,,,,,,,,,,,,,,,100.0,0.13,0.0,,8.81,8.81,51781.0,1320415.5,1.32,8.81,9.52,0.8277,90.48,0.0969,25.5
2014-08-21,5100.0,129795.0,0.1,0.44,0.09,0.13,0.0,2545.0,5000.0,100.0,127250.0,,,,,,,,,,,,,,,,,400.0,0.13,0.01,,8.81,8.81,51781.0,1317826.45,1.32,8.81,2.06,0.9597,97.94,0.0898,25.45
2014-08-22,5100.0,129999.0,0.1,0.44,0.09,0.13,0.0,2549.0,5000.0,100.0,127450.0,,,,,,,,,,,,,,,,,,0.13,,,8.81,8.81,51781.0,1319897.69,1.32,8.81,2.06,0.9597,97.94,0.0898,25.49
2014-08-25,5100.0,129846.0,0.1,0.52,0.09,0.13,0.0,2546.0,5000.0,100.0,127300.0,,,,,,,,,,,,,,,,,,0.13,,,100.0,8.81,0.0,0.0,0.0,100.0,2.05,0.9598,97.95,0.0898,25.46
2014-08-26,5100.0,129846.0,0.1,0.53,0.09,0.13,0.0,2546.0,5000.0,100.0,127300.0,,,,,,,,,,,,,,,,,,0.13,,,100.0,8.81,0.0,0.0,0.0,100.0,2.06,0.9597,97.94,0.0898,25.46
2014-08-27,5100.0,130050.0,0.1,0.54,0.09,0.13,0.0,2550.0,5000.0,100.0,127500.0,,,,,,,,,,,,,,,,,,0.13,,,100.0,8.81,0.0,0.0,0.0,100.0,2.06,0.9597,97.94,0.0898,25.5
2014-08-28,6100.0,155245.0,0.12,0.85,0.11,0.16,0.0,2545.0,6000.0,100.0,152700.0,,,1000.0,,,,,,,,,,,1000.0,,,,0.15,,,10.57,10.57,50781.0,1292376.45,1.29,10.57,1.72,0.9662,98.28,0.1074,25.45
2014-08-29,6100.0,154818.0,0.12,1.02,0.11,0.16,0.0,2538.0,6000.0,100.0,152280.0,,,,,,,,,,,,,,,,,,0.15,,,10.57,10.57,50781.0,1288821.78,1.3,10.57,1.72,0.9662,98.28,0.1074,25.38
2014-09-01,6100.0,155550.0,0.12,0.96,0.11,0.16,0.0,2550.0,6000.0,100.0,153000.0,,,,,,,,,,,,,,,,,,0.15,,,10.57,10.57,50781.0,1294915.5,1.29,10.57,1.74,0.9659,98.26,0.1074,25.5
2014-09-02,6100.0,154330.0,0.12,1.03,0.11,0.16,0.0,2530.0,6000.0,100.0,151800.0,,,,,,,,,,,,,,,,,,0.15,,,10.57,10.57,50781.0,1284759.3,1.29,10.57,1.72,0.9662,98.28,0.1074,25.3
2014-09-03,6100.0,154635.0,0.12,1.05,0.11,0.15,0.0,2535.0,6000.0,100.0,152100.0,,,,,,,,,,,,,,,,,,0.15,,,10.59,10.59,50676.0,1284636.6,1.28,10.59,1.72,0.9662,98.28,0.1076,25.35
2014-09-04,6000.0,155100.0,0.12,1.07,0.11,0.15,0.0,0.0,6000.0,0.0,155100.0,,,,,,,,,,,,,,,,,100.0,0.15,0.0,,10.57,10.57,50781.0,1312688.85,1.29,10.57,,1.0,100.0,0.1057,25.85
2014-09-05,6000.0,154080.0,0.12,1.0,0.11,0.16,0.0,0.0,6000.0,0.0,154080.0,,,,,,,,,,,,,,,,,,0.16,,,10.59,10.59,50676.0,1301359.68,1.31,10.59,,1.0,100.0,0.1059,25.68
2014-09-08,6000.0,154080.0,0.12,0.94,0.11,0.15,0.0,0.0,6000.0,0.0,154080.0,,,,,,,,,,,,,,,,,,0.15,,,10.59,10.59,50676.0,1301359.68,1.3,10.59,,1.0,100.0,0.1059,25.68
2014-09-09,5000.0,128500.0,0.1,0.75,0.09,0.13,0.0,0.0,5000.0,0.0,128500.0,,,,,,,,0.03,,1000.0,,,,,,,,0.13,,,100.0,9.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0908,25.7
2014-09-10,5000.0,127100.0,0.1,0.74,0.09,0.13,0.0,0.0,5000.0,0.0,127100.0,,,,,,,,,,,,,,,,,,0.13,,,100.0,8.82,0.0,0.0,0.0,100.0,,1.0,100.0,0.0882,25.42
2014-09-11,5000.0,127050.0,0.1,0.73,0.09,0.13,0.0,0.0,5000.0,0.0,127050.0,,,,,,,,,,,,,,,,,,0.13,,,100.0,9.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0908,25.41
2014-09-12,5000.0,131500.0,0.1,0.72,0.09,0.13,0.0,0.0,5000.0,0.0,131500.0,,,,,,,,,,,,,,,,,,0.13,,,100.0,9.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0908,26.3
2014-09-15,5000.0,138000.0,0.1,0.67,0.09,0.13,0.0,0.0,5000.0,0.0,138000.0,,,,,,,,,,,,,,,,,,0.13,,,100.0,9.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0908,27.6
2014-09-16,5000.0,140000.0,0.1,0.65,0.09,0.14,0.0,0.0,5000.0,0.0,140000.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0908,28.0
2014-09-17,5000.0,140000.0,0.1,0.63,0.09,0.14,0.0,0.0,5000.0,0.0,140000.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0909,28.0
2014-09-18,5000.0,140000.0,0.1,0.62,0.09,0.14,0.0,0.0,5000.0,0.0,140000.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.08,0.0,0.0,0.0,100.0,,1.0,100.0,0.0908,28.0
2014-09-19,5000.0,139850.0,0.1,0.61,0.09,0.14,0.0,0.0,5000.0,0.0,139850.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0909,27.97
2014-09-22,5000.0,139750.0,0.1,0.62,0.09,0.14,0.0,0.0,5000.0,0.0,139750.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0909,27.95
2014-09-23,5000.0,139500.0,0.1,0.63,0.09,0.14,0.0,0.0,5000.0,0.0,139500.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0909,27.9
2014-09-24,5000.0,139700.0,0.1,0.63,0.09,0.14,0.0,0.0,5000.0,0.0,139700.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0909,27.94
2014-09-25,5000.0,138050.0,0.1,0.64,0.09,0.14,0.0,0.0,5000.0,0.0,138050.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0909,27.61
2014-09-26,5000.0,143200.0,0.1,0.61,0.09,0.14,0.0,0.0,5000.0,0.0,143200.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.091,28.64
2014-09-29,5000.0,139900.0,0.1,0.6,0.09,0.14,0.0,0.0,5000.0,0.0,139900.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0909,27.98
2014-09-30,5000.0,137800.0,0.1,0.66,0.09,0.14,0.0,0.0,5000.0,0.0,137800.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.091,27.56
2014-10-01,5000.0,141000.0,0.1,0.71,0.09,0.14,0.0,0.0,5000.0,0.0,141000.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.091,28.2
2014-10-02,5000.0,139750.0,0.1,0.7,0.09,0.14,0.0,0.0,5000.0,0.0,139750.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.091,27.95
2014-10-03,5000.0,141000.0,0.1,0.7,0.09,0.14,0.0,0.0,5000.0,0.0,141000.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.091,28.2
2014-10-06,5000.0,145050.0,0.1,0.7,0.09,0.14,0.0,0.0,5000.0,0.0,145050.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.091,29.01
2014-10-07,5000.0,139450.0,0.1,0.69,0.09,0.14,0.0,0.0,5000.0,0.0,139450.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0909,27.89
2014-10-08,5000.0,134800.0,0.1,0.64,0.09,0.15,0.0,0.0,5000.0,0.0,134800.0,,,,,,,,,,,,,,,,,,0.15,,,100.0,9.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0909,26.96
2014-10-09,5000.0,128750.0,0.1,0.55,0.09,0.14,0.0,0.0,5000.0,0.0,128750.0,,,,,,,,,,,,,,,,,,0.14,,,100.0,9.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0909,25.75
2014-10-10,10000.0,236500.0,0.2,1.08,0.18,0.27,0.0,0.0,10000.0,0.0,236500.0,,,5000.0,,,,,,,,,,,5000.0,,,,0.27,,,18.18,18.18,45013.0,1064557.45,1.21,18.18,,1.0,100.0,0.1818,23.65
2014-10-13,10000.0,240300.0,0.2,1.08,0.18,0.24,0.0,0.0,10000.0,0.0,240300.0,,,,,,,,,,,,,,,,,,0.24,,,18.18,18.18,45013.0,1081662.39,1.06,18.18,,1.0,100.0,0.1818,24.03
2014-10-14,10300.0,247818.0,0.21,1.08,0.19,0.25,0.0,7218.0,10000.0,300.0,240600.0,,,,,,300.0,,,,,,,,,0.01,,,0.24,,,18.18,18.18,45013.0,1083012.78,1.08,18.18,3.05,0.9408,96.95,0.1872,24.06
2014-10-15,10300.0,238445.0,0.21,1.06,0.19,0.25,0.0,6945.0,10000.0,300.0,231500.0,,,,,,,,,,,,,,,,,,0.24,,,18.18,18.18,44991.0,1041541.65,1.08,18.18,3.05,0.9408,96.95,0.1873,23.15
2014-10-16,10300.0,243080.0,0.21,1.02,0.19,0.24,0.0,7080.0,10000.0,300.0,236000.0,,,,,,,,,,,,,,,,,,0.23,,,18.18,18.18,45013.0,1062306.8,1.04,18.18,3.05,0.9408,96.95,0.1872,23.6
2014-10-17,10300.0,243595.0,0.21,1.06,0.19,0.24,0.0,7095.0,10000.0,300.0,236500.0,,,,,,,,,,,,,,,,,,0.24,,,18.18,18.18,44991.0,1064037.15,1.06,18.18,3.05,0.9408,96.95,0.1873,23.65
2014-10-20,10300.0,237209.0,0.21,1.12,0.19,0.24,0.0,6909.0,10000.0,300.0,230300.0,,,,,,,,,,,,,,,,,,0.24,,,18.18,18.18,44991.0,1036142.73,1.06,18.18,3.05,0.9408,96.95,0.1873,23.03
2014-10-21,13111.0,302864.1,0.26,1.45,0.24,0.3,0.0,71864.1,12811.0,3111.0,295934.1,,,2811.0,,,2811.0,,,,,,,,2811.0,0.07,,,0.3,,,23.2,23.2,42406.0,979578.6,0.98,23.2,21.87,0.6221,75.75,0.2374,23.1
2014-10-22,13111.0,302601.88,0.26,1.41,0.24,0.3,0.0,71801.88,12811.0,3111.0,295677.88,,,,,,,,,,,,,,,,,,0.3,,,23.2,23.2,42406.0,978730.48,0.98,23.2,21.42,0.6268,76.18,0.2374,23.08
2014-10-23,13111.0,320695.06,0.26,1.38,0.24,0.3,0.0,76095.06,12811.0,3111.0,313357.06,,,,,,,,,,,,,,,,,,0.3,,,23.22,23.22,42353.0,1035954.38,0.98,23.22,21.41,0.6268,76.18,0.2377,24.46
2014-10-24,13111.0,335641.6,0.26,1.33,0.24,0.32,0.0,79641.6,12811.0,3111.0,327961.6,,,,,,,,,,,,,,,,,,0.31,,,23.2,23.2,42406.0,1085593.6,1.04,23.2,21.42,0.6269,76.19,0.2374,25.6
2014-10-27,12811.0,322196.65,0.26,1.35,0.23,0.33,0.0,70696.65,12811.0,2811.0,322196.65,,,,,,,,,,,,,,,,,300.0,0.33,0.01,,23.22,23.22,42353.0,1065177.95,1.08,23.22,21.94,0.6574,78.06,0.2322,25.15
2014-10-28,12615.0,317267.25,0.25,1.36,0.23,0.32,0.0,65767.25,12615.0,2615.0,317267.25,,,,,,,,0.01,,196.0,,,,,,,196.0,0.32,0.01,,22.87,22.87,42549.0,1070107.35,1.07,22.87,20.73,0.6714,79.27,0.2287,25.15
2014-10-29,12684.0,319383.12,0.26,1.4,0.23,0.32,0.0,67583.12,12684.0,2684.0,319383.12,,,69.0,0.0,,,,,69.0,,,,0.0,69.0,,,,0.32,,,22.99,22.99,42480.0,1069646.4,1.07,22.99,21.16,0.6663,78.84,0.2299,25.18
2014-10-30,12684.0,318622.08,0.26,1.42,0.23,0.32,0.0,67422.08,12684.0,2684.0,318622.08,,,,,,,,,,,,,,,,,,0.32,,,23.0,23.0,42453.0,1066419.36,1.07,23.0,21.16,0.6663,78.84,0.23,25.12
2014-10-31,12684.0,326739.84,0.26,1.44,0.23,0.32,0.0,69139.84,12684.0,2684.0,326739.84,,,,,,,,,,,,,,,,,,0.32,,,23.0,23.0,42453.0,1093589.28,1.07,23.0,21.16,0.6663,78.84,0.23,25.76
2014-11-03,12684.0,329784.0,0.26,1.43,0.23,0.33,0.0,69784.0,12684.0,2684.0,329784.0,,,,,,,,,,,,,,,,,,0.33,,,23.0,23.0,42453.0,1103778.0,1.09,23.0,21.16,0.6663,78.84,0.23,26.0
2014-11-04,12684.0,318622.08,0.26,1.44,0.23,0.33,0.0,67422.08,12684.0,2684.0,318622.08,,,,,,,,,,,,,,,,,,0.33,,,23.0,23.0,42453.0,1066419.36,1.1,23.0,21.16,0.6663,78.84,0.23,25.12
2014-11-05,12684.0,317100.0,0.26,1.43,0.23,0.32,0.0,67100.0,12684.0,2684.0,317100.0,,,,,,,,,,,,,,,,,,0.32,,,23.07,23.07,42301.0,1057525.0,1.06,23.07,21.16,0.6663,78.84,0.2307,25.0
2014-11-06,12684.0,322173.6,0.26,1.43,0.23,0.32,0.0,68173.6,12684.0,2684.0,322173.6,,,,,,,,,,,,,,,,,,0.32,,,23.07,23.07,42301.0,1074445.4,1.06,23.07,21.16,0.6663,78.84,0.2307,25.4
2014-11-07,12684.0,323442.0,0.26,1.47,0.23,0.32,0.0,68442.0,12684.0,2684.0,323442.0,,,,,,,,,,,,,,,,,,0.32,,,23.07,23.07,42301.0,1078675.5,1.07,23.07,21.16,0.6663,78.84,0.2307,25.5
2014-11-10,12684.0,323822.52,0.26,1.5,0.23,0.32,0.0,68522.52,12684.0,2684.0,323822.52,,,,,,,,,,,,,,,,,,0.32,,,23.07,23.07,42301.0,1079944.53,1.08,23.07,21.16,0.6663,78.84,0.2307,25.53
2014-11-11,12684.0,325471.44,0.26,1.5,0.23,0.32,0.0,68871.44,12684.0,2684.0,325471.44,,,,,,,,,,,,,,,,,,0.32,,,23.07,23.07,42301.0,1085443.66,1.08,23.07,21.16,0.6663,78.84,0.2307,25.66
2014-11-12,12684.0,319509.96,0.26,1.5,0.23,0.33,0.0,67609.96,12684.0,2684.0,319509.96,,,,,,,,,,,,,,,,,,0.33,,,23.07,23.07,42301.0,1065562.19,1.09,23.07,21.16,0.6663,78.84,0.2307,25.19
2014-11-13,12684.0,316338.96,0.26,1.56,0.23,0.32,0.0,66938.96,12684.0,2684.0,316338.96,,,,,,,,,,,,,,,,,,0.32,,,23.07,23.07,42301.0,1054986.94,1.07,23.07,21.16,0.6663,78.84,0.2307,24.94
2014-11-14,12684.0,317100.0,0.26,1.5,0.23,0.32,0.0,67100.0,12684.0,2684.0,317100.0,,,,,,,,,,,,,,,,,,0.32,,,23.07,23.07,42301.0,1057525.0,1.06,23.07,21.16,0.6663,78.84,0.2307,25.0
2014-11-17,12684.0,314690.04,0.26,1.47,0.23,0.32,0.0,66590.04,12684.0,2684.0,314690.04,,,,,,,,,,,,,,,,,,0.32,,,23.07,23.07,42301.0,1049487.81,1.06,23.07,21.16,0.6663,78.84,0.2307,24.81
2014-11-18,7658.0,189458.92,0.15,0.91,0.14,0.19,0.0,65758.92,7658.0,2658.0,189458.92,,,,,,,,0.13,,5026.0,,,,,,,26.0,0.19,0.0,,13.93,13.93,47327.0,1170869.98,1.17,13.93,34.71,0.5468,65.29,0.1393,24.74
2014-11-19,7658.0,191450.0,0.15,0.96,0.14,0.19,0.0,66450.0,7658.0,2658.0,191450.0,,,,,,,,,,,,,,,,,,0.19,,,13.93,13.93,47327.0,1183175.0,1.17,13.93,34.71,0.5468,65.29,0.1393,25.0
2014-11-20,7658.0,191373.42,0.15,1.14,0.14,0.19,0.0,66423.42,7658.0,2658.0,191373.42,,,,,,,,,,,,,,,,,,0.19,,,13.97,13.97,47163.0,1178603.37,1.18,13.97,34.71,0.5468,65.29,0.1397,24.99
2014-11-21,7658.0,189305.76,0.15,1.17,0.14,0.19,0.0,65705.76,7658.0,2658.0,189305.76,,,,,,,,,,,,,,,,,,0.19,,,14.17,14.17,46368.0,1146216.96,1.16,14.17,34.71,0.5468,65.29,0.1417,24.72
2014-11-24,7658.0,189152.6,0.15,1.23,0.14,0.19,0.0,65652.6,7658.0,2658.0,189152.6,,,,,,,,,,,,,,,,,,0.19,,,14.2,14.2,46279.0,1143091.3,1.14,14.2,34.71,0.5468,65.29,0.142,24.7
2014-11-25,7811.0,206991.5,0.16,1.27,0.14,0.19,0.0,74491.5,7811.0,2811.0,206991.5,,,153.0,0.0,,,,,153.0,,,,0.0,153.0,,,,0.19,,,14.65,14.65,45508.0,1205962.0,1.12,14.65,35.99,0.5393,64.01,0.1465,26.5
2014-11-26,7811.0,214880.61,0.16,1.2,0.14,0.21,0.0,77330.61,7811.0,2811.0,214880.61,,,,,,,,,,,,,,,,,,0.21,,,16.8,16.8,38682.0,1064141.82,1.03,16.8,35.99,0.5393,64.01,0.168,27.51
2014-11-27,7811.0,214880.61,0.16,1.23,0.14,0.21,0.0,77330.61,7811.0,2811.0,214880.61,,,,,,,,,,,,,,,,,,0.21,,,15.5,15.5,42582.0,1171430.82,1.17,15.5,35.99,0.5393,64.01,0.155,27.51
2014-11-28,7811.0,214724.39,0.16,1.3,0.14,0.21,0.0,77274.39,7811.0,2811.0,214724.39,,,,,,,,,,,,,,,,,,0.21,,,15.5,15.5,42582.0,1170579.18,1.17,15.5,36.08,0.5387,63.92,0.155,27.49
2014-12-01,7811.0,216052.26,0.16,1.17,0.14,0.21,0.0,77752.26,7811.0,2811.0,216052.26,,,,,,,,,,,,,,,,,,0.21,,,16.8,16.8,38682.0,1069944.12,1.06,16.8,35.99,0.5393,64.01,0.168,27.66
2014-12-02,7811.0,215974.15,0.16,1.17,0.14,0.22,0.0,77724.15,7811.0,2811.0,215974.15,,,,,,,,,,,,,,,,,,0.22,,,16.8,16.8,38682.0,1069557.3,1.07,16.8,35.99,0.5393,64.01,0.168,27.65
