,COV FP Equity_DX_SI_QTY,COV FP Equity_DX_SHORT_INTEREST_VALUE,COV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,COV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COV FP Equity_DX_SI_MV,COV FP Equity_DX_DSS,COV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COV FP Equity_DX_SUPPLY_SI_QTY,COV FP Equity_DX_BROKER_SI_QTY,COV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COV FP Equity_DX_BROKER_SI_MV_NEW_x,COV FP Equity_DX_SUPPLY_SI_QTY_NEW_x,COV FP Equity_DX_SUPPLY_SI_QTY_INC_x,COV FP Equity_DX_BROKER_SI_MV_INC_x,COV FP Equity_DX_SUPPLY_SI_MV_NEW,COV FP Equity_DX_BROKER_SI_QTY_ADD,COV FP Equity_DX_BROKER_SI_QTY_NEW,COV FP Equity_DX_SUPPLY_SI_MV_DEC,COV FP Equity_DX_BROKER_SI_QTY_INC,COV FP Equity_DX_SUPPLY_SI_QTY_DEC,COV FP Equity_DX_BROKER_SI_MV_NEW_y,COV FP Equity_DX_SUPPLY_SI_QTY_NEW_y,COV FP Equity_DX_BROKER_SI_MV_INC_y,COV FP Equity_DX_SUPPLY_SI_QTY_INC_y,COV FP Equity_DX_BROKER_SI_MV_ADD,COV FP Equity_DX_SUPPLY_SI_QTY_ADD,COV FP Equity_DX_BROKER_SI_QTY_DEC,COV FP Equity_DX_SUPPLY_SI_MV,COV FP Equity_DX_BROKER_SI_MV_DEC,COV FP Equity_DX_SUPPLY_SI_MV_RMV,COV FP Equity_DX_BROKER_SI_MV_RMV,COV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COV FP Equity_DX_UTILIZATION_QUANTITY,COV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COV FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,COV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COV FP Equity_DX_ACTIVE_UTILIZATION_MV,COV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COV FP Equity_DX_BROKER_SI_CON_RATIO,COV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COV FP Equity_DX_DEMAND_SUPPLY_RATIO,COV FP Equity_PX_LAST
2006-10-04,552407.0,31720241.44,5.12,62.65,3.18,62.86,1.0,19159782.19,218740.0,333667.0,12560459.25,,25000.0,,,2.98,,,0.01,,138.0,,25000.0,,,,,63.0,25.96,0.0,,,47.85,47.85,238429.0,13691038.4,,27.99,48.12,19.32,0.2112,36.33,1.2083,119.5
2006-10-05,545066.0,31298707.52,5.05,55.56,3.14,62.07,1.0,19792800.86,200375.0,344691.0,11505906.66,,,65.0,0.72,,5000.0,,0.0,6023.0,30.0,,,0.72,65.0,0.6,6600.0,,23.81,,2.98,,46.67,46.67,228964.0,13147540.42,25000.0,26.84,47.0,19.65,0.2232,37.95,1.2695,119.5
2006-10-06,619587.0,36381693.32,5.74,61.05,3.57,69.3,1.0,24592215.43,200777.0,418810.0,11789477.89,,,362.0,6.58,,2000.0,,,72120.0,,,,6.58,362.0,0.25,39.0,,24.12,,,,46.3,46.3,232833.0,13671782.66,,27.53,46.7,27.48,0.2253,34.08,1.4289,122.2
2006-10-09,688487.0,40195869.55,6.38,65.49,3.96,77.86,1.0,28177632.26,205853.0,482635.0,12018295.67,,,76.0,6.05,,13000.0,,,50824.0,,,,6.05,76.0,1.56,5000.0,,24.76,,,,47.33,47.33,229069.0,13373713.14,,27.04,47.8,24.81,0.2142,34.97,1.583,121.5
2006-10-10,532663.0,31738297.14,4.94,50.19,3.07,61.12,1.0,19488977.91,205580.0,327083.0,12249319.22,,,,2.3,,,,0.0,18390.0,273.0,,,2.3,,,,141.0,24.69,0.0,,19.02,47.24,47.24,229630.0,13682319.16,,27.15,47.63,18.88,0.2574,45.55,1.2239,124.0
2006-10-11,808130.0,48074112.98,7.49,78.39,4.65,94.24,1.0,35187147.8,236231.0,591499.0,14052931.81,27.51,25000.0,8000.0,2.2,3.1,11600.0,238800.0,0.5,17016.0,5849.0,27.51,25000.0,2.2,8000.0,1.64,3500.0,3000.0,29.19,0.36,,,50.55,50.55,231081.0,13746568.13,,27.58,51.42,29.13,0.2043,30.21,1.7293,123.8
2006-10-12,787112.0,46899436.49,7.3,77.21,4.53,91.55,1.0,34887321.95,216199.0,585513.0,12882043.81,,,2882.0,0.0,,,,0.01,13.0,32.0,,,0.0,2882.0,,2118.0,6000.0,26.66,0.71,3.1,,68.93,68.93,97467.0,5807492.93,25000.0,12.06,68.85,29.21,0.2115,31.03,2.5094,124.0
2006-10-13,763990.0,46549640.73,7.08,68.01,4.4,89.18,1.0,34262933.77,216253.0,562336.0,13176218.87,,,54.0,,,,,,,,,,,54.0,,,23176.0,27.02,2.87,,,67.69,67.69,103205.0,6288244.18,,12.97,67.57,29.57,0.2155,31.94,2.3915,126.8
2006-10-16,764510.0,47169101.11,7.09,62.63,4.4,93.02,1.0,35057813.86,210898.0,568212.0,13012084.98,,,,5.93,,,,0.57,19500.0,5355.0,,,5.93,,,,13624.0,26.49,1.66,,,66.09,66.09,108208.0,6676268.58,,13.7,65.91,29.41,0.2392,35.95,2.3958,128.4
2006-10-17,764694.0,47033474.02,7.09,60.9,4.4,93.44,1.0,34951982.34,211027.0,568267.0,12979483.19,,,129.0,0.01,,,,,55.0,,,,0.01,129.0,,,,26.74,,,,65.65,65.65,110401.0,6790353.48,,14.03,65.59,29.28,0.2388,35.97,2.3791,128.0
2006-10-18,920404.0,57229793.59,8.53,68.14,5.3,113.71,2.0,35328238.28,379134.0,568170.0,23574170.22,,151000.0,7537.0,,19.39,,,0.44,,3710.0,,151000.0,,7537.0,,13281.0,97.0,48.56,0.0,,,91.48,79.17,35319.0,2196099.84,,4.53,91.47,24.05,0.1836,29.52,1.922,129.4
2006-10-19,884472.0,54825576.24,8.21,66.71,5.09,109.58,2.0,33951836.12,358645.0,547727.0,22231250.73,,,2028.0,0.01,,9500.0,,0.0,57.0,18.0,,,0.01,2028.0,1.62,2500.0,30000.0,46.02,3.88,3.23,,91.5,79.54,33319.0,2065337.71,25000.0,4.29,91.47,28.26,0.2333,34.71,1.9615,129.0
2006-10-20,884490.0,55251705.12,8.21,61.9,5.09,109.72,2.0,34213154.63,358693.0,547697.0,22406584.43,,,217.0,,,,,0.02,,169.0,,,,217.0,,,30.0,46.19,0.0,,,91.54,79.56,33150.0,2070791.11,,4.29,91.5,28.24,0.233,34.66,1.9619,130.0
2006-10-23,893364.0,55977750.86,8.29,57.59,5.14,111.12,2.0,35158940.55,354153.0,561111.0,22191053.59,,,10000.0,1.15,,10000.0,,1.81,9214.0,14540.0,,,1.15,10000.0,1.3,,5800.0,45.74,0.71,,,78.61,78.61,96367.0,6038309.04,,12.41,78.65,27.48,0.2294,34.73,1.983,130.4
2006-10-24,589207.0,37004359.47,5.47,37.32,3.39,77.73,1.0,15068232.3,366045.0,239926.0,22988967.82,,,13761.0,,,3500.0,,0.67,,5369.0,,,,13761.0,0.46,3500.0,324685.0,47.36,36.13,,,80.77,80.77,87123.0,5471643.77,,11.33,80.69,25.51,0.1708,28.91,1.3002,130.7
2006-10-25,596905.0,37866486.24,5.54,36.19,3.44,79.2,1.0,15217137.6,364896.0,239874.0,23148288.86,,25000.0,13187.0,,3.25,,,5.04,,39336.0,,25000.0,,13187.0,,,53.0,47.71,0.0,,,75.13,75.13,120820.0,7664584.59,,15.81,75.11,25.44,0.1696,28.18,1.2289,130.0
2006-10-26,570424.0,36075240.04,5.29,28.12,3.28,75.49,1.0,15396535.32,329838.0,243451.0,20859895.49,,,10.0,0.5,,,,1.39,3618.0,10068.0,,,0.5,10.0,,,41.0,43.0,0.01,3.25,,72.0,72.0,128245.0,8110579.43,25000.0,16.69,72.04,26.38,0.1761,29.02,1.2452,129.6
2006-10-27,588483.0,36757869.32,5.46,28.66,3.39,77.5,1.0,16020023.16,334906.0,256476.0,20918923.71,,,69.0,1.88,,,,,15025.0,,,,1.88,69.0,,5000.0,2000.0,43.43,0.27,,,71.9,71.9,130899.0,8176223.16,,16.9,71.99,25.48,0.179,30.53,1.2634,128.0
2006-10-30,618449.0,37935482.09,5.74,30.53,3.56,81.21,1.0,17565791.31,334977.0,286369.0,20547391.92,,,71.0,3.86,,,,,30035.0,,,,3.86,71.0,,,141.0,43.34,0.02,,,86.6,71.69,51834.0,3179482.51,,6.61,86.77,20.41,0.1484,24.35,1.3236,125.7
2006-10-31,610410.0,37442372.17,5.67,29.63,3.51,79.64,1.0,16761934.42,340105.0,273264.0,20861941.95,,,5128.0,0.0,,,,,64.0,,,,0.0,5128.0,,,13169.0,43.57,1.75,,,86.77,72.16,51834.0,3179482.51,,6.51,86.99,20.81,0.1433,22.67,1.2952,125.7
2006-11-01,634796.0,40270217.2,5.89,28.23,3.65,82.05,1.0,17603105.91,365271.0,277485.0,23172078.13,,25000.0,166.0,0.0,3.25,15000.0,,,134.0,,,25000.0,0.0,166.0,1.89,,10913.0,46.18,1.5,,,87.57,73.19,51834.0,3288247.62,,6.53,87.61,19.29,0.1385,22.02,1.272,130.0
2006-11-02,816460.0,51276679.94,3.73,25.7,2.87,105.02,1.0,30651893.71,331365.0,488059.0,20810936.3,,,94.0,26.48,,,,,210573.0,,,,26.48,94.0,,,,41.98,,4.42,,86.47,71.7,51834.0,3255365.15,34000.0,6.64,86.34,18.41,0.1844,32.46,1.7666,128.7
2006-11-03,941963.0,59618392.03,4.3,27.7,3.31,121.67,1.0,39230822.6,325084.0,619842.0,20575102.58,16.99,,169.0,,,,132000.0,3.02,,26450.0,16.99,,,169.0,,20000.0,217.0,41.52,0.02,,,79.78,66.08,82401.0,5215295.21,,10.66,79.57,26.97,0.1913,28.01,1.9147,129.7
2006-11-06,932109.0,58903745.08,4.26,25.99,3.27,120.56,1.0,39366039.87,315133.0,622939.0,19914531.35,,,3997.0,0.43,,,,1.8,3097.0,13947.0,,,0.43,3997.0,,,,40.25,,,,71.35,60.21,126559.0,7997776.09,,16.39,71.06,27.3,0.1951,28.27,1.7808,129.5
2006-11-07,861965.0,54218685.89,3.94,23.2,3.03,111.36,1.0,39283976.46,243394.0,624534.0,15309789.65,,,6.0,0.21,,,,9.31,1600.0,71745.0,,,0.21,6.0,,,6.0,30.95,0.0,,,49.62,42.49,247171.0,15547367.71,,31.98,49.18,29.54,0.2182,30.8,1.5046,128.9
2006-11-08,855903.0,53879145.22,3.91,22.05,3.0,111.2,1.0,37730881.07,267487.0,599378.0,16838322.7,,30500.0,,,3.93,,,0.83,,6407.0,,30500.0,,,,,25156.0,34.59,3.08,,,44.95,38.0,327599.0,20622376.71,,42.34,44.96,29.23,0.2112,29.99,1.2158,129.0
2006-11-09,792371.0,50073134.57,3.62,20.26,2.78,102.76,1.0,35983767.79,228917.0,569417.0,14466192.92,,,746.0,0.0,,,,1.14,39.0,8816.0,,,0.0,746.0,,,30000.0,29.44,3.83,3.93,,43.9,34.53,292492.0,18483754.8,30500.0,37.8,43.78,27.9,0.2186,32.38,1.1953,129.5
2006-11-10,762045.0,47970778.49,12.74,18.44,2.68,99.1,1.0,34634115.82,224423.0,550184.0,14127441.32,,,6.0,0.01,,,,0.58,17.0,4500.0,,,0.01,6.0,,,19250.0,28.99,2.43,,,34.89,28.02,418719.0,26358386.18,,54.24,34.83,26.93,0.2242,33.68,0.9513,129.0
2006-11-13,747003.0,46659357.45,12.49,17.58,2.62,97.01,1.0,33426454.54,224417.0,535148.0,14017551.5,,,,,,,,0.0,,6.0,,,,,,,15036.0,28.86,1.94,,,33.91,27.24,437291.0,27314103.26,,56.41,33.85,27.51,0.233,34.3,0.9066,128.0
2006-11-14,745608.0,46754145.6,12.46,17.36,2.62,96.51,1.0,33470304.14,224405.0,533765.0,14071555.09,,,,,,,,0.0,,12.0,,,,,,,1384.0,28.72,0.19,,,33.93,27.21,436973.0,27400858.45,,55.98,33.91,27.65,0.2339,34.28,0.904,128.5
2006-11-15,766135.0,47667450.69,12.81,16.6,2.69,99.31,1.0,33212136.92,249896.0,533802.0,15548049.96,,10500.0,10005.0,0.01,1.34,,,0.0,37.0,14.0,,10500.0,0.01,10005.0,,5000.0,,32.08,,,,35.63,28.82,451419.0,28086424.62,,57.96,35.63,26.87,0.2228,33.44,0.8837,127.5
2006-11-16,687006.0,43079444.63,11.49,15.09,2.41,89.3,1.0,27257888.62,269873.0,434693.0,16922674.56,,,20000.0,,,900.0,,0.0,,22.0,,,,20000.0,0.11,,100008.0,34.62,12.57,,,40.09,30.85,403237.0,25285406.56,,51.67,40.12,20.16,0.2134,37.09,0.7854,128.5
2006-11-17,442888.0,27706928.03,2.43,9.46,1.55,66.99,1.0,15444419.04,217886.0,246875.0,13630876.7,,,4045.0,1.29,,,,7.09,10000.0,56033.0,,,1.29,4045.0,,,197818.0,28.23,16.69,,,49.88,25.15,218926.0,13695938.76,,29.24,49.12,15.78,0.2876,49.68,0.5112,128.2
2006-11-20,286179.0,18014985.23,1.57,6.05,1.0,46.69,1.0,6270140.73,208143.0,99605.0,13102614.34,,,,,,,,1.17,,9743.0,,,,,,,147270.0,27.12,19.21,,,49.18,19.01,215064.0,13538291.71,,29.32,48.05,22.69,0.2139,36.38,0.2614,129.0
2006-11-21,162009.0,10206382.07,0.89,3.37,0.57,21.21,0.0,6317084.54,210321.0,100273.0,13249982.92,,,2178.0,0.0,,,,,2668.0,,,,0.0,2178.0,,,2000.0,27.13,9.23,,,47.84,18.89,229322.0,14447024.23,,29.67,47.77,22.85,0.1523,26.9,0.1455,129.1
2006-11-22,156322.0,9901505.51,0.86,3.13,0.55,20.17,0.0,5566801.95,210463.0,87887.0,13330820.7,,,141.0,0.0,,,,,114.0,,,,0.0,141.0,,,12500.0,27.13,1.89,,,47.79,18.82,229882.0,14560828.86,,29.75,47.7,24.04,0.1636,28.23,0.1398,129.8
2006-11-23,277303.0,17442708.52,1.52,5.48,0.97,35.85,0.0,5212124.33,210486.0,82862.0,13239834.93,,,30.0,,,,,0.0,,7.0,,,,30.0,,,5024.0,27.21,0.65,,,47.77,18.77,230104.0,14473831.88,,29.76,47.76,16.0,0.2595,45.6,0.2472,128.9
2006-11-24,251571.0,15775028.12,1.38,5.11,0.88,32.35,0.0,3567849.83,204577.0,56898.0,12828219.18,,4000.0,260.0,0.0,0.51,,,0.8,36.0,6152.0,,4000.0,0.0,260.0,,,26000.0,26.27,3.34,0.52,,46.42,18.1,236143.0,14807598.91,4017.0,30.4,46.36,17.44,0.2962,50.41,0.2225,128.5
2006-11-27,245254.0,15378913.89,1.35,5.04,0.86,31.57,0.0,3171923.72,206690.0,50584.0,12960717.1,,,2113.0,,,,,,,,,,,2113.0,,,6315.0,26.58,0.82,,,46.93,18.24,233722.0,14655787.52,,30.06,46.93,17.96,0.31,51.67,0.2164,128.5
2006-11-28,245282.0,15296883.91,1.35,5.02,0.86,31.58,0.0,3156453.33,203726.0,50613.0,12705265.66,,,,0.0,,,,0.39,29.0,2964.0,,,0.0,,,,,26.19,,,,46.26,17.96,236695.0,14761360.14,,30.38,46.3,17.9,0.3107,51.76,0.2163,127.8
2006-11-29,94500.0,5879608.8,0.52,1.92,0.33,12.41,0.0,2020221.14,75700.0,32470.0,4709908.85,,,,,,6600.0,,16.51,,128026.0,,,,,1.11,,24743.0,9.69,3.2,,,25.6,6.67,220001.0,13688040.38,,28.29,25.52,14.77,0.2562,46.06,0.0833,127.5
2006-11-30,80382.0,5020826.52,0.44,1.63,0.28,10.5,0.0,1165354.93,70398.0,18657.0,4397205.16,,,,,,,,0.68,,5303.0,,,,,,,,8.96,,,1.81,26.41,6.35,196109.0,12249375.08,,25.26,26.19,10.78,0.3228,54.02,0.0725,128.0
2006-12-01,95722.0,5974323.66,0.53,1.97,0.34,12.52,0.0,2102765.7,75710.0,33691.0,4725309.17,1.96,,12.0,,,,15034.0,,,,1.96,,,12.0,,5300.0,,9.66,,,,25.58,6.57,220297.0,13749457.59,,28.38,25.4,15.88,0.2524,45.32,0.0831,127.9
2006-12-04,95785.0,5959559.04,0.53,2.0,0.34,12.56,0.0,2047970.41,76544.0,32916.0,4762420.91,,,,,,,,0.0,,9.0,,,,,,843.0,775.0,9.79,0.09,,,42.47,7.05,103686.0,6451144.11,,13.42,42.16,15.82,0.2519,45.37,0.0882,127.5
2006-12-05,95819.0,5779317.35,0.53,1.98,0.34,12.52,0.0,1986834.48,76556.0,32941.0,4617470.64,,,12.0,0.0,,,,,25.0,,,,0.0,12.0,,,,9.73,,,,42.46,6.86,103760.0,6258278.3,,13.11,42.61,15.83,0.2517,45.33,0.0858,123.6
2006-12-06,95561.0,5852357.53,0.52,1.99,0.34,12.25,0.0,2003474.47,76494.0,32714.0,4684654.17,,,,,,,,0.02,,62.0,,,,,,,227.0,9.56,0.06,,,43.65,6.47,98741.0,6047107.45,,12.62,43.11,15.67,0.2501,45.18,0.0808,125.5
2006-12-07,95720.0,5885449.98,0.52,2.15,0.34,12.35,0.0,2020125.98,76531.0,32855.0,4705593.11,,,37.0,0.03,,,,,141.0,,,,0.03,37.0,,,,9.64,,,,51.61,6.49,71748.0,4411505.07,,9.23,51.08,15.79,0.2514,45.32,0.0811,126.0
2006-12-08,90648.0,5529357.6,0.5,2.03,0.32,11.77,0.0,1745888.2,75691.0,28622.0,4617008.71,,,3.0,,,,,0.11,,843.0,,,,3.0,,,4233.0,9.57,0.53,,,54.05,6.46,64344.0,3924863.04,,8.21,53.83,16.61,0.2793,48.03,0.0774,125.0
2006-12-11,90714.0,5520103.35,0.5,2.0,0.32,11.65,0.0,1745775.13,75695.0,28689.0,4606171.3,,,4.0,0.0,,,,,67.0,,,,0.0,4.0,,,,9.45,,,,54.23,6.44,63894.0,3888060.1,,8.14,53.72,16.68,0.2771,47.74,0.0772,124.7
2006-12-12,90830.0,5505000.32,0.5,1.97,0.32,11.62,0.0,1745563.3,75703.0,28801.0,4588187.15,,,8.0,0.01,,,,,112.0,,,,0.01,8.0,,,,9.42,,,,54.61,6.34,62918.0,3813317.29,,7.97,54.16,16.79,0.2777,47.78,0.0761,124.2
2006-12-13,90816.0,5557332.02,0.5,1.96,0.32,11.64,0.0,1762122.67,75679.0,28796.0,4631048.82,,,,,,,,0.0,,24.0,,,,,,,5.0,9.46,0.0,,,54.76,6.28,62534.0,3826662.71,,7.99,54.2,16.8,0.278,47.81,0.0754,125.4
2006-12-14,75740.0,4682829.59,0.41,1.98,0.27,9.8,0.0,848275.97,75680.0,13720.0,4679119.93,,,1.0,,,,,,,,,,,1.0,,,15076.0,9.56,1.93,,,54.75,6.23,62550.0,3867322.3,,8.08,54.2,11.27,0.3616,57.56,0.0624,126.7
2006-12-15,83098.0,5344565.7,0.46,2.26,0.29,10.87,0.0,1356111.67,75664.0,21085.0,4866437.44,,,,0.94,,,,0.0,7365.0,15.0,,,0.94,,,,,9.74,,,,54.65,6.23,62784.0,4038041.98,,8.41,53.68,11.23,0.3132,52.55,0.0684,131.8
2006-12-18,83129.0,5387125.21,0.46,2.28,0.29,11.14,0.0,1366400.83,75732.0,21085.0,4907767.04,,,588.0,,,,,0.06,,521.0,,,,588.0,,,,10.0,,,,6.28,6.28,1130278.0,73246990.87,,147.63,6.35,11.06,0.3158,52.87,0.0689,132.8
2006-12-19,98269.0,6449785.32,0.54,2.69,0.34,13.21,0.0,2377525.19,75738.0,36224.0,4970986.17,,,7.0,,,15139.0,,,,,,,,7.0,2.04,,,10.06,,,,6.23,6.23,1140689.0,74867955.94,,150.58,6.26,15.61,0.2488,44.56,0.0808,134.5
2006-12-20,83117.0,5536418.98,0.46,2.16,0.29,11.44,0.0,1404470.74,75705.0,21085.0,5042706.05,,,,,,,,0.0,,33.0,,,,,,,15139.0,10.25,2.04,,,6.21,6.21,1143532.0,76170606.17,,154.92,6.21,10.82,0.3143,52.68,0.0682,136.5
2006-12-21,98206.0,6575042.61,0.54,2.42,0.34,13.65,0.0,2421235.37,75727.0,36164.0,5070039.02,,,22.0,,,15079.0,,,,,,,,22.0,2.09,,,10.36,,,,6.07,6.07,1172828.0,78522636.89,,160.39,6.07,15.54,0.2493,44.62,0.0787,137.2
2006-12-22,83127.0,5593875.7,0.46,2.11,0.29,11.63,0.0,1418875.57,75724.0,21085.0,5095704.69,,,,,,,,0.0,,3.0,,,,,,,15079.0,10.44,2.09,,,6.04,6.04,1178797.0,79324935.26,,161.94,6.06,10.69,0.3164,52.93,0.0663,137.9
2006-12-25,38582.0,2596303.39,0.21,0.98,0.14,5.8,0.0,1418875.57,29097.0,21085.0,1958028.09,,,,,,,,0.0,,4127.0,,,,,,,,4.61,,5.85,,2.78,2.78,1017919.0,68498951.7,42500.0,148.32,3.01,20.89,0.1575,21.87,0.0368,
2006-12-26,83131.0,5594144.87,0.46,2.12,0.29,11.67,0.0,1418875.57,75733.0,21085.0,5096310.32,,42500.0,4136.0,,5.88,,,,,,,42500.0,,4136.0,,,,10.48,,,,6.04,6.04,1178859.0,79329107.43,,162.44,6.06,10.67,0.3171,53.02,0.0663,
2006-12-27,103157.0,6997129.99,0.57,2.63,0.36,14.47,0.0,2448252.76,75771.0,36094.0,5139540.08,,,38.0,,,15009.0,,,,,,,,38.0,2.1,,,10.47,,,,5.99,5.99,1188390.0,80608386.31,,164.1,5.99,14.72,0.2326,42.46,0.0816,139.0
2006-12-28,98259.0,6708053.11,0.54,2.44,0.34,13.86,0.0,2130815.03,75739.0,31212.0,5170633.07,,,,0.03,,,,0.0,118.0,31.0,,,0.03,,,,5000.0,10.51,0.69,,,5.97,5.97,1192648.0,81421000.92,,165.96,5.96,15.58,0.2495,44.65,0.0775,139.9
2006-12-29,93078.0,6722258.31,0.51,2.39,0.33,13.3,0.0,2242774.98,70694.0,31054.0,5105646.11,,,1035.0,,,,,0.84,,6080.0,,,,1035.0,,,158.0,10.01,0.0,,,5.58,5.58,1196535.0,86415880.69,,167.78,5.63,16.35,0.2698,46.56,0.0735,148.0
2007-01-01,88551.0,6395310.33,0.49,1.88,0.31,12.99,0.0,2242774.98,64097.0,31054.0,4629199.07,,,,,,,,0.0,,4097.0,,,,,,,,9.7,,0.34,,5.62,5.62,1076645.0,77757212.17,2500.0,160.8,5.69,16.76,0.2831,47.73,0.0776,
2007-01-02,96276.0,6953223.54,0.53,2.04,0.34,14.28,0.0,2266752.61,73564.0,31386.0,5312922.6,,2500.0,4104.0,0.12,0.37,,,,332.0,,,2500.0,0.12,4104.0,,2863.0,,10.85,,,,5.68,5.68,1221425.0,88213480.66,,178.46,5.73,16.11,0.2617,46.01,0.0743,148.0
2007-01-03,96135.0,6830450.43,0.53,2.01,0.34,14.44,0.0,2217986.9,73611.0,31217.0,5230106.48,,,46.0,,,,,,,,,,,46.0,,,169.0,10.9,0.0,,,5.75,5.75,1206409.0,85716095.81,,178.07,5.77,15.93,0.2616,45.99,0.0751,145.6
2007-01-04,48791.0,3471392.19,0.27,1.01,0.17,7.39,0.0,2214843.7,26308.0,31130.0,1871767.04,,,,,,,,7.04,,47303.0,,,,,,711.0,87.0,3.85,0.0,,,1.9,1.9,1356152.0,96487783.72,,198.86,1.9,18.05,0.1918,31.51,0.0353,145.8
2007-01-05,43649.0,3118328.14,0.24,0.86,0.15,6.67,0.0,2199382.58,21499.0,30786.0,1535910.02,,,,,,,,0.7,,4809.0,,,,,,,344.0,3.17,0.04,,,1.54,1.54,1372565.0,98057413.9,,201.38,1.55,20.06,0.2185,34.48,0.0313,146.4
2007-01-08,42951.0,3039119.1,0.24,0.86,0.15,6.57,0.0,2178491.74,20805.0,30788.0,1472116.43,,,6.0,0.0,,,,0.1,2.0,700.0,,,0.0,6.0,,,,3.07,,,,1.5,1.5,1369520.0,96904248.83,,201.43,1.5,20.43,0.2256,35.05,0.0309,145.0
2007-01-09,43045.0,3056272.99,0.24,0.87,0.15,6.57,0.0,2193387.97,20781.0,30892.0,1475488.65,,,,0.01,,,,0.01,105.0,24.0,,,0.01,,,,,3.05,,,,1.49,1.49,1371322.0,97366346.67,,200.97,1.49,20.49,0.2263,35.2,0.0309,145.5
2007-01-10,45163.0,3217674.26,0.25,0.91,0.16,6.79,0.0,2207052.53,22845.0,30978.0,1627610.4,,,64.0,0.0,,,,,86.0,,,,0.0,64.0,,2000.0,,3.35,,,,1.64,1.64,1373933.0,97886961.72,,200.72,1.64,18.84,0.214,33.8,0.0323,146.0
2007-01-11,44650.0,3144084.67,0.24,0.88,0.16,6.72,0.0,2185649.36,22279.0,31039.0,1568803.19,,,16.0,0.01,,,,0.09,61.0,582.0,,,0.01,16.0,,,,3.25,,,,1.59,1.59,1374995.0,96821964.07,,201.81,1.58,19.24,0.2175,34.29,0.032,144.3
2007-01-12,44401.0,3152551.45,0.24,0.87,0.16,6.7,0.0,2188559.85,22216.0,30824.0,1577376.25,,,,,,,,0.01,,63.0,,,,,,,215.0,3.25,0.03,,,1.59,1.59,1376284.0,97718657.66,,201.71,1.59,19.4,0.2164,34.0,0.0317,145.5
2007-01-15,44348.0,3189906.55,0.24,0.89,0.16,6.72,0.0,2212895.17,22226.0,30765.0,1598693.58,,,11.0,,,,,,,,,,,11.0,,,59.0,3.28,0.0,,,1.59,1.59,1378696.0,99168201.57,,202.71,1.59,19.37,0.2159,33.95,0.0317,147.4
2007-01-16,44458.0,3197818.74,0.24,0.88,0.16,6.74,0.0,2218937.21,22278.0,30849.0,1602433.89,,,52.0,0.01,,,,,83.0,,,,0.01,52.0,,,,3.29,,,,1.59,1.59,1380310.0,99284294.95,,203.72,1.59,19.31,0.2163,34.07,0.0317,147.4
2007-01-17,44636.0,3206265.76,0.24,0.88,0.16,6.78,0.0,2228999.75,22273.0,31031.0,1599900.47,,,,0.03,,,,0.0,182.0,5.0,,,0.03,,,,,3.3,,,,1.58,1.58,1382971.0,99340724.16,,204.42,1.59,19.14,0.2172,34.33,0.0318,147.2
2007-01-18,45305.0,3267585.85,0.25,0.87,0.16,6.88,0.0,2235416.75,22974.0,30994.0,1656980.85,,711.0,,,0.11,,,0.0,,10.0,,711.0,,,,,37.0,3.41,0.0,,,1.61,1.61,1406250.0,101424624.32,,207.56,1.61,18.85,0.2114,33.75,0.0317,147.8
2007-01-19,45355.0,3273405.32,0.25,0.88,0.16,6.9,0.0,2239960.48,22987.0,31036.0,1659040.19,,,13.0,0.01,,,,,43.0,,,,0.01,13.0,,,,3.41,,,,1.6,1.6,1411490.0,101871433.6,,208.85,1.61,18.8,0.2116,33.81,0.0316,147.9
2007-01-22,40981.0,2979718.64,0.22,0.79,0.14,6.27,0.0,2250657.89,18683.0,30954.0,1358436.43,,,,,,,,0.63,,4303.0,,,,,,,82.0,2.79,0.0,,,1.27,1.27,1448125.0,105292820.11,,214.99,1.28,20.78,0.247,37.32,0.0279,149.0
2007-01-23,46394.0,3361976.78,0.25,0.88,0.16,7.12,0.0,2635072.68,18696.0,36363.0,1354819.98,,,13.0,0.02,,5343.0,,,65.0,,,,0.02,13.0,0.83,,,2.8,,,,100.0,1.27,0.0,0.0,,0.0,100.0,30.04,0.2494,32.98,0.0315,148.5
2007-01-24,46228.0,3480787.17,0.25,0.85,0.16,7.14,0.0,2726471.04,24005.0,36210.0,1807482.39,,,,,,,,0.0,,35.0,,,,,,5343.0,152.0,3.64,0.01,,,34.31,1.61,45957.0,3460381.93,,7.12,33.84,30.01,0.2483,32.77,0.0311,154.3
