,ICAD FP Equity_DX_SI_QTY,ICAD FP Equity_DX_SHORT_INTEREST_VALUE,ICAD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ICAD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ICAD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ICAD FP Equity_DX_SI_MV,ICAD FP Equity_DX_DSS,ICAD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ICAD FP Equity_DX_SUPPLY_SI_QTY,ICAD FP Equity_DX_BROKER_SI_QTY,ICAD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ICAD FP Equity_DX_BROKER_SI_MV_NEW_x,ICAD FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ICAD FP Equity_DX_SUPPLY_SI_QTY_INC_x,ICAD FP Equity_DX_BROKER_SI_MV_INC_x,ICAD FP Equity_DX_SUPPLY_SI_MV_NEW,ICAD FP Equity_DX_BROKER_SI_QTY_ADD,ICAD FP Equity_DX_BROKER_SI_QTY_NEW,ICAD FP Equity_DX_SUPPLY_SI_MV_DEC,ICAD FP Equity_DX_BROKER_SI_QTY_INC,ICAD FP Equity_DX_SUPPLY_SI_QTY_DEC,ICAD FP Equity_DX_BROKER_SI_MV_NEW_y,ICAD FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ICAD FP Equity_DX_BROKER_SI_MV_INC_y,ICAD FP Equity_DX_SUPPLY_SI_QTY_INC_y,ICAD FP Equity_DX_BROKER_SI_MV_ADD,ICAD FP Equity_DX_SUPPLY_SI_QTY_ADD,ICAD FP Equity_DX_BROKER_SI_QTY_DEC,ICAD FP Equity_DX_SUPPLY_SI_MV,ICAD FP Equity_DX_BROKER_SI_MV_DEC,ICAD FP Equity_DX_SUPPLY_SI_MV_RMV,ICAD FP Equity_DX_BROKER_SI_MV_RMV,ICAD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ICAD FP Equity_DX_UTILIZATION_QUANTITY,ICAD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ICAD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ICAD FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ICAD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ICAD FP Equity_DX_ACTIVE_UTILIZATION_MV,ICAD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ICAD FP Equity_DX_BROKER_SI_CON_RATIO,ICAD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ICAD FP Equity_DX_DEMAND_SUPPLY_RATIO,ICAD FP Equity_PX_LAST
2016-10-27,313675.0,19388208.15,0.89,4.42,0.42,20.97,0.0,16069636.71,183268.0,259985.0,11327769.61,,,1309.0,0.0,,,,0.7,1771.0,10173.0,,,0.0,1309.0,,,7000.0,12.13,0.5,,,2.35,2.35,7606103.0,470132169.18,,505.98,2.34,25.19,0.2008,32.85,0.0403,65.5
2016-10-28,263362.0,16278368.61,0.75,3.69,0.36,17.39,0.0,13125942.08,175458.0,212360.0,10845034.59,,,86.0,0.07,,,,0.59,1113.0,7896.0,,,0.07,86.0,,,48738.0,11.45,3.31,,,2.25,2.25,7624695.0,471281338.12,,498.7,2.24,22.97,0.1846,30.62,0.0338,65.5
2016-10-31,253458.0,15661420.18,0.72,3.74,0.34,16.78,0.0,12509956.22,168013.0,202456.0,10381689.23,,,,,,,,0.48,,7445.0,,,,,,,9904.0,11.0,0.63,,,2.16,2.16,7602907.0,469791133.38,,497.39,2.16,23.77,0.1905,31.93,0.0326,65.48
2016-11-01,250808.0,15223127.6,0.71,3.6,0.34,16.52,0.0,12540349.38,167423.0,206608.0,10161963.31,,,7000.0,0.45,,,,0.52,7000.0,7691.0,,,0.45,7000.0,,101.0,2848.0,10.9,0.19,,,2.16,2.16,7587402.0,460527530.29,,494.09,2.16,23.96,0.1962,32.17,0.0323,64.32
2016-11-02,251973.0,15331883.21,0.72,3.61,0.34,16.42,0.0,12946546.35,153942.0,212771.0,9366959.02,,,5245.0,1.08,,,,2.03,17061.0,30542.0,,,1.08,5245.0,,11816.0,10898.0,9.88,0.73,,,1.99,1.99,7591246.0,461907018.29,,488.34,1.98,23.04,0.194,31.26,0.0325,64.48
2016-11-03,240504.0,14438844.38,0.69,3.39,0.32,15.68,0.0,12085321.87,156552.0,201302.0,9398720.87,,,857.0,0.05,,,,,719.0,,,,0.05,857.0,,1753.0,12188.0,10.09,0.78,,,2.02,2.02,7584101.0,455317392.13,,488.36,2.02,18.65,0.1927,33.07,0.0311,63.62
2016-11-04,234347.0,14084684.21,0.67,3.34,0.32,15.07,0.0,11653324.66,147322.0,193893.0,8854322.21,,,1252.0,0.44,,,,0.68,8252.0,10482.0,,,0.44,1252.0,,,15661.0,9.35,1.09,,,1.9,1.9,7596153.0,456542717.38,,483.13,1.9,16.56,0.1951,34.79,0.0303,63.69
2016-11-07,226899.0,13928243.47,0.65,3.24,0.31,14.72,0.0,11489286.18,144894.0,187167.0,8894349.07,,,,0.03,,,,0.16,47.0,2475.0,,,0.03,,,47.0,6773.0,9.3,0.43,,,1.87,1.87,7600083.0,466532714.53,,487.01,1.87,16.54,0.2012,36.0,0.0293,65.05
2016-11-08,234878.0,14464581.63,0.67,3.36,0.32,15.5,0.0,11991639.33,145318.0,194722.0,8949173.92,,,424.0,0.64,,,,,7555.0,,,,0.64,424.0,,,,9.46,,,,1.87,1.87,7608512.0,468557901.86,,494.94,1.88,15.91,0.2065,36.87,0.0303,65.26
2016-11-09,250317.0,15226395.75,0.71,3.58,0.34,16.61,0.0,12083450.44,142347.0,198648.0,8658747.73,,,,0.87,,,,0.5,11941.0,7712.0,,,0.87,,,4741.0,8015.0,9.34,0.51,,,1.84,1.84,7610923.0,462960668.34,,498.12,1.84,18.4,0.2088,36.0,0.0323,64.46
2016-11-10,259662.0,15282718.33,0.74,3.66,0.35,16.95,0.0,12069523.0,145073.0,205068.0,8538445.35,,,439.0,0.29,,,,0.06,6533.0,832.0,,,0.29,439.0,,3119.0,113.0,9.33,0.04,,,1.87,1.87,7610974.0,447952999.87,,489.62,1.87,17.87,0.2092,36.26,0.0335,62.37
2016-11-11,233633.0,13794844.44,0.67,3.19,0.32,14.85,0.0,11295413.46,133179.0,191302.0,7863544.91,,,,0.0,,,,0.84,2507.0,12783.0,,,0.0,,,889.0,16273.0,8.33,1.18,,,1.72,1.72,7629155.0,450462933.16,,477.74,1.71,18.64,0.2452,41.9,0.0301,62.57
2016-11-14,215642.0,12616575.98,0.61,2.87,0.29,13.76,0.0,10139914.3,126780.0,173311.0,7417523.04,,,,,,,,0.4,,6399.0,,,,,,,17991.0,7.97,1.1,,,1.63,1.63,7650025.0,447580349.28,,480.25,1.63,17.49,0.2443,42.67,0.0277,62.0
2016-11-15,215062.0,12708468.32,0.61,2.8,0.29,13.57,0.0,10207040.02,118107.0,172731.0,6979192.36,,,,0.09,,,,0.34,1879.0,8673.0,,,0.09,,,,2459.0,7.54,0.17,,,1.52,1.52,7677020.0,453651344.4,,477.09,1.56,18.48,0.2445,42.65,0.0276,62.62
2016-11-16,274908.0,16122967.49,0.78,3.6,0.37,17.45,0.0,10707884.22,170131.0,182577.0,9977943.83,,,51139.0,0.54,,5000.0,,,8336.0,,,,0.54,51139.0,0.31,885.0,3490.0,10.66,0.13,,,2.18,2.18,7648107.0,448550716.96,,479.0,2.18,16.24,0.228,40.54,0.0352,62.15
2016-11-17,278249.0,16468579.05,0.79,3.64,0.38,17.55,0.0,10976192.02,165652.0,185451.0,9804358.89,,,557.0,0.16,,,,0.13,2874.0,5036.0,,,0.16,557.0,,,,10.51,,,,2.12,2.12,7653945.0,453010067.56,,477.55,2.15,17.09,0.2245,39.8,0.0356,62.72
2016-11-18,277975.0,16384160.2,0.79,3.69,0.38,17.67,0.0,10940770.16,171079.0,185622.0,10083589.33,,,2772.0,,,3100.0,,0.02,,445.0,,,,2772.0,0.19,3100.0,2929.0,10.76,0.16,,,2.19,2.19,7651992.0,451017043.91,,481.04,2.19,15.91,0.2214,39.96,0.0355,62.46
2016-11-21,227788.0,13497016.89,0.65,3.03,0.31,14.43,0.0,10988797.75,121057.0,185457.0,7172934.37,,,,,,,,3.16,,50022.0,,,,,,,165.0,7.54,0.03,,,1.54,1.54,7716623.0,457229489.67,,482.22,1.54,15.99,0.2206,39.88,0.0291,62.79
2016-11-22,223194.0,13330120.59,0.64,2.98,0.3,14.23,0.0,10801928.37,121057.0,180863.0,7230052.81,,,,,,,,,,,,,,,,,4594.0,7.61,0.27,,,1.55,1.55,7676946.0,458500747.87,,482.61,1.55,16.27,0.2242,40.85,0.0286,63.29
2016-11-23,241101.0,14335899.85,0.69,3.17,0.33,15.47,0.0,11853141.59,125722.0,199346.0,7475448.05,,,5023.0,1.05,,2490.0,,0.33,15993.0,10735.0,,,1.05,5023.0,0.16,10377.0,,8.32,,,,1.61,1.61,7676860.0,456467190.47,,486.39,1.68,14.87,0.1976,37.52,0.0309,63.01
2016-11-24,242396.0,14364865.35,0.69,3.21,0.33,15.51,0.0,11969081.55,123096.0,201969.0,7294911.9,,,3627.0,0.19,,,,0.5,3000.0,7932.0,,,0.19,3627.0,,1679.0,377.0,7.74,0.03,,,1.57,1.57,7699897.0,456311092.74,,484.91,1.57,14.85,0.1969,37.47,0.031,62.8
2016-11-25,235268.0,14000169.51,0.67,3.18,0.32,14.98,0.0,11594466.85,129019.0,194841.0,7677575.66,,,2095.0,,,,,,,,,,,2095.0,,3828.0,7128.0,8.09,0.51,,,1.64,1.64,7715678.0,459139363.9,,485.23,1.64,15.41,0.1911,36.6,0.03,63.06
2016-11-28,220910.0,13385497.35,0.63,3.01,0.3,14.13,0.0,10935922.86,123007.0,180483.0,7453306.2,,,,,,,,0.08,,6012.0,,,,,,,14358.0,8.07,0.88,,,1.57,1.57,7728351.0,468280394.07,,489.3,1.62,16.47,0.202,38.6,0.0281,64.21
2016-11-29,215615.0,13180636.45,0.61,3.02,0.29,13.97,0.0,10603989.06,122424.0,173465.0,7483831.07,,,1723.0,,,,,0.15,,2306.0,,,,1723.0,,,7018.0,8.14,0.44,,,1.56,1.56,7731133.0,472607441.07,,495.33,1.62,16.7,0.2071,39.87,0.0275,64.78
2016-11-30,231608.0,14250090.39,0.66,3.15,0.31,15.18,0.0,11593980.05,138465.0,188438.0,8519303.16,,,1830.0,0.94,,4241.0,,,13111.0,,,,0.94,1830.0,0.28,14211.0,2379.0,9.31,0.15,,,1.76,1.76,7717576.0,474837464.86,,500.67,1.82,15.27,0.205,39.9,0.0295,65.2
2016-12-01,227751.0,13802160.1,0.65,2.93,0.31,14.91,0.0,11352204.11,129445.0,187324.0,7844622.48,,,504.0,0.27,,,,0.93,3855.0,9539.0,,,0.27,504.0,,15.0,4969.0,8.39,0.33,,,1.65,1.65,7720209.0,467859902.31,,501.21,1.65,15.52,0.1962,38.58,0.029,64.22
2016-12-02,263490.0,15920771.39,0.75,3.35,0.36,17.12,0.0,13175950.4,151238.0,218063.0,9138204.95,,,9451.0,2.02,,,,0.04,31970.0,504.0,,,2.02,9451.0,,12846.0,1231.0,9.7,0.09,,,1.92,1.92,7713091.0,466045612.8,,495.03,1.92,13.26,0.1906,37.57,0.0335,64.03
2016-12-05,296441.0,17763496.79,0.84,3.74,0.4,19.15,0.0,15015389.32,198623.0,250580.0,11901994.07,,,21486.0,2.09,,,,0.04,32517.0,566.0,,,2.09,21486.0,,26465.0,,12.62,,,,2.52,2.52,7686463.0,460592363.52,,490.05,2.51,12.25,0.1903,37.62,0.0376,63.5
2016-12-06,309858.0,18950523.07,0.88,3.87,0.42,20.06,0.0,16068356.56,199237.0,262732.0,12185082.73,,,6448.0,0.79,,,,0.36,12152.0,5881.0,,,0.79,6448.0,,47.0,,12.72,,,,2.52,2.52,7705479.0,471257342.2,,491.39,2.52,13.04,0.1969,38.5,0.0392,64.81
2016-12-07,302264.0,18660077.02,0.86,3.71,0.41,19.87,0.0,15765846.38,200421.0,255382.0,12372863.78,,,13019.0,0.67,,,,0.75,9930.0,11835.0,,,0.67,13019.0,,,17280.0,12.99,1.05,,,2.53,2.53,7708554.0,475882709.69,,499.55,2.53,11.47,0.2026,39.7,0.0382,65.42
2016-12-08,302348.0,18690941.0,0.86,3.75,0.41,20.18,0.0,15792728.69,197174.0,255466.0,12189158.19,,,,0.12,,,,0.27,1705.0,4155.0,,,0.12,,,908.0,1621.0,13.01,0.04,,,2.49,2.49,7706528.0,476412148.05,,506.76,2.5,11.17,0.2026,39.85,0.0383,65.51
2016-12-09,296549.0,18615091.33,0.85,3.67,0.4,19.8,0.0,15672195.85,199842.0,249667.0,12544561.21,,,,,,,,0.35,,5227.0,,,,,,7895.0,5799.0,13.17,0.38,,,2.53,2.53,7705885.0,483716866.6,,506.94,2.53,11.44,0.2059,40.53,0.0375,66.52
2016-12-12,306002.0,19205591.17,0.87,3.78,0.41,20.52,0.0,16198178.43,190235.0,258085.0,11939711.62,,,2626.0,1.04,,,,0.89,15418.0,13650.0,,,1.04,2626.0,,1417.0,7000.0,12.59,0.46,,,2.38,2.38,7795660.0,489278693.79,,516.58,2.38,11.34,0.199,39.25,0.0383,66.51
2016-12-13,301947.0,19312955.97,0.86,3.76,0.41,20.35,0.0,16251570.99,187982.0,254084.0,12023593.84,,,1698.0,0.27,,,,0.35,3844.0,5324.0,,,0.27,1698.0,,1373.0,7845.0,12.55,0.52,,,2.35,2.35,7796446.0,498671681.96,,519.73,2.36,11.84,0.2064,39.97,0.0378,67.78
2016-12-14,287935.0,18041764.31,0.82,3.57,0.39,19.67,0.0,15133878.16,183693.0,241527.0,11510048.49,,,,,,,,0.52,,9007.0,,,,,,4718.0,12557.0,12.47,0.69,,,2.29,2.29,7823364.0,490205391.58,,530.0,2.3,11.73,0.1938,38.04,0.036,66.4
2016-12-15,298462.0,18371849.98,0.85,3.64,0.4,20.18,0.0,15515202.18,172381.0,252054.0,10610924.91,,,1793.0,0.59,,,,0.89,10527.0,13238.0,,,0.59,1793.0,,133.0,,11.57,,,,2.15,2.15,7842928.0,482771999.77,,523.85,2.16,13.31,0.1893,37.0,0.0372,65.23
2016-12-16,292849.0,18327563.37,0.83,3.48,0.4,19.43,0.0,15484575.27,158163.0,247422.0,9898420.02,,,,,,,,1.0,,14218.0,,,,,,,4632.0,10.34,0.39,,,1.98,1.98,7828746.0,489951607.95,,511.79,1.98,12.43,0.189,37.09,0.0367,66.32
2016-12-19,230448.0,14339643.46,0.66,2.65,0.31,15.45,0.0,11512945.1,145306.0,185021.0,9041676.35,,,,,,,,0.84,,12857.0,,,,,,,62401.0,9.66,4.04,,,1.82,1.82,7855037.0,488780245.09,,520.35,1.82,15.17,0.1842,36.59,0.0288,65.94
2016-12-20,286875.0,17888717.44,0.82,3.26,0.39,19.1,0.0,12302823.16,144996.0,197296.0,9041542.39,,,44152.0,2.06,,,,3.35,31990.0,50428.0,,,2.06,44152.0,,5966.0,19715.0,9.59,1.31,,,1.81,1.81,7860676.0,490169627.24,,519.53,1.81,14.4,0.2584,46.35,0.0358,66.08
2016-12-21,287072.0,18014779.35,0.82,3.23,0.39,19.04,0.0,12393381.52,148066.0,197493.0,9291663.14,,,,0.0,,,,,197.0,,,,0.0,,,3070.0,,9.78,,,,1.85,1.85,7850280.0,492632726.54,,518.46,1.85,14.41,0.2577,46.27,0.0359,66.5
2016-12-22,287330.0,17919801.38,0.82,3.26,0.39,19.17,0.0,12333061.78,145223.0,197751.0,9057067.89,,,2674.0,0.65,,,,0.95,9613.0,14456.0,,,0.65,2674.0,,8939.0,9355.0,9.65,0.54,,,1.82,1.82,7855104.0,489896298.64,,521.72,1.82,16.05,0.2677,46.29,0.0359,66.09
2016-12-23,287502.0,18033624.23,0.82,3.37,0.39,19.12,0.0,12414762.36,142143.0,197923.0,8915949.97,,,,0.0,,,,0.22,172.0,3252.0,,,0.0,,,172.0,,9.39,,,,1.78,1.78,7857089.0,492837582.18,,519.68,1.77,16.07,0.2673,46.24,0.0359,66.47
2016-12-26,287502.0,18033624.23,0.82,3.49,0.39,19.18,0.0,12414762.36,142143.0,197923.0,8915949.97,,,,,,,,,,,,,,,,,,9.46,,,,1.78,1.78,7857044.0,492834759.55,,522.17,1.78,16.13,0.2671,46.2,0.0359,
2016-12-27,283850.0,17935802.39,0.81,3.44,0.38,18.97,0.0,12275519.7,138491.0,194271.0,8750914.95,,,,,,,,0.24,,3652.0,,,,,,,3652.0,9.23,0.24,,,1.73,1.73,7856284.0,496419789.96,,522.91,1.74,14.68,0.2704,46.93,0.0355,66.96
2016-12-28,282867.0,17668152.23,0.81,3.51,0.38,19.02,0.0,11910623.3,134909.0,190689.0,8426549.4,,,,,,,,0.24,,3582.0,,,,,,,3582.0,9.04,0.22,,,1.69,1.69,7870989.0,491629747.75,,526.73,1.69,14.52,0.2721,47.38,0.0353,66.19
2016-12-29,276554.0,17487834.29,0.79,3.46,0.37,18.26,0.0,11658977.76,132324.0,184376.0,8367480.43,,,356.0,0.0,,,,0.22,356.0,2941.0,,,0.0,356.0,,,6669.0,8.72,0.63,,,1.65,1.65,7873897.0,497904228.16,,520.87,1.65,15.17,0.2547,45.04,0.0345,67.01
2016-12-30,277357.0,17742762.21,0.79,3.49,0.37,18.48,0.0,11846057.47,133127.0,185179.0,8516246.95,,,803.0,0.09,,,,,803.0,,,,0.09,803.0,,,,8.9,,,,1.67,1.67,7817942.0,500120371.38,,523.63,1.67,15.03,0.2521,44.63,0.0349,67.79
2017-01-02,275534.0,17849752.78,0.79,3.48,0.37,18.55,0.0,12046610.5,135159.0,185955.0,8755923.9,,,2032.0,0.09,,,,,776.0,,,,0.09,2032.0,,,,9.21,,,,1.7,1.7,7825116.0,506929765.81,,529.5,1.71,15.48,0.256,44.83,0.0346,68.65
2017-01-03,268759.0,17182596.16,0.77,3.44,0.36,18.7,0.0,10688975.07,147442.0,167190.0,9426424.2,,,12283.0,1.19,,1687.0,,,12059.0,,,,1.19,12283.0,0.11,,,10.17,,,2.05,1.85,1.85,7820472.0,499987022.33,,536.52,1.86,16.65,0.3495,55.83,0.0337,67.75
2017-01-04,291717.0,18887115.01,0.83,3.65,0.39,19.8,0.0,12030656.6,163773.0,185817.0,10603425.53,,,5811.0,0.95,,,,0.11,18627.0,1480.0,,,0.95,5811.0,,12000.0,,11.04,,,,2.05,2.05,7807674.0,505505119.04,,528.5,2.05,15.85,0.3205,53.16,0.0366,68.61
2017-01-05,315989.0,20425796.6,0.9,3.95,0.43,21.62,0.0,13008065.49,175205.0,201236.0,11325399.6,,,8054.0,1.29,,,,0.25,17419.0,3622.0,,,1.29,8054.0,,7000.0,2000.0,11.92,0.13,,,2.2,2.2,7803476.0,504423298.18,,532.55,2.19,15.22,0.308,51.75,0.0396,68.5
2017-01-06,344930.0,22553710.25,0.98,4.26,0.47,23.9,0.0,14449400.34,191397.0,220985.0,12514749.31,,,15210.0,1.44,,1500.0,,0.12,18249.0,1687.0,,,1.44,15210.0,0.1,2669.0,,13.18,,,,2.39,2.39,7800456.0,510043268.02,,536.47,2.4,15.72,0.2906,49.59,0.0432,69.29
2017-01-09,401522.0,25765271.64,1.14,4.88,0.54,27.87,0.0,15647229.54,224483.0,243844.0,14404853.22,,,15188.0,0.31,,20310.0,,0.16,3596.0,2412.0,,,0.31,15188.0,1.39,20310.0,1047.0,15.44,0.04,,,2.81,2.81,7774704.0,498895105.37,,536.85,2.8,13.5,0.2182,40.98,0.0502,68.0
2017-01-10,424730.0,27210417.99,1.21,4.98,0.57,29.55,0.0,17253979.15,236718.0,269319.0,15165389.13,,,4967.0,1.62,,,,0.03,26196.0,7068.0,,,1.62,4967.0,,14336.0,721.0,16.57,0.1,,,2.96,2.96,7766709.0,497575867.79,,528.13,3.04,15.34,0.2069,38.87,0.0531,67.89
2017-01-11,416954.0,26668965.9,1.19,4.88,0.56,28.47,0.0,16246709.92,235351.0,254008.0,15053381.89,,,14890.0,0.12,,,,1.16,2120.0,16970.0,,,0.12,14890.0,,713.0,17431.0,15.94,1.21,,,2.92,2.92,7811153.0,499612362.42,,530.02,2.92,12.58,0.2329,43.34,0.0518,67.78
2017-01-12,423690.0,26959872.9,1.21,5.1,0.57,28.72,0.0,16787991.57,234774.0,263833.0,14938934.6,,,,0.64,,,,0.21,9825.0,3089.0,,,0.64,,,2512.0,,15.86,,,,2.92,2.92,7808681.0,496875185.38,,526.66,2.92,13.3,0.2264,42.15,0.0527,67.43
2017-01-13,410507.0,25950576.6,1.17,5.19,0.55,28.2,0.0,16674715.39,221650.0,263774.0,14011808.09,,,,0.18,,,,0.5,2364.0,13124.0,,,0.18,,,,2423.0,15.34,0.18,,,2.75,2.75,7848587.0,496155627.34,,528.72,2.82,14.19,0.2278,42.18,0.0509,66.99
2017-01-16,385107.0,24348526.4,1.1,4.97,0.52,25.96,0.0,15957636.77,205119.0,252393.0,12968721.39,,,,0.69,,,,1.54,10391.0,16531.0,,,0.69,,,,21772.0,13.76,1.48,,,2.54,2.54,7870338.0,497604906.15,,527.78,2.54,18.33,0.2623,45.92,0.0477,67.0
2017-01-17,383741.0,24182493.77,1.09,5.01,0.52,25.7,0.0,15809829.69,205267.0,250879.0,12935464.15,,,456.0,0.67,,,,0.16,10623.0,2344.0,,,0.67,456.0,,2036.0,12137.0,13.69,0.83,,,2.54,2.54,7867494.0,495791757.12,,525.28,2.54,22.15,0.2776,46.28,0.0475,66.78
2017-01-18,404462.0,25408132.7,1.15,5.29,0.55,27.34,0.0,16714405.47,205692.0,266070.0,12921484.91,,,5986.0,1.0,,685.0,,0.91,14506.0,13456.0,,,1.0,5986.0,0.05,7895.0,,13.8,,,,2.55,2.55,7858247.0,493651770.89,,525.82,2.56,22.7,0.2617,43.88,0.0502,66.57
2017-01-19,398484.0,24600157.91,1.14,5.39,0.54,26.7,0.0,16100878.79,201954.0,260809.0,12467502.56,,,,0.18,,,,0.56,3072.0,6929.0,,,0.18,,,3191.0,8333.0,13.41,0.58,,,2.47,2.47,7962611.0,491566758.03,,529.02,2.47,23.96,0.2677,44.21,0.0488,65.42
2017-01-20,383915.0,23780452.83,1.09,5.13,0.52,25.11,0.0,14975587.09,189508.0,241768.0,11738499.55,,,4472.0,0.06,,,,1.14,1022.0,16918.0,,,0.06,4472.0,,,20063.0,12.36,1.77,,,2.33,2.33,7939295.0,491775601.93,,518.55,2.33,24.4,0.2518,41.95,0.0472,65.64
2017-01-23,371852.0,23152553.68,1.06,4.91,0.5,24.35,0.0,14092504.14,188641.0,226339.0,11745320.39,,,814.0,,,,,0.28,,4233.0,,,,814.0,,2552.0,15429.0,12.34,1.01,,,2.33,2.33,7916208.0,492885423.97,,518.64,2.32,25.35,0.2537,41.67,0.0459,65.98
2017-01-24,371091.0,23042138.47,1.06,4.91,0.5,24.58,0.0,13758433.8,186174.0,221578.0,11560094.66,,,4000.0,0.21,,,,0.66,3084.0,9991.0,,,0.21,4000.0,,3524.0,7845.0,12.3,0.46,,,2.29,2.29,7953963.0,493885103.22,,524.77,2.29,24.54,0.2536,41.95,0.0456,65.8
2017-01-25,369669.0,23177101.54,1.05,4.93,0.5,24.39,0.0,13677705.63,188174.0,218156.0,11797927.08,,,2000.0,,,,,0.03,,440.0,,,,2000.0,,440.0,3422.0,12.38,0.25,,,2.3,2.3,7990050.0,500951392.05,,526.66,2.3,23.91,0.2551,42.49,0.0452,66.44
2017-01-26,367953.0,23076458.12,1.05,4.86,0.5,24.62,0.0,13975019.2,179965.0,222831.0,11286644.72,,,2945.0,0.21,,5000.0,,0.73,2945.0,11154.0,,,0.21,2945.0,0.33,,3270.0,12.01,0.16,,,2.2,2.2,7989800.0,501086511.24,,531.68,2.21,24.3,0.2684,44.27,0.045,66.46
2017-01-27,352917.0,21943634.12,1.01,4.76,0.48,23.48,0.0,13949236.37,173106.0,224344.0,10763365.68,,,28.0,0.08,,3000.0,,1.15,1544.0,16577.0,,,0.08,28.0,0.2,9690.0,3031.0,11.49,0.21,,,2.12,2.12,7974367.0,495829307.61,,528.97,2.13,26.53,0.3007,46.99,0.0433,65.89
2017-01-30,363165.0,22131889.56,1.04,4.92,0.49,23.97,0.0,14298139.77,173078.0,234620.0,10547666.16,,,,0.68,,,,0.01,10276.0,28.0,,,0.68,,,,,11.38,,,,2.12,2.12,7980707.0,486357787.62,,524.75,2.12,25.4,0.2806,45.1,0.0445,64.58
2017-01-31,384332.0,23762761.09,1.1,5.31,0.52,24.75,0.0,12852771.79,211827.0,207877.0,13096995.29,,,4810.0,,,987.0,,0.6,,9161.0,,,,4810.0,0.06,43100.0,27730.0,13.63,2.17,,,2.59,2.59,7960994.0,492218182.31,,514.11,2.58,21.59,0.2214,36.81,0.047,65.52
2017-02-01,391330.0,24435472.68,1.12,5.39,0.53,25.75,0.0,13199513.71,215325.0,211388.0,13445348.31,,,3500.0,0.09,,3500.0,,0.0,11.0,13.0,,,0.09,3500.0,0.23,11.0,,14.14,,,,2.64,2.64,7954395.0,496689243.69,,522.21,2.64,21.36,0.2169,36.52,0.0479,66.17
2017-02-02,324115.0,20207840.45,0.92,4.38,0.44,21.5,0.0,12798122.3,154217.0,205270.0,9615082.71,,,,,,,,3.94,,61108.0,,,,,,,6118.0,10.21,0.34,,,1.89,1.89,7993276.0,498362760.46,,528.75,1.89,24.76,0.2631,43.64,0.0398,66.07
2017-02-03,342033.0,21447637.56,0.97,4.62,0.46,22.66,0.0,14183421.61,181217.0,226188.0,11363454.8,,,,1.98,,,,0.23,30000.0,3000.0,,,1.98,,,30000.0,9082.0,11.98,0.6,,,2.26,2.26,7822833.0,490541225.08,,517.65,2.26,21.61,0.2337,38.92,0.0427,66.45
2017-02-06,323418.0,20133864.34,0.92,4.34,0.44,21.57,0.0,12793070.03,175144.0,205500.0,10903306.36,,,2073.0,0.66,,2000.0,,0.54,9588.0,8146.0,,,0.66,2073.0,0.13,,32276.0,11.64,2.09,,,2.18,2.18,7870527.0,489966924.97,,522.83,2.18,28.1,0.2122,32.52,0.0402,65.97
2017-02-07,305530.0,19325891.92,0.87,4.06,0.41,20.31,0.0,13263344.51,160832.0,209685.0,10173213.27,,,,0.66,,,,1.5,9974.0,22073.0,,,0.66,,,7761.0,5789.0,10.69,0.41,,,2.0,2.0,7874640.0,498099831.58,,521.83,2.01,24.88,0.2009,31.83,0.038,67.03
2017-02-08,309260.0,19611440.36,0.88,4.02,0.42,20.76,0.0,13616462.87,159524.0,214723.0,10116068.72,,,,0.52,,,,0.03,6538.0,1351.0,,,0.52,,,43.0,1500.0,10.69,0.1,,,2.0,2.0,7812936.0,495450198.54,,523.28,2.0,26.84,0.2091,31.8,0.0388,67.2
2017-02-09,321670.0,20489473.5,0.92,4.11,0.43,21.73,0.0,14206319.47,163628.0,223029.0,10422642.99,,,4104.0,0.63,,,,0.0,8306.0,33.0,,,0.63,4104.0,,33.0,,11.03,,,,2.05,2.05,7802079.0,496970469.45,,525.32,2.06,27.71,0.2155,32.44,0.0404,67.5
2017-02-10,391720.0,24999515.97,1.12,4.93,0.53,26.52,0.0,14491639.67,229636.0,227071.0,14655337.61,,,5327.0,0.37,,,,0.01,5208.0,119.0,,,0.37,5327.0,,60800.0,1166.0,15.51,0.07,,,2.9,2.9,7697024.0,491223002.26,,519.83,2.9,21.3,0.1832,27.17,0.0494,67.63
2017-02-13,399838.0,25657211.02,1.14,4.87,0.54,27.15,0.0,14547372.6,238121.0,226704.0,15279990.26,,,8561.0,0.13,,,,0.01,1787.0,76.0,,,0.13,8561.0,,,2154.0,16.15,0.13,,,3.01,3.01,7667969.0,492046025.45,,519.3,3.02,21.92,0.1829,27.02,0.0506,68.0
