,ALLOG FP Equity_DX_SI_QTY,ALLOG FP Equity_DX_SHORT_INTEREST_VALUE,ALLOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLOG FP Equity_DX_SI_MV,ALLOG FP Equity_DX_DSS,ALLOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLOG FP Equity_DX_SUPPLY_SI_QTY,ALLOG FP Equity_DX_BROKER_SI_QTY,ALLOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALLOG FP Equity_DX_BROKER_SI_MV_INC_x,ALLOG FP Equity_DX_BROKER_SI_QTY_ADD,ALLOG FP Equity_DX_SUPPLY_SI_MV_DEC,ALLOG FP Equity_DX_BROKER_SI_QTY_INC,ALLOG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLOG FP Equity_DX_BROKER_SI_MV_INC_y,ALLOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALLOG FP Equity_DX_BROKER_SI_MV_ADD,ALLOG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLOG FP Equity_DX_BROKER_SI_QTY_DEC,ALLOG FP Equity_DX_SUPPLY_SI_MV,ALLOG FP Equity_DX_BROKER_SI_MV_DEC,ALLOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLOG FP Equity_DX_UTILIZATION_QUANTITY,ALLOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLOG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLOG FP Equity_DX_BROKER_SI_CON_RATIO,ALLOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLOG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALLOG FP Equity_PX_LAST
2023-11-29,5000.0,2820.0,0.06,0.31,0.06,0.0,0.0,2820.0,5000.0,5000.0,2820.0,,,,,,,,,,,,0.0,,100.0,18.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.1806,0.564
2023-11-30,5000.0,2810.0,0.06,0.27,0.06,0.0,0.0,2810.0,5000.0,5000.0,2810.0,,,,,,,,,,,,0.0,,100.0,18.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.1806,0.562
2023-12-01,5000.0,2780.0,0.06,0.26,0.06,0.0,0.0,2780.0,5000.0,5000.0,2780.0,,,,,,,,,,,,0.0,,100.0,18.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.1806,0.556
2023-12-04,5000.0,2800.0,0.06,0.26,0.06,0.0,0.0,2800.0,5000.0,5000.0,2800.0,,,,,,,,,,,,0.0,,100.0,18.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.1806,0.56
2023-12-05,5000.0,2770.0,0.06,0.26,0.06,0.0,0.0,2770.0,5000.0,5000.0,2770.0,,,,,,,,,,,,0.0,,100.0,18.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.1806,0.554
2023-12-06,5000.0,2690.0,0.06,0.25,0.06,0.0,0.0,2690.0,5000.0,5000.0,2690.0,,,,,,,,,,,,0.0,,100.0,18.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.1806,0.538
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,5000.0,,,,,5000.0,0.0,0.0,0.0,0.0,27681.0,14670.93,0.01,0.0,,0.0,,0.0,0.53
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14670.93,0.01,0.0,,0.0,,0.0,0.53
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14781.65,0.01,0.0,,0.0,,0.0,0.534
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14615.57,0.01,0.0,,0.0,,0.0,0.528
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14560.21,0.01,0.0,,0.0,,0.0,0.526
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14504.84,0.01,0.0,,0.0,,0.0,0.524
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14504.84,0.01,0.0,,0.0,,0.0,0.524
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14670.93,0.01,0.0,,0.0,,0.0,0.53
2023-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14781.65,0.01,0.0,,0.0,,0.0,0.534
2023-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14781.65,0.01,0.0,,0.0,,0.0,0.534
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14781.65,0.01,0.0,,0.0,,0.0,0.534
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14670.93,0.01,0.0,,0.0,,0.0,0.53
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14670.93,0.01,0.0,,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14670.93,0.01,0.0,,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,27681.0,14670.93,0.01,0.0,,0.0,,0.0,0.53
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,173.55,0.0,0.0,,0.0,,0.0,0.534
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,187.85,0.0,0.0,,0.0,,0.0,0.578
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,187.85,0.0,0.0,,0.0,,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,187.85,0.0,0.0,,0.0,,0.0,0.578
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,191.1,0.0,0.0,,0.0,,0.0,0.588
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,194.35,0.0,0.0,,0.0,,0.0,0.598
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,220.35,0.0,0.0,,0.0,,0.0,0.678
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,226.85,0.0,0.0,,0.0,,0.0,0.698
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,240.5,0.0,0.0,,0.0,,0.0,0.74
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,243.75,0.0,0.0,,0.0,,0.0,0.75
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,298.35,0.0,0.0,,0.0,,0.0,0.918
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,289.25,0.0,0.0,,0.0,,0.0,0.89
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,264.55,0.0,0.0,,0.0,,0.0,0.814
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,278.2,0.0,0.0,,0.0,,0.0,0.856
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,278.2,0.0,0.0,,0.0,,0.0,0.856
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,253.5,0.0,0.0,,0.0,,0.0,0.78
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,237.9,0.0,0.0,,0.0,,0.0,0.732
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,249.6,0.0,0.0,,0.0,,0.0,0.768
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,256.75,0.0,0.0,,0.0,,0.0,0.79
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,258.05,0.0,0.0,,0.0,,0.0,0.794
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,273.65,0.0,0.0,,0.0,,0.0,0.842
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,289.25,0.0,0.0,,0.0,,0.0,0.89
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,305.5,0.0,0.0,,0.0,,0.0,0.94
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,321.75,0.0,0.0,,0.0,,0.0,0.99
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,307.45,0.0,0.0,,0.0,,0.0,0.946
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2325.0,2199.45,0.0,0.0,,0.0,,0.0,0.946
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2325.0,2139.0,0.0,0.0,,0.0,,0.0,0.92
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,294.45,0.0,0.0,,0.0,,0.0,0.906
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,294.45,0.0,0.0,,0.0,,0.0,0.906
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,295.75,0.0,0.0,,0.0,,0.0,0.91
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,305.5,0.0,0.0,,0.0,,0.0,0.94
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,304.85,0.0,0.0,,0.0,,0.0,0.938
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,312.0,0.0,0.0,,0.0,,0.0,0.96
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,319.8,0.0,0.0,,0.0,,0.0,0.984
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,321.1,0.0,0.0,,0.0,,0.0,0.988
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,321.1,0.0,0.0,,0.0,,0.0,0.988
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,308.75,0.0,0.0,,0.0,,0.0,0.95
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,299.65,0.0,0.0,,0.0,,0.0,0.922
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,303.55,0.0,0.0,,0.0,,0.0,0.934
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,319.8,0.0,0.0,,0.0,,0.0,0.984
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,336.38,0.0,0.0,,0.0,,0.0,1.035
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,359.13,0.0,0.0,,0.0,,0.0,1.105
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,422.5,0.0,0.0,,0.0,,0.0,1.3
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,414.38,0.0,0.0,,0.0,,0.0,1.275
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,380.25,0.0,0.0,,0.0,,0.0,1.17
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,381.88,0.0,0.0,,0.0,,0.0,1.175
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,398.13,0.0,0.0,,0.0,,0.0,1.225
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,435.5,0.0,0.0,,0.0,,0.0,1.34
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,325.0,422.5,0.0,0.0,,0.0,,0.0,1.3
2024-03-06,14000.0,19320.0,0.15,0.18,0.15,0.02,0.0,19320.0,0.0,14000.0,0.0,,,14000.0,,,,,,0.02,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.0769,1.38
2024-03-07,14000.0,19600.0,0.15,0.18,0.15,0.02,0.0,19600.0,0.0,14000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,43.0769,1.4
2024-03-08,14081.0,20135.83,0.16,0.18,0.16,0.02,0.0,20020.0,81.0,14000.0,115.83,,,,,,,,,,81.0,,0.0,,100.0,19.95,0.0,0.0,0.0,100.0,0.55,0.9891,99.45,34.6823,1.43
2024-03-11,14162.0,19047.89,0.16,0.18,0.16,0.02,0.0,18938.95,81.0,14081.0,108.95,,,81.0,,,,,,0.0,,,0.0,,100.0,19.95,0.0,0.0,0.0,100.0,1.09,0.9785,98.91,34.8818,1.345
2024-03-12,14162.0,18835.46,0.16,0.19,0.16,0.02,0.0,18727.73,81.0,14081.0,107.73,,,,,,,,,,,,0.0,,100.0,19.95,0.0,0.0,0.0,100.0,1.12,0.9778,98.88,34.8818,1.33
2024-03-13,328.0,414.92,0.0,0.0,0.0,0.0,0.0,312.46,81.0,247.0,102.47,,,,,,,,,,,13834.0,0.0,0.02,100.0,19.95,0.0,0.0,0.0,100.0,48.24,0.5006,51.76,0.8079,1.265
2024-03-14,328.0,434.6,0.0,0.0,0.0,0.0,0.0,327.27,81.0,247.0,107.33,,,,,,,,,,,,0.0,,100.0,19.95,0.0,0.0,0.0,100.0,48.04,0.5008,51.96,0.8079,1.325
2024-03-15,328.0,451.0,0.0,0.0,0.0,0.0,0.0,339.63,81.0,247.0,111.38,,,,,,,,,,,,0.0,,100.0,19.95,0.0,0.0,0.0,100.0,48.2,0.5006,51.8,0.8079,1.375
2024-03-18,166.0,209.99,0.0,0.0,0.0,0.0,0.0,209.99,0.0,166.0,0.0,,,,0.0,,81.0,,,,,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,1.265
2024-03-19,166.0,195.88,0.0,0.0,0.0,0.0,0.0,195.88,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,1.18
2024-03-20,166.0,190.9,0.0,0.0,0.0,0.0,0.0,190.9,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,1.15
2024-03-21,166.0,187.58,0.0,0.0,0.0,0.0,0.0,187.58,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,1.13
2024-03-22,166.0,177.62,0.0,0.0,0.0,0.0,0.0,177.62,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,1.07
2024-03-25,166.0,169.32,0.0,0.0,0.0,0.0,0.0,169.32,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,1.02
2024-03-26,166.0,157.7,0.0,0.0,0.0,0.0,0.0,157.7,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,0.95
2024-03-27,166.0,161.02,0.0,0.0,0.0,0.0,0.0,161.02,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,0.97
2024-03-28,166.0,172.64,0.0,0.0,0.0,0.0,0.0,172.64,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,1.04
2024-03-29,166.0,172.64,0.0,0.0,0.0,0.0,0.0,172.64,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,
2024-04-01,166.0,172.64,0.0,0.0,0.0,0.0,0.0,172.64,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,
2024-04-02,166.0,190.9,0.0,0.0,0.0,0.0,0.0,190.9,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,1.15
2024-04-03,166.0,212.48,0.0,0.0,0.0,0.0,0.0,212.48,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,1.28
2024-04-04,166.0,212.48,0.0,0.0,0.0,0.0,0.0,212.48,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,1.28
2024-04-05,166.0,205.84,0.0,0.0,0.0,0.0,0.0,205.84,0.0,166.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5108,1.24
2024-04-08,400.0,490.0,0.0,0.0,0.0,0.0,0.0,245.0,200.0,200.0,245.0,,0.0,,,34.0,,0.0,,,200.0,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.225
2024-04-09,400.0,466.0,0.0,0.0,0.0,0.0,0.0,233.0,200.0,200.0,233.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.165
2024-04-10,400.0,466.0,0.0,0.0,0.0,0.0,0.0,233.0,200.0,200.0,233.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.165
2024-04-11,400.0,498.0,0.0,0.0,0.0,0.0,0.0,249.0,200.0,200.0,249.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.245
2024-04-12,400.0,496.0,0.0,0.01,0.0,0.0,0.0,248.0,200.0,200.0,248.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.24
2024-04-15,400.0,472.0,0.0,0.01,0.0,0.0,0.0,236.0,200.0,200.0,236.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.18
2024-04-16,400.0,470.0,0.0,0.01,0.0,0.0,0.0,235.0,200.0,200.0,235.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.175
2024-04-17,400.0,472.0,0.0,0.01,0.0,0.0,0.0,236.0,200.0,200.0,236.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.18
2024-04-18,400.0,452.0,0.0,0.01,0.0,0.0,0.0,226.0,200.0,200.0,226.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.13
2024-04-19,400.0,450.0,0.0,0.01,0.0,0.0,0.0,225.0,200.0,200.0,225.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.125
2024-04-22,400.0,464.0,0.0,0.01,0.0,0.0,0.0,232.0,200.0,200.0,232.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.16
2024-04-23,400.0,466.0,0.0,0.01,0.0,0.0,0.0,233.0,200.0,200.0,233.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.165
2024-04-24,400.0,466.0,0.0,0.01,0.0,0.0,0.0,233.0,200.0,200.0,233.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.165
2024-04-25,400.0,446.0,0.0,0.01,0.0,0.0,0.0,223.0,200.0,200.0,223.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.115
2024-04-26,400.0,456.0,0.0,0.01,0.0,0.0,0.0,228.0,200.0,200.0,228.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.14
2024-04-29,400.0,460.0,0.0,0.01,0.0,0.0,0.0,230.0,200.0,200.0,230.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.15
2024-04-30,400.0,472.0,0.0,0.01,0.0,0.0,0.0,236.0,200.0,200.0,236.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.18
2024-05-01,400.0,472.0,0.0,0.01,0.0,0.0,0.0,236.0,200.0,200.0,236.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,
2024-05-02,400.0,466.0,0.0,0.01,0.0,0.0,0.0,233.0,200.0,200.0,233.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.165
2024-05-03,400.0,464.0,0.0,0.01,0.0,0.0,0.0,232.0,200.0,200.0,232.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.16
2024-05-06,400.0,466.0,0.0,0.01,0.0,0.0,0.0,233.0,200.0,200.0,233.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.165
2024-05-07,400.0,476.0,0.0,0.01,0.0,0.0,0.0,238.0,200.0,200.0,238.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.19
2024-05-08,400.0,476.0,0.0,0.01,0.0,0.0,0.0,238.0,200.0,200.0,238.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.19
2024-05-09,400.0,500.0,0.0,0.01,0.0,0.0,0.0,250.0,200.0,200.0,250.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.25
2024-05-10,400.0,496.0,0.0,0.01,0.0,0.0,0.0,248.0,200.0,200.0,248.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.24
2024-05-13,400.0,492.0,0.0,0.01,0.0,0.0,0.0,246.0,200.0,200.0,246.0,,,,,,,,,,,,0.0,,100.0,38.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.7619,1.23
2024-05-14,3200.0,3904.0,0.04,0.1,0.04,0.0,0.0,1952.0,1600.0,1600.0,1952.0,1400.0,,1400.0,,,,,1400.0,0.0,,,0.0,,100.0,83.12,0.0,0.0,0.0,100.0,12.5,0.7813,87.5,1.6623,1.22
