,CW8 FP Equity_DX_SI_QTY,CW8 FP Equity_DX_SHORT_INTEREST_VALUE,CW8 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CW8 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CW8 FP Equity_DX_SI_MV,CW8 FP Equity_DX_DSS,CW8 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CW8 FP Equity_DX_SUPPLY_SI_QTY,CW8 FP Equity_DX_BROKER_SI_QTY,CW8 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CW8 FP Equity_DX_BROKER_SI_MV_NEW_x,CW8 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CW8 FP Equity_DX_BROKER_SI_MV_INC_x,CW8 FP Equity_DX_BROKER_SI_QTY_ADD,CW8 FP Equity_DX_BROKER_SI_QTY_NEW,CW8 FP Equity_DX_SUPPLY_SI_MV_DEC,CW8 FP Equity_DX_BROKER_SI_QTY_INC,CW8 FP Equity_DX_SUPPLY_SI_QTY_DEC,CW8 FP Equity_DX_BROKER_SI_MV_NEW_y,CW8 FP Equity_DX_BROKER_SI_MV_INC_y,CW8 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CW8 FP Equity_DX_BROKER_SI_MV_ADD,CW8 FP Equity_DX_SUPPLY_SI_QTY_ADD,CW8 FP Equity_DX_BROKER_SI_QTY_DEC,CW8 FP Equity_DX_SUPPLY_SI_MV,CW8 FP Equity_DX_BROKER_SI_MV_DEC,CW8 FP Equity_DX_BROKER_SI_MV_RMV,CW8 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CW8 FP Equity_DX_UTILIZATION_QUANTITY,CW8 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CW8 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CW8 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CW8 FP Equity_DX_ACTIVE_UTILIZATION_MV,CW8 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CW8 FP Equity_DX_BROKER_SI_CON_RATIO,CW8 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CW8 FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,90801.0,0.09,0.0,,0.0,,0.0
2017-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89748.4,0.09,0.0,,0.0,,0.0
2017-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89649.6,0.09,0.0,,0.0,,0.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89873.8,0.09,0.0,,0.0,,0.0
2017-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89296.2,0.09,0.0,,0.0,,0.0
2017-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89273.4,0.09,0.0,,0.0,,0.0
2017-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,90303.2,0.09,0.0,,0.0,,0.0
2017-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,90048.6,0.09,0.0,,0.0,,0.0
2017-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,90550.2,0.09,0.0,,0.0,,0.0
2017-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89896.6,0.09,0.0,,0.0,,0.0
2017-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89258.2,0.09,0.0,,0.0,,0.0
2017-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88460.2,0.09,0.0,,0.0,,0.0
2017-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89383.6,0.09,0.0,,0.0,,0.0
2017-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89645.8,0.09,0.0,,0.0,,0.0
2017-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,90136.0,0.09,0.0,,0.0,,0.0
2017-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89417.8,0.09,0.0,,0.0,,0.0
2017-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88821.2,0.09,0.0,,0.0,,0.0
2017-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88110.6,0.09,0.0,,0.0,,0.0
2017-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89053.0,0.09,0.0,,0.0,,0.0
2017-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88768.0,0.09,0.0,,0.0,,0.0
2017-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88604.6,0.09,0.0,,0.0,,0.0
2017-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88365.2,0.09,0.0,,0.0,,0.0
2017-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,87681.2,0.09,0.0,,0.0,,0.0
2017-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,87023.8,0.09,0.0,,0.0,,0.0
2017-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88053.6,0.09,0.0,,0.0,,0.0
2017-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88882.0,0.09,0.0,,0.0,,0.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89273.4,0.09,0.0,,0.0,,0.0
2017-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88714.8,0.09,0.0,,0.0,,0.0
2017-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88616.0,0.09,0.0,,0.0,,0.0
2017-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88483.0,0.09,0.0,,0.0,,0.0
2017-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88171.4,0.09,0.0,,0.0,,0.0
2017-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,88247.4,0.09,0.0,,0.0,,0.0
2017-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89277.2,0.09,0.0,,0.0,,0.0
2017-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89623.0,0.09,0.0,,0.0,,0.0
2017-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,90022.0,0.09,0.0,,0.0,,0.0
2017-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,90158.8,0.09,0.0,,0.0,,0.0
2017-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89626.8,0.09,0.0,,0.0,,0.0
2017-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89984.0,0.09,0.0,,0.0,,0.0
2017-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89961.2,0.09,0.0,,0.0,,0.0
2017-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89889.0,0.09,0.0,,0.0,,0.0
2017-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,90170.2,0.09,0.0,,0.0,,0.0
2017-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,89870.0,0.09,0.0,,0.0,,0.0
2017-09-25,5000.0,1190500.0,1.0,0.19,1.18,,1190500.0,0.0,5000.0,0.0,,,,5000.0,,,,,,,,1.18,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.1579
2017-09-26,5000.0,1197400.0,0.99,0.19,1.19,,1197400.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.1579
2017-09-27,5000.0,1201150.0,0.98,0.19,1.2,,1201150.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.1579
2017-09-28,5000.0,1200750.0,0.98,0.19,1.2,,1200750.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.1579
2017-09-29,5000.0,1201950.0,0.94,0.19,1.2,,1201950.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.1579
2017-10-02,5000.0,1213100.0,0.89,0.19,1.2,,1213100.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.1579
2017-10-03,5000.0,1214300.0,0.89,0.19,1.21,,1214300.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,13.1579
2017-10-04,23000.0,5592450.0,4.32,0.87,5.59,,5592450.0,0.0,23000.0,0.0,,,,18000.0,,,,,,,,4.38,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.72,0.66,78.28,60.5263
2017-10-05,23000.0,5621200.0,4.28,0.88,5.62,,5621200.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.65,0.6607,78.35,60.5263
2017-10-06,23000.0,5611770.0,3.76,0.86,5.62,,5611770.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.77,0.6594,78.23,60.5263
2017-10-09,23000.0,5617980.0,3.78,0.86,5.61,,5617980.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.72,0.6599,78.28,60.5263
2017-10-10,23000.0,5598890.0,2.77,0.86,5.61,,5598890.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.6591,78.2,60.5263
2017-10-11,23000.0,5589920.0,2.76,0.86,5.6,,5589920.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.77,0.6594,78.23,60.5263
2017-10-12,21000.0,5112030.0,2.51,0.78,5.11,,5112030.0,0.0,21000.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.49,,0.0,0.0,0.0,0.0,0.0,0.0,14.27,0.7554,85.73,55.2632
2017-10-13,21000.0,5124840.0,2.36,0.77,5.12,,5124840.0,0.0,21000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14.26,0.7555,85.74,55.2632
2017-10-16,18150.0,4439127.0,2.43,0.66,4.43,,4439127.0,0.0,18150.0,0.0,,,,,,,,,,,,,,2850.0,0.0,0.69,,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.9836,99.18,47.7632
2017-10-17,18000.0,4414140.0,2.03,0.65,4.42,,4414140.0,0.0,18000.0,0.0,,,,,,,,,,,,,,150.0,0.0,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,47.3684
2017-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,18000.0,0.0,4.41,,0.0,0.0,380.0,93305.2,0.09,0.0,,0.0,100.0,0.0
2017-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,92583.2,0.09,0.0,,0.0,,0.0
2017-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93309.0,0.09,0.0,,0.0,,0.0
2017-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93685.2,0.09,0.0,,0.0,,0.0
2017-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93415.4,0.09,0.0,,0.0,,0.0
2017-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,92590.8,0.09,0.0,,0.0,,0.0
2017-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93784.0,0.09,0.0,,0.0,,0.0
2017-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94927.8,0.09,0.0,,0.0,,0.0
2017-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94536.4,0.1,0.0,,0.0,,0.0
2017-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94635.2,0.09,0.0,,0.0,,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95117.8,0.09,0.0,,0.0,,0.0
2017-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94673.2,0.1,0.0,,0.0,,0.0
2017-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95296.4,0.09,0.0,,0.0,,0.0
2017-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95505.4,0.1,0.0,,0.0,,0.0
2017-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95665.0,0.1,0.0,,0.0,,0.0
2017-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95558.6,0.1,0.0,,0.0,,0.0
2017-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94787.2,0.1,0.0,,0.0,,0.0
2017-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94468.0,0.09,0.0,,0.0,,0.0
2017-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94433.8,0.09,0.0,,0.0,,0.0
2017-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93369.8,0.09,0.0,,0.0,,0.0
2017-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,92894.8,0.09,0.0,,0.0,,0.0
2017-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93654.8,0.09,0.0,,0.0,,0.0
2017-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93347.0,0.09,0.0,,0.0,,0.0
2017-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93894.2,0.09,0.0,,0.0,,0.0
2017-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94483.2,0.09,0.0,,0.0,,0.0
2017-11-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94141.2,0.09,0.0,,0.0,,0.0
2017-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93833.4,0.09,0.0,,0.0,,0.0
2017-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93449.6,0.09,0.0,,0.0,,0.0
2017-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93328.0,0.09,0.0,,0.0,,0.0
2017-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93920.8,0.09,0.0,,0.0,,0.0
2017-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94392.0,0.09,0.0,,0.0,,0.0
2017-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94384.4,0.09,0.0,,0.0,,0.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,93415.4,0.09,0.0,,0.0,,0.0
2017-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94943.0,0.09,0.0,,0.0,,0.0
2017-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94973.4,0.09,0.0,,0.0,,0.0
2017-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94669.4,0.09,0.0,,0.0,,0.0
2017-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,94844.2,0.09,0.0,,0.0,,0.0
2017-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95391.4,0.09,0.0,,0.0,,0.0
2017-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95406.6,0.09,0.0,,0.0,,0.0
2017-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,96375.6,0.09,0.0,,0.0,,0.0
2017-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,96178.0,0.09,0.0,,0.0,,0.0
2017-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95828.4,0.09,0.0,,0.0,,0.0
2017-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,96090.6,0.09,0.0,,0.0,,0.0
2017-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,96668.2,0.09,0.0,,0.0,,0.0
2017-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,96250.2,0.09,0.0,,0.0,,0.0
2017-12-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95646.0,0.09,0.0,,0.0,,0.0
2017-12-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,96041.2,0.09,0.0,,0.0,,0.0
2017-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,96026.0,0.09,0.0,,0.0,,0.0
2017-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,96026.0,0.09,0.0,,0.0,,0.0
2017-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,96026.0,0.09,0.0,,0.0,,0.0
2017-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95915.8,0.09,0.0,,0.0,,0.0
2017-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95494.0,0.09,0.0,,0.0,,0.0
2017-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95155.8,0.09,0.0,,0.0,,0.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95155.8,0.09,0.0,,0.0,,0.0
2018-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95026.6,0.09,0.0,,0.0,,0.0
2018-01-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,95893.0,0.09,0.0,,0.0,,0.0
2018-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,96314.8,0.09,0.0,,0.0,,0.0
2018-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,97002.6,0.09,0.0,,0.0,,0.0
2018-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,97637.2,0.09,0.0,,0.0,,0.0
2018-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,98378.2,0.09,0.0,,0.0,,0.0
2018-01-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,97831.0,0.09,0.0,,0.0,,0.0
2018-01-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,97542.2,0.09,0.0,,0.0,,0.0
2018-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,97698.0,0.09,0.0,,0.0,,0.0
2018-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,97162.2,0.09,0.0,,0.0,,0.0
2018-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,380.0,97439.6,0.09,0.0,,0.0,,0.0
2018-01-17,13000.0,3328910.0,1.21,0.47,3.31,,3328910.0,0.0,13000.0,0.0,,,,13000.0,,,,,,,,3.31,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,34.2105
2018-01-18,13000.0,3333200.0,1.2,0.47,3.34,,3333200.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,34.2105
2018-01-19,13000.0,3342690.0,1.2,0.47,3.34,,3342690.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,34.2105
