,ALARF FP Equity_DX_SI_QTY,ALARF FP Equity_DX_SHORT_INTEREST_VALUE,ALARF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALARF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALARF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALARF FP Equity_DX_SI_MV,ALARF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALARF FP Equity_DX_SUPPLY_SI_QTY,ALARF FP Equity_DX_BROKER_SI_QTY,ALARF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALARF FP Equity_DX_SUPPLY_SI_MV,ALARF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALARF FP Equity_DX_UTILIZATION_QUANTITY,ALARF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALARF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALARF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALARF FP Equity_DX_ACTIVE_UTILIZATION_MV,ALARF FP Equity_DX_BROKER_SI_CON_RATIO,ALARF FP Equity_DX_DEMAND_SUPPLY_RATIO,ALARF FP Equity_PX_LAST
2019-06-19,,,,,,,,,,,,,,,,,,,,4.98
2019-06-20,,,,,,,,,,,,,,,,,,,,4.98
2019-06-21,,,,,,,,,,,,,,,,,,,,4.98
2019-06-24,,,,,,,,,,,,,,,,,,,,4.98
2019-06-25,,,,,,,,,,,,,,,,,,,,4.98
2019-06-26,,,,,,,,,,,,,,,,,,,,4.98
2019-06-27,,,,,,,,,,,,,,,,,,,,4.97
2019-06-28,,,,,,,,,,,,,,,,,,,,4.96
2019-07-01,,,,,,,,,,,,,,,,,,,,4.94
2019-07-02,,,,,,,,,,,,,,,,,,,,4.89
2019-07-03,,,,,,,,,,,,,,,,,,,,4.86
2019-07-04,,,,,,,,,,,,,,,,,,,,4.79
2019-07-05,,,,,,,,,,,,,,,,,,,,4.66
2019-07-08,,,,,,,,,,,,,,,,,,,,4.6
2019-07-09,,,,,,,,,,,,,,,,,,,,4.5
2019-07-10,,,,,,,,,,,,,,,,,,,,4.7
2019-07-11,,,,,,,,,,,,,,,,,,,,4.6
2019-07-12,,,,,,,,,,,,,,,,,,,,4.14
2019-07-15,,,,,,,,,,,,,,,,,,,,4.4
2019-07-16,,,,,,,,,,,,,,,,,,,,4.34
2019-07-17,,,,,,,,,,,,,,,,,,,,4.48
2019-07-18,,,,,,,,,,,,,,,,,,,,4.39
2019-07-19,,,,,,,,,,,,,,,,,,,,4.47
2019-07-22,,,,,,,,,,,,,,,,,,,,4.5
2019-07-23,,,,,,,,,,,,,,,,,,,,4.49
2019-07-24,,,,,,,,,,,,,,,,,,,,4.5
2019-07-25,,,,,,,,,,,,,,,,,,,,4.48
2019-07-26,,,,,,,,,,,,,,,,,,,,4.43
2019-07-29,,,,,,,,,,,,,,,,,,,,4.3
2019-07-30,,,,,,,,,,,,,,,,,,,,4.42
2019-07-31,,,,,,,,,,,,,,,,,,,,4.43
2019-08-01,,,,,,,,,,,,,,,,,,,,4.43
2019-08-02,,,,,,,,,,,,,,,,,,,,4.36
2019-08-05,,,,,,,,,,,,,,,,,,,,4.4
2019-08-06,,,,,,,,,,,,,,,,,,,,4.35
2019-08-07,,,,,,,,,,,,,,,,,,,,4.5
2019-08-08,,,,,,,,,,,,,,,,,,,,4.44
2019-08-09,,,,,,,,,,,,,,,,,,,,4.44
2019-08-12,,,,,,,,,,,,,,,,,,,,4.44
2019-08-13,,,,,,,,,,,,,,,,,,,,4.44
2019-08-14,,,,,,,,,,,,,,,,,,,,4.45
2019-08-15,,,,,,,,,,,,,,,,,,,,4.49
2019-08-16,,,,,,,,,,,,,,,,,,,,4.5
2019-08-19,,,,,,,,,,,,,,,,,,,,4.29
2019-08-20,,,,,,,,,,,,,,,,,,,,4.48
2019-08-21,,,,,,,,,,,,,,,,,,,,4.2
2019-08-22,,,,,,,,,,,,,,,,,,,,4.12
2019-08-23,,,,,,,,,,,,,,,,,,,,4.36
2019-08-26,,,,,,,,,,,,,,,,,,,,4.47
2019-08-27,,,,,,,,,,,,,,,,,,,,4.25
2019-08-28,,,,,,,,,,,,,,,,,,,,4.4
2019-08-29,,,,,,,,,,,,,,,,,,,,4.4
2019-08-30,,,,,,,,,,,,,,,,,,,,4.29
2019-09-02,,,,,,,,,,,,,,,,,,,,4.29
2019-09-03,,,,,,,,,,,,,,,,,,,,4.15
2019-09-04,,,,,,,,,,,,,,,,,,,,4.43
2019-09-05,,,,,,,,,,,,,,,,,,,,4.15
2019-09-06,,,,,,,,,,,,,,,,,,,,4.15
2019-09-09,,,,,,,,,,,,,,,,,,,,4.09
2019-09-10,,,,,,,,,,,,,,,,,,,,4.3
2019-09-11,,,,,,,,,,,,,,,,,,,,4.29
2019-09-12,,,,,,,,,,,,,,,,,,,,4.26
2019-09-13,,,,,,,,,,,,,,,,,,,,4.13
2019-09-16,,,,,,,,,,,,,,,,,,,,4.04
2019-09-17,,,,,,,,,,,,,,,,,,,,4.19
2019-09-18,,,,,,,,,,,,,,,,,,,,4.4
2019-09-19,,,,,,,,,,,,,,,,,,,,4.39
2019-09-20,,,,,,,,,,,,,,,,,,,,4.38
2019-09-23,,,,,,,,,,,,,,,,,,,,4.35
2019-09-24,,,,,,,,,,,,,,,,,,,,4.34
2019-09-25,,,,,,,,,,,,,,,,,,,,4.35
2019-09-26,,,,,,,,,,,,,,,,,,,,4.19
2019-09-27,,,,,,,,,,,,,,,,,,,,4.16
2019-09-30,,,,,,,,,,,,,,,,,,,,4.02
2019-10-01,,,,,,,,,,,,,,,,,,,,4.09
2019-10-02,,,,,,,,,,,,,,,,,,,,4.14
2019-10-03,,,,,,,,,,,,,,,,,,,,4.0
2019-10-04,,,,,,,,,,,,,,,,,,,,4.0
2019-10-07,,,,,,,,,,,,,,,,,,,,4.0
2019-10-08,,,,,,,,,,,,,,,,,,,,3.99
2019-10-09,,,,,,,,,,,,,,,,,,,,4.15
2019-10-10,,,,,,,,,,,,,,,,,,,,4.0
2019-10-11,,,,,,,,,,,,,,,,,,,,3.96
2019-10-14,,,,,,,,,,,,,,,,,,,,4.0
2019-10-15,,,,,,,,,,,,,,,,,,,,4.04
2019-10-16,,,,,,,,,,,,,,,,,,,,4.23
2019-10-17,,,,,,,,,,,,,,,,,,,,4.2
2019-10-18,,,,,,,,,,,,,,,,,,,,4.16
2019-10-21,,,,,,,,,,,,,,,,,,,,4.17
2019-10-22,,,,,,,,,,,,,,,,,,,,4.1
2019-10-23,,,,,,,,,,,,,,,,,,,,4.1
2019-10-24,,,,,,,,,,,,,,,,,,,,4.11
2019-10-25,,,,,,,,,,,,,,,,,,,,4.11
2019-10-28,,,,,,,,,,,,,,,,,,,,4.0
2019-10-29,,,,,,,,,,,,,,,,,,,,3.98
2019-10-30,,,,,,,,,,,,,,,,,,,,4.14
2019-10-31,,,,,,,,,,,,,,,,,,,,4.1
2019-11-01,,,,,,,,,,,,,,,,,,,,4.14
2019-11-04,,,,,,,,,,,,,,,,,,,,4.06
2019-11-05,,,,,,,,,,,,,,,,,,,,4.08
2019-11-06,,,,,,,,,,,,,,,,,,,,4.0
2019-11-07,,,,,,,,,,,,,,,,,,,,3.9
2019-11-08,,,,,,,,,,,,,,,,,,,,3.81
2019-11-11,,,,,,,,,,,,,,,,,,,,3.87
2019-11-12,,,,,,,,,,,,,,,,,,,,3.87
2019-11-13,,,,,,,,,,,,,,,,,,,,4.0
2019-11-14,,,,,,,,,,,,,,,,,,,,4.0
2019-11-15,,,,,,,,,,,,,,,,,,,,3.92
2019-11-18,,,,,,,,,,,,,,,,,,,,3.75
2019-11-19,,,,,,,,,,,,,,,,,,,,3.54
2019-11-20,,,,,,,,,,,,,,,,,,,,3.42
2019-11-21,,,,,,,,,,,,,,,,,,,,3.41
2019-11-22,,,,,,,,,,,,,,,,,,,,3.39
2019-11-25,,,,,,,,,,,,,,,,,,,,3.43
2019-11-26,,,,,,,,,,,,,,,,,,,,3.4
2019-11-27,,,,,,,,,,,,,,,,,,,,3.42
2019-11-28,,,,,,,,,,,,,,,,,,,,3.42
2019-11-29,,,,,,,,,,,,,,,,,,,,3.44
2019-12-02,,,,,,,,,,,,,,,,,,,,3.42
2019-12-03,,,,,,,,,,,,,,,,,,,,3.42
2019-12-04,,,,,,,,,,,,,,,,,,,,3.42
2019-12-05,,,,,,,,,,,,,,,,,,,,3.43
2019-12-06,,,,,,,,,,,,,,,,,,,,3.44
2019-12-09,,,,,,,,,,,,,,,,,,,,3.43
2019-12-10,,,,,,,,,,,,,,,,,,,,3.44
2019-12-11,,,,,,,,,,,,,,,,,,,,3.44
2019-12-12,,,,,,,,,,,,,,,,,,,,3.44
2019-12-13,,,,,,,,,,,,,,,,,,,,3.46
2019-12-16,,,,,,,,,,,,,,,,,,,,3.45
2019-12-17,,,,,,,,,,,,,,,,,,,,3.48
2019-12-18,,,,,,,,,,,,,,,,,,,,3.75
2019-12-19,,,,,,,,,,,,,,,,,,,,3.5
2019-12-20,,,,,,,,,,,,,,,,,,,,3.54
2019-12-23,,,,,,,,,,,,,,,,,,,,3.71
2019-12-24,,,,,,,,,,,,,,,,,,,,3.93
2019-12-27,,,,,,,,,,,,,,,,,,,,3.98
2019-12-30,,,,,,,,,,,,,,,,,,,,3.9
2019-12-31,,,,,,,,,,,,,,,,,,,,4.05
2020-01-02,,,,,,,,,,,,,,,,,,,,4.14
2020-01-03,,,,,,,,,,,,,,,,,,,,4.06
2020-01-06,,,,,,,,,,,,,,,,,,,,4.03
2020-01-07,,,,,,,,,,,,,,,,,,,,4.75
2020-01-08,,,,,,,,,,,,,,,,,,,,4.67
2020-01-09,,,,,,,,,,,,,,,,,,,,4.55
2020-01-10,,,,,,,,,,,,,,,,,,,,4.94
2020-01-13,,,,,,,,,,,,,,,,,,,,4.83
2020-01-14,,,,,,,,,,,,,,,,,,,,4.78
2020-01-15,,,,,,,,,,,,,,,,,,,,4.69
2020-01-16,,,,,,,,,,,,,,,,,,,,4.88
2020-01-17,,,,,,,,,,,,,,,,,,,,4.44
2020-01-20,,,,,,,,,,,,,,,,,,,,4.17
2020-01-21,,,,,,,,,,,,,,,,,,,,4.18
2020-01-22,,,,,,,,,,,,,,,,,,,,4.12
2020-01-23,,,,,,,,,,,,,,,,,,,,4.2
2020-01-24,,,,,,,,,,,,,,,,,,,,4.17
2020-01-27,,,,,,,,,,,,,,,,,,,,3.87
2020-01-28,,,,,,,,,,,,,,,,,,,,3.9
2020-01-29,,,,,,,,,,,,,,,,,,,,3.84
2020-01-30,,,,,,,,,,,,,,,,,,,,3.76
2020-01-31,,,,,,,,,,,,,,,,,,,,3.75
2020-02-03,,,,,,,,,,,,,,,,,,,,3.49
2020-02-04,,,,,,,,,,,,,,,,,,,,3.51
2020-02-05,,,,,,,,,,,,,,,,,,,,3.64
2020-02-06,,,,,,,,,,,,,,,,,,,,3.73
2020-02-07,,,,,,,,,,,,,,,,,,,,3.74
2020-02-10,,,,,,,,,,,,,,,,,,,,3.65
2020-02-11,,,,,,,,,,,,,,,,,,,,3.65
2020-02-12,,,,,,,,,,,,,,,,,,,,3.45
2020-02-13,,,,,,,,,,,,,,,,,,,,3.42
2020-02-14,,,,,,,,,,,,,,,,,,,,3.35
2020-02-17,,,,,,,,,,,,,,,,,,,,3.08
2020-02-18,,,,,,,,,,,,,,,,,,,,2.93
2020-02-19,,,,,,,,,,,,,,,,,,,,2.98
2020-02-20,,,,,,,,,,,,,,,,,,,,2.98
2020-02-21,,,,,,,,,,,,,,,,,,,,2.95
2020-02-24,,,,,,,,,,,,,,,,,,,,2.74
2020-02-25,,,,,,,,,,,,,,,,,,,,2.69
2020-02-26,,,,,,,,,,,,,,,,,,,,2.42
2020-02-27,,,,,,,,,,,,,,,,,,,,2.42
2020-02-28,,,,,,,,,,,,,,,,,,,,2.35
2020-03-02,,,,,,,,,,,,,,,,,,,,2.36
2020-03-03,,,,,,,,,,,,,,,,,,,,2.54
2020-03-04,,,,,,,,,,,,,,,,,,,,2.53
2020-03-05,,,,,,,,,,,,,,,,,,,,2.57
2020-03-06,,,,,,,,,,,,,,,,,,,,2.5
2020-03-09,,,,,,,,,,,,,,,,,,,,2.48
2020-03-10,,,,,,,,,,,,,,,,,,,,2.46
2020-03-11,,,,,,,,,,,,,,,,,,,,2.41
2020-03-12,,,,,,,,,,,,,,,,,,,,2.3
2020-03-13,,,,,,,,,,,,,,,,,,,,2.3
2020-03-16,,,,,,,,,,,,,,,,,,,,1.765
2020-03-17,,,,,,,,,,,,,,,,,,,,1.905
2020-03-18,,,,,,,,,,,,,,,,,,,,2.0
2020-03-19,,,,,,,,,,,,,,,,,,,,1.985
2020-03-20,,,,,,,,,,,,,,,,,,,,1.85
2020-03-23,,,,,,,,,,,,,,,,,,,,1.61
2020-03-24,,,,,,,,,,,,,,,,,,,,1.7
2020-03-25,,,,,,,,,,,,,,,,,,,,1.85
2020-03-26,,,,,,,,,,,,,,,,,,,,1.84
2020-03-27,,,,,,,,,,,,,,,,,,,,2.01
2020-03-30,,,,,,,,,,,,,,,,,,,,2.1
2020-03-31,,,,,,,,,,,,,,,,,,,,2.17
2020-04-01,,,,,,,,,,,,,,,,,,,,2.19
2020-04-02,,,,,,,,,,,,,,,,,,,,2.21
2020-04-03,,,,,,,,,,,,,,,,,,,,2.18
2020-04-06,,,,,,,,,,,,,,,,,,,,2.2
2020-04-07,,,,,,,,,,,,,,,,,,,,2.41
2020-04-08,,,,,,,,,,,,,,,,,,,,2.3
2020-04-09,,,,,,,,,,,,,,,,,,,,2.15
2020-04-14,,,,,,,,,,,,,,,,,,,,2.14
2020-04-15,,,,,,,,,,,,,,,,,,,,2.0
2020-04-16,,,,,,,,,,,,,,,,,,,,1.995
2020-04-17,,,,,,,,,,,,,,,,,,,,2.17
2020-04-20,,,,,,,,,,,,,,,,,,,,2.18
2020-04-21,,,,,,,,,,,,,,,,,,,,2.12
2020-04-22,,,,,,,,,,,,,,,,,,,,2.2
2020-04-23,,,,,,,,,,,,,,,,,,,,2.22
2020-04-24,,,,,,,,,,,,,,,,,,,,2.1
2020-04-27,,,,,,,,,,,,,,,,,,,,1.95
2020-04-28,,,,,,,,,,,,,,,,,,,,2.08
2020-04-29,,,,,,,,,,,,,,,,,,,,2.07
2020-04-30,,,,,,,,,,,,,,,,,,,,2.07
2020-05-04,,,,,,,,,,,,,,,,,,,,2.08
2020-05-05,,,,,,,,,,,,,,,,,,,,2.1
2020-05-06,,,,,,,,,,,,,,,,,,,,2.14
2020-05-07,,,,,,,,,,,,,,,,,,,,2.08
2020-05-08,,,,,,,,,,,,,,,,,,,,2.11
2020-05-11,,,,,,,,,,,,,,,,,,,,2.16
2020-05-12,,,,,,,,,,,,,,,,,,,,2.07
2020-05-13,,,,,,,,,,,,,,,,,,,,2.08
2020-05-14,,,,,,,,,,,,,,,,,,,,2.05
2020-05-15,,,,,,,,,,,,,,,,,,,,2.22
2020-05-18,,,,,,,,,,,,,,,,,,,,2.14
2020-05-19,,,,,,,,,,,,,,,,,,,,2.1
2020-05-20,,,,,,,,,,,,,,,,,,,,2.19
2020-05-21,,,,,,,,,,,,,,,,,,,,2.14
2020-05-22,,,,,,,,,,,,,,,,,,,,2.18
2020-05-25,,,,,,,,,,,,,,,,,,,,2.2
2020-05-26,,,,,,,,,,,,,,,,,,,,2.2
2020-05-27,,,,,,,,,,,,,,,,,,,,2.2
2020-05-28,,,,,,,,,,,,,,,,,,,,2.22
2020-05-29,,,,,,,,,,,,,,,,,,,,2.36
2020-06-01,,,,,,,,,,,,,,,,,,,,2.42
2020-06-02,,,,,,,,,,,,,,,,,,,,2.48
2020-06-03,,,,,,,,,,,,,,,,,,,,2.5
2020-06-04,,,,,,,,,,,,,,,,,,,,2.64
2020-06-05,,,,,,,,,,,,,,,,,,,,2.6
2020-06-08,,,,,,,,,,,,,,,,,,,,2.56
2020-06-09,,,,,,,,,,,,,,,,,,,,2.54
2020-06-10,,,,,,,,,,,,,,,,,,,,2.56
2020-06-11,,,,,,,,,,,,,,,,,,,,2.55
2020-06-12,,,,,,,,,,,,,,,,,,,,2.23
2020-06-15,,,,,,,,,,,,,,,,,,,,2.43
2020-06-16,,,,,,,,,,,,,,,,,,,,2.49
2020-06-17,,,,,,,,,,,,,,,,,,,,2.56
2020-06-18,,,,,,,,,,,,,,,,,,,,2.51
2020-06-19,,,,,,,,,,,,,,,,,,,,2.6
2020-06-22,,,,,,,,,,,,,,,,,,,,2.51
2020-06-23,,,,,,,,,,,,,,,,,,,,2.69
2020-06-24,,,,,,,,,,,,,,,,,,,,2.63
2020-06-25,,,,,,,,,,,,,,,,,,,,2.61
2020-06-26,,,,,,,,,,,,,,,,,,,,2.6
2020-06-29,,,,,,,,,,,,,,,,,,,,2.59
2020-06-30,,,,,,,,,,,,,,,,,,,,2.59
2020-07-01,,,,,,,,,,,,,,,,,,,,2.59
2020-07-02,,,,,,,,,,,,,,,,,,,,2.62
2020-07-03,,,,,,,,,,,,,,,,,,,,2.62
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59499.0,153507.42,1.43,0.0,0.0,0.0,2.58
2020-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59499.0,152912.43,1.4,0.0,0.0,0.0,2.57
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59499.0,177307.02,1.38,0.0,0.0,0.0,2.98
2020-07-09,,,,,,,,,,,,,,,,,,,,2.76
2020-07-10,,,,,,,,,,,,,,,,,,,,2.95
2020-07-13,,,,,,,,,,,,,,,,,,,,2.98
2020-07-14,,,,,,,,,,,,,,,,,,,,2.93
2020-07-15,,,,,,,,,,,,,,,,,,,,2.89
2020-07-16,,,,,,,,,,,,,,,,,,,,2.82
2020-07-17,,,,,,,,,,,,,,,,,,,,2.85
2020-07-20,,,,,,,,,,,,,,,,,,,,2.8
2020-07-21,,,,,,,,,,,,,,,,,,,,2.9
2020-07-22,,,,,,,,,,,,,,,,,,,,2.88
2020-07-23,,,,,,,,,,,,,,,,,,,,2.88
2020-07-24,,,,,,,,,,,,,,,,,,,,2.83
2020-07-27,,,,,,,,,,,,,,,,,,,,2.82
2020-07-28,,,,,,,,,,,,,,,,,,,,2.76
2020-07-29,,,,,,,,,,,,,,,,,,,,2.72
2020-07-30,,,,,,,,,,,,,,,,,,,,2.72
2020-07-31,,,,,,,,,,,,,,,,,,,,2.73
2020-08-03,,,,,,,,,,,,,,,,,,,,2.75
2020-08-04,,,,,,,,,,,,,,,,,,,,2.71
2020-08-05,,,,,,,,,,,,,,,,,,,,2.7
2020-08-06,,,,,,,,,,,,,,,,,,,,2.75
2020-08-07,,,,,,,,,,,,,,,,,,,,2.72
2020-08-10,,,,,,,,,,,,,,,,,,,,2.7
2020-08-11,,,,,,,,,,,,,,,,,,,,2.66
2020-08-12,,,,,,,,,,,,,,,,,,,,2.62
2020-08-13,,,,,,,,,,,,,,,,,,,,2.64
2020-08-14,,,,,,,,,,,,,,,,,,,,2.58
2020-08-17,,,,,,,,,,,,,,,,,,,,2.57
2020-08-18,,,,,,,,,,,,,,,,,,,,2.48
2020-08-19,,,,,,,,,,,,,,,,,,,,2.49
2020-08-20,,,,,,,,,,,,,,,,,,,,2.49
2020-08-21,,,,,,,,,,,,,,,,,,,,2.46
2020-08-24,,,,,,,,,,,,,,,,,,,,2.42
2020-08-25,,,,,,,,,,,,,,,,,,,,2.34
2020-08-26,,,,,,,,,,,,,,,,,,,,2.3
2020-08-27,,,,,,,,,,,,,,,,,,,,2.23
2020-08-28,,,,,,,,,,,,,,,,,,,,2.31
2020-08-31,,,,,,,,,,,,,,,,,,,,2.52
2020-09-01,,,,,,,,,,,,,,,,,,,,3.16
2020-09-02,,,,,,,,,,,,,,,,,,,,2.86
2020-09-03,,,,,,,,,,,,,,,,,,,,3.15
2020-09-04,,,,,,,,,,,,,,,,,,,,3.24
2020-09-07,,,,,,,,,,,,,,,,,,,,3.79
2020-09-08,,,,,,,,,,,,,,,,,,,,3.66
2020-09-09,,,,,,,,,,,,,,,,,,,,3.47
2020-09-10,,,,,,,,,,,,,,,,,,,,3.28
2020-09-11,,,,,,,,,,,,,,,,,,,,3.18
2020-09-14,,,,,,,,,,,,,,,,,,,,3.03
2020-09-15,,,,,,,,,,,,,,,,,,,,3.17
2020-09-16,,,,,,,,,,,,,,,,,,,,3.32
2020-09-17,,,,,,,,,,,,,,,,,,,,3.46
2020-09-18,,,,,,,,,,,,,,,,,,,,3.33
2020-09-21,,,,,,,,,,,,,,,,,,,,3.08
2020-09-22,,,,,,,,,,,,,,,,,,,,3.14
2020-09-23,,,,,,,,,,,,,,,,,,,,3.0
2020-09-24,,,,,,,,,,,,,,,,,,,,2.86
2020-09-25,,,,,,,,,,,,,,,,,,,,2.51
2020-09-28,,,,,,,,,,,,,,,,,,,,3.2
2020-09-29,,,,,,,,,,,,,,,,,,,,2.81
2020-09-30,,,,,,,,,,,,,,,,,,,,2.67
2020-10-01,,,,,,,,,,,,,,,,,,,,2.65
2020-10-02,,,,,,,,,,,,,,,,,,,,2.64
2020-10-05,,,,,,,,,,,,,,,,,,,,2.65
2020-10-06,,,,,,,,,,,,,,,,,,,,2.64
2020-10-07,,,,,,,,,,,,,,,,,,,,2.63
2020-10-08,,,,,,,,,,,,,,,,,,,,2.65
2020-10-09,,,,,,,,,,,,,,,,,,,,2.91
2020-10-12,,,,,,,,,,,,,,,,,,,,2.9
2020-10-13,,,,,,,,,,,,,,,,,,,,2.84
2020-10-14,,,,,,,,,,,,,,,,,,,,2.77
2020-10-15,,,,,,,,,,,,,,,,,,,,2.63
2020-10-16,,,,,,,,,,,,,,,,,,,,2.67
2020-10-19,,,,,,,,,,,,,,,,,,,,2.67
2020-10-20,,,,,,,,,,,,,,,,,,,,2.79
2020-10-21,,,,,,,,,,,,,,,,,,,,2.91
2020-10-22,,,,,,,,,,,,,,,,,,,,2.95
2020-10-23,,,,,,,,,,,,,,,,,,,,2.85
2020-10-26,,,,,,,,,,,,,,,,,,,,2.65
2020-10-27,,,,,,,,,,,,,,,,,,,,2.4
2020-10-28,,,,,,,,,,,,,,,,,,,,2.15
2020-10-29,,,,,,,,,,,,,,,,,,,,2.22
2020-10-30,,,,,,,,,,,,,,,,,,,,2.49
2020-11-02,,,,,,,,,,,,,,,,,,,,2.47
2020-11-03,,,,,,,,,,,,,,,,,,,,2.37
2020-11-04,,,,,,,,,,,,,,,,,,,,2.33
2020-11-05,,,,,,,,,,,,,,,,,,,,2.28
2020-11-06,,,,,,,,,,,,,,,,,,,,2.41
2020-11-09,,,,,,,,,,,,,,,,,,,,2.41
2020-11-10,,,,,,,,,,,,,,,,,,,,2.54
2020-11-11,,,,,,,,,,,,,,,,,,,,2.57
2020-11-12,,,,,,,,,,,,,,,,,,,,2.53
2020-11-13,,,,,,,,,,,,,,,,,,,,2.57
2020-11-16,,,,,,,,,,,,,,,,,,,,2.59
2020-11-17,,,,,,,,,,,,,,,,,,,,2.54
2020-11-18,,,,,,,,,,,,,,,,,,,,2.68
2020-11-19,,,,,,,,,,,,,,,,,,,,2.57
2020-11-20,,,,,,,,,,,,,,,,,,,,2.57
2020-11-23,,,,,,,,,,,,,,,,,,,,2.62
2020-11-24,,,,,,,,,,,,,,,,,,,,2.59
2020-11-25,,,,,,,,,,,,,,,,,,,,2.75
2020-11-26,,,,,,,,,,,,,,,,,,,,2.91
2020-11-27,,,,,,,,,,,,,,,,,,,,2.87
2020-11-30,,,,,,,,,,,,,,,,,,,,3.02
2020-12-01,,,,,,,,,,,,,,,,,,,,2.92
2020-12-02,,,,,,,,,,,,,,,,,,,,2.88
2020-12-03,,,,,,,,,,,,,,,,,,,,2.93
2020-12-04,,,,,,,,,,,,,,,,,,,,2.87
2020-12-07,,,,,,,,,,,,,,,,,,,,2.83
2020-12-08,,,,,,,,,,,,,,,,,,,,2.73
2020-12-09,,,,,,,,,,,,,,,,,,,,2.78
2020-12-10,,,,,,,,,,,,,,,,,,,,2.9
2020-12-11,,,,,,,,,,,,,,,,,,,,2.53
2020-12-14,,,,,,,,,,,,,,,,,,,,2.47
2020-12-15,,,,,,,,,,,,,,,,,,,,2.46
2020-12-16,,,,,,,,,,,,,,,,,,,,2.53
2020-12-17,,,,,,,,,,,,,,,,,,,,2.95
2020-12-18,,,,,,,,,,,,,,,,,,,,2.96
2020-12-21,,,,,,,,,,,,,,,,,,,,2.79
2020-12-22,,,,,,,,,,,,,,,,,,,,2.76
2020-12-23,,,,,,,,,,,,,,,,,,,,2.78
2020-12-24,,,,,,,,,,,,,,,,,,,,2.74
2020-12-28,,,,,,,,,,,,,,,,,,,,2.78
2020-12-29,,,,,,,,,,,,,,,,,,,,2.94
2020-12-30,,,,,,,,,,,,,,,,,,,,2.91
2020-12-31,,,,,,,,,,,,,,,,,,,,2.93
2021-01-04,,,,,,,,,,,,,,,,,,,,3.13
2021-01-05,,,,,,,,,,,,,,,,,,,,3.11
2021-01-06,,,,,,,,,,,,,,,,,,,,3.07
2021-01-07,,,,,,,,,,,,,,,,,,,,3.16
2021-01-08,,,,,,,,,,,,,,,,,,,,3.05
2021-01-11,,,,,,,,,,,,,,,,,,,,3.12
2021-01-12,,,,,,,,,,,,,,,,,,,,3.02
2021-01-13,,,,,,,,,,,,,,,,,,,,3.0
2021-01-14,,,,,,,,,,,,,,,,,,,,2.98
2021-01-15,,,,,,,,,,,,,,,,,,,,2.79
2021-01-18,,,,,,,,,,,,,,,,,,,,2.95
2021-01-19,,,,,,,,,,,,,,,,,,,,3.1
2021-01-20,,,,,,,,,,,,,,,,,,,,3.02
2021-01-21,,,,,,,,,,,,,,,,,,,,3.04
2021-01-22,,,,,,,,,,,,,,,,,,,,2.99
2021-01-25,,,,,,,,,,,,,,,,,,,,2.66
2021-01-26,,,,,,,,,,,,,,,,,,,,2.79
2021-01-27,,,,,,,,,,,,,,,,,,,,2.73
2021-01-28,,,,,,,,,,,,,,,,,,,,2.73
2021-01-29,,,,,,,,,,,,,,,,,,,,2.49
2021-02-01,,,,,,,,,,,,,,,,,,,,2.65
2021-02-02,,,,,,,,,,,,,,,,,,,,2.76
2021-02-03,,,,,,,,,,,,,,,,,,,,2.79
2021-02-04,,,,,,,,,,,,,,,,,,,,2.77
2021-02-05,,,,,,,,,,,,,,,,,,,,2.75
2021-02-08,,,,,,,,,,,,,,,,,,,,2.74
2021-02-09,,,,,,,,,,,,,,,,,,,,2.73
2021-02-10,,,,,,,,,,,,,,,,,,,,2.77
2021-02-11,,,,,,,,,,,,,,,,,,,,2.75
2021-02-12,,,,,,,,,,,,,,,,,,,,2.78
2021-02-15,,,,,,,,,,,,,,,,,,,,2.84
2021-02-16,,,,,,,,,,,,,,,,,,,,2.8
2021-02-17,,,,,,,,,,,,,,,,,,,,2.8
2021-02-18,,,,,,,,,,,,,,,,,,,,2.76
2021-02-19,,,,,,,,,,,,,,,,,,,,2.79
2021-02-22,,,,,,,,,,,,,,,,,,,,2.78
2021-02-23,,,,,,,,,,,,,,,,,,,,2.73
2021-02-24,,,,,,,,,,,,,,,,,,,,2.76
2021-02-25,,,,,,,,,,,,,,,,,,,,2.75
2021-02-26,,,,,,,,,,,,,,,,,,,,2.62
2021-03-01,,,,,,,,,,,,,,,,,,,,2.63
2021-03-02,,,,,,,,,,,,,,,,,,,,2.6
2021-03-03,,,,,,,,,,,,,,,,,,,,2.62
2021-03-04,,,,,,,,,,,,,,,,,,,,2.62
2021-03-05,,,,,,,,,,,,,,,,,,,,2.59
