,CD9 FP Equity_DX_DSS,CD9 FP Equity_PX_LAST
2018-03-15,,108.1
2018-03-16,,108.52
2018-03-19,,107.4
2018-03-20,,107.9
2018-03-21,,107.82
2018-03-22,,106.28
2018-03-23,,105.56
2018-03-26,,105.28
2018-03-27,,106.1
2018-03-28,,107.3
2018-03-29,,107.78
2018-04-03,,107.52
2018-04-04,,107.28
2018-04-05,,109.14
2018-04-06,,109.28
2018-04-09,,109.68
2018-04-10,,110.28
2018-04-11,,110.0
2018-04-12,,110.96
2018-04-13,,111.38
2018-04-16,,110.86
2018-04-17,,111.68
2018-04-18,,112.08
2018-04-19,,112.08
2018-04-20,,112.08
2018-04-23,,112.52
2018-04-24,,112.38
2018-04-25,,112.58
2018-04-26,,113.64
2018-04-27,,114.16
2018-04-30,,114.64
2018-05-02,,115.12
2018-05-03,,114.38
2018-05-04,,114.9
2018-05-07,,115.74
2018-05-08,,115.42
2018-05-09,,116.06
2018-05-10,,115.98
2018-05-11,,116.26
2018-05-14,,116.14
2018-05-15,,116.36
2018-05-16,,116.38
2018-05-17,,117.48
2018-05-18,,117.4
2018-05-21,,118.02
2018-05-22,,118.26
2018-05-23,,116.62
2018-05-24,,115.76
2018-05-25,,115.58
2018-05-28,,115.28
2018-05-29,,113.3
2018-05-30,,113.36
2018-05-31,,112.58
2018-06-01,,113.54
2018-06-04,,114.02
2018-06-05,,113.6
2018-06-06,,113.52
2018-06-07,,113.84
2018-06-08,,113.36
2018-06-11,,114.06
2018-06-12,,114.18
2018-06-13,,113.7
2018-06-14,,115.66
2018-06-15,,114.32
2018-06-18,,113.66
2018-06-19,,113.02
2018-06-20,,113.24
2018-06-21,,111.8
2018-06-22,,112.96
2018-06-25,,111.1
2018-06-26,,111.32
2018-06-27,,111.92
2018-06-28,,111.32
2018-06-29,,111.96
2018-07-02,,110.98
2018-07-03,,112.08
2018-07-04,,112.7
2018-07-05,,113.5
2018-07-06,,113.66
2018-07-09,,114.16
2018-07-10,,114.24
2018-07-11,,113.02
2018-07-12,,113.78
2018-07-13,,113.76
2018-07-16,,113.06
2018-07-17,,113.52
2018-07-18,,113.7
2018-07-19,,113.22
2018-07-20,,112.92
2018-07-23,,112.86
2018-07-24,,113.8
2018-07-25,,113.08
2018-07-26,,114.06
2018-07-27,,114.88
2018-07-30,,114.92
2018-07-31,,115.5
2018-08-01,,114.64
2018-08-02,,113.78
2018-08-03,,114.66
2018-08-06,,114.54
2018-08-07,,115.44
2018-08-08,,115.4
2018-08-09,,115.68
2018-08-10,,114.94
2018-08-13,,114.66
2018-08-14,,114.32
2018-08-15,,113.08
2018-08-16,,113.9
2018-08-17,,113.76
2018-08-20,,114.18
2018-08-21,,114.54
2018-08-22,,114.5
2018-08-23,,114.08
2018-08-24,,114.02
2018-08-27,,114.56
2018-08-28,,114.48
2018-08-29,,114.76
2018-08-30,,114.48
2018-08-31,,113.6
2018-09-03,,113.94
2018-09-04,,112.9
2018-09-05,,112.12
2018-09-06,,111.9
2018-09-07,,112.24
2018-09-10,,112.9
2018-09-11,,112.6
2018-09-12,,112.78
2018-09-13,,112.76
2018-09-14,,112.98
2018-09-17,,113.44
2018-09-18,,113.54
2018-09-19,,113.88
2018-09-20,,114.64
2018-09-21,,115.16
2018-09-24,,114.5
2018-09-25,,114.74
2018-09-26,,115.2
2018-09-27,,116.0
2018-09-28,,114.9
2018-10-01,,114.96
2018-10-02,,114.66
2018-10-03,,115.68
2018-10-04,,115.06
2018-10-05,,114.84
2018-10-08,,113.64
2018-10-09,,114.08
2018-10-10,,113.74
2018-10-11,,111.18
2018-10-12,,110.4
2018-10-15,,111.06
2018-10-16,,112.34
2018-10-17,,112.18
2018-10-18,,112.04
2018-10-19,,112.02
2018-10-22,,111.7
2018-10-23,,110.76
2018-10-24,,110.7
2018-10-25,,110.48
2018-10-26,,109.24
2018-10-29,,110.6
2018-10-30,,110.9
2018-10-31,,111.84
2018-11-01,,112.46
2018-11-02,,112.52
2018-11-05,,113.14
2018-11-06,,112.62
2018-11-07,,113.6
2018-11-08,,114.44
2018-11-09,,114.66
2018-11-12,,114.3
2018-11-13,,115.08
2018-11-14,,114.76
2018-11-15,,112.74
2018-11-16,,112.62
2018-11-19,,112.18
2018-11-20,,111.4
2018-11-21,,112.0
2018-11-22,,111.14
2018-11-23,,111.62
2018-11-26,,112.8
2018-11-27,,112.5
2018-11-28,,112.42
2018-11-29,,112.22
2018-11-30,,112.0
2018-12-03,,112.44
2018-12-04,,111.82
2018-12-05,,110.8
2018-12-06,,107.5
2018-12-07,,108.18
2018-12-10,,106.26
2018-12-11,,107.8
2018-12-12,,109.62
2018-12-13,,109.82
2018-12-14,,109.32
2018-12-17,,108.7
2018-12-18,,107.34
2018-12-19,,108.3
2018-12-20,,107.2
2018-12-21,,107.44
2018-12-27,,104.88
2018-12-28,,106.64
2018-12-31,,107.48
2019-01-02,,106.88
2019-01-03,,106.56
2019-01-04,,108.72
2019-01-07,,108.3
2019-01-08,,108.84
2019-01-09,,109.62
2019-01-10,,110.06
2019-01-11,,110.44
2019-01-14,,110.2
2019-01-15,,110.54
2019-01-16,,111.22
2019-01-17,,111.4
2019-01-18,,113.22
2019-01-21,,112.98
2019-01-22,,112.94
2019-01-23,,112.82
2019-01-24,,113.44
2019-01-25,,113.82
2019-01-28,,113.18
2019-01-29,,113.98
2019-01-30,,114.18
2019-01-31,,114.26
2019-02-01,,114.62
2019-02-04,,114.56
2019-02-05,,115.6
2019-02-06,,115.62
2019-02-07,,114.3
2019-02-08,,113.7
2019-02-11,,114.3
2019-02-12,,114.54
2019-02-13,,115.04
2019-02-14,,114.6
2019-02-15,,115.96
2019-02-18,,116.08
2019-02-19,,116.36
2019-02-20,,117.24
2019-02-21,,117.38
2019-02-22,,117.74
2019-02-25,,117.82
2019-02-26,,118.26
2019-02-27,,118.18
2019-02-28,,118.26
2019-03-01,,118.64
2019-03-04,,118.96
2019-03-05,,119.1
2019-03-06,,119.06
2019-03-07,,119.02
2019-03-08,,118.22
2019-03-11,,118.84
2019-03-12,,118.9
2019-03-13,,119.26
2019-03-14,,120.22
2019-03-15,,121.22
2019-03-18,,121.58
2019-03-19,,122.26
2019-03-20,,120.78
2019-03-21,,120.44
2019-03-22,,119.76
2019-03-25,,119.3
2019-03-26,,119.72
2019-03-27,,120.16
2019-03-28,,119.56
2019-03-29,,119.94
2019-04-01,,121.0
2019-04-02,,121.68
2019-04-03,,122.76
2019-04-04,,122.74
2019-04-05,,122.7
2019-04-08,,122.24
2019-04-09,,121.7
2019-04-10,,122.16
2019-04-11,,122.12
2019-04-12,,122.1
2019-04-15,,122.4
2019-04-16,,122.54
2019-04-17,,122.56
2019-04-18,,123.08
2019-04-23,,123.08
2019-04-24,,122.56
2019-04-25,,122.58
2019-04-26,,123.1
2019-04-29,,123.02
2019-04-30,,123.26
2019-05-02,,122.36
2019-05-03,,122.94
2019-05-06,,121.72
2019-05-07,,120.84
2019-05-08,,120.26
2019-05-09,,118.82
2019-05-10,,119.12
2019-05-13,,118.12
2019-05-14,,119.14
2019-05-15,,119.8
2019-05-16,,120.78
2019-05-17,,120.48
2019-05-20,,119.92
2019-05-21,,120.22
2019-05-22,,119.58
2019-05-23,,118.0
2019-05-24,,118.82
2019-05-27,,119.36
2019-05-28,,118.8
2019-05-29,,117.42
2019-05-30,,117.7
2019-05-31,,116.64
2019-06-03,,116.92
2019-06-04,,118.4
2019-06-05,,118.52
2019-06-06,,119.1
2019-06-07,,120.36
2019-06-10,,120.36
2019-06-11,,121.2
2019-06-12,,121.1
2019-06-13,,121.3
2019-06-14,,120.92
2019-06-17,,120.64
2019-06-18,,122.42
2019-06-19,,122.3
2019-06-20,,122.44
2019-06-21,,122.24
2019-06-24,,121.78
2019-06-25,,121.72
2019-06-26,,121.5
2019-06-27,,121.38
2019-06-28,,121.86
2019-07-01,,122.78
2019-07-02,,123.38
2019-07-03,,124.42
2019-07-04,,124.34
2019-07-05,,123.44
2019-07-08,,123.2
2019-07-09,,122.6
2019-07-10,,122.08
2019-07-11,,121.82
2019-07-12,,121.72
2019-07-15,,122.28
2019-07-16,,122.28
2019-07-17,,121.92
2019-07-18,,121.68
2019-07-19,,121.72
2019-07-22,,121.86
2019-07-23,,123.28
2019-07-24,,123.58
2019-07-25,,122.76
2019-07-26,,122.72
2019-07-29,,122.78
2019-07-30,,120.88
2019-07-31,,120.8
2019-08-01,,121.16
2019-08-02,,118.32
2019-08-05,,115.98
2019-08-06,,115.28
2019-08-07,,115.48
2019-08-08,,117.3
2019-08-09,,116.38
2019-08-12,,116.22
2019-08-13,,117.24
2019-08-14,,115.68
2019-08-15,,115.38
2019-08-16,,116.7
2019-08-19,,117.96
2019-08-20,,117.18
2019-08-21,,117.98
2019-08-22,,117.82
2019-08-23,,116.92
2019-08-26,,117.24
2019-08-27,,117.76
2019-08-28,,117.36
2019-08-29,,118.24
2019-08-30,,119.12
2019-09-02,,119.42
2019-09-03,,119.46
2019-09-04,,120.42
2019-09-05,,121.5
2019-09-06,,121.48
2019-09-09,,121.56
2019-09-10,,122.4
2019-09-11,,123.52
2019-09-12,,123.78
2019-09-13,,124.66
2019-09-16,,124.64
2019-09-17,,124.18
2019-09-18,,124.4
2019-09-19,,125.08
2019-09-20,,125.9
2019-09-23,,125.16
2019-09-24,,124.56
2019-09-25,,124.02
2019-09-26,,124.36
2019-09-27,,125.08
2019-09-30,,125.96
2019-10-01,,124.72
2019-10-02,,121.54
2019-10-03,,121.52
2019-10-04,,122.12
2019-10-07,,122.92
2019-10-08,,121.62
2019-10-09,,122.04
2019-10-10,,123.32
2019-10-11,,126.52
2019-10-14,,125.76
2019-10-15,,127.36
2019-10-16,,127.3
2019-10-17,,127.66
2019-10-18,,127.72
2019-10-21,,128.56
2019-10-22,,128.7
2019-10-23,,129.02
2019-10-24,,130.06
2019-10-25,,130.02
2019-10-28,,130.28
2019-10-29,,130.12
2019-10-30,,129.72
2019-10-31,,128.94
2019-11-01,,129.26
2019-11-04,,130.42
2019-11-05,,130.9
2019-11-06,,130.92
2019-11-07,,131.44
2019-11-08,,131.12
2019-11-11,,131.22
2019-11-12,,131.78
2019-11-13,,131.06
2019-11-14,,130.44
2019-11-15,,130.82
2019-11-18,,131.12
2019-11-19,,130.64
2019-11-20,,130.24
2019-11-21,,130.04
2019-11-22,,130.74
2019-11-25,,131.82
2019-11-26,,131.32
2019-11-27,,132.02
2019-11-28,,131.8
2019-11-29,,131.14
2019-12-02,,128.78
2019-12-03,,128.04
2019-12-04,,129.78
2019-12-05,,129.62
2019-12-06,,131.16
2019-12-09,,130.86
2019-12-10,,130.96
2019-12-11,,131.36
2019-12-12,,131.88
2019-12-13,,134.22
2019-12-16,,135.9
2019-12-17,,135.02
2019-12-18,,134.94
2019-12-19,,134.82
2019-12-20,,135.9
2019-12-23,,135.6
2019-12-24,,135.8
2019-12-27,,136.08
2019-12-30,,134.88
2019-12-31,,134.68
2020-01-02,,136.08
2020-01-03,,135.36
2020-01-06,,134.86
2020-01-07,,135.0
2020-01-08,,135.14
2020-01-09,,135.28
2020-01-10,,135.22
2020-01-13,,134.9
2020-01-14,,134.6
2020-01-15,,134.2
2020-01-16,,134.42
2020-01-17,,135.74
2020-01-20,,136.4
2020-01-21,,135.74
2020-01-22,,135.58
2020-01-23,,134.76
2020-01-24,,135.76
2020-01-27,,132.62
2020-01-28,,134.02
2020-01-29,,134.6
2020-01-30,,133.62
2020-01-31,,132.02
2020-02-03,,131.86
2020-02-04,,133.4
2020-02-05,,134.8
2020-02-06,,135.16
2020-02-07,,134.36
2020-02-10,,134.64
2020-02-11,,135.72
2020-02-12,,136.7
2020-02-13,,136.84
2020-02-14,,137.38
2020-02-17,,137.82
2020-02-18,,137.52
2020-02-19,,138.26
2020-02-20,,137.2
2020-02-21,,136.82
2020-02-24,,131.76
2020-02-25,,129.26
2020-02-26,,129.6
2020-02-27,,124.52
2020-02-28,,119.72
2020-03-02,,120.04
2020-03-03,,121.62
2020-03-04,,123.94
2020-03-05,,121.6
2020-03-06,,117.38
2020-03-09,,107.78
2020-03-10,,106.14
2020-03-11,,105.46
2020-03-12,,92.34
2020-03-13,,93.61
2020-03-16,,88.44
2020-03-17,,91.48
2020-03-18,,86.91
2020-03-19,,88.52
2020-03-20,,89.82
2020-03-23,,85.61
2020-03-24,,94.33
2020-03-25,,98.16
2020-03-26,,99.95
2020-03-27,,97.2
2020-03-30,,98.52
2020-03-31,,100.5
2020-04-01,,97.24
2020-04-02,,98.06
2020-04-03,,95.84
2020-04-06,,99.44
2020-04-07,,101.6
2020-04-08,,101.38
2020-04-09,,103.86
2020-04-14,,103.84
2020-04-15,,100.24
2020-04-16,,100.2
2020-04-17,,102.62
2020-04-20,,102.54
2020-04-21,,99.4
2020-04-22,,101.28
2020-04-23,,102.52
2020-04-24,,101.54
2020-04-27,,103.66
2020-04-28,,106.18
2020-04-29,,109.02
2020-04-30,,106.26
2020-05-04,,102.9
2020-05-05,,104.9
2020-05-06,,104.2
2020-05-07,,104.44
2020-05-08,,105.38
2020-05-11,,104.26
2020-05-12,,104.46
2020-05-13,,102.3
2020-05-14,,100.14
2020-05-15,,100.42
2020-05-18,,104.88
2020-05-19,,104.46
2020-05-20,,104.94
2020-05-21,,103.88
2020-05-22,,104.04
2020-05-25,,105.32
2020-05-26,,107.04
2020-05-27,,109.02
2020-05-28,,110.26
2020-05-29,,108.2
2020-06-01,,109.94
2020-06-02,,111.66
2020-06-03,,115.0
2020-06-04,,113.62
2020-06-05,,116.16
2020-06-08,,116.34
2020-06-09,,114.42
2020-06-10,,114.14
2020-06-11,,109.62
2020-06-12,,110.16
2020-06-15,,109.52
2020-06-16,,112.62
2020-06-17,,113.34
2020-06-18,,112.46
2020-06-19,,113.28
2020-06-22,,112.46
2020-06-23,,113.82
2020-06-24,,110.56
2020-06-25,,111.62
2020-06-26,,111.88
2020-06-29,,111.54
2020-06-30,,111.76
2020-07-01,,111.76
2020-07-02,,113.84
2020-07-03,,112.62
2020-07-06,,113.88
2020-07-07,,113.14
2020-07-08,,112.48
2020-07-09,,111.08
2020-07-10,,111.96
2020-07-13,,112.84
2020-07-14,,113.02
2020-07-15,,114.12
2020-07-16,,113.84
2020-07-17,,113.96
2020-07-20,,114.44
2020-07-21,,114.76
2020-07-22,,113.6
2020-07-23,,113.88
2020-07-24,,112.74
2020-07-27,,112.34
2020-07-28,,113.2
2020-07-29,,113.2
2020-07-30,,110.26
2020-07-31,,109.36
2020-08-03,,111.52
2020-08-04,,111.34
2020-08-05,,111.88
2020-08-06,,110.98
2020-08-07,,110.98
2020-08-10,,111.94
2020-08-11,,113.34
2020-08-12,,114.86
2020-08-13,,113.68
2020-08-14,,112.42
2020-08-17,,112.42
2020-08-18,,111.86
2020-08-19,,112.44
2020-08-20,,111.4
2020-08-21,,111.02
2020-08-24,,113.26
2020-08-25,,112.42
2020-08-26,,112.9
2020-08-27,,112.32
2020-08-28,,111.9
2020-08-31,,110.66
2020-09-01,,110.5
2020-09-02,,112.16
2020-09-03,,111.24
2020-09-04,,109.74
2020-09-07,,111.9
2020-09-08,,110.54
2020-09-09,,112.76
2020-09-10,,111.68
2020-09-11,,112.18
2020-09-14,,111.86
2020-09-15,,113.06
2020-09-16,,113.62
2020-09-17,,112.88
2020-09-18,,111.98
2020-09-21,,108.24
2020-09-22,,108.1
2020-09-23,,108.66
2020-09-24,,107.8
2020-09-25,,107.52
2020-09-28,,110.02
2020-09-29,,108.98
2020-09-30,,109.16
2020-10-01,,109.3
2020-10-02,,110.02
2020-10-05,,110.92
2020-10-06,,111.12
2020-10-07,,110.9
2020-10-08,,111.64
2020-10-09,,112.34
2020-10-12,,112.88
2020-10-13,,112.38
2020-10-14,,112.62
2020-10-15,,110.04
2020-10-16,,110.86
2020-10-19,,110.96
2020-10-20,,110.04
2020-10-21,,108.88
2020-10-22,,108.72
2020-10-23,,109.46
2020-10-26,,108.02
2020-10-27,,106.54
2020-10-28,,103.1
2020-10-29,,102.84
2020-10-30,,103.24
2020-11-02,,104.98
2020-11-03,,107.46
2020-11-04,,108.98
2020-11-05,,109.44
2020-11-06,,109.26
2020-11-09,,114.92
2020-11-10,,117.48
2020-11-11,,118.72
2020-11-12,,117.52
2020-11-13,,117.7
2020-11-16,,119.66
2020-11-17,,119.5
2020-11-18,,120.42
2020-11-19,,118.76
2020-11-20,,119.34
2020-11-23,,119.68
2020-11-24,,121.7
2020-11-25,,121.36
2020-11-26,,120.8
2020-11-27,,120.88
2020-11-30,,119.28
2020-12-01,,119.66
2020-12-02,,119.54
2020-12-03,,119.6
2020-12-04,,119.98
2020-12-07,,119.82
2020-12-08,,120.36
2020-12-09,,120.9
2020-12-10,,120.92
2020-12-11,,119.48
2020-12-14,,119.78
2020-12-15,,119.74
2020-12-16,,121.14
2020-12-17,,121.86
2020-12-18,,121.02
2020-12-21,,118.16
2020-12-22,,119.24
2020-12-23,,120.7
2020-12-24,,121.2
2020-12-28,,121.92
2020-12-29,,122.62
2020-12-30,,122.34
2020-12-31,,121.82
2021-01-04,,123.36
2021-01-05,,122.74
2021-01-06,,125.72
2021-01-07,,126.16
2021-01-08,,126.56
2021-01-11,,125.9
2021-01-12,,125.46
2021-01-13,,125.6
2021-01-14,,126.64
2021-01-15,,125.78
2021-01-18,,125.82
2021-01-19,,125.64
2021-01-20,,126.38
2021-01-21,,125.66
2021-01-22,,125.24
2021-01-25,,124.68
2021-01-26,,125.08
2021-01-27,,123.96
2021-01-28,,123.62
2021-01-29,,121.04
2021-02-01,,122.52
2021-02-02,,123.38
2021-02-03,,123.62
2021-02-04,,123.78
2021-02-05,,123.6
2021-02-08,,123.86
2021-02-09,,123.66
2021-02-10,,124.02
2021-02-11,,123.78
2021-02-12,,124.12
2021-02-15,,126.12
2021-02-16,,125.6
2021-02-17,,124.96
2021-02-18,,123.86
2021-02-19,,124.34
2021-02-22,,123.66
2021-02-23,,123.94
2021-02-24,,124.72
2021-02-25,,124.48
2021-02-26,,122.1
2021-03-01,,124.06
2021-03-02,,124.76
2021-03-03,,124.72
2021-03-04,,125.06
2021-03-05,,124.58
2021-03-08,,127.26
2021-03-09,,127.22
2021-03-10,,127.4
2021-03-11,,127.84
2021-03-12,,127.82
2021-03-15,,127.78
2021-03-16,,128.74
2021-03-17,,127.9
2021-03-18,,129.08
2021-03-19,,128.5
2021-03-22,,128.14
2021-03-23,,128.42
2021-03-24,,128.48
2021-03-25,,128.72
2021-03-26,,129.72
2021-03-29,,130.58
2021-03-30,,131.2
2021-03-31,,130.5
2021-04-01,,130.72
2021-04-06,,131.76
2021-04-07,,131.84
2021-04-08,,132.7
2021-04-09,,132.46
2021-04-12,,131.42
2021-04-13,,131.02
2021-04-14,,131.02
2021-04-15,,132.0
2021-04-16,,133.46
2021-04-19,,134.08
2021-04-20,,131.38
2021-04-21,,132.02
2021-04-22,,132.12
2021-04-23,,131.72
2021-04-26,,132.12
2021-04-27,,131.4
2021-04-28,,131.5
2021-04-29,,131.1
2021-04-30,,131.18
2021-05-03,,132.14
2021-05-04,,131.06
2021-05-05,,133.48
2021-05-06,,133.9
2021-05-07,,135.4
2021-05-10,,136.28
2021-05-11,,133.74
2021-05-12,,134.7
2021-05-13,,134.04
2021-05-14,,135.16
2021-05-17,,135.38
2021-05-18,,135.14
2021-05-19,,132.94
2021-05-20,,134.04
2021-05-21,,134.62
2021-05-24,,134.64
2021-05-25,,133.62
2021-05-26,,133.7
2021-05-27,,133.82
2021-05-28,,134.08
2021-05-31,,133.24
2021-06-01,,133.96
2021-06-02,,134.12
2021-06-03,,134.16
2021-06-04,,134.4
2021-06-07,,134.56
2021-06-08,,134.58
2021-06-09,,134.38
2021-06-10,,134.46
2021-06-11,,135.7
2021-06-14,,136.22
2021-06-15,,136.28
2021-06-16,,137.04
2021-06-17,,137.06
2021-06-18,,134.78
2021-06-21,,135.78
2021-06-22,,135.7
2021-06-23,,134.56
2021-06-24,,134.92
2021-06-25,,135.12
2021-06-28,,134.88
2021-06-29,,134.96
2021-06-30,,134.18
2021-07-01,,134.8
2021-07-02,,135.08
2021-07-05,,135.66
2021-07-06,,134.98
2021-07-07,,136.52
2021-07-08,,134.28
2021-07-09,,136.4
2021-07-12,,136.86
2021-07-13,,137.12
2021-07-14,,136.84
2021-07-15,,135.56
2021-07-16,,135.58
2021-07-19,,132.48
2021-07-20,,132.9
2021-07-21,,134.24
2021-07-22,,134.98
2021-07-23,,136.3
2021-07-26,,136.0
2021-07-27,,135.78
2021-07-28,,136.2
2021-07-29,,137.06
2021-07-30,,136.4
2021-08-02,,136.52
2021-08-03,,136.92
2021-08-04,,136.9
2021-08-05,,137.12
2021-08-06,,137.4
2021-08-09,,137.84
2021-08-10,,138.3
2021-08-11,,139.18
2021-08-12,,139.74
2021-08-13,,140.02
2021-08-16,,139.82
2021-08-17,,140.12
2021-08-18,,140.12
2021-08-19,,138.98
2021-08-20,,139.54
2021-08-23,,139.82
2021-08-24,,139.42
2021-08-25,,138.74
2021-08-26,,138.22
2021-08-27,,138.66
2021-08-30,,138.4
2021-08-31,,138.12
2021-09-01,,138.24
2021-09-02,,138.36
2021-09-03,,137.98
2021-09-06,,138.34
2021-09-07,,137.28
2021-09-08,,136.18
2021-09-09,,135.92
2021-09-10,,135.0
2021-09-13,,135.94
2021-09-14,,135.64
2021-09-15,,134.8
2021-09-16,,134.88
2021-09-17,,133.48
2021-09-20,,131.64
2021-09-21,,132.86
2021-09-22,,133.72
2021-09-23,,134.46
2021-09-24,,133.44
2021-09-27,,133.7
2021-09-28,,131.82
2021-09-29,,132.86
2021-09-30,,132.22
2021-10-01,,131.62
2021-10-04,,131.76
2021-10-05,,132.56
2021-10-06,,131.56
2021-10-07,,133.54
2021-10-08,,133.34
2021-10-11,,133.24
2021-10-12,,133.12
2021-10-13,,133.42
2021-10-14,,134.82
2021-10-15,,134.92
2021-10-18,,134.12
2021-10-19,,134.72
2021-10-20,,135.62
2021-10-21,,135.02
2021-10-22,,135.5
2021-10-25,,135.52
2021-10-26,,136.7
2021-10-27,,136.44
2021-10-28,,136.44
2021-10-29,,136.78
2021-11-01,,137.6
2021-11-02,,137.72
2021-11-03,,138.34
2021-11-04,,138.1
2021-11-05,,138.22
2021-11-08,,137.7
2021-11-09,,137.64
2021-11-10,,139.0
2021-11-11,,139.18
2021-11-12,,139.42
2021-11-15,,140.16
2021-11-16,,139.82
2021-11-17,,140.0
2021-11-18,,139.2
2021-11-19,,139.0
2021-11-22,,139.8
2021-11-23,,139.54
2021-11-24,,139.92
2021-11-25,,140.38
2021-11-26,,136.04
2021-11-29,,136.84
2021-11-30,,135.28
2021-12-01,,137.36
2021-12-02,,136.42
2021-12-03,,135.92
2021-12-06,,138.2
2021-12-07,,140.86
2021-12-08,,139.52
2021-12-09,,139.62
2021-12-10,,139.62
2021-12-13,,139.32
2021-12-14,,139.22
2021-12-15,,138.94
2021-12-16,,140.9
2021-12-17,,140.88
2021-12-20,,139.08
2021-12-21,,141.32
2021-12-22,,141.3
2021-12-23,,142.88
2021-12-24,,142.92
2021-12-27,,143.34
2021-12-28,,144.36
2021-12-29,,144.12
2021-12-30,,144.46
2021-12-31,,143.78
2022-01-03,,145.02
2022-01-04,,146.72
2022-01-05,,147.18
2022-01-06,,146.5
2022-01-07,,147.46
2022-01-10,,147.52
2022-01-11,,148.62
2022-01-12,,149.76
2022-01-13,,150.4
2022-01-14,,150.12
2022-01-17,,151.22
2022-01-18,,151.1
2022-01-19,,151.7
2022-01-20,,151.62
2022-01-21,,149.2
2022-01-24,,145.88
2022-01-25,,147.68
2022-01-26,,149.5
2022-01-27,,151.66
2022-01-28,,149.96
2022-01-31,,149.2
2022-02-01,,150.08
2022-02-02,,150.22
2022-02-03,,148.62
2022-02-04,,147.04
2022-02-07,,148.28
2022-02-08,,149.48
2022-02-09,,150.46
2022-02-10,,150.4
2022-02-11,,151.06
2022-02-14,,149.06
2022-02-15,,150.16
2022-02-16,,150.12
2022-02-17,,148.58
2022-02-18,,148.64
2022-02-21,,147.12
2022-02-22,,146.5
2022-02-23,,146.88
2022-02-24,,142.4
2022-02-25,,146.26
2022-02-28,,146.26
2022-03-01,,144.52
2022-03-02,,145.26
2022-03-03,,143.08
2022-03-04,,139.48
2022-03-07,,138.24
2022-03-08,,138.36
2022-03-09,,142.14
2022-03-10,,141.48
2022-03-11,,142.96
2022-03-14,,143.72
2022-03-15,,143.78
2022-03-16,,145.32
2022-03-17,,146.18
2022-03-18,,146.56
2022-03-21,,148.22
2022-03-22,,149.16
2022-03-23,,147.7
2022-03-24,,148.12
2022-03-25,,148.7
2022-03-28,,148.8
2022-03-29,,149.68
2022-03-30,,149.78
2022-03-31,,149.28
2022-04-01,,150.4
2022-04-04,,150.7
2022-04-05,,151.98
2022-04-06,,152.5
2022-04-07,,151.88
2022-04-08,,155.24
2022-04-11,,155.26
2022-04-12,,154.68
2022-04-13,,154.1
2022-04-14,,155.2
2022-04-19,,153.98
2022-04-20,,154.44
2022-04-21,,153.54
2022-04-22,,151.3
2022-04-25,,149.4
2022-04-26,,149.56
2022-04-27,,151.12
2022-04-28,,151.86
2022-04-29,,152.66
2022-05-02,,151.0
2022-05-03,,152.14
2022-05-04,,150.5
2022-05-05,,149.58
2022-05-06,,147.26
2022-05-09,,145.12
2022-05-10,,146.08
2022-05-11,,148.2
2022-05-12,,147.06
2022-05-13,,150.12
2022-05-16,,150.5
2022-05-17,,152.26
2022-05-18,,151.12
2022-05-19,,148.68
2022-05-20,,150.14
2022-05-23,,152.16
2022-05-24,,150.64
2022-05-25,,152.5
2022-05-26,,152.74
2022-05-27,,153.02
2022-05-30,,152.08
2022-05-31,,151.88
2022-06-01,,151.02
2022-06-02,,151.76
2022-06-03,,151.24
2022-06-06,,152.94
2022-06-07,,152.22
2022-06-08,,150.92
2022-06-09,,149.22
2022-06-10,,145.5
2022-06-13,,143.16
2022-06-14,,141.72
2022-06-15,,144.02
2022-06-16,,141.02
2022-06-17,,140.04
2022-06-20,,141.2
2022-06-21,,141.16
2022-06-22,,139.22
2022-06-23,,137.84
2022-06-24,,141.12
2022-06-27,,141.38
2022-06-28,,142.84
2022-06-29,,142.18
2022-06-30,,140.06
2022-07-01,,140.2
2022-07-04,,141.24
2022-07-05,,137.08
2022-07-06,,138.96
2022-07-07,,142.02
2022-07-08,,142.48
2022-07-11,,141.52
2022-07-12,,142.48
2022-07-13,,140.8
2022-07-14,,138.02
2022-07-15,,139.9
2022-07-18,,140.94
2022-07-19,,142.2
2022-07-20,,141.5
2022-07-21,,141.34
2022-07-22,,141.92
2022-07-25,,142.44
2022-07-26,,143.0
2022-07-27,,143.28
2022-07-28,,144.44
2022-07-29,,145.8
2022-08-01,,145.4
2022-08-02,,145.46
2022-08-03,,146.02
2022-08-04,,145.86
2022-08-05,,146.0
2022-08-08,,147.06
2022-08-09,,146.82
2022-08-10,,147.68
2022-08-11,,147.1
2022-08-12,,147.06
2022-08-15,,146.96
2022-08-16,,148.5
2022-08-17,,147.06
2022-08-18,,147.94
2022-08-19,,147.2
2022-08-22,,146.68
2022-08-23,,146.14
2022-08-24,,145.5
2022-08-25,,146.12
2022-08-26,,144.5
2022-08-29,,143.44
2022-08-30,,142.26
2022-08-31,,140.5
2022-09-01,,138.72
2022-09-02,,140.82
2022-09-05,,140.34
2022-09-06,,140.78
2022-09-07,,139.96
2022-09-08,,140.38
2022-09-09,,142.22
2022-09-12,,145.22
2022-09-13,,143.86
2022-09-14,,141.8
2022-09-15,,140.92
2022-09-16,,139.28
2022-09-19,,139.36
2022-09-20,,137.84
2022-09-21,,138.9
2022-09-22,,137.84
2022-09-23,,133.94
2022-09-26,,132.52
2022-09-27,,132.14
2022-09-28,,132.66
