,HLT FP Equity_DX_DSS,HLT FP Equity_PX_LAST
2015-10-23,,87.23
2015-10-26,,87.11
2015-10-27,,86.67
2015-10-28,,88.19
2015-10-29,,87.85
2015-10-30,,87.79
2015-11-02,,87.76
2015-11-03,,87.87
2015-11-04,,88.06
2015-11-05,,88.72
2015-11-06,,88.13
2015-11-09,,87.0
2015-11-10,,87.03
2015-11-11,,87.64
2015-11-12,,86.24
2015-11-13,,85.82
2015-11-16,,86.03
2015-11-17,,88.58
2015-11-18,,88.43
2015-11-19,,88.24
2015-11-20,,89.1
2015-11-23,,88.6
2015-11-24,,87.25
2015-11-25,,88.5
2015-11-26,,89.06
2015-11-27,,88.96
2015-11-30,,89.18
2015-12-01,,88.67
2015-12-02,,89.54
2015-12-03,,86.38
2015-12-04,,86.17
2015-12-07,,87.13
2015-12-08,,86.02
2015-12-09,,85.07
2015-12-10,,85.29
2015-12-11,,84.07
2015-12-14,,82.59
2015-12-15,,84.97
2015-12-16,,85.41
2015-12-17,,86.37
2015-12-18,,85.83
2015-12-21,,84.78
2015-12-22,,84.37
2015-12-23,,86.67
2015-12-28,,86.51
2015-12-29,,88.19
2015-12-30,,88.01
2016-01-04,,85.96
2016-01-05,,87.3
2016-01-06,,86.21
2016-01-07,,84.23
2016-01-08,,82.9
2016-01-11,,81.35
2016-01-12,,82.43
2016-01-13,,83.01
2016-01-14,,81.74
2016-01-15,,79.55
2016-01-18,,79.75
2016-01-19,,80.88
2016-01-20,,78.94
2016-01-21,,80.11
2016-01-22,,82.29
2016-01-25,,82.66
2016-01-26,,82.8
2016-01-27,,82.57
2016-01-28,,79.9
2016-01-29,,81.5
2016-02-01,,81.73
2016-02-02,,81.06
2016-02-03,,78.89
2016-02-04,,76.87
2016-02-05,,76.18
2016-02-08,,73.39
2016-02-09,,72.71
2016-02-10,,74.15
2016-02-11,,72.44
2016-02-12,,73.93
2016-02-15,,76.04
2016-02-16,,75.68
2016-02-17,,76.95
2016-02-18,,77.64
2016-02-19,,77.31
2016-02-22,0.0,78.2
2016-02-23,0.0,77.66
2016-02-24,,76.5
2016-02-25,,78.25
2016-02-26,,79.24
2016-02-29,,78.97
2016-03-01,,79.65
2016-03-02,,80.12
2016-03-03,,78.54
2016-03-04,,78.95
2016-03-07,,79.09
2016-03-08,,78.99
2016-03-09,,79.01
2016-03-10,,77.92
2016-03-11,,78.93
2016-03-14,,79.85
2016-03-15,,78.98
2016-03-16,,78.41
2016-03-17,,77.22
2016-03-18,,76.74
2016-03-21,,77.24
2016-03-22,,77.75
2016-03-23,,77.88
2016-03-24,,76.98
2016-03-29,,77.16
2016-03-30,,77.43
2016-03-31,,77.11
2016-04-01,,76.8
2016-04-04,,78.25
2016-04-05,,77.35
2016-04-06,,79.31
2016-04-07,,79.47
2016-04-08,,79.58
2016-04-11,,79.3
2016-04-12,,79.58
2016-04-13,,80.47
2016-04-14,,81.08
2016-04-15,,80.75
2016-04-18,,81.39
2016-04-19,,82.1
2016-04-20,,81.62
2016-04-21,,82.03
2016-04-22,,81.91
2016-04-25,,81.73
2016-04-26,,80.8
2016-04-27,,81.08
2016-04-28,,81.3
2016-04-29,,79.25
2016-05-02,,79.48
2016-05-03,,78.77
2016-05-04,,77.42
2016-05-05,,77.55
2016-05-06,,76.92
2016-05-09,,78.59
2016-05-10,,79.28
2016-05-11,,79.09
2016-05-12,,78.59
2016-05-13,,79.4
2016-05-16,,79.09
2016-05-17,,79.33
2016-05-18,,79.91
2016-05-19,,78.92
2016-05-20,,80.56
2016-05-23,,80.92
2016-05-24,,82.23
2016-05-25,,83.56
2016-05-26,,83.55
2016-05-27,,84.18
2016-05-30,,84.31
2016-05-31,,83.7
2016-06-01,,83.59
2016-06-02,,83.83
2016-06-03,,83.11
2016-06-06,,83.45
2016-06-07,,83.95
2016-06-08,,83.2
2016-06-09,,82.81
2016-06-10,,80.86
2016-06-13,,79.57
2016-06-14,,78.1
2016-06-15,,78.34
2016-06-16,,77.97
2016-06-17,,78.26
2016-06-20,,80.13
2016-06-21,,80.64
2016-06-22,,81.06
2016-06-23,,81.56
2016-06-24,,79.6
2016-06-27,,79.04
2016-06-28,,81.06
2016-06-29,,83.46
2016-06-30,,84.29
2016-07-01,,84.56
2016-07-04,,84.81
2016-07-05,,84.31
2016-07-06,,83.7
2016-07-07,,84.36
2016-07-08,,84.9
2016-07-11,,85.42
2016-07-12,,85.13
2016-07-13,,85.29
2016-07-14,,85.03
2016-07-15,,85.33
2016-07-18,,85.3
2016-07-19,,85.08
2016-07-20,,86.37
2016-07-21,,85.76
2016-07-22,,86.29
2016-07-25,,86.14
2016-07-26,,86.57
2016-07-27,,86.5
2016-07-28,,86.06
2016-07-29,,86.36
2016-08-01,,86.36
2016-08-02,,85.52
2016-08-03,,85.35
2016-08-04,,85.62
2016-08-05,,85.55
2016-08-08,,84.39
2016-08-09,,85.01
2016-08-10,,84.0
2016-08-11,,84.58
2016-08-12,,84.11
2016-08-15,,84.44
2016-08-16,,83.5
2016-08-17,,82.89
2016-08-18,,82.91
2016-08-19,,82.46
2016-08-22,,82.92
2016-08-23,,82.94
2016-08-24,,83.12
2016-08-25,,81.8
2016-08-26,,81.97
2016-08-29,,82.09
2016-08-30,,82.48
2016-08-31,,81.63
2016-09-01,,80.7
2016-09-02,,82.5
2016-09-05,,82.51
2016-09-06,,82.64
2016-09-07,,82.67
2016-09-08,,82.35
2016-09-09,,81.25
2016-09-12,,81.32
2016-09-13,,80.86
2016-09-14,,81.41
2016-09-15,,81.9
2016-09-16,,82.1
2016-09-19,,82.81
2016-09-20,,83.26
2016-09-21,,83.01
2016-09-22,,83.6
2016-09-23,,83.13
2016-09-26,,81.94
2016-09-27,,82.17
2016-09-28,,82.44
2016-09-29,,81.42
2016-09-30,,81.09
2016-10-03,,81.14
2016-10-04,,81.39
2016-10-05,,80.98
2016-10-06,,80.56
2016-10-07,,80.25
2016-10-10,,80.81
2016-10-11,,80.21
2016-10-12,,79.13
2016-10-13,,79.03
2016-10-14,,79.45
2016-10-17,,78.9
2016-10-18,,79.86
2016-10-19,,79.78
2016-10-20,,79.92
2016-10-21,,79.72
2016-10-24,,79.01
2016-10-25,,77.7
2016-10-26,,77.14
2016-10-27,,77.49
2016-10-28,,76.23
2016-10-31,,75.73
2016-11-01,,74.97
2016-11-02,,74.73
2016-11-03,,74.7
2016-11-04,,73.84
2016-11-07,,75.0
2016-11-08,,75.05
2016-11-09,,78.66
2016-11-10,,78.36
2016-11-11,,77.46
2016-11-14,,77.54
2016-11-15,,77.12
2016-11-16,,77.6
2016-11-17,,77.9
2016-11-18,,77.32
2016-11-21,,76.94
2016-11-22,,75.27
2016-11-23,,75.23
2016-11-24,,75.9
2016-11-25,,76.9
2016-11-28,,76.62
2016-11-29,,76.97
2016-11-30,,76.67
2016-12-01,,75.52
2016-12-02,,75.45
2016-12-05,,75.58
2016-12-06,,75.82
2016-12-07,,75.1
2016-12-08,,75.26
2016-12-09,,77.74
2016-12-12,,77.23
2016-12-13,,78.4
2016-12-14,,77.9
2016-12-15,,79.13
2016-12-16,,79.42
2016-12-19,,79.54
2016-12-20,,79.78
2016-12-21,,79.45
2016-12-22,,79.53
2016-12-23,,79.6
2016-12-27,,79.89
2016-12-28,,80.09
2016-12-29,,80.28
2016-12-30,,79.5
2017-01-02,,80.94
2017-01-03,,81.27
2017-01-04,,81.34
2017-01-05,,82.0
2017-01-06,,81.7
2017-01-09,,81.33
2017-01-10,,81.52
2017-01-11,,80.82
2017-01-12,,79.35
2017-01-13,,80.52
2017-01-16,,79.95
2017-01-17,,79.44
2017-01-18,,80.1
2017-01-19,,79.25
2017-01-20,,78.7
2017-01-23,,78.02
2017-01-24,,77.62
2017-01-25,,78.64
2017-01-26,,79.85
2017-01-27,,79.83
2017-01-30,,79.76
2017-01-31,,79.22
2017-02-01,,80.14
2017-02-02,,79.24
2017-02-03,,79.91
2017-02-06,,79.92
2017-02-07,,80.77
2017-02-08,,81.05
2017-02-09,,82.3
2017-02-10,,82.57
2017-02-13,,82.75
2017-02-14,,82.43
2017-02-15,,83.09
2017-02-16,,83.68
2017-02-17,,84.0
2017-02-20,,83.85
2017-02-21,,84.63
2017-02-22,,84.73
2017-02-23,,84.86
2017-02-24,,84.57
2017-02-27,,84.33
2017-02-28,,84.8
2017-03-01,,85.3
2017-03-02,,86.27
2017-03-03,,86.19
2017-03-06,,85.54
2017-03-07,,84.74
2017-03-08,,84.86
2017-03-09,,84.89
2017-03-10,,84.79
2017-03-13,,85.28
2017-03-14,,85.31
2017-03-15,,85.24
2017-03-16,,85.44
2017-03-17,,85.51
2017-03-20,,85.54
2017-03-21,,84.55
2017-03-22,,84.48
2017-03-23,,85.3
2017-03-24,,85.03
2017-03-27,,85.28
2017-03-28,,85.5
2017-03-29,,85.92
2017-03-30,,86.41
2017-03-31,,86.31
2017-04-03,,86.16
2017-04-04,,86.78
2017-04-05,,86.58
2017-04-06,,86.06
2017-04-07,,85.95
2017-04-10,,86.0
2017-04-11,,86.37
2017-04-12,,86.61
2017-04-13,,86.57
2017-04-18,,85.32
2017-04-19,,85.44
2017-04-20,,85.37
2017-04-21,,85.23
2017-04-24,,85.96
2017-04-25,,86.58
2017-04-26,,87.05
2017-04-27,,87.86
2017-04-28,,87.33
2017-05-02,,88.1
2017-05-03,,88.78
2017-05-04,,89.22
2017-05-05,,89.28
2017-05-08,,89.25
2017-05-09,,89.96
2017-05-10,,90.13
2017-05-11,,90.19
2017-05-12,,91.78
2017-05-15,,91.4
2017-05-16,,91.62
2017-05-17,,90.52
2017-05-18,,89.95
2017-05-19,,90.14
2017-05-22,,89.96
2017-05-23,,89.73
2017-05-24,,90.0
2017-05-25,,89.69
2017-05-26,,89.77
2017-05-29,,89.69
2017-05-30,,89.69
2017-05-31,,90.28
2017-06-01,,90.66
2017-06-02,,91.17
2017-06-05,,90.23
2017-06-06,,89.95
2017-06-07,,89.3
2017-06-08,,89.17
2017-06-09,,89.33
2017-06-12,,88.7
2017-06-13,,89.34
2017-06-14,,89.2
2017-06-15,,89.13
2017-06-16,,89.47
2017-06-19,,90.32
2017-06-20,,90.33
2017-06-21,,90.24
2017-06-22,,92.09
2017-06-23,,91.65
2017-06-26,,91.62
2017-06-27,,90.57
2017-06-28,,89.56
2017-06-29,,87.67
2017-06-30,,87.37
2017-07-03,,87.64
2017-07-04,,87.26
2017-07-05,,87.61
2017-07-06,,86.29
2017-07-07,,86.39
2017-07-10,,86.43
2017-07-11,,85.4
2017-07-12,,87.58
2017-07-13,,86.9
2017-07-14,,87.19
2017-07-17,,87.08
2017-07-18,,86.48
2017-07-19,,86.91
2017-07-20,,86.66
2017-07-21,,85.96
2017-07-24,,85.61
2017-07-25,,85.67
2017-07-26,,85.77
2017-07-27,,84.63
2017-07-28,,83.72
2017-07-31,,83.98
2017-08-01,,83.8
2017-08-02,,83.49
2017-08-03,,83.23
2017-08-04,,83.71
2017-08-07,,83.14
2017-08-08,,83.32
2017-08-09,,83.13
2017-08-10,,82.63
2017-08-11,,82.41
2017-08-14,,82.86
2017-08-15,,83.28
2017-08-16,,83.59
2017-08-17,,83.79
2017-08-18,,82.89
2017-08-21,,82.4
2017-08-22,,83.46
2017-08-23,,83.14
2017-08-24,,83.53
2017-08-25,,83.46
2017-08-28,,82.91
2017-08-29,,82.46
2017-08-30,,82.72
2017-08-31,,83.87
2017-09-01,,84.33
2017-09-04,,83.74
2017-09-05,,83.96
2017-09-06,,84.12
2017-09-07,,84.6
2017-09-08,,84.98
2017-09-11,,85.3
2017-09-12,,85.67
2017-09-13,,85.46
2017-09-14,,85.76
2017-09-15,,85.15
2017-09-18,,85.02
2017-09-19,,85.23
2017-09-20,,85.23
2017-09-21,,85.68
2017-09-22,,85.82
2017-09-25,,86.71
2017-09-26,,86.18
2017-09-27,,85.96
2017-09-28,,86.14
2017-09-29,,86.22
2017-10-02,,87.66
2017-10-03,,87.5
2017-10-04,,87.75
2017-10-05,,87.49
2017-10-06,,87.51
2017-10-09,,87.36
2017-10-10,,86.88
2017-10-11,,86.86
2017-10-12,,86.65
2017-10-13,,86.48
2017-10-16,,87.19
2017-10-17,,86.76
2017-10-18,,86.95
2017-10-19,,86.36
2017-10-20,,86.22
2017-10-23,,86.52
2017-10-24,,85.22
2017-10-25,,83.75
2017-10-26,,83.99
2017-10-27,,84.66
2017-10-30,,84.83
2017-10-31,,84.92
2017-11-01,,85.13
2017-11-02,,84.31
2017-11-03,,84.84
2017-11-06,,85.23
2017-11-07,,84.41
2017-11-08,,84.26
2017-11-09,,83.18
2017-11-10,,82.6
2017-11-13,,82.46
2017-11-14,,82.08
2017-11-15,,81.81
2017-11-16,,82.76
2017-11-17,,82.58
2017-11-20,,83.47
2017-11-21,,83.96
2017-11-22,,84.13
2017-11-23,,84.13
2017-11-24,,83.57
2017-11-27,,83.29
2017-11-28,,83.76
2017-11-29,,83.56
2017-11-30,,83.2
2017-12-01,,83.06
2017-12-04,,83.33
2017-12-05,,82.79
2017-12-06,,82.78
2017-12-07,,82.41
2017-12-08,,83.02
2017-12-11,,83.26
2017-12-12,,84.26
2017-12-13,,83.92
2017-12-14,,83.5
2017-12-15,,83.45
2017-12-18,,84.32
2017-12-19,,83.81
2017-12-20,,82.97
2017-12-21,,83.52
2017-12-22,,83.42
2017-12-27,,83.57
2017-12-28,,83.38
2017-12-29,,83.31
2018-01-02,,83.13
2018-01-03,,83.91
2018-01-04,,84.18
2018-01-05,,85.49
2018-01-08,,85.31
2018-01-09,,85.54
2018-01-10,,84.55
2018-01-11,,83.93
2018-01-12,,84.04
2018-01-15,,83.57
2018-01-16,,83.38
2018-01-17,,83.13
2018-01-18,,82.99
2018-01-19,,83.69
2018-01-22,,83.93
2018-01-23,,84.39
2018-01-24,,84.5
2018-01-25,,84.35
2018-01-26,,85.43
2018-01-29,,85.0
2018-01-30,,84.35
2018-01-31,,83.48
2018-02-01,,81.98
2018-02-02,,81.03
2018-02-05,,79.66
2018-02-06,,77.7
2018-02-07,,79.03
2018-02-08,,78.11
2018-02-09,,77.1
2018-02-12,,78.16
2018-02-13,,77.53
2018-02-14,,78.3
2018-02-15,,78.94
2018-02-16,,80.1
2018-02-19,,79.19
2018-02-20,,79.56
2018-02-21,,79.62
2018-02-22,,79.99
2018-02-23,,79.89
2018-02-26,,80.42
2018-02-27,,80.23
2018-02-28,,79.34
2018-03-01,,78.58
2018-03-02,,77.56
2018-03-05,,78.64
2018-03-06,,78.57
2018-03-07,,78.91
2018-03-08,,79.79
2018-03-09,,80.08
2018-03-12,,80.28
2018-03-13,,79.25
2018-03-14,,79.19
2018-03-15,,79.49
2018-03-16,,79.8
2018-03-19,,79.05
2018-03-20,,79.13
2018-03-21,,79.14
2018-03-22,,78.13
2018-03-23,,77.39
2018-03-26,,76.65
2018-03-27,,77.78
2018-03-28,,79.43
2018-03-29,,79.48
2018-04-03,,78.71
2018-04-04,,78.35
2018-04-05,,80.29
2018-04-06,,80.06
2018-04-09,,80.17
2018-04-10,,81.16
2018-04-11,,80.29
2018-04-12,,80.86
2018-04-13,,80.57
2018-04-16,,80.12
2018-04-17,,80.86
2018-04-18,,80.89
2018-04-19,,80.47
2018-04-20,,80.21
2018-04-23,,80.52
2018-04-24,,80.45
2018-04-25,,79.67
2018-04-26,,80.43
2018-04-27,,80.83
2018-04-30,,81.14
2018-05-02,,82.0
2018-05-03,,81.64
2018-05-04,,82.07
2018-05-07,,82.81
2018-05-08,,83.21
2018-05-09,,83.27
2018-05-10,,83.3
2018-05-11,,82.94
2018-05-14,,83.72
2018-05-15,,83.68
2018-05-16,,84.41
2018-05-17,,84.88
2018-05-18,,84.79
2018-05-21,,85.1
2018-05-22,,85.01
2018-05-23,,84.6
2018-05-24,,84.14
2018-05-25,,84.69
2018-05-28,,84.49
2018-05-29,,84.04
2018-05-30,,84.47
2018-05-31,,83.89
2018-06-01,,84.44
2018-06-04,,84.22
2018-06-05,,83.96
2018-06-06,,83.6
2018-06-07,,83.42
2018-06-08,,83.33
2018-06-11,,83.42
2018-06-12,,83.37
2018-06-13,,83.75
2018-06-14,,85.23
2018-06-15,,84.76
2018-06-18,,83.96
2018-06-19,,83.45
2018-06-20,,84.23
2018-06-21,,84.21
2018-06-22,,85.17
2018-06-25,,83.58
2018-06-26,,83.75
2018-06-27,,84.06
2018-06-28,,83.27
2018-06-29,,84.23
2018-07-02,,83.74
2018-07-03,,84.42
2018-07-04,,84.89
2018-07-05,,84.96
2018-07-06,,85.23
2018-07-09,,85.52
2018-07-10,,86.01
2018-07-11,,85.19
2018-07-12,,86.85
2018-07-13,,87.06
2018-07-16,,86.88
2018-07-17,,87.2
2018-07-18,,87.88
2018-07-19,,87.53
2018-07-20,,87.98
2018-07-23,,87.9
2018-07-24,,88.37
2018-07-25,,88.58
2018-07-26,,89.9
2018-07-27,,90.32
2018-07-30,,89.81
2018-07-31,,89.81
2018-08-01,,89.62
2018-08-02,,89.74
2018-08-03,,90.2
2018-08-06,,90.32
2018-08-07,,90.53
2018-08-08,,89.9
2018-08-09,,89.91
2018-08-10,,89.75
2018-08-13,,88.76
2018-08-14,,89.38
2018-08-15,,88.38
2018-08-16,,88.39
2018-08-17,,88.8
2018-08-20,,89.27
2018-08-21,,89.45
2018-08-22,,89.72
2018-08-23,,89.24
2018-08-24,,89.13
2018-08-27,,89.46
2018-08-28,,89.27
2018-08-29,,89.7
2018-08-30,,89.6
2018-08-31,,89.03
2018-09-03,,89.27
2018-09-04,,88.59
2018-09-05,,87.18
2018-09-06,,86.24
2018-09-07,,86.93
2018-09-10,,87.17
2018-09-11,,87.26
2018-09-12,,87.89
2018-09-13,,87.8
2018-09-14,,87.88
2018-09-17,,87.64
2018-09-18,,87.47
2018-09-19,,87.31
2018-09-20,,87.41
2018-09-21,,87.54
2018-09-24,,86.96
2018-09-25,,87.96
2018-09-26,,88.37
2018-09-27,,88.89
2018-09-28,,88.77
2018-10-01,,89.3
2018-10-02,,89.15
2018-10-03,,89.97
2018-10-04,,88.31
2018-10-05,,87.81
2018-10-08,,86.8
2018-10-09,,86.51
2018-10-10,,85.91
2018-10-11,,84.25
2018-10-12,,84.04
2018-10-15,,84.44
2018-10-16,,86.24
2018-10-17,,86.0
2018-10-18,,86.56
2018-10-19,,87.26
2018-10-22,,86.62
2018-10-23,,85.32
2018-10-24,,85.29
2018-10-25,,83.87
2018-10-26,,83.55
2018-10-29,,84.56
2018-10-30,,85.34
2018-10-31,,86.7
2018-11-01,,87.03
2018-11-02,,86.42
2018-11-05,,86.96
2018-11-06,,86.6
2018-11-07,,87.93
2018-11-08,,88.59
2018-11-09,,88.83
2018-11-12,,88.27
2018-11-13,,88.42
2018-11-14,,87.59
2018-11-15,,86.48
2018-11-16,,86.52
2018-11-19,,86.09
2018-11-20,,85.76
2018-11-21,,85.97
2018-11-22,,85.55
2018-11-23,,86.72
2018-11-26,,86.91
2018-11-27,,86.63
2018-11-28,,86.99
2018-11-29,,87.44
2018-11-30,,88.19
2018-12-03,,88.11
2018-12-04,,88.31
2018-12-05,,87.19
2018-12-06,,84.82
2018-12-07,,84.68
2018-12-10,,83.93
2018-12-11,,85.13
2018-12-12,,86.33
2018-12-13,,86.32
2018-12-14,,85.73
2018-12-17,,84.82
2018-12-18,,83.67
2018-12-19,,83.39
2018-12-20,,82.93
2018-12-21,,82.76
2018-12-24,,81.94
2018-12-27,,81.22
2018-12-28,,82.7
2018-12-31,,83.47
2019-01-02,,82.74
2019-01-03,,83.02
2019-01-04,,84.74
2019-01-07,,84.08
2019-01-08,,85.01
2019-01-09,,85.43
2019-01-10,,85.75
2019-01-11,,85.6
2019-01-14,,84.34
2019-01-15,,85.33
2019-01-16,,85.4
2019-01-17,,85.46
2019-01-18,,86.175
2019-01-21,,86.017
2019-01-22,,85.992
2019-01-23,,85.998
2019-01-24,,85.466
2019-01-25,,85.065
2019-01-28,,84.313
2019-01-29,,84.886
2019-01-30,,84.864
2019-01-31,,85.961
2019-02-01,,86.173
2019-02-04,,86.775
2019-02-05,,88.079
2019-02-06,,88.006
2019-02-07,,87.433
2019-02-08,,87.663
2019-02-11,,87.834
2019-02-12,,88.209
2019-02-13,,88.38
2019-02-14,,88.624
2019-02-15,,89.812
2019-02-18,,89.902
2019-02-19,,89.615
2019-02-20,,90.219
2019-02-21,,89.84
2019-02-22,,89.914
2019-02-25,,90.196
2019-02-26,,90.309
2019-02-27,,90.095
2019-02-28,,90.334
2019-03-01,,90.75
2019-03-04,,91.322
2019-03-05,,91.937
2019-03-06,,91.713
2019-03-07,,91.61
2019-03-08,,90.78
2019-03-11,,91.34
2019-03-12,,91.099
2019-03-13,,91.688
2019-03-14,,92.58
2019-03-15,,92.844
2019-03-18,,92.74
2019-03-19,,93.136
2019-03-20,,92.647
2019-03-21,,92.688
2019-03-22,,92.165
2019-03-25,,91.64
2019-03-26,,93.043
2019-03-27,,92.72
2019-03-28,,93.332
2019-03-29,,93.559
2019-04-01,,94.02
2019-04-02,,94.08
2019-04-03,,93.78
2019-04-04,,93.219
2019-04-05,,93.555
2019-04-08,,93.54
2019-04-09,,93.448
2019-04-10,,93.06
2019-04-11,,92.324
2019-04-12,,91.381
2019-04-15,,91.531
2019-04-16,,91.48
2019-04-17,,89.838
2019-04-18,,88.98
2019-04-23,,90.284
2019-04-24,,90.414
2019-04-25,,90.777
2019-04-26,,91.537
2019-04-29,,92.113
2019-04-30,,92.088
2019-05-02,,91.975
2019-05-03,,92.553
2019-05-06,,91.966
2019-05-07,,91.15
2019-05-08,,91.796
2019-05-09,,90.645
2019-05-10,,90.408
2019-05-13,,89.715
2019-05-14,,90.278
2019-05-15,,90.558
2019-05-16,,92.073
2019-05-17,,91.975
2019-05-20,,91.305
2019-05-21,,91.774
2019-05-22,,92.409
2019-05-23,,92.427
2019-05-24,,93.169
2019-05-27,,93.473
2019-05-28,,92.74
2019-05-29,,91.435
2019-05-30,,91.689
2019-05-31,,90.812
2019-06-03,,92.042
2019-06-04,,91.651
2019-06-05,,91.954
2019-06-06,,92.51
2019-06-07,,92.976
2019-06-10,,93.245
2019-06-11,,93.685
2019-06-12,,94.248
2019-06-13,,94.504
2019-06-14,,94.32
2019-06-17,,94.348
2019-06-18,,96.26
2019-06-19,,96.575
2019-06-20,,97.1
2019-06-21,,95.862
2019-06-24,,95.824
2019-06-25,,96.009
2019-06-26,,94.87
2019-06-27,,95.385
2019-06-28,,95.81
2019-07-01,,96.84
2019-07-02,,97.188
2019-07-03,,98.198
2019-07-04,,97.809
2019-07-05,,97.243
2019-07-08,,96.588
2019-07-09,,96.651
2019-07-10,,96.62
2019-07-11,,95.956
2019-07-12,,94.66
2019-07-15,,94.98
2019-07-16,,95.551
2019-07-17,,95.846
2019-07-18,,96.565
2019-07-19,,96.589
2019-07-22,,97.089
2019-07-23,,97.495
2019-07-24,,97.354
2019-07-25,,97.481
2019-07-26,,98.207
2019-07-29,,98.4
2019-07-30,,97.348
2019-07-31,,97.692
2019-08-01,,99.064
2019-08-02,,97.712
2019-08-05,,95.784
2019-08-06,,95.189
2019-08-07,,95.478
2019-08-08,,97.999
2019-08-09,,98.143
2019-08-12,,98.059
2019-08-13,,98.736
2019-08-14,,97.714
2019-08-15,,97.337
2019-08-16,,98.527
2019-08-19,,99.356
2019-08-20,,99.196
2019-08-21,,100.178
2019-08-22,,99.61
2019-08-23,,99.137
2019-08-26,,98.84
2019-08-27,,99.84
2019-08-28,,99.429
2019-08-29,,99.98
2019-08-30,,100.557
2019-09-02,,101.238
2019-09-03,,101.16
2019-09-04,,101.392
2019-09-05,,100.633
2019-09-06,,101.13
2019-09-09,,99.46
2019-09-10,,98.232
2019-09-11,,99.208
2019-09-12,,99.035
2019-09-13,,98.727
2019-09-16,,98.38
2019-09-17,,99.109
2019-09-18,,99.298
2019-09-19,,100.28
2019-09-20,,101.14
2019-09-23,,101.005
2019-09-24,,101.592
2019-09-25,,100.985
2019-09-26,,101.58
2019-09-27,,101.558
2019-09-30,,101.58
2019-10-01,,99.895
2019-10-02,,97.073
2019-10-03,,97.706
2019-10-04,,98.948
2019-10-07,,99.758
2019-10-08,,98.5
2019-10-09,,99.183
2019-10-10,,98.66
2019-10-11,,99.423
2019-10-14,,99.603
2019-10-15,,100.036
2019-10-16,,99.58
2019-10-17,,100.14
2019-10-18,,99.597
2019-10-21,,99.42
2019-10-22,,99.46
2019-10-23,,99.627
2019-10-24,,101.16
2019-10-25,,101.718
2019-10-28,,101.98
2019-10-29,,102.123
2019-10-30,,103.208
2019-10-31,,102.844
2019-11-01,,103.38
2019-11-04,,104.009
2019-11-05,,103.264
2019-11-06,,103.673
2019-11-07,,103.444
2019-11-08,,103.79
2019-11-11,,103.966
2019-11-12,,104.331
2019-11-13,,104.904
2019-11-14,,104.343
2019-11-15,,104.422
2019-11-18,,105.159
2019-11-19,,104.888
2019-11-20,,104.408
2019-11-21,,104.32
2019-11-22,,104.817
2019-11-25,,106.249
2019-11-26,,106.699
2019-11-27,,107.153
2019-11-28,,107.079
2019-11-29,,106.8
2019-12-02,,104.882
2019-12-03,,104.704
2019-12-04,,105.72
2019-12-05,,105.68
2019-12-06,,106.37
2019-12-09,,106.018
2019-12-10,,106.559
2019-12-11,,106.8
2019-12-12,,106.309
2019-12-13,,106.72
2019-12-16,,108.035
2019-12-17,,107.78
2019-12-18,,107.72
2019-12-19,,108.505
2019-12-20,,109.656
2019-12-23,,109.749
2019-12-24,,110.091
2019-12-27,,110.053
2019-12-30,,108.87
2019-12-31,,108.59
2020-01-02,,109.567
2020-01-03,,109.197
2020-01-06,,108.829
2020-01-07,,109.102
2020-01-08,,109.5
2020-01-09,,110.413
2020-01-10,,110.799
2020-01-13,,110.261
2020-01-14,,110.5
2020-01-15,,111.989
2020-01-16,,111.418
2020-01-17,,113.059
2020-01-20,,113.079
2020-01-21,,113.407
2020-01-22,,112.989
2020-01-23,,112.78
2020-01-24,,112.8
2020-01-27,,110.872
2020-01-28,,111.884
2020-01-29,,112.873
2020-01-30,,111.727
2020-01-31,,110.715
2020-02-03,,110.915
2020-02-04,,112.492
2020-02-05,,114.14
2020-02-06,,114.644
2020-02-07,,114.52
2020-02-10,,115.078
2020-02-11,,115.741
2020-02-12,,115.777
2020-02-13,,116.169
2020-02-14,,115.486
2020-02-17,,115.667
2020-02-18,,116.527
2020-02-19,,117.429
2020-02-20,,116.274
2020-02-21,,116.427
2020-02-24,,112.568
2020-02-25,,110.258
2020-02-26,,110.737
2020-02-27,,107.412
2020-02-28,,103.047
2020-03-02,,104.93
2020-03-03,,106.222
2020-03-04,,109.0
2020-03-05,,108.24
2020-03-06,,104.637
2020-03-09,,98.751
2020-03-10,,98.058
2020-03-11,,97.7
2020-03-12,,88.803
2020-03-13,,89.324
2020-03-16,,89.711
2020-03-17,,92.184
2020-03-18,,89.8
2020-03-19,,93.72
2020-03-20,,92.725
2020-03-23,,88.06
2020-03-24,,91.979
2020-03-25,,94.82
2020-03-26,,96.726
2020-03-27,,95.699
2020-03-30,,98.7
2020-03-31,,100.42
2020-04-01,,99.81
2020-04-02,,100.431
2020-04-03,,101.084
2020-04-06,,104.08
2020-04-07,,102.52
2020-04-08,,101.92
2020-04-09,,102.279
2020-04-14,,104.619
2020-04-15,,103.55
2020-04-16,,105.836
2020-04-17,,107.82
2020-04-20,,110.269
2020-04-21,,108.809
2020-04-22,,110.447
2020-04-23,,111.1
2020-04-24,,110.716
2020-04-27,,112.629
2020-04-28,,112.447
2020-04-29,,110.866
2020-04-30,,109.88
2020-05-04,,108.878
2020-05-05,,110.922
2020-05-06,,112.36
2020-05-07,,111.628
2020-05-08,,111.659
2020-05-11,,112.432
2020-05-12,,113.3
2020-05-13,,113.04
2020-05-14,,110.96
2020-05-15,,111.025
