,MLSBT FP Equity_DX_SI_QTY,MLSBT FP Equity_DX_SHORT_INTEREST_VALUE,MLSBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLSBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLSBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLSBT FP Equity_DX_SI_MV,MLSBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLSBT FP Equity_DX_SUPPLY_SI_QTY,MLSBT FP Equity_DX_BROKER_SI_QTY,MLSBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLSBT FP Equity_DX_SUPPLY_SI_MV,MLSBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLSBT FP Equity_DX_UTILIZATION_QUANTITY,MLSBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLSBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLSBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLSBT FP Equity_DX_ACTIVE_UTILIZATION_MV,MLSBT FP Equity_DX_BROKER_SI_CON_RATIO,MLSBT FP Equity_DX_DEMAND_SUPPLY_RATIO,MLSBT FP Equity_PX_LAST
2007-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17701.0,0.02,0.0,0.0,0.0,15.5
2007-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17187.1,0.02,0.0,0.0,0.0,15.05
2007-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17198.52,0.02,0.0,0.0,0.0,15.06
2007-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17472.6,0.02,0.0,0.0,0.0,15.3
2007-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17187.1,0.02,0.0,0.0,0.0,15.05
2007-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15531.2,0.02,0.0,0.0,0.0,13.6
2007-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17072.9,0.02,0.0,0.0,0.0,14.95
2007-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16787.4,0.02,0.0,0.0,0.0,14.7
2007-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16867.34,0.02,0.0,0.0,0.0,14.77
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17758.1,0.02,0.0,0.0,0.0,15.55
2007-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,18843.0,0.02,0.0,0.0,0.0,16.5
2007-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17712.42,0.02,0.0,0.0,0.0,15.51
2007-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,18043.6,0.02,0.0,0.0,0.0,15.8
2007-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17723.84,0.02,0.0,0.0,0.0,15.52
2007-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17735.26,0.02,0.0,0.0,0.0,15.53
2007-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17712.42,0.02,0.0,0.0,0.0,15.51
2007-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,19288.38,0.02,0.0,0.0,0.0,16.89
2007-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,19242.7,0.02,0.0,0.0,0.0,16.85
2007-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,19242.7,0.02,0.0,0.0,0.0,16.85
2007-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,18260.58,0.02,0.0,0.0,0.0,15.99
2007-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17712.42,0.02,0.0,0.0,0.0,15.51
2007-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17164.26,0.02,0.0,0.0,0.0,15.03
2007-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17244.2,0.02,0.0,0.0,0.0,15.1
2007-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17792.36,0.02,0.0,0.0,0.0,15.58
2007-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17164.26,0.02,0.0,0.0,0.0,15.03
2007-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17975.08,0.02,0.0,0.0,0.0,15.74
2007-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17963.66,0.02,0.0,0.0,0.0,15.73
2007-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17975.08,0.02,0.0,0.0,0.0,15.74
2007-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17975.08,0.02,0.0,0.0,0.0,15.74
2007-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17917.98,0.02,0.0,0.0,0.0,15.69
2007-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,19231.28,0.02,0.0,0.0,0.0,16.84
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,19242.7,0.02,0.0,0.0,0.0,16.85
2007-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,19299.8,0.02,0.0,0.0,0.0,16.9
2007-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,19299.8,0.02,0.0,0.0,0.0,
2007-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,19414.0,0.02,0.0,0.0,0.0,17.0
2007-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,20841.5,0.02,0.0,0.0,0.0,18.25
2007-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,19528.2,0.02,0.0,0.0,0.0,17.1
2007-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,19414.0,0.02,0.0,0.0,0.0,17.0
2007-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17495.44,0.02,0.0,0.0,0.0,15.32
2007-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17701.0,0.02,0.0,0.0,0.0,15.5
2007-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16684.62,0.02,0.0,0.0,0.0,14.61
2007-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17701.0,0.02,0.0,0.0,0.0,15.5
2007-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16684.62,0.02,0.0,0.0,0.0,14.61
2007-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17701.0,0.02,0.0,0.0,0.0,15.5
2007-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17130.0,0.02,0.0,0.0,0.0,15.0
2007-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15417.0,0.02,0.0,0.0,0.0,13.5
2007-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15417.0,0.02,0.0,0.0,0.0,13.5
2007-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15417.0,0.02,0.0,0.0,0.0,13.5
2007-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15417.0,0.02,0.0,0.0,0.0,13.5
2007-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14846.0,0.02,0.0,0.0,0.0,13.0
2007-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14846.0,0.01,0.0,0.0,0.0,13.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14846.0,0.01,0.0,0.0,0.0,13.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14846.0,0.01,0.0,0.0,0.0,13.0
2007-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14846.0,0.01,0.0,0.0,0.0,13.0
2007-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14275.0,0.01,0.0,0.0,0.0,12.5
2007-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14275.0,0.01,0.0,0.0,0.0,12.5
2007-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14275.0,0.02,0.0,0.0,0.0,12.5
2007-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13704.0,0.02,0.0,0.0,0.0,12.0
2007-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13247.2,0.02,0.0,0.0,0.0,11.6
2007-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13704.0,0.02,0.0,0.0,0.0,12.0
2007-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13704.0,0.01,0.0,0.0,0.0,12.0
2007-10-12,,,,,,,,,,,,,,,,,,,,12.0
2007-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13704.0,0.01,0.0,0.0,0.0,12.0
2007-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13704.0,0.01,0.0,0.0,0.0,12.0
2007-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13704.0,0.01,0.0,0.0,0.0,12.0
2007-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,12356.44,0.01,0.0,0.0,0.0,10.82
2007-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,12584.84,0.01,0.0,0.0,0.0,11.02
2007-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,12584.84,0.01,0.0,0.0,0.0,
2007-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,12584.84,0.01,0.0,0.0,0.0,
2007-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15965.16,0.01,0.0,0.0,0.0,13.98
2007-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15839.54,0.01,0.0,0.0,0.0,13.87
2007-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15839.54,0.01,0.0,0.0,0.0,
2007-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15417.0,0.02,0.0,0.0,0.0,13.5
2007-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15417.0,0.02,0.0,0.0,0.0,13.5
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15417.0,0.02,0.0,0.0,0.0,13.5
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15348.48,0.02,0.0,0.0,0.0,13.44
2007-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14297.84,0.02,0.0,0.0,0.0,12.52
2007-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14332.1,0.01,0.0,0.0,0.0,12.55
2007-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14514.82,0.01,0.0,0.0,0.0,12.71
2007-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14731.8,0.01,0.0,0.0,0.0,12.9
2007-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14617.6,0.01,0.0,0.0,0.0,12.8
2007-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14846.0,0.01,0.0,0.0,0.0,13.0
2007-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15062.98,0.01,0.0,0.0,0.0,13.19
2007-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15074.4,0.02,0.0,0.0,0.0,13.2
2007-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15873.8,0.02,0.0,0.0,0.0,13.9
2007-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16775.98,0.02,0.0,0.0,0.0,14.69
2007-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16730.3,0.02,0.0,0.0,0.0,14.65
2007-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16718.88,0.02,0.0,0.0,0.0,14.64
2007-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15074.4,0.02,0.0,0.0,0.0,13.2
2007-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14571.92,0.02,0.0,0.0,0.0,12.76
2007-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14526.24,0.02,0.0,0.0,0.0,12.72
2007-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14526.24,0.01,0.0,0.0,0.0,
2007-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15816.7,0.01,0.0,0.0,0.0,13.85
2007-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15816.7,0.02,0.0,0.0,0.0,13.85
2007-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15828.12,0.02,0.0,0.0,0.0,13.86
2007-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16479.06,0.02,0.0,0.0,0.0,14.43
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16867.34,0.02,0.0,0.0,0.0,14.77
2007-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16867.34,0.02,0.0,0.0,0.0,
2007-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16855.92,0.02,0.0,0.0,0.0,14.76
2007-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16855.92,0.02,0.0,0.0,0.0,
2007-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15816.7,0.02,0.0,0.0,0.0,13.85
2007-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16810.24,0.02,0.0,0.0,0.0,14.72
2007-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16787.4,0.02,0.0,0.0,0.0,14.7
2007-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16787.4,0.02,0.0,0.0,0.0,14.7
2007-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16787.4,0.02,0.0,0.0,0.0,
2007-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16775.98,0.02,0.0,0.0,0.0,14.69
2007-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16559.0,0.02,0.0,0.0,0.0,14.5
2007-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16764.56,0.02,0.0,0.0,0.0,14.68
2007-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,15988.0,0.02,0.0,0.0,0.0,14.0
2007-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16775.98,0.02,0.0,0.0,0.0,14.69
2007-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16330.6,0.02,0.0,0.0,0.0,14.3
2007-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16673.2,0.02,0.0,0.0,0.0,14.6
2007-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16661.78,0.02,0.0,0.0,0.0,14.59
2007-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16661.78,0.02,0.0,0.0,0.0,
2007-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16661.78,0.02,0.0,0.0,0.0,
2007-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16216.4,0.02,0.0,0.0,0.0,14.2
2007-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16730.3,0.02,0.0,0.0,0.0,14.65
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16559.0,0.02,0.0,0.0,0.0,14.5
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16559.0,0.02,0.0,0.0,0.0,
2008-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17072.9,0.02,0.0,0.0,0.0,14.95
2008-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,17072.9,0.02,0.0,0.0,0.0,
2008-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16559.0,0.02,0.0,0.0,0.0,14.5
2008-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16547.58,0.02,0.0,0.0,0.0,14.49
2008-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16547.58,0.02,0.0,0.0,0.0,
2008-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,16547.58,0.02,0.0,0.0,0.0,
2008-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14846.0,0.02,0.0,0.0,0.0,13.0
2008-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14846.0,0.01,0.0,0.0,0.0,13.0
2008-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14846.0,0.01,0.0,0.0,0.0,
2008-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14846.0,0.01,0.0,0.0,0.0,13.0
2008-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14560.5,0.01,0.0,0.0,0.0,12.75
2008-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,14275.0,0.01,0.0,0.0,0.0,12.5
2008-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13704.0,0.01,0.0,0.0,0.0,12.0
2008-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13704.0,0.01,0.0,0.0,0.0,
2008-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13704.0,0.01,0.0,0.0,0.0,
2008-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13704.0,0.01,0.0,0.0,0.0,
2008-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13704.0,0.01,0.0,0.0,0.0,
2008-01-25,,,,,,,,,,,,,,,,,,,,11.4
2008-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13018.8,0.01,0.0,0.0,0.0,
2008-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,12619.1,0.01,0.0,0.0,0.0,11.05
2008-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,12676.2,0.01,0.0,0.0,0.0,11.1
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,12356.44,0.01,0.0,0.0,0.0,10.82
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13361.4,0.01,0.0,0.0,0.0,11.7
2008-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13133.0,0.01,0.0,0.0,0.0,11.5
2008-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13133.0,0.01,0.0,0.0,0.0,
2008-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13133.0,0.01,0.0,0.0,0.0,
2008-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13133.0,0.01,0.0,0.0,0.0,
2008-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13133.0,0.01,0.0,0.0,0.0,
2008-02-13,,,,,,,,,,,,,,,,,,,,11.1
2008-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,13121.58,0.01,0.0,0.0,0.0,11.49
2008-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,12573.42,0.01,0.0,0.0,0.0,11.01
2008-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11362.9,0.01,0.0,0.0,0.0,9.95
2008-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11420.0,0.01,0.0,0.0,0.0,10.0
2008-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,11191.6,0.01,0.0,0.0,0.0,9.8
