,ALLUX FP Equity_DX_SI_QTY,ALLUX FP Equity_DX_SHORT_INTEREST_VALUE,ALLUX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLUX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLUX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLUX FP Equity_DX_SI_MV,ALLUX FP Equity_DX_DSS,ALLUX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLUX FP Equity_DX_SUPPLY_SI_QTY,ALLUX FP Equity_DX_BROKER_SI_QTY,ALLUX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLUX FP Equity_DX_BROKER_SI_QTY_ADD,ALLUX FP Equity_DX_SUPPLY_SI_MV_DEC,ALLUX FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLUX FP Equity_DX_BROKER_SI_MV_ADD,ALLUX FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLUX FP Equity_DX_BROKER_SI_QTY_DEC,ALLUX FP Equity_DX_SUPPLY_SI_MV,ALLUX FP Equity_DX_BROKER_SI_MV_DEC,ALLUX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLUX FP Equity_DX_UTILIZATION_QUANTITY,ALLUX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLUX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLUX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLUX FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLUX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLUX FP Equity_DX_BROKER_SI_CON_RATIO,ALLUX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLUX FP Equity_DX_DEMAND_SUPPLY_RATIO,ALLUX FP Equity_PX_LAST
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2000-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.05
2000-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.25
2000-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.4
2000-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0
2000-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1
2000-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1
2000-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9
2000-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2000-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2000-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1
2000-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1
2000-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1
2000-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2000-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2000-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9
2000-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9
2000-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1
2000-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1
2000-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1
2000-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2
2000-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1
2000-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1
2000-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.05
2000-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7
2000-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6
2000-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6
2000-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2000-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9
2000-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2000-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7
2000-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2000-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.45
2000-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2000-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2
2000-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
2000-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
2000-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
2000-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
2000-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1
2000-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1
2000-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1
2000-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1
2000-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1
2000-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5
2000-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2
2000-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4
2000-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5
2000-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5
2000-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2
2000-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5
2000-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5
2000-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.45
2000-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.05
2000-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
2000-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
2000-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
2000-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0
2000-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1
2000-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0
2000-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.45
2000-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2
2000-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
2000-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2
2000-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.3
2000-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2
2000-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
2000-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0
2000-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0
2000-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0
2000-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9
2000-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0
2000-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0
2000-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1
2000-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1
2000-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0
2000-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2000-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2000-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2
2000-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0
2000-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.65
2000-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8
2000-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.35
2000-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.35
2000-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
2000-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7
2000-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2000-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.15
2000-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.35
2000-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0
2000-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1
2000-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
2000-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
2000-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.95
2000-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0
2000-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.55
2000-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1
2000-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
2000-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
2000-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.45
2000-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.95
2000-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
2000-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9
2000-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
2000-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9
2000-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0
2000-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0
2000-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8
2000-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5
2000-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9
2000-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1
2000-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2
2000-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7
2000-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5
2000-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0
2000-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0
2000-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3
2000-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1
2000-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5
2000-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5
2000-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9
2000-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9
2000-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1
2000-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1
2000-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1
2000-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2000-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2000-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.35
2000-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6
2000-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0
2000-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.4
2000-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6
2000-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.4
2000-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0
2000-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.35
2000-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.05
2000-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2000-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.05
2000-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.95
2000-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.15
2000-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.05
2000-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2000-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.55
2000-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5
2000-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5
2000-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1
2000-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.25
2000-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.05
2000-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0
2000-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9
2000-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2
2000-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0
2000-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2
2000-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1
2000-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0
2000-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.85
2000-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0
2000-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1
2000-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1
2000-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
2000-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9
2000-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9
2000-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5
2000-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0
2000-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0
2000-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2000-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2000-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2000-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1
2001-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2001-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0
2001-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0
2001-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0
2001-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0
2001-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0
2001-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2001-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2001-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2001-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2001-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2001-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2001-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2001-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.8
2001-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.1
2001-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0
2001-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.1
2001-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2001-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0
2001-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2001-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.9
2001-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2001-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.9
2001-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.9
2001-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2001-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5
2001-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2001-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.1
2001-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.1
2001-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.8
2001-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.5
2001-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.6
2001-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.5
2001-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.5
2001-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1
2001-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1
2001-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2001-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2001-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2001-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1
2001-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
2001-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.1
2001-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
2001-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0
2001-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0
2001-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0
2001-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.7
2001-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0
2001-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1
2001-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2
2001-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4
2001-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.7
2001-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2001-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2001-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2001-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2001-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.9
2001-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.9
2001-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.2
2001-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.1
2001-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0
2001-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0
2001-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0
2001-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.4
2001-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0
2001-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0
2001-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.5
2001-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0
2001-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0
2001-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.2
2001-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.6
2001-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.1
2001-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.9
2001-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.9
2001-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.1
2001-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.6
2001-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.1
2001-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0
2001-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0
2001-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.6
2001-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0
2001-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.1
2001-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.1
2001-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.2
2001-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.1
2001-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.6
2001-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.7
2001-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.2
2001-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.9
2001-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.3
2001-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0
2001-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.1
2001-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2001-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2001-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7
2001-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.9
2001-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2001-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2001-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.9
2001-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.9
2001-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0
2001-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0
2001-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1
2001-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1
2001-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2001-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.7
2001-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.1
2001-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.7
2001-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.7
2001-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5
2001-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3
2001-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.1
2001-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.9
2001-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.9
2001-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.7
2001-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
