,C50 FP Equity_DX_DSS,C50 FP Equity_PX_LAST
2013-07-16,,48.855
2013-07-17,,49.19
2013-07-18,,49.84
2013-07-19,,49.86
2013-07-22,,49.99
2013-07-23,,49.985
2013-07-24,,50.48
2013-07-25,,50.295
2013-07-26,,50.34
2013-07-29,,50.34
2013-07-30,,50.63
2013-07-31,,50.78
2013-08-01,,51.48
2013-08-02,,51.6
2013-08-05,,51.53
2013-08-06,,51.25
2013-08-07,,51.25
2013-08-08,,51.64
2013-08-09,,51.8
2013-08-12,,51.88
2013-08-13,,52.18
2013-08-14,,52.32
2013-08-15,,52.03
2013-08-16,,52.38
2013-08-19,,51.84
2013-08-20,,51.21
2013-08-21,,50.89
2013-08-22,,51.55
2013-08-23,,51.89
2013-08-26,,51.77
2013-08-27,,50.505
2013-08-28,,50.305
2013-08-29,,50.605
2013-08-30,,49.965
2013-09-02,,50.86
2013-09-03,,50.515
2013-09-04,,50.66
2013-09-05,,50.92
2013-09-06,,51.445
2013-09-09,,51.355
2013-09-10,,52.28
2013-09-11,,52.55
2013-09-12,,52.5
2013-09-13,,52.63
2013-09-16,,53.1
2013-09-17,,53.03
2013-09-18,,53.39
2013-09-19,,53.81
2013-09-20,,53.81
2013-09-23,,53.49
2013-09-24,,53.695
2013-09-25,,53.785
2013-09-26,,53.735
2013-09-27,,53.64
2013-09-30,,53.195
2013-10-01,,53.905
2013-10-02,,53.665
2013-10-03,,53.315
2013-10-04,,53.8
2013-10-07,,53.725
2013-10-08,,53.39
2013-10-09,,53.34
2013-10-10,,54.56
2013-10-11,,54.65
2013-10-14,,54.72
2013-10-15,,55.205
2013-10-16,,55.45
2013-10-17,,55.375
2013-10-18,,55.76
2013-10-21,,55.715
2013-10-22,,55.99
2013-10-23,,55.54
2013-10-24,,55.865
2013-10-25,,55.82
2013-10-28,,55.615
2013-10-29,,56.12
2013-10-30,,55.94
2013-10-31,,56.395
2013-11-01,,56.125
2013-11-04,,56.3
2013-11-05,,55.87
2013-11-06,,56.245
2013-11-07,,56.04
2013-11-08,,55.83
2013-11-11,,56.21
2013-11-12,,55.9
2013-11-13,,55.61
2013-11-14,,56.195
2013-11-15,,56.25
2013-11-18,,56.735
2013-11-19,,56.235
2013-11-20,,56.135
2013-11-21,,56.105
2013-11-22,,56.32
2013-11-25,,56.615
2013-11-26,,56.48
2013-11-27,,56.775
2013-11-28,,56.96
2013-11-29,,56.885
2013-12-02,,56.74
2013-12-03,,55.59
2013-12-04,,55.155
2013-12-05,,54.405
2013-12-06,,54.965
2013-12-09,,55.11
2013-12-10,,54.575
2013-12-11,,54.3
2013-12-12,,53.96
2013-12-13,,53.875
2013-12-16,,54.905
2013-12-17,,54.31
2013-12-18,,54.885
2013-12-19,,55.895
2013-12-20,,56.255
2013-12-23,,56.645
2013-12-27,,57.415
2013-12-30,,57.34
2014-01-02,,56.43
2014-01-03,,56.71
2014-01-06,,56.61
2014-01-07,,57.355
2014-01-08,,57.385
2014-01-09,,57.015
2014-01-10,,57.27
2014-01-13,,57.41
2014-01-14,,57.555
2014-01-15,,58.41
2014-01-16,,58.22
2014-01-17,,58.28
2014-01-20,,58.25
2014-01-21,,58.235
2014-01-22,,58.195
2014-01-23,,57.59
2014-01-24,,55.915
2014-01-27,,55.63
2014-01-28,,56.07
2014-01-29,,55.715
2014-01-30,,55.955
2014-01-31,,55.75
2014-02-03,,54.795
2014-02-04,,54.77
2014-02-05,,54.79
2014-02-06,,55.675
2014-02-07,,56.205
2014-02-10,,56.07
2014-02-11,,56.88
2014-02-12,,57.205
2014-02-13,,57.285
2014-02-14,,57.67
2014-02-17,,57.685
2014-02-18,,57.665
2014-02-19,,57.69
2014-02-20,,57.705
2014-02-21,,57.92
2014-02-24,,58.345
2014-02-25,,58.395
2014-02-26,,58.22
2014-02-27,,58.005
2014-02-28,,58.14
2014-03-03,,56.465
2014-03-04,,57.95
2014-03-05,,57.97
2014-03-06,,58.14
2014-03-07,,57.21
2014-03-10,,57.17
2014-03-11,,57.18
2014-03-12,,56.67
2014-03-13,,55.8
2014-03-14,,55.57
2014-03-17,,56.36
2014-03-18,,56.805
2014-03-19,,56.87
2014-03-20,,57.11
2014-03-21,,57.24
2014-03-24,,56.5
2014-03-25,,57.25
2014-03-26,,57.86
2014-03-27,,58.01
2014-03-28,,58.685
2014-03-31,,58.575
2014-04-01,,58.97
2014-04-02,,58.98
2014-04-03,,59.33
2014-04-04,,59.785
2014-04-07,,59.035
2014-04-08,,58.82
2014-04-09,,58.92
2014-04-10,,58.415
2014-04-11,,57.75
2014-04-14,,58.1
2014-04-15,,57.385
2014-04-16,,58.21
2014-04-17,,58.52
2014-04-22,,59.37
2014-04-23,,58.99
2014-04-24,,59.195
2014-04-25,,58.43
2014-04-28,,58.735
2014-04-29,,59.555
2014-04-30,,59.49
2014-05-02,,59.185
2014-05-05,,59.19
2014-05-06,,58.79
2014-05-07,,59.07
2014-05-08,,59.925
2014-05-09,,59.585
2014-05-12,,60.12
2014-05-13,,60.19
2014-05-14,,60.235
2014-05-15,,59.32
2014-05-16,,59.63
2014-05-19,,59.635
2014-05-20,,59.555
2014-05-21,,59.995
2014-05-22,,60.045
2014-05-23,,60.365
2014-05-26,,61.05
2014-05-27,,61.15
2014-05-28,,61.22
2014-05-29,,61.19
2014-05-30,,61.255
2014-06-02,,61.335
2014-06-03,,61.2
2014-06-04,,61.135
2014-06-05,,61.71
2014-06-06,,62.18
2014-06-09,,62.46
2014-06-10,,62.595
2014-06-11,,62.105
2014-06-12,,62.025
2014-06-13,,62.015
2014-06-16,,61.6
2014-06-17,,61.825
2014-06-18,,61.92
2014-06-19,,62.61
2014-06-20,,62.465
2014-06-23,,62.035
2014-06-24,,62.105
2014-06-25,,61.525
2014-06-26,,61.15
2014-06-27,,61.04
2014-06-30,,61.03
2014-07-01,,61.55
2014-07-02,,61.505
2014-07-03,,62.18
2014-07-04,,61.87
2014-07-07,,61.13
2014-07-08,,60.255
2014-07-09,,60.62
2014-07-10,,59.61
2014-07-11,,59.735
2014-07-14,,60.27
2014-07-15,,59.72
2014-07-16,,60.605
2014-07-17,,59.845
2014-07-18,,59.92
2014-07-21,,59.425
2014-07-22,,60.39
2014-07-23,,60.42
2014-07-24,,60.91
2014-07-25,,60.09
2014-07-28,,60.065
2014-07-29,,60.355
2014-07-30,,60.025
2014-07-31,,59.035
2014-08-01,,58.19
2014-08-04,,58.125
2014-08-05,,58.16
2014-08-06,,57.78
2014-08-07,,57.06
2014-08-08,,56.915
2014-08-11,,57.71
2014-08-12,,57.26
2014-08-13,,57.84
2014-08-14,,57.925
2014-08-15,,57.3
2014-08-18,,58.17
2014-08-19,,58.535
2014-08-20,,58.38
2014-08-21,,59.135
2014-08-22,,58.68
2014-08-25,,59.91
2014-08-26,,60.53
2014-08-27,,60.475
2014-08-28,,59.95
2014-08-29,,60.095
2014-09-01,,60.105
2014-09-02,,60.205
2014-09-03,,60.915
2014-09-04,,62.025
2014-09-05,,62.03
2014-09-08,,61.87
2014-09-09,,61.47
2014-09-10,,61.425
2014-09-11,,61.315
2014-09-12,,61.22
2014-09-15,,61.175
2014-09-16,,61.03
2014-09-17,,61.255
2014-09-18,,61.91
2014-09-19,,61.995
2014-09-22,,61.75
2014-09-23,,60.805
2014-09-24,,61.485
2014-09-25,,60.665
2014-09-26,,61.02
2014-09-29,,60.45
2014-09-30,,61.14
2014-10-01,,60.585
2014-10-02,,58.91
2014-10-03,,59.535
2014-10-06,,59.565
2014-10-07,,58.475
2014-10-08,,57.905
2014-10-09,,57.68
2014-10-10,,56.74
2014-10-13,,56.88
2014-10-14,,56.885
2014-10-15,,54.845
2014-10-16,,54.47
2014-10-17,,56.195
2014-10-20,,55.59
2014-10-21,,56.83
2014-10-22,,57.075
2014-10-23,,57.745
2014-10-24,,57.515
2014-10-27,,56.895
2014-10-28,,57.605
2014-10-29,,57.345
2014-10-30,,57.61
2014-10-31,,59.07
2014-11-03,,58.545
2014-11-04,,57.61
2014-11-05,,58.64
2014-11-06,,58.885
2014-11-07,,58.215
2014-11-10,,58.77
2014-11-11,,58.955
2014-11-12,,57.895
2014-11-13,,58.03
2014-11-14,,58.16
2014-11-17,,58.57
2014-11-18,,59.26
2014-11-19,,59.32
2014-11-20,,58.985
2014-11-21,,60.665
2014-11-24,,61.065
2014-11-25,,61.285
2014-11-26,,61.28
2014-11-27,,61.69
2014-11-28,,61.78
2014-12-01,,61.465
2014-12-02,,61.58
2014-12-03,,61.78
2014-12-04,,60.75
2014-12-05,,62.315
2014-12-08,,61.8
2014-12-09,,60.225
2014-12-10,,59.955
2014-12-11,,60.105
2014-12-12,,58.385
2014-12-15,,56.69
2014-12-16,,58.065
2014-12-17,,58.11
2014-12-18,,60.03
2014-12-19,,59.735
2014-12-22,,60.125
2014-12-23,,60.845
2014-12-29,,60.735
2014-12-30,,59.71
2015-01-02,,59.815
2015-01-05,,57.63
2015-01-06,,57.27
2015-01-07,,57.645
2015-01-08,,59.755
2015-01-09,,57.98
2015-01-12,,58.71
2015-01-13,,59.66
2015-01-14,,58.95
2015-01-15,,60.17
2015-01-16,,61.09
2015-01-19,,61.44
2015-01-20,,61.89
2015-01-21,,62.37
2015-01-22,,63.355
2015-01-23,,64.545
2015-01-26,,65.13
2015-01-27,,64.345
2015-01-28,,64.125
2015-01-29,,64.405
2015-01-30,,64.02
2015-02-02,,64.365
2015-02-03,,65.23
2015-02-04,,65.235
2015-02-05,,65.18
2015-02-06,,64.915
2015-02-09,,63.9
2015-02-10,,64.6
2015-02-11,,64.45
2015-02-12,,65.295
2015-02-13,,65.93
2015-02-16,,65.58
2015-02-17,,65.65
2015-02-18,,66.225
2015-02-19,,66.665
2015-02-20,,66.715
2015-02-23,,67.23
2015-02-24,,67.735
2015-02-25,,67.63
2015-02-26,,68.295
2015-02-27,,68.77
2015-03-02,,68.61
2015-03-03,,67.83
2015-03-04,,68.45
2015-03-05,,69.135
2015-03-06,,69.125
2015-03-09,,68.97
2015-03-10,,68.175
2015-03-11,,69.725
2015-03-12,,69.58
2015-03-13,,69.835
2015-03-16,,70.8
2015-03-17,,70.165
2015-03-18,,70.09
2015-03-19,,70.13
2015-03-20,,71.205
2015-03-23,,70.7
2015-03-24,,71.305
2015-03-25,,70.4
2015-03-26,,70.17
2015-03-27,,70.335
2015-03-30,,71.29
2015-03-31,,70.745
2015-04-01,,71.03
2015-04-02,,71.13
2015-04-07,,72.155
2015-04-08,,71.63
2015-04-09,,72.38
2015-04-10,,73.04
2015-04-13,,73.245
2015-04-14,,72.475
2015-04-15,,72.835
2015-04-16,,71.85
2015-04-17,,70.36
2015-04-20,,71.21
2015-04-21,,71.26
2015-04-22,,71.355
2015-04-23,,70.875
2015-04-24,,71.19
2015-04-27,,72.335
2015-04-28,,71.275
2015-04-29,,69.365
2015-04-30,,69.525
2015-05-04,,69.845
2015-05-05,,68.225
2015-05-06,,68.44
2015-05-07,,68.545
2015-05-08,,70.375
2015-05-11,,70.02
2015-05-12,,69.065
2015-05-13,,68.705
2015-05-14,,69.705
2015-05-15,,69.18
2015-05-18,,69.59
2015-05-19,,71.175
2015-05-20,,71.46
2015-05-21,,71.56
2015-05-22,,71.495
2015-05-26,,70.365
2015-05-27,,71.545
2015-05-28,,70.985
2015-05-29,,69.45
2015-06-01,,69.545
2015-06-02,,69.265
2015-06-03,,69.74
2015-06-04,,69.2
2015-06-05,,68.24
2015-06-08,,67.465
2015-06-09,,67.315
2015-06-10,,68.705
2015-06-11,,69.2
2015-06-12,,68.275
2015-06-15,,66.98
2015-06-16,,67.295
2015-06-17,,66.775
2015-06-18,,67.24
2015-06-19,,67.39
2015-06-22,,70.11
2015-06-23,,70.69
2015-06-24,,70.365
2015-06-25,,70.385
2015-06-26,,70.63
2015-06-29,,67.575
2015-06-30,,66.73
2015-07-01,,68.145
2015-07-02,,67.515
2015-07-03,,67.105
2015-07-06,,65.645
2015-07-07,,64.255
2015-07-08,,64.86
2015-07-09,,66.675
2015-07-10,,68.815
2015-07-13,,70.01
2015-07-14,,70.4
2015-07-15,,70.67
2015-07-16,,71.735
2015-07-17,,71.625
2015-07-20,,71.955
2015-07-21,,71.2
2015-07-22,,70.935
2015-07-23,,70.865
2015-07-24,,70.235
2015-07-27,,68.55
2015-07-28,,69.295
2015-07-29,,69.74
2015-07-30,,69.895
2015-07-31,,70.28
2015-08-03,,70.905
2015-08-04,,70.645
2015-08-05,,71.74
2015-08-06,,71.57
2015-08-07,,71.025
2015-08-10,,71.775
2015-08-11,,70.39
2015-08-12,,68.05
2015-08-13,,68.64
2015-08-14,,68.17
2015-08-17,,68.31
2015-08-18,,68.245
2015-08-19,,67.005
2015-08-20,,65.515
2015-08-21,,63.425
2015-08-24,,59.96
2015-08-25,,62.82
2015-08-26,,61.93
2015-08-27,,64.045
2015-08-28,,64.2
2015-08-31,,63.87
2015-09-01,,62.265
2015-09-02,,62.435
2015-09-03,,63.86
2015-09-04,,62.105
2015-09-07,,62.42
2015-09-08,,63.095
2015-09-09,,63.87
2015-09-10,,62.925
2015-09-11,,62.265
2015-09-14,,62.02
2015-09-15,,62.635
2015-09-16,,63.515
2015-09-17,,63.6
2015-09-18,,61.695
2015-09-21,,62.19
2015-09-22,,60.105
2015-09-23,,60.17
2015-09-24,,58.995
2015-09-25,,60.8
2015-09-28,,59.425
2015-09-29,,59.23
2015-09-30,,60.58
2015-10-01,,60.025
2015-10-02,,60.39
2015-10-05,,62.325
2015-10-06,,62.91
2015-10-07,,63.055
2015-10-08,,63.06
2015-10-09,,63.52
2015-10-12,,63.52
2015-10-13,,63.005
2015-10-14,,62.415
2015-10-15,,63.3
2015-10-16,,63.83
2015-10-19,,63.995
2015-10-20,,63.66
2015-10-21,,64.05
2015-10-22,,65.62
2015-10-23,,67.025
2015-10-26,,66.805
2015-10-27,,66.18
2015-10-28,,66.92
2015-10-29,,66.74
2015-10-30,,66.89
2015-11-02,,67.175
2015-11-03,,67.36
2015-11-04,,67.29
2015-11-05,,67.475
2015-11-06,,67.84
2015-11-09,,66.905
2015-11-10,,67.035
2015-11-11,,67.495
2015-11-12,,66.345
2015-11-13,,65.82
2015-11-16,,65.865
2015-11-17,,67.585
2015-11-18,,67.235
2015-11-19,,67.595
2015-11-20,,67.625
2015-11-23,,67.55
2015-11-24,,66.82
2015-11-25,,67.8
2015-11-26,,68.51
2015-11-27,,68.36
2015-11-30,,68.695
2015-12-01,,68.185
2015-12-02,,67.975
2015-12-03,,65.52
2015-12-04,,65.285
2015-12-07,,65.84
2015-12-08,,64.67
2015-12-09,,64.215
2015-12-10,,64.07
2015-12-11,,62.805
2015-12-14,,61.54
2015-12-15,,63.48
2015-12-16,,63.635
2015-12-17,,64.78
2015-12-18,,63.93
2015-12-21,,63.015
2015-12-22,,63.005
2015-12-23,,64.46
2015-12-28,,63.885
2015-12-29,,64.985
2015-12-30,,64.48
2016-01-04,,62.1
2016-01-05,,62.33
2016-01-06,,61.59
2016-01-07,,60.525
2016-01-08,,59.49
2016-01-11,,59.395
2016-01-12,,60.12
2016-01-13,,60.3
2016-01-14,,59.345
2016-01-15,,57.94
2016-01-18,,57.61
2016-01-19,,58.515
2016-01-20,,56.61
2016-01-21,,57.715
2016-01-22,,59.295
2016-01-25,,58.895
2016-01-26,,59.45
2016-01-27,,59.755
2016-01-28,,58.505
2016-01-29,,59.73
2016-02-01,,59.39
2016-02-02,,58.02
2016-02-03,,56.905
2016-02-04,,57.07
2016-02-05,,56.585
2016-02-08,,54.77
2016-02-09,,53.795
2016-02-10,,54.75
2016-02-11,,52.73
2016-02-12,,54.12
2016-02-15,,55.67
2016-02-16,,55.46
2016-02-17,,56.92
2016-02-18,,56.855
2016-02-19,,56.435
2016-02-22,,57.655
2016-02-23,,56.755
2016-02-24,,55.41
2016-02-25,,56.485
2016-02-26,,57.525
2016-02-29,,57.855
2016-03-01,,58.845
2016-03-02,,59.4
2016-03-03,,59.155
2016-03-04,,59.665
2016-03-07,,59.345
2016-03-08,,58.995
2016-03-09,,59.23
2016-03-10,,58.36
2016-03-11,,60.385
2016-03-14,,60.725
2016-03-15,,60.265
2016-03-16,,60.17
2016-03-17,,59.79
2016-03-18,,60.145
2016-03-21,,59.905
2016-03-22,,59.955
2016-03-23,,59.83
2016-03-24,,58.77
2016-03-29,,59.105
2016-03-30,,59.805
2016-03-31,,59.15
2016-04-01,,58.095
2016-04-04,,58.23
2016-04-05,,56.885
2016-04-06,,57.2
2016-04-07,,56.555
2016-04-08,,57.295
2016-04-11,,57.595
2016-04-12,,57.935
2016-04-13,,59.84
2016-04-14,,60.26
2016-04-15,,60.14
2016-04-18,,60.41
2016-04-19,,61.315
2016-04-20,,61.905
2016-04-21,,62.125
2016-04-22,,61.9
2016-04-25,,61.425
2016-04-26,,61.575
2016-04-27,,61.785
2016-04-28,,61.725
2016-04-29,,59.915
2016-05-02,,60.12
2016-05-03,,59.035
2016-05-04,,58.255
2016-05-05,,58.485
2016-05-06,,58.53
2016-05-09,,58.84
2016-05-10,,59.39
2016-05-11,,58.995
2016-05-12,,58.53
2016-05-13,,59.0
2016-05-16,,58.915
2016-05-17,,58.75
2016-05-18,,59.095
2016-05-19,,58.4
2016-05-20,,59.245
2016-05-23,,58.855
2016-05-24,,60.36
2016-05-25,,61.405
2016-05-26,,61.68
2016-05-27,,61.87
2016-05-30,,62.09
2016-05-31,,61.535
2016-06-01,,61.02
2016-06-02,,61.015
2016-06-03,,60.295
2016-06-06,,60.415
2016-06-07,,61.225
2016-06-08,,60.805
2016-06-09,,60.23
2016-06-10,,58.62
2016-06-13,,57.5
2016-06-14,,56.32
2016-06-15,,56.975
2016-06-16,,56.785
2016-06-17,,57.37
2016-06-20,,59.355
2016-06-21,,59.835
2016-06-22,,60.04
2016-06-23,,61.255
2016-06-24,,55.91
2016-06-27,,54.425
2016-06-28,,55.63
2016-06-29,,57.1
2016-06-30,,57.775
2016-07-01,,58.11
2016-07-04,,57.745
2016-07-05,,56.765
2016-07-06,,55.73
2016-07-07,,56.095
2016-07-08,,57.24
2016-07-11,,58.22
2016-07-12,,59.18
2016-07-13,,59.065
2016-07-14,,59.805
2016-07-15,,59.695
2016-07-18,,59.51
2016-07-19,,59.15
2016-07-20,,59.87
2016-07-21,,59.885
2016-07-22,,59.985
2016-07-25,,59.975
2016-07-26,,60.125
2016-07-27,,60.525
2016-07-28,,59.925
2016-07-29,,60.35
2016-08-01,,59.92
2016-08-02,,58.71
2016-08-03,,58.77
2016-08-04,,59.19
2016-08-05,,60.06
2016-08-08,,60.275
2016-08-09,,61.16
2016-08-10,,60.98
2016-08-11,,61.605
2016-08-12,,61.525
2016-08-15,,61.56
2016-08-16,,60.92
2016-08-17,,60.24
2016-08-18,,60.525
2016-08-19,,59.96
2016-08-22,,59.79
2016-08-23,,60.47
2016-08-24,,60.755
2016-08-25,,60.405
2016-08-26,,60.815
2016-08-29,,60.6
2016-08-30,,61.265
2016-08-31,,61.09
2016-09-01,,60.935
2016-09-02,,62.18
2016-09-05,,62.21
2016-09-06,,61.99
2016-09-07,,62.44
2016-09-08,,62.295
2016-09-09,,61.665
2016-09-12,,60.855
2016-09-13,,60.09
2016-09-14,,59.89
2016-09-15,,60.095
2016-09-16,,59.32
2016-09-19,,59.97
2016-09-20,,59.94
2016-09-21,,60.265
2016-09-22,,61.645
2016-09-23,,61.295
2016-09-26,,60.19
2016-09-27,,60.07
2016-09-28,,60.475
2016-09-29,,60.49
2016-09-30,,60.735
2016-10-03,,60.52
2016-10-04,,61.265
2016-10-05,,61.205
2016-10-06,,61.145
2016-10-07,,60.655
2016-10-10,,61.42
2016-10-11,,61.13
2016-10-12,,60.88
2016-10-13,,60.25
2016-10-14,,61.185
2016-10-17,,60.865
2016-10-18,,61.685
2016-10-19,,61.88
2016-10-20,,62.25
2016-10-21,,62.295
2016-10-24,,62.675
2016-10-25,,62.505
2016-10-26,,62.395
2016-10-27,,62.435
2016-10-28,,62.325
2016-10-31,,61.91
2016-11-01,,61.215
2016-11-02,,60.35
2016-11-03,,60.2
2016-11-04,,59.89
2016-11-07,,60.955
2016-11-08,,61.26
2016-11-09,,61.92
2016-11-10,,61.745
2016-11-11,,61.38
2016-11-14,,61.6
2016-11-15,,61.86
2016-11-16,,61.405
2016-11-17,,61.68
2016-11-18,,61.245
2016-11-21,,61.495
2016-11-22,,61.72
2016-11-23,,61.5
2016-11-24,,61.665
2016-11-25,,61.81
2016-11-28,,61.135
2016-11-29,,61.64
2016-11-30,,61.845
2016-12-01,,61.39
2016-12-02,,61.105
2016-12-05,,61.92
2016-12-06,,62.935
2016-12-07,,63.765
2016-12-08,,64.635
2016-12-09,,64.91
2016-12-12,,64.935
2016-12-13,,65.72
2016-12-14,,65.225
2016-12-15,,65.95
2016-12-16,,66.125
2016-12-19,,66.095
2016-12-20,,66.535
2016-12-21,,66.38
2016-12-22,,66.375
2016-12-23,,66.505
2016-12-27,,66.545
2016-12-28,,66.55
2016-12-29,,66.44
2016-12-30,,66.775
2017-01-02,,67.225
2017-01-03,,67.405
2017-01-04,,67.35
2017-01-05,,67.37
2017-01-06,,67.51
2017-01-09,,67.22
2017-01-10,,67.155
2017-01-11,,67.205
2017-01-12,,66.76
2017-01-13,,67.475
2017-01-16,,66.91
2017-01-17,,66.68
2017-01-18,,66.87
2017-01-19,,66.775
2017-01-20,,66.96
2017-01-23,,66.445
2017-01-24,,66.615
2017-01-25,,67.555
2017-01-26,,67.38
2017-01-27,,67.125
2017-01-30,,66.34
2017-01-31,,65.715
2017-02-01,,66.275
2017-02-02,,66.285
2017-02-03,,66.68
2017-02-06,,65.945
2017-02-07,,65.915
2017-02-08,,65.925
2017-02-09,,66.74
2017-02-10,,66.6
2017-02-13,,67.265
2017-02-14,,67.385
2017-02-15,,67.7
2017-02-16,,67.465
2017-02-17,,67.35
2017-02-20,,67.47
2017-02-21,,67.945
2017-02-22,,68.01
2017-02-23,,67.91
2017-02-24,,67.31
2017-02-27,,67.395
2017-02-28,,67.59
2017-03-01,,69.0
2017-03-02,,68.945
2017-03-03,,69.325
2017-03-06,,69.0
2017-03-07,,68.925
2017-03-08,,69.025
2017-03-09,,69.47
2017-03-10,,69.59
2017-03-13,,69.595
2017-03-14,,69.215
2017-03-15,,69.37
2017-03-16,,69.99
2017-03-17,,70.105
2017-03-20,,69.96
2017-03-21,,69.795
2017-03-22,,69.65
2017-03-23,,70.26
2017-03-24,,70.105
2017-03-27,,69.965
2017-03-28,,70.545
2017-03-29,,70.745
2017-03-30,,70.98
2017-03-31,,71.31
2017-04-03,,70.85
2017-04-04,,70.995
2017-04-05,,70.85
2017-04-06,,71.2
2017-04-07,,71.3
2017-04-10,,71.02
2017-04-11,,70.85
2017-04-12,,70.785
2017-04-13,,70.365
2017-04-18,,69.6
2017-04-19,,69.82
2017-04-20,,70.21
2017-04-21,,70.245
2017-04-24,,73.075
2017-04-25,,73.25
2017-04-26,,73.11
2017-04-27,,72.86
2017-04-28,,72.78
2017-05-02,,73.325
2017-05-03,,73.49
2017-05-04,,74.425
2017-05-05,,75.16
2017-05-08,,74.885
2017-05-09,,74.995
2017-05-10,,74.98
2017-05-11,,74.55
2017-05-12,,74.875
2017-05-15,,75.025
2017-05-16,,75.22
2017-05-17,,74.03
2017-05-18,,73.55
2017-05-19,,74.1
2017-05-22,,73.965
2017-05-23,,74.37
2017-05-24,,74.205
2017-05-25,,74.17
2017-05-26,,74.045
2017-05-29,,74.035
2017-05-30,,73.735
2017-05-31,,73.68
2017-06-01,,74.0
2017-06-02,,74.47
2017-06-05,,74.15
2017-06-06,,73.77
2017-06-07,,73.66
2017-06-08,,74.0
2017-06-09,,74.43
2017-06-12,,73.645
2017-06-13,,73.94
2017-06-14,,73.755
2017-06-15,,73.245
2017-06-16,,73.605
2017-06-19,,74.455
2017-06-20,,73.985
2017-06-21,,73.855
2017-06-22,,73.89
2017-06-23,,73.595
2017-06-26,,73.99
2017-06-27,,73.505
2017-06-28,,73.47
2017-06-29,,72.11
2017-06-30,,71.535
2017-07-03,,72.55
2017-07-04,,72.305
2017-07-05,,72.37
2017-07-06,,71.955
2017-07-07,,72.01
2017-07-10,,72.29
2017-07-11,,72.04
2017-07-12,,73.13
2017-07-13,,73.385
2017-07-14,,73.34
2017-07-17,,73.22
2017-07-18,,72.455
2017-07-19,,72.865
2017-07-20,,72.855
2017-07-21,,71.8
2017-07-24,,71.84
2017-07-25,,72.26
2017-07-26,,72.575
2017-07-27,,72.63
2017-07-28,,72.085
2017-07-31,,71.745
2017-08-01,,72.3
2017-08-02,,71.93
2017-08-03,,72.085
2017-08-04,,73.0
2017-08-07,,72.925
2017-08-08,,73.155
2017-08-09,,72.18
2017-08-10,,71.445
2017-08-11,,70.87
2017-08-14,,71.785
2017-08-15,,72.065
2017-08-16,,72.525
2017-08-17,,72.07
2017-08-18,,71.725
2017-08-21,,71.245
2017-08-22,,71.92
2017-08-23,,71.58
2017-08-24,,71.695
2017-08-25,,71.545
2017-08-28,,71.185
2017-08-29,,70.565
2017-08-30,,70.88
2017-08-31,,71.26
2017-09-01,,71.71
2017-09-04,,71.39
2017-09-05,,71.25
2017-09-06,,71.505
2017-09-07,,71.815
2017-09-08,,71.78
2017-09-11,,72.755
2017-09-12,,73.14
2017-09-13,,73.435
2017-09-14,,73.455
2017-09-15,,73.2
2017-09-18,,73.535
2017-09-19,,73.55
2017-09-20,,73.465
2017-09-21,,73.74
2017-09-22,,73.705
2017-09-25,,73.74
2017-09-26,,73.69
2017-09-27,,74.13
2017-09-28,,74.29
2017-09-29,,74.85
2017-10-02,,75.11
2017-10-03,,75.22
2017-10-04,,74.925
2017-10-05,,75.33
2017-10-06,,75.105
2017-10-09,,75.295
2017-10-10,,75.085
2017-10-11,,75.285
2017-10-12,,75.265
2017-10-13,,75.2
2017-10-16,,75.26
2017-10-17,,75.325
2017-10-18,,75.56
2017-10-19,,75.12
2017-10-20,,75.23
2017-10-23,,75.3
2017-10-24,,75.34
2017-10-25,,74.87
2017-10-26,,75.905
2017-10-27,,76.22
2017-10-30,,76.39
2017-10-31,,76.83
2017-11-01,,77.12
2017-11-02,,77.0
2017-11-03,,76.94
2017-11-06,,76.815
2017-11-07,,76.335
2017-11-08,,76.255
2017-11-09,,75.41
2017-11-10,,74.935
2017-11-13,,74.58
2017-11-14,,74.165
2017-11-15,,73.935
2017-11-16,,74.35
2017-11-17,,73.98
2017-11-20,,74.28
2017-11-21,,74.72
2017-11-22,,74.35
2017-11-23,,74.555
2017-11-24,,74.725
2017-11-27,,74.345
2017-11-28,,74.815
2017-11-29,,74.93
2017-11-30,,74.495
2017-12-01,,73.615
2017-12-04,,74.565
2017-12-05,,74.51
2017-12-06,,74.3
2017-12-07,,74.55
2017-12-08,,74.95
2017-12-11,,74.69
2017-12-12,,75.135
2017-12-13,,74.77
2017-12-14,,74.21
2017-12-15,,74.37
2017-12-18,,75.4
2017-12-19,,74.83
2017-12-20,,74.16
2017-12-21,,74.605
2017-12-22,,74.15
2017-12-27,,74.135
2017-12-28,,73.59
2017-12-29,,73.12
2018-01-02,,72.84
2018-01-03,,73.28
2018-01-04,,74.54
2018-01-05,,75.31
2018-01-08,,75.53
2018-01-09,,75.65
2018-01-10,,75.34
2018-01-11,,75.07
2018-01-12,,75.44
2018-01-15,,75.5
2018-01-16,,75.66
2018-01-17,,75.43
2018-01-18,,75.62
2018-01-19,,76.19
2018-01-22,,76.58
2018-01-23,,76.71
2018-01-24,,76.15
2018-01-25,,75.81
2018-01-26,,76.18
2018-01-29,,76.07
2018-01-30,,75.38
2018-01-31,,75.39
2018-02-01,,74.87
2018-02-02,,73.73
2018-02-05,,72.8
2018-02-06,,70.99
2018-02-07,,72.33
2018-02-08,,70.67
