,PARRO FP Equity_DX_SI_QTY,PARRO FP Equity_DX_SHORT_INTEREST_VALUE,PARRO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PARRO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PARRO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PARRO FP Equity_DX_SI_MV,PARRO FP Equity_DX_DSS,PARRO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PARRO FP Equity_DX_SUPPLY_SI_QTY,PARRO FP Equity_DX_BROKER_SI_QTY,PARRO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PARRO FP Equity_DX_BROKER_SI_MV_NEW_x,PARRO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PARRO FP Equity_DX_SUPPLY_SI_QTY_INC_x,PARRO FP Equity_DX_BROKER_SI_MV_INC_x,PARRO FP Equity_DX_SUPPLY_SI_MV_NEW,PARRO FP Equity_DX_BROKER_SI_QTY_ADD,PARRO FP Equity_DX_BROKER_SI_QTY_NEW,PARRO FP Equity_DX_SUPPLY_SI_MV_DEC,PARRO FP Equity_DX_BROKER_SI_QTY_INC,PARRO FP Equity_DX_SUPPLY_SI_QTY_DEC,PARRO FP Equity_DX_BROKER_SI_MV_NEW_y,PARRO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PARRO FP Equity_DX_BROKER_SI_MV_INC_y,PARRO FP Equity_DX_SUPPLY_SI_QTY_INC_y,PARRO FP Equity_DX_BROKER_SI_MV_ADD,PARRO FP Equity_DX_SUPPLY_SI_QTY_ADD,PARRO FP Equity_DX_BROKER_SI_QTY_DEC,PARRO FP Equity_DX_SUPPLY_SI_MV,PARRO FP Equity_DX_BROKER_SI_MV_DEC,PARRO FP Equity_DX_SUPPLY_SI_MV_RMV,PARRO FP Equity_DX_BROKER_SI_MV_RMV,PARRO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PARRO FP Equity_DX_UTILIZATION_QUANTITY,PARRO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PARRO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PARRO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PARRO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PARRO FP Equity_DX_ACTIVE_UTILIZATION_MV,PARRO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PARRO FP Equity_DX_BROKER_SI_CON_RATIO,PARRO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PARRO FP Equity_DX_DEMAND_SUPPLY_RATIO,PARRO FP Equity_PX_LAST
2014-10-31,175882.0,2662853.48,2.34,15.66,1.38,2.82,1.0,2646593.12,69305.0,174808.0,1049277.7,,,,,,,,0.02,,557.0,,,,,,,5793.0,1.04,0.11,,,100.0,7.22,0.0,0.0,,0.0,100.0,18.27,0.1911,30.86,0.1832,15.14
2014-11-03,183344.0,2850999.2,2.44,16.33,1.44,2.96,1.0,2834298.5,69216.0,182270.0,1076308.8,,,,0.15,,,,0.0,10000.0,89.0,,,0.15,,,,2538.0,1.06,0.03,,,100.0,7.2,0.0,0.0,,0.0,100.0,17.86,0.1887,29.36,0.1907,15.55
2014-11-04,182995.0,2825442.8,2.43,16.19,1.44,2.97,1.0,2808860.24,66340.0,181921.0,1024289.6,,,,,,,,0.03,,2876.0,,,,,,,349.0,1.03,0.0,,,100.0,6.9,0.0,0.0,,0.0,100.0,17.76,0.1879,29.22,0.1903,15.44
2014-11-05,182881.0,2816367.4,2.43,16.01,1.44,2.97,1.0,2799827.8,66631.0,181807.0,1026117.4,,,291.0,0.0,,,,,291.0,,,,0.0,291.0,,,405.0,1.03,0.01,,,100.0,6.93,0.0,0.0,,0.0,100.0,17.79,0.188,29.28,0.1901,15.4
2014-11-06,182835.0,2812002.3,2.43,15.96,1.44,2.97,1.0,2795484.18,66271.0,181761.0,1019247.98,,,,0.02,,,,0.01,1045.0,360.0,,,0.02,,,,1091.0,1.03,0.02,,,100.0,6.99,0.0,0.0,,0.0,100.0,17.8,0.1901,29.82,0.1928,15.38
2014-11-07,182049.0,2778067.74,2.42,15.89,1.43,2.94,1.0,2761678.5,64672.0,180975.0,986894.72,,,,,,,,0.03,,1599.0,,,,,,,786.0,0.99,0.01,,,100.0,6.72,0.0,0.0,,0.0,100.0,17.94,0.1914,30.06,0.1892,15.26
2014-11-10,181760.0,2908160.0,2.42,15.74,1.43,2.96,1.0,2890944.0,64105.0,180684.0,1025680.0,,,,,,,,0.01,,567.0,,,,,,,291.0,0.99,0.0,,,100.0,6.76,0.0,0.0,,0.0,100.0,18.38,0.1921,29.89,0.1917,16.0
2014-11-11,172967.0,2760553.32,2.3,12.52,1.36,2.86,1.0,2743412.28,51160.0,171893.0,816513.6,,,,,,2.0,,0.18,,12945.0,,,,,0.0,,8793.0,0.82,0.1,,,100.0,5.37,0.0,0.0,,0.0,100.0,18.46,0.196,30.89,0.1814,15.96
2014-11-12,170446.0,2812359.0,2.26,12.09,1.34,2.84,1.0,2794638.0,53845.0,169372.0,888442.5,,,,,,,,0.08,,4860.0,,,,,,7545.0,2521.0,0.87,0.04,,,100.0,5.62,0.0,0.0,,0.0,100.0,18.63,0.2006,31.18,0.1778,16.5
2014-11-13,167217.0,2762424.84,2.22,10.58,1.32,2.81,1.0,2761202.36,50562.0,167143.0,835284.24,,,,,,,,0.04,,3283.0,,,,,,,2229.0,0.83,0.04,,,100.0,5.25,0.0,0.0,,0.0,100.0,18.82,0.2062,31.45,0.1735,16.52
2014-11-14,165643.0,2981574.0,2.2,10.36,1.3,2.83,1.0,2980242.0,48749.0,165569.0,877482.0,,,,0.03,,,,0.03,1600.0,1813.0,,,0.03,,,,3174.0,0.82,0.05,,,100.0,5.04,0.0,0.0,,0.0,100.0,19.08,0.213,32.19,0.1711,18.0
2014-11-17,167976.0,3023568.0,2.23,8.95,1.32,2.95,1.0,3022236.0,48749.0,167902.0,877482.0,,,,0.08,,,,,5000.0,,,,0.08,,,,2667.0,0.88,0.02,,,100.0,5.01,0.0,0.0,,0.0,100.0,20.18,0.2116,30.93,0.1725,18.0
2014-11-18,173976.0,3072416.16,2.31,7.99,1.37,3.04,1.0,3071109.32,46082.0,173902.0,813808.12,,,,0.11,,,,0.05,6000.0,2667.0,,,0.11,,,,,0.82,,,,100.0,4.68,0.0,0.0,,0.0,100.0,23.12,0.2123,29.99,0.1766,17.66
2014-11-19,173976.0,3061977.6,2.31,7.86,1.37,3.02,1.0,3060675.2,44282.0,173902.0,779363.2,,,,,,,,0.03,,1800.0,,,,,,,,0.78,,,,100.0,4.48,0.0,0.0,,0.0,100.0,23.25,0.2132,30.15,0.1759,17.6
2014-11-20,171176.0,3012697.6,2.27,7.89,1.35,2.97,1.0,3011395.2,44282.0,171102.0,779363.2,,,,0.0,,,,,200.0,,,,0.0,,,,3000.0,0.78,0.05,,,8.54,8.54,474481.0,8350865.6,,8.35,8.54,23.64,0.2147,30.72,0.33,17.6
2014-11-21,176311.0,3170071.78,2.34,8.21,1.39,3.08,1.0,3087291.86,48812.0,171707.0,877639.76,,,,0.03,,,,,1000.0,,,,0.03,,,4530.0,395.0,0.87,0.0,,,9.43,9.43,468727.0,8427711.46,,8.29,9.49,22.84,0.2033,29.62,0.3407,17.98
2014-11-24,145711.0,2606769.79,1.94,6.61,1.15,2.62,1.0,2524404.23,48417.0,141107.0,866180.13,,,,,,,,0.01,,395.0,,,,,,,30600.0,0.87,0.47,,,100.0,9.45,0.0,0.0,,0.0,100.0,20.17,0.189,26.8,0.2844,17.89
2014-11-25,164768.0,2906507.52,2.19,7.3,1.3,2.93,1.0,2559881.52,48343.0,145118.0,852770.52,,,,0.06,,,,0.0,4011.0,74.0,,,0.06,,,,,0.86,,,,9.42,9.42,464679.0,8196937.56,,8.3,9.4,23.65,0.2017,29.21,0.3212,17.64
2014-11-26,141218.0,2581465.04,1.88,6.13,1.11,2.52,1.0,2581465.04,23924.0,141218.0,437330.72,,,,,,,,0.44,,24419.0,,,,,,,3900.0,0.42,0.08,,,100.0,4.65,0.0,0.0,,0.0,100.0,20.33,0.2001,27.51,0.2745,18.28
2014-11-27,139218.0,2535159.78,1.85,5.98,1.1,2.5,1.0,2535159.78,19264.0,139218.0,350797.44,,,,,,,,0.08,,4660.0,,,,,,,2000.0,0.35,0.04,,,35.46,3.74,35066.0,638551.86,,0.64,35.46,21.1,0.2003,27.72,0.27,18.21
2014-11-28,132783.0,2362209.57,1.76,5.55,1.05,2.38,1.0,2362209.57,19264.0,132783.0,342706.56,,,,,,,,,,,,,,,,,6435.0,0.35,0.11,,,35.46,3.72,35066.0,623824.14,,0.64,35.46,22.1,0.2118,29.15,0.2567,17.79
2014-12-01,141316.0,2508359.0,1.88,5.79,1.11,2.51,1.0,2330859.0,27489.0,131316.0,487929.75,,,8225.0,,,,,,,,,,,8225.0,,,1467.0,0.49,0.03,,,100.0,5.3,0.0,0.0,,0.0,100.0,27.54,0.2207,27.61,0.2722,17.75
2014-12-02,142316.0,2533224.8,1.89,5.82,1.12,2.52,1.0,2355224.8,26022.0,132316.0,463191.6,,,,,,1000.0,,0.02,,1467.0,,,,,0.02,,,0.47,,,,100.0,5.0,0.0,0.0,,0.0,100.0,27.35,0.2179,27.42,0.2736,17.8
2014-12-03,133022.0,2385084.46,1.77,5.69,1.05,2.38,1.0,2385084.46,23674.0,133022.0,424474.82,,,,0.02,,,,0.04,1000.0,2348.0,,,0.02,,,,294.0,0.42,0.0,,,100.0,4.57,0.0,0.0,,0.0,100.0,22.02,0.2108,29.09,0.2565,17.93
2014-12-04,128822.0,2369036.58,1.71,5.53,1.01,2.32,1.0,2369036.58,23574.0,128822.0,433525.86,,,,0.02,,,,0.0,1000.0,100.0,,,0.02,,,,5200.0,0.42,0.1,,,100.0,4.58,0.0,0.0,,0.0,100.0,22.36,0.2229,29.89,0.2502,18.39
2014-12-05,128469.0,2636183.88,1.71,4.91,1.01,2.39,1.0,2636183.88,23221.0,128469.0,476494.92,,,,,,,,0.0,,353.0,,,,,,,353.0,0.43,0.0,,,100.0,4.46,0.0,0.0,,0.0,100.0,22.36,0.2218,29.02,0.2467,20.52
2014-12-08,128177.0,2676335.76,1.7,4.47,1.01,2.46,1.0,2676335.76,22929.0,128177.0,478757.52,,,,0.03,,,,0.0,1000.0,292.0,,,0.03,,,,1292.0,0.47,0.0,,,100.0,4.35,0.0,0.0,,0.0,100.0,23.58,0.2229,28.11,0.2432,20.88
2014-12-09,128756.0,2613746.8,1.71,4.05,1.01,2.48,1.0,2613746.8,22527.0,128756.0,457298.1,,,,0.02,,,,0.01,579.0,402.0,,,0.02,,,,,0.47,,,,100.0,4.23,0.0,0.0,,0.0,100.0,24.3,0.2222,27.97,0.2418,20.3
2014-12-10,132294.0,2688214.08,1.76,3.99,1.04,2.53,1.0,2688214.08,27673.0,132294.0,562315.36,,,3356.0,0.05,,179.0,,,3359.0,,,,0.05,3356.0,0.0,1790.0,,0.56,,,,5.07,5.07,517719.0,10520050.08,,10.5,5.07,23.74,0.2171,27.38,0.2426,20.32
2014-12-11,136643.0,2720562.13,1.82,4.12,1.08,2.61,1.0,2720562.13,37673.0,136643.0,750069.43,,,10000.0,0.09,,,,,4349.0,,,,0.09,10000.0,,,,0.77,,,,100.0,6.82,0.0,0.0,,0.0,100.0,23.36,0.212,26.54,0.2474,19.91
2014-12-12,138643.0,2713243.51,1.84,4.07,1.09,2.62,1.0,2713243.51,37696.0,138643.0,737710.72,,,23.0,0.04,,,,,2000.0,,,,0.04,23.0,,,,0.75,,,,7.1,7.1,493519.0,9658166.83,,9.79,7.07,22.69,0.2117,26.39,0.261,19.57
2014-12-15,141471.0,2638434.15,1.88,4.11,1.11,2.65,1.0,2638434.15,43660.0,141471.0,814259.0,,,9420.0,0.05,,,,0.07,2828.0,3456.0,,,0.05,9420.0,,,,0.86,,,,9.19,9.19,431324.0,8044192.6,,8.41,9.24,23.16,0.2093,26.14,0.2978,18.65
2014-12-16,149746.0,2979945.4,1.99,4.29,1.18,2.79,1.0,2979945.4,38452.0,149746.0,765194.8,,,,0.11,,,,0.13,8275.0,5208.0,,,0.11,,,,,0.71,,,,6.97,6.97,513472.0,10218092.8,,9.6,6.9,22.45,0.206,24.78,0.2713,19.9
2014-12-17,161243.0,3174874.67,2.14,4.52,1.27,3.09,1.0,3174874.67,47949.0,161243.0,944115.81,,,9497.0,0.12,,8914.0,,,2583.0,,,,0.12,9497.0,0.17,,,0.97,,,,8.65,8.65,506294.0,9968928.86,,10.03,8.79,22.15,0.1846,22.4,0.2909,19.69
2014-12-18,166592.0,3401808.64,2.21,4.6,1.31,3.19,1.0,3401808.64,47949.0,166592.0,979118.58,,,,0.11,,,,,6349.0,,,,0.11,,,,1000.0,0.95,0.02,,,8.62,8.62,508325.0,10379996.5,,10.01,8.68,21.4,0.1851,21.73,0.2995,20.42
2014-12-19,167071.0,3341420.0,2.22,4.47,1.32,3.25,1.0,3259020.0,48677.0,162951.0,973540.0,,,,0.0,,,,0.05,100.0,3392.0,,,0.0,,,4120.0,3741.0,1.0,0.04,,,8.72,8.72,509843.0,10196860.0,,10.41,8.75,21.29,0.1807,21.47,0.2991,20.0
2014-12-22,168680.0,3373600.0,2.24,4.41,1.33,3.25,1.0,3275880.0,50834.0,163794.0,1016680.0,,,,0.02,,,,0.18,1609.0,7843.0,,,0.02,,,10000.0,766.0,1.02,0.02,,,9.04,9.04,511219.0,10224380.0,,10.23,9.06,21.27,0.182,22.11,0.3001,20.0
2014-12-23,163464.0,3344473.44,2.17,4.45,1.29,3.17,1.0,3344473.44,45112.0,163464.0,922991.52,,,,,,,,0.11,,5722.0,,,,,,,330.0,0.91,0.0,,,7.98,7.98,520414.0,10647670.44,,10.44,8.03,21.87,0.1934,22.79,0.289,20.46
2014-12-24,162923.0,3335033.81,2.16,4.37,1.28,3.17,1.0,3335033.81,44529.0,162923.0,911508.63,,,,,,,,0.01,,583.0,,,,,,,541.0,0.91,0.0,,,7.89,7.89,519915.0,10642660.05,,10.61,7.9,21.84,0.1931,22.8,0.2886,20.47
2014-12-25,162923.0,3335033.81,2.16,4.59,1.28,3.17,1.0,3335033.81,44529.0,162923.0,911508.63,,,,,,,,,,,,,,,,,,0.91,,,,7.89,7.89,519975.0,10643888.25,,10.61,7.89,21.85,0.1931,22.8,0.2886,
2014-12-26,157905.0,3232315.35,2.1,4.45,1.24,3.08,1.0,3232315.35,44529.0,157905.0,911508.63,,,,,,,,,,,,,,,,,5018.0,0.91,0.09,,,7.86,7.86,521763.0,10680488.61,,10.68,7.86,22.48,0.1984,23.61,0.2788,
2014-12-29,158017.0,3348380.23,2.1,4.45,1.24,3.12,1.0,3242154.76,46623.0,153004.0,987941.37,,,1094.0,,,,,,,,,,,1094.0,,1000.0,4901.0,0.96,0.09,,,8.27,8.27,517303.0,10961650.57,,10.62,8.32,22.22,0.1919,23.21,0.2802,21.19
2014-12-30,157200.0,3379800.0,2.09,4.35,1.24,3.12,1.0,3272020.5,45806.0,152187.0,984829.0,,,,,,,,0.0,,817.0,,,,,,,817.0,0.98,0.01,,,7.69,7.69,549881.0,11822441.5,,11.67,7.71,22.16,0.1928,23.38,0.2639,21.5
2014-12-31,152745.0,3248886.15,2.03,4.38,1.2,3.04,1.0,3142259.64,41351.0,147732.0,879535.77,,,,,,,,0.08,,4455.0,,,,,,,4455.0,0.89,0.08,,,6.93,6.93,555298.0,11811188.46,,11.93,6.95,22.79,0.2024,24.1,0.256,21.27
2015-01-01,152745.0,3248886.15,2.03,4.79,1.2,3.04,1.0,3142259.64,41351.0,147732.0,879535.77,,,,,,,,,,,,,,,,,,0.89,,,,7.36,7.36,520298.0,11066738.46,,11.1,7.42,22.78,0.2025,24.12,0.272,
2015-01-02,158702.0,3334329.02,2.11,4.98,1.25,3.06,1.0,3229005.89,41351.0,153689.0,868784.51,,,,0.05,,,,,5957.0,,,,0.05,,,,,0.88,,,,7.43,7.43,514977.0,10819666.77,,10.96,7.45,22.6,0.1982,23.37,0.2853,21.01
2015-01-05,144454.0,3056646.64,1.92,4.51,1.14,2.84,1.0,3035486.64,37060.0,143454.0,784189.6,,,4985.0,0.0,,,,0.2,203.0,9276.0,,,0.0,4985.0,,,10438.0,0.78,0.14,,,6.7,6.7,515725.0,10912741.0,,10.87,6.73,24.39,0.2238,25.18,0.2613,21.16
2015-01-06,142246.0,2987166.0,1.89,4.14,1.12,2.79,1.0,2961588.0,34852.0,141028.0,731892.0,,,,,,,,0.05,,2426.0,,,,,,218.0,2426.0,0.74,0.05,,,6.23,6.23,524538.0,11015298.0,,11.11,6.23,24.79,0.2295,25.64,0.2543,21.0
2015-01-07,146705.0,2981045.6,1.95,4.17,1.16,2.86,1.0,2875848.96,39811.0,141528.0,808959.52,,,4959.0,0.0,,,,,1000.0,,,,0.0,4959.0,,,500.0,0.83,0.01,,,7.04,7.04,525839.0,10685048.48,,11.05,7.01,24.2,0.2185,24.84,0.2594,20.32
2015-01-08,146233.0,3034334.75,1.94,4.24,1.15,2.83,1.0,2926912.0,38339.0,141056.0,795534.25,,,,0.04,,,,0.05,1165.0,1472.0,,,0.04,,,,1637.0,0.78,0.06,,,6.76,6.76,528627.0,10969010.25,,10.76,6.79,24.13,0.2178,24.43,0.2579,20.75
2015-01-09,148138.0,3073863.5,1.97,4.37,1.17,2.89,1.0,2966440.75,38244.0,142961.0,793563.0,,,471.0,0.07,,,,0.01,3262.0,566.0,,,0.07,471.0,,,1357.0,0.79,0.02,,,6.7,6.7,532351.0,11046283.25,,11.03,6.69,23.7,0.2083,23.99,0.2596,20.75
2015-01-12,145495.0,2955003.45,1.93,4.26,1.15,2.82,1.0,2850203.85,35601.0,140335.0,723056.31,,,,,,,,0.05,,2643.0,,,,,,,2626.0,0.73,0.05,,,6.11,6.11,547407.0,11117836.17,,11.34,6.08,24.25,0.2133,24.55,0.2496,20.31
2015-01-13,139504.0,2776129.6,1.85,4.09,1.1,2.67,1.0,2752229.7,29610.0,138303.0,589239.0,,,,,,,,0.13,,5991.0,,,,,,,2032.0,0.6,0.06,,,5.08,5.08,552761.0,10999943.9,,11.23,5.06,25.63,0.2262,25.95,0.2395,19.9
2015-01-14,139302.0,2685742.56,1.85,4.04,1.1,2.63,1.0,2662587.28,29408.0,138101.0,566986.24,,,,,,,,0.01,,202.0,,,,,,,202.0,0.58,0.02,,,5.03,5.03,555138.0,10703060.64,,11.05,4.98,26.0,0.227,26.33,0.2383,19.28
2015-01-15,139302.0,2659275.18,1.85,3.96,1.1,2.61,1.0,2636348.09,29408.0,138101.0,561398.72,,,,,,,,,,,,,,,,,,0.57,,,,4.98,4.98,561325.0,10715694.25,,10.86,4.98,26.22,0.228,26.55,0.2358,19.09
2015-01-16,123203.0,2253382.87,1.64,3.43,0.97,2.27,1.0,2233044.39,22909.0,122091.0,419005.61,,,,,,,,0.13,,6499.0,,,,,,,16010.0,0.43,0.31,,,3.86,3.86,571232.0,10447833.28,,10.89,3.79,23.32,0.2306,30.44,0.2074,18.29
2015-01-19,120368.0,2170235.04,1.6,3.2,0.95,2.2,0.0,2150185.68,20074.0,119256.0,361934.22,,,,,,,,0.06,,2835.0,,,,,,,2835.0,0.36,0.06,,,3.47,3.47,558007.0,10060866.21,,10.17,3.45,23.73,0.2348,31.42,0.2082,18.03
2015-01-20,114754.0,2097703.12,1.52,2.97,0.9,2.09,0.0,2077375.76,20074.0,113642.0,366952.72,,,,,,,,,,,,,,,,,5614.0,0.37,0.11,,,3.41,3.41,567788.0,10379164.64,,10.28,3.44,24.56,0.239,33.14,0.1952,18.28
2015-01-21,108093.0,1999720.5,1.44,2.89,0.85,1.98,0.0,1979148.5,19460.0,106981.0,360010.0,,,,,,,,0.01,,614.0,,,,,,,6661.0,0.36,0.12,,,3.42,3.42,550053.0,10175980.5,,10.05,3.43,25.96,0.2562,35.03,0.1898,18.5
2015-01-22,106102.0,2004266.78,1.41,2.91,0.84,1.96,0.0,1985376.78,14687.0,105102.0,277437.43,,,,,,,,0.09,,4773.0,,,,,,,1879.0,0.28,0.03,,,2.58,2.58,554746.0,10479151.94,,10.34,2.62,26.19,0.26,35.34,0.1863,18.89
2015-01-23,95102.0,1840223.7,1.26,2.83,0.75,1.76,0.0,1805238.9,11808.0,93294.0,228484.8,,,,,,,,0.05,,2879.0,,,,,,,11808.0,0.23,0.21,,,2.13,2.13,541574.0,10479456.9,,10.31,2.17,29.13,0.2761,39.31,0.1719,19.35
2015-01-26,94294.0,1863249.44,1.25,2.83,0.74,1.76,0.0,1843489.44,11000.0,93294.0,217360.0,,,,,,,,0.02,,808.0,,,,,,,,0.22,,,,2.0,2.0,537847.0,10627856.72,,10.42,2.04,29.23,0.2771,39.45,0.1718,19.76
2015-01-27,94294.0,1829303.6,1.25,2.78,0.74,1.75,0.0,1809903.6,11000.0,93294.0,213400.0,,,,,,,,,,,,,,,,,,0.21,,,,2.0,2.0,539119.0,10458908.6,,10.6,1.98,29.25,0.2769,39.47,0.1714,19.4
2015-01-28,91294.0,1769277.72,1.21,2.69,0.72,1.69,0.0,1749897.72,11000.0,90294.0,213180.0,,,,,,,,,,,,,,,,,3000.0,0.21,0.06,,,1.99,1.99,540737.0,10479483.06,,10.53,1.99,30.28,0.2877,40.86,0.1655,19.38
2015-01-29,96294.0,1821882.48,1.28,2.76,0.76,1.78,0.0,1802962.48,11000.0,95294.0,208120.0,,,,0.09,,,,,5000.0,,,,0.09,,,,,0.21,,,,1.99,1.99,542321.0,10260713.32,,10.5,1.95,28.79,0.2734,38.86,0.174,18.92
2015-01-30,90247.0,1718302.88,1.2,2.55,0.71,1.66,0.0,1699262.88,13900.0,89247.0,264656.0,,,,0.02,,,,,1000.0,,,,0.02,,,2900.0,7047.0,0.26,0.14,,,2.5,2.5,542623.0,10331541.92,,10.29,2.51,22.56,0.2747,41.75,0.1622,19.04
2015-02-02,127146.0,2432302.98,1.69,3.67,1.0,2.36,1.0,2413172.98,13900.0,126146.0,265907.0,,,,0.7,,,,,36899.0,,,,0.7,,,,,0.27,,,,2.5,2.5,543204.0,10391492.52,,10.33,2.5,29.31,0.2664,36.54,0.2282,19.13
2015-02-03,135481.0,2601235.2,1.8,3.88,1.07,2.53,1.0,2582035.2,13612.0,134481.0,261350.4,,,,0.14,,2000.0,,,7035.0,,,,0.14,,0.04,,700.0,0.26,0.01,0.01,,2.45,2.45,542171.0,10409683.2,288.0,10.33,2.45,27.4,0.272,39.59,0.2438,19.2
2015-02-04,167981.0,3193318.81,2.23,4.87,1.32,3.15,1.0,3174308.81,13900.0,166981.0,264239.0,,288.0,,0.62,0.01,,,,32500.0,,,288.0,0.62,,,,,0.27,,,,2.49,2.49,543358.0,10329235.58,,10.46,2.49,21.96,0.2228,32.0,0.3014,19.01
2015-02-05,172588.0,3330948.4,2.29,5.04,1.36,3.23,1.0,3222733.3,18507.0,166981.0,357185.1,,,1976.0,,,,,,,,,,,1976.0,,2631.0,,0.35,,,,3.33,3.33,537732.0,10378227.6,,10.22,3.35,21.41,0.2107,30.75,0.3103,19.3
2015-02-06,198241.0,3901382.88,2.63,5.87,1.56,3.77,1.0,3702162.24,23023.0,188118.0,453092.64,,,,0.44,,,,,21137.0,,,,0.44,,,4516.0,,0.45,,,,4.15,4.15,531894.0,10467673.92,,10.31,4.17,21.32,0.1998,29.98,0.3572,19.68
2015-02-09,198241.0,3879576.37,2.63,5.9,1.56,3.8,1.0,3681469.26,23023.0,188118.0,450560.11,,,,,,,,,,,,,,,,,,0.45,,,,4.16,4.16,530811.0,10387971.27,,10.45,4.15,21.1,0.2002,30.27,0.3579,19.57
2015-02-10,199868.0,3919411.48,2.66,5.85,1.57,3.82,1.0,3720899.45,23023.0,189745.0,451481.03,,,,0.11,,,,0.1,5976.0,5024.0,,,0.11,,,,4349.0,0.45,0.08,,,4.28,4.28,514846.0,10096130.06,,10.08,4.29,21.01,0.2111,32.88,0.3716,19.61
2015-02-11,186893.0,3607034.9,2.48,5.49,1.47,3.56,1.0,3430961.0,16999.0,177770.0,328080.7,,,,0.0,,,,0.12,100.0,6024.0,,,0.0,,,,12075.0,0.33,0.24,,,3.15,3.15,522658.0,10087299.4,,10.23,3.14,22.38,0.229,35.39,0.3463,19.3
2015-02-12,182742.0,3649357.74,2.43,5.54,1.44,3.5,1.0,3467171.43,38435.0,173619.0,767546.95,,,17943.0,0.15,,,,,7826.0,,,,0.15,17943.0,,3493.0,11977.0,0.75,0.21,,,7.15,7.15,499221.0,9969443.37,,9.63,7.21,19.81,0.2459,40.28,0.3399,19.97
2015-02-13,182742.0,3631083.54,2.43,5.45,1.44,3.55,1.0,3449809.53,33459.0,173619.0,664830.33,,,,,,,,0.1,,4976.0,,,,,,,,0.67,,,,6.23,6.23,503288.0,10000332.56,,10.04,6.23,19.49,0.2488,40.96,0.3405,19.87
2015-02-16,176535.0,3562476.3,2.35,5.22,1.39,3.44,1.0,3378374.16,43778.0,167412.0,883440.04,,,,,,319.0,,,,,,,,,0.01,10319.0,6526.0,0.87,0.13,,,8.12,8.12,495187.0,9992873.66,,9.87,8.13,20.14,0.2356,38.47,0.3275,20.18
2015-02-17,179535.0,3680467.5,2.39,5.41,1.41,3.53,1.0,3493446.0,43778.0,170412.0,897449.0,,,,0.22,,,,,10000.0,,,,0.22,,,,7000.0,0.88,0.13,,,8.12,8.12,495682.0,10161481.0,,10.01,8.11,19.61,0.2698,43.81,0.3328,20.5
2015-02-18,181235.0,3697194.0,2.41,5.57,1.43,3.6,1.0,3511084.8,43778.0,172112.0,893071.2,,,,0.1,,,,,4700.0,,,,0.1,,,,3000.0,0.9,0.06,,,8.15,8.15,493390.0,10065156.0,,10.11,8.14,19.21,0.2648,43.73,0.3374,20.4
2015-02-19,187635.0,3814619.55,2.49,5.81,1.48,3.74,1.0,3541567.32,56650.0,174204.0,1151694.5,,,,0.05,,,,0.35,2092.0,17128.0,,,0.05,,,30000.0,,1.16,,,,100.0,10.59,0.0,0.0,,0.0,100.0,18.53,0.2602,43.45,0.3508,20.33
2015-02-20,188510.0,3856914.6,2.5,5.72,1.48,3.75,1.0,3582116.34,57525.0,175079.0,1176961.5,,,,0.01,,,,0.16,875.0,7875.0,,,0.01,,,8750.0,,1.17,,,,100.0,10.74,0.0,0.0,,0.0,100.0,18.48,0.2614,43.65,0.3519,20.46
2015-02-23,193859.0,3935337.7,2.58,5.78,1.53,3.87,1.0,3662688.4,57525.0,180428.0,1167757.5,,,,0.12,,,,,5349.0,,,,0.12,,,,,1.18,,,,10.72,10.72,479314.0,9730074.2,,9.82,10.72,17.88,0.2722,45.32,0.3611,20.3
2015-02-24,187651.0,3809315.3,2.49,5.57,1.48,3.75,1.0,3474162.3,61247.0,171141.0,1243314.1,,,3722.0,0.03,,1000.0,,,1693.0,,,,0.03,3722.0,0.02,,10980.0,1.24,0.21,,,11.35,11.35,478408.0,9711682.4,,9.71,11.35,18.44,0.286,46.29,0.3477,20.3
2015-02-25,198222.0,3827666.82,2.63,6.0,1.56,3.93,1.0,3568314.21,66713.0,184791.0,1288228.03,,,,0.04,,11000.0,,0.09,2650.0,4534.0,,,0.04,,0.23,10000.0,,1.34,,,,12.31,12.31,475101.0,9174200.31,,9.6,12.26,17.6,0.2578,43.33,0.3658,19.31
2015-02-26,199222.0,3868891.24,2.65,6.0,1.57,3.86,1.0,3608061.22,66713.0,185791.0,1295566.46,,,,0.02,,,,,1000.0,,,,0.02,,,,,1.3,,,,12.33,12.33,474150.0,9207993.0,,9.2,12.39,17.93,0.2521,42.35,0.3683,19.42
