,JPNK FP Equity_DX_SI_QTY,JPNK FP Equity_DX_SHORT_INTEREST_VALUE,JPNK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JPNK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JPNK FP Equity_DX_SI_MV,JPNK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JPNK FP Equity_DX_SUPPLY_SI_QTY,JPNK FP Equity_DX_BROKER_SI_QTY,JPNK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JPNK FP Equity_DX_BROKER_SI_MV_NEW_x,JPNK FP Equity_DX_BROKER_SI_MV_INC_x,JPNK FP Equity_DX_BROKER_SI_QTY_ADD,JPNK FP Equity_DX_BROKER_SI_QTY_NEW,JPNK FP Equity_DX_BROKER_SI_QTY_INC,JPNK FP Equity_DX_BROKER_SI_MV_NEW_y,JPNK FP Equity_DX_BROKER_SI_MV_INC_y,JPNK FP Equity_DX_BROKER_SI_MV_ADD,JPNK FP Equity_DX_BROKER_SI_QTY_DEC,JPNK FP Equity_DX_SUPPLY_SI_MV,JPNK FP Equity_DX_BROKER_SI_MV_DEC,JPNK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JPNK FP Equity_DX_UTILIZATION_QUANTITY,JPNK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JPNK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JPNK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JPNK FP Equity_DX_ACTIVE_UTILIZATION_MV,JPNK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JPNK FP Equity_DX_BROKER_SI_CON_RATIO,JPNK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JPNK FP Equity_DX_DEMAND_SUPPLY_RATIO,JPNK FP Equity_PX_LAST
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0412
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.9008
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7858
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.2356
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5776
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.4905
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9456
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.9908
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.1812
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.189
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.2217
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.6332
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.758
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.8333
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.368
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.3063
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.2113
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.444
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.159
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.2181
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.4007
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4346
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.8119
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.3899
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.7955
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.1923
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1166
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.29
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0552
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.371
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3092
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.4626
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9696
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.4799
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.93
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.9393
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.5194
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.3779
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.7068
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.2681
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.8515
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.7563
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.4654
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.7784
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.6168
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.5901
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.794
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0617
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.838
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.6189
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3501
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.78
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.2651
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.02
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.7101
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.39
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.819
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.5765
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.89
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0517
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.41
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.5285
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5187
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0412
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8728
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.4868
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.2232
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.5103
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.4238
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0118
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.6399
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.57
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.88
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.5899
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.2739
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.7498
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8771
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.8387
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.6337
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.3726
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.1267
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0182
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8466
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.3514
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.2
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0055
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.25
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.5839
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.221
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.31
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.4
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.6257
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.776
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.6354
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.6853
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.6255
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.3326
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.9369
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.1698
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.7778
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.9725
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.7409
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.1179
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.6578
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.2248
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.7056
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.727
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9596
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0295
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9078
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5785
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.253
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.3539
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5546
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.895
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.734
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0784
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.3914
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.5062
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8203
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.2019
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.4856
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.1219
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.7964
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.4172
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0088
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.1826
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.5001
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.1179
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.8416
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.18
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0983
2020-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.7805
2020-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.4634
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.2475
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.2114
2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7262
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.1631
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0999
2020-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.1166
2020-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.447
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.3974
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.1595
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.7632
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.24
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.5512
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.8916
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.14
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.2352
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.66
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.877
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.3617
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,19900826.55,20.13,0.0,,0.0,,0.0,134.0123
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,19895124.15,19.9,0.0,,0.0,,0.0,133.9739
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,19971453.15,19.87,0.0,,0.0,,0.0,134.4879
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,19707761.7,19.86,0.0,,0.0,,0.0,132.7122
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,19821186.0,19.69,0.0,,0.0,,0.0,133.476
2020-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,19790847.45,19.82,0.0,,0.0,,0.0,133.2717
2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,19794144.15,19.83,0.0,,0.0,,0.0,133.2939
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,19668409.2,19.79,0.0,,0.0,,0.0,132.4472
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,19711518.75,19.62,0.0,,0.0,,0.0,132.7375
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,19656915.3,19.7,0.0,,0.0,,0.0,132.3698
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,19851480.0,19.69,0.0,,0.0,,0.0,133.68
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,19747856.7,19.86,0.0,,0.0,,0.0,132.9822
2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,20016582.3,19.77,0.0,,0.0,,0.0,134.7918
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,20294707.95,20.03,0.0,,0.0,,0.0,136.6647
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,20287045.35,20.31,0.0,,0.0,,0.0,136.6131
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,20519447.85,20.32,0.0,,0.0,,0.0,138.1781
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,20488262.85,20.51,0.0,,0.0,,0.0,137.9681
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21235737.6,20.48,0.0,,0.0,,0.0,143.0016
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21220857.9,21.23,0.0,,0.0,,0.0,142.9014
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21363135.75,21.23,0.0,,0.0,,0.0,143.8595
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21073902.3,21.37,0.0,,0.0,,0.0,141.9118
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21034401.3,21.09,0.0,,0.0,,0.0,141.6458
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21364145.55,21.05,0.0,,0.0,,0.0,143.8663
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21375921.6,21.36,0.0,,0.0,,0.0,143.9456
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21368095.65,21.34,0.0,,0.0,,0.0,143.8929
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21318452.1,21.42,0.0,,0.0,,0.0,143.5586
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21473590.05,21.35,0.0,,0.0,,0.0,144.6033
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21629752.65,21.48,0.0,,0.0,,0.0,145.6549
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21909779.1,21.68,0.0,,0.0,,0.0,147.5406
2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21659586.3,21.92,0.0,,0.0,,0.0,145.8558
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21804863.85,21.66,0.0,,0.0,,0.0,146.8341
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21912986.7,21.52,0.0,,0.0,,0.0,147.5622
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21443845.5,21.87,0.0,,0.0,,0.0,144.403
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21644691.75,21.48,0.0,,0.0,,0.0,145.7555
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21506868.9,21.69,0.0,,0.0,,0.0,144.8274
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21478045.05,21.5,0.0,,0.0,,0.0,144.6333
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21520026.0,21.43,0.0,,0.0,,0.0,144.916
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21301240.95,21.48,0.0,,0.0,,0.0,143.4427
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21294900.0,21.28,0.0,,0.0,,0.0,143.4
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21477287.7,21.31,0.0,,0.0,,0.0,144.6282
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21382945.65,21.51,0.0,,0.0,,0.0,143.9929
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21438291.6,21.37,0.0,,0.0,,0.0,144.3656
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21543058.35,21.4,0.0,,0.0,,0.0,145.0711
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,148500.0,21536464.95,21.62,0.0,,0.0,,0.0,145.0267
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.162
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0675
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0349
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.4129
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.4834
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0317
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.8591
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.9015
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.5943
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.7309
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.7917
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.5986
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.5281
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.1344
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.67
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.1463
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.129
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.439
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.4937
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.4
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.258
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.5929
2021-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9857
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.7684
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9276
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.5467
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0152
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.6941
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.7426
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.8784
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.1482
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5903
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.4041
2021-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.7848
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.3207
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.8854
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.5807
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.2651
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.6189
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.3637
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0198
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.3764
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.5027
2021-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.2157
2021-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.9142
2021-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.4915
2021-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.3327
2021-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.5545
2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.4456
2021-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8401
2021-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.7771
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.5541
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.8396
2021-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.8914
2021-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.5327
2021-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.9904
