,PDJE FP Equity_DX_SI_QTY,PDJE FP Equity_DX_SHORT_INTEREST_VALUE,PDJE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PDJE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PDJE FP Equity_DX_SI_MV,PDJE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PDJE FP Equity_DX_SUPPLY_SI_QTY,PDJE FP Equity_DX_BROKER_SI_QTY,PDJE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PDJE FP Equity_DX_BROKER_SI_QTY_ADD,PDJE FP Equity_DX_SUPPLY_SI_MV_DEC,PDJE FP Equity_DX_SUPPLY_SI_QTY_DEC,PDJE FP Equity_DX_BROKER_SI_MV_ADD,PDJE FP Equity_DX_SUPPLY_SI_QTY_ADD,PDJE FP Equity_DX_BROKER_SI_QTY_DEC,PDJE FP Equity_DX_SUPPLY_SI_MV,PDJE FP Equity_DX_BROKER_SI_MV_DEC,PDJE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PDJE FP Equity_DX_UTILIZATION_QUANTITY,PDJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PDJE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PDJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PDJE FP Equity_DX_ACTIVE_UTILIZATION_MV,PDJE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PDJE FP Equity_DX_BROKER_SI_CON_RATIO,PDJE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PDJE FP Equity_DX_DEMAND_SUPPLY_RATIO,PDJE FP Equity_PX_LAST
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.86
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.96
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.02
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.23
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.23
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.09
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.17
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.19
2016-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98
2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.93
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.02
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.11
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.11
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.97
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.14
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.14
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.01
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.91
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.78
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.85
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.91
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.86
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.87
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.93
2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.88
2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.96
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.93
2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9
2016-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.94
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.01
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.13
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.19
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.21
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.31
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.26
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.26
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.17
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.97
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.83
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.82
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.09
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.72
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.03
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.01
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.12
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.16
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.26
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.26
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.45
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.46
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.44
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.45
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.56
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.48
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.41
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.39
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.33
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.37
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2016-12-09,29200.0,467200.0,0.36,0.96,0.47,467200.0,0.0,29200.0,0.0,29200.0,,,0.47,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.94,0.5002,51.06,0.0,16.0
2016-12-12,29200.0,474208.0,0.35,0.92,0.47,474208.0,0.0,29200.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.63,0.5004,51.37,0.0,16.24
2016-12-13,29200.0,467200.0,0.33,0.92,0.47,467200.0,0.0,29200.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.63,0.5004,51.37,0.0,16.0
2016-12-14,29200.0,467200.0,0.33,0.9,0.46,467200.0,0.0,29200.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.63,0.5004,51.37,0.0,16.0
2016-12-15,29200.0,479756.0,0.33,0.85,0.47,479756.0,0.0,29200.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.63,0.5004,51.37,0.0,16.43
2016-12-16,29200.0,476544.0,0.31,0.85,0.48,476544.0,0.0,29200.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.46,0.5005,51.54,0.0,16.32
2016-12-19,29200.0,476544.0,0.31,0.85,0.47,476544.0,0.0,29200.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.63,0.5004,51.37,0.0,16.32
2016-12-20,29200.0,481508.0,0.31,0.85,0.48,481508.0,0.0,29200.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.63,0.5004,51.37,0.0,16.49
2016-12-21,15000.0,246300.0,0.16,0.44,0.24,246300.0,0.0,15000.0,0.0,,,,,,14200.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.42
2016-12-22,15000.0,245550.0,0.16,0.44,0.24,245550.0,0.0,15000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.37
2016-12-23,15000.0,245100.0,0.16,0.44,0.24,245100.0,0.0,15000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,16.34
2016-12-26,15000.0,-14999970000.0,0.16,0.44,0.24,-14999970000.0,0.0,15000.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.36
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.45
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.11
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.31
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.07
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.16
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.16
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.23
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.07
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.94
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.96
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.97
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.02
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.19
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.13
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.93
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.77
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.82
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.96
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.15
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.13
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.26
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.36
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.56
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.61
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.76
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.64
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.68
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.73
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.96
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.91
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.88
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.91
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.21
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.55
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.14
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.04
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.89
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.87
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.89
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.95
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.82
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.81
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.81
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.87
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.48
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.56
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.39
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.56
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.68
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.63
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.63
2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.84
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.78
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.79
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.83
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.69
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.72
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.52
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.53
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.58
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.47
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.56
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.66
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.56
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.55
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.54
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.52
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.41
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.57
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.65
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.59
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.54
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.51
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.05
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.07
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.06
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.06
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.09
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.23
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.23
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.31
2017-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.25
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.15
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.24
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.28
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.23
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.33
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.47
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.41
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.43
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.36
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.55
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.65
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.73
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.63
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.53
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.57
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.43
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.34
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.16
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.38
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.38
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.23
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.14
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.34
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.38
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.28
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.34
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.11
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.26
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.06
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.01
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.02
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.14
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.16
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.05
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.11
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.25
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.36
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.23
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.19
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.27
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.35
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.19
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.11
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.06
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.02
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.95
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.79
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.72
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.03
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.07
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.97
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.82
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.72
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.76
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.97
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.06
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.11
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.15
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.24
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.23
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.31
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.32
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.46
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.48
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.48
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.44
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.63
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.86
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.86
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.86
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.77
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.77
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.78
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.78
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.85
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.07
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.16
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.32
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.34
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.58
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44
