,ATLD FP Equity_DX_SI_QTY,ATLD FP Equity_DX_SHORT_INTEREST_VALUE,ATLD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATLD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATLD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATLD FP Equity_DX_SI_MV,ATLD FP Equity_DX_DSS,ATLD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATLD FP Equity_DX_SUPPLY_SI_QTY,ATLD FP Equity_DX_BROKER_SI_QTY,ATLD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATLD FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATLD FP Equity_DX_BROKER_SI_QTY_ADD,ATLD FP Equity_DX_SUPPLY_SI_MV_DEC,ATLD FP Equity_DX_SUPPLY_SI_QTY_DEC,ATLD FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATLD FP Equity_DX_BROKER_SI_MV_ADD,ATLD FP Equity_DX_BROKER_SI_QTY_DEC,ATLD FP Equity_DX_SUPPLY_SI_MV,ATLD FP Equity_DX_BROKER_SI_MV_DEC,ATLD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATLD FP Equity_DX_UTILIZATION_QUANTITY,ATLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATLD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATLD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATLD FP Equity_DX_ACTIVE_UTILIZATION_MV,ATLD FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATLD FP Equity_DX_BROKER_SI_CON_RATIO,ATLD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATLD FP Equity_DX_DEMAND_SUPPLY_RATIO,ATLD FP Equity_PX_LAST
2008-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2008-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.49
2008-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.49
2008-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.49
2008-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.49
2008-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2008-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2008-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2009-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.99
2009-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.19
2009-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2
2009-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19
2009-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2009-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2009-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2009-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2009-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2009-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2009-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2009-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2009-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2009-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2009-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2009-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.17
2009-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.64
2009-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.59
2009-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.25
2009-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.24
2009-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.24
2009-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.57
2009-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2009-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2009-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2009-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2009-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2009-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2009-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2009-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2009-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.49
2009-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.49
2009-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.49
2009-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9
2009-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.89
2009-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.98
2009-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.98
2009-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.49
2009-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2009-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0
2009-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.99
2009-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.89
2009-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.89
2009-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.88
2009-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0
2009-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.51
2009-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2009-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2009-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.01
2009-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.01
2009-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.01
2009-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.01
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2009-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2009-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.89
2009-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2009-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.49
2009-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99
2009-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2009-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2009-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2009-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2009-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2009-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2009-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.95
2009-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.95
2009-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.95
2009-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.95
2009-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.95
2009-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.89
2009-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2009-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2009-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2009-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2009-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2009-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98
2009-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2009-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2009-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2009-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.49
2009-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.98
2009-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.98
2009-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.79
2009-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.79
2009-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.79
2009-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.79
2009-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.79
2009-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.69
2009-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7
2009-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.69
2009-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.69
2009-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7
