,GET FP Equity_DX_SI_QTY,GET FP Equity_DX_SHORT_INTEREST_VALUE,GET FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GET FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GET FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GET FP Equity_DX_SI_MV,GET FP Equity_DX_DSS,GET FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GET FP Equity_DX_SUPPLY_SI_QTY,GET FP Equity_DX_BROKER_SI_QTY,GET FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GET FP Equity_DX_BROKER_SI_MV_NEW_x,GET FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GET FP Equity_DX_SUPPLY_SI_QTY_INC_x,GET FP Equity_DX_BROKER_SI_MV_INC_x,GET FP Equity_DX_SUPPLY_SI_MV_NEW,GET FP Equity_DX_BROKER_SI_QTY_ADD,GET FP Equity_DX_BROKER_SI_QTY_NEW,GET FP Equity_DX_SUPPLY_SI_MV_DEC,GET FP Equity_DX_BROKER_SI_QTY_INC,GET FP Equity_DX_SUPPLY_SI_QTY_DEC,GET FP Equity_DX_BROKER_SI_MV_NEW_y,GET FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GET FP Equity_DX_BROKER_SI_MV_INC_y,GET FP Equity_DX_SUPPLY_SI_QTY_INC_y,GET FP Equity_DX_BROKER_SI_MV_ADD,GET FP Equity_DX_SUPPLY_SI_QTY_ADD,GET FP Equity_DX_BROKER_SI_QTY_DEC,GET FP Equity_DX_SUPPLY_SI_MV,GET FP Equity_DX_BROKER_SI_MV_DEC,GET FP Equity_DX_SUPPLY_SI_MV_RMV,GET FP Equity_DX_BROKER_SI_MV_RMV,GET FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GET FP Equity_DX_UTILIZATION_QUANTITY,GET FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GET FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GET FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GET FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GET FP Equity_DX_ACTIVE_UTILIZATION_MV,GET FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GET FP Equity_DX_BROKER_SI_CON_RATIO,GET FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GET FP Equity_DX_DEMAND_SUPPLY_RATIO,GET FP Equity_PX_LAST
2013-02-26,8054447.0,46268065.79,1.46,7.77,1.46,51.48,1.0,33304730.59,3430193.0,5797761.0,19704443.45,,,246971.0,0.81,,,,0.0,168171.0,363.0,,,0.81,246971.0,,1378.0,,21.97,,,,3.23,3.23,102824080.0,590663927.43,,657.14,3.24,17.01,0.1365,18.38,0.0758,6.3
2013-02-27,7976878.0,46666192.92,1.45,7.65,1.45,50.58,1.0,33402647.22,3531881.0,5709676.0,20662148.79,,,96289.0,0.69,,,,0.02,113826.0,1035.0,,,0.69,96289.0,,6434.0,201911.0,22.28,1.36,,,3.67,3.67,92582616.0,541625209.65,,583.9,3.67,17.31,0.1371,18.48,0.083,6.416
2013-02-28,7896320.0,46670110.96,1.44,7.71,1.44,50.81,1.0,33298578.53,3537823.0,5633932.0,20909815.2,,,6051.0,0.53,,6434.0,,0.0,63226.0,109.0,,,0.53,6051.0,0.04,,145404.0,22.81,0.75,,,3.33,3.33,102615176.0,606492853.71,,661.24,3.33,17.24,0.1379,18.38,0.0744,6.482
2013-03-01,7904573.0,46445004.92,1.44,7.91,1.44,51.0,1.0,33433895.84,3536463.0,5690185.0,20779242.78,,,55200.0,0.93,,,,0.34,138719.0,56560.0,,,0.93,55200.0,,,82466.0,22.95,0.5,,,3.33,3.33,102547992.0,602542603.26,,663.7,3.34,17.17,0.139,18.47,0.0745,6.444
2013-03-04,7860817.0,46359929.21,1.43,7.95,1.43,50.56,1.0,33562144.15,3576245.0,5690817.0,21091251.08,,,71403.0,0.54,,,,0.29,84170.0,44388.0,,,0.54,71403.0,,12767.0,83538.0,23.02,0.56,,,3.37,3.37,102422208.0,604044886.48,,659.7,3.37,17.24,0.1406,18.46,0.0742,6.468
2013-03-05,8511637.0,50656102.66,1.55,8.69,1.55,54.99,1.0,37550318.44,3938600.0,6309500.0,23440159.16,,,133556.0,3.25,,158969.0,,,489714.0,,,,3.25,133556.0,1.07,228799.0,30000.0,25.48,0.19,,,3.72,3.72,102067480.0,607443755.6,,660.7,3.71,17.06,0.1392,19.81,0.0803,6.527
2013-03-06,8625521.0,51129385.1,1.57,8.85,1.57,56.1,1.0,38266305.22,3960704.0,6455521.0,23477811.96,,,54241.0,1.18,,,,0.2,157775.0,32137.0,,,1.18,54241.0,,,11754.0,25.9,0.08,,,3.74,3.74,102073392.0,605059076.22,,666.92,3.74,16.77,0.1367,19.35,0.0813,6.501
2013-03-07,8725536.0,52024572.35,1.59,9.26,1.59,56.39,1.0,39086304.49,3966664.0,6555536.0,23650581.27,,,10000.0,0.67,,,,0.08,127955.0,10000.0,,,0.67,10000.0,,5960.0,27940.0,25.66,0.19,,,3.74,3.74,102128864.0,608926543.22,,662.07,3.73,16.58,0.1373,19.25,0.0822,6.539
2013-03-08,8644334.0,51343368.71,1.57,9.27,1.57,56.32,1.0,39018822.94,3896332.0,6569334.0,23142420.28,,,,0.98,,,,0.72,125827.0,111159.0,,,0.98,,,40827.0,112029.0,25.5,0.72,,,3.68,3.68,102069520.0,606246010.33,,667.6,3.68,16.72,0.1435,19.27,0.0816,6.514
2013-03-11,8562060.0,50807857.08,1.56,9.62,1.56,55.4,1.0,38494663.36,3866145.0,6487060.0,22941972.21,,,1035.0,0.0,,,,0.2,11807.0,31222.0,,,0.0,1035.0,,,94081.0,25.05,0.64,,,3.65,3.65,102102808.0,605885134.65,,662.68,3.64,16.91,0.146,19.59,0.0808,6.508
2013-03-12,8501941.0,49900702.87,1.55,9.7,1.55,54.92,1.0,37721607.0,3892492.0,6426901.0,22846322.59,,,26347.0,0.46,,,,0.13,75307.0,13600.0,,,0.46,26347.0,,13600.0,135466.0,25.2,0.89,,,3.67,3.67,102189200.0,599782203.31,,662.03,3.67,17.06,0.1493,19.76,0.0801,6.437
2013-03-13,8403094.0,48814842.65,1.53,9.96,1.53,54.04,1.0,36715083.84,3877767.0,6320215.0,22526534.38,,,2300.0,,,,,0.15,,17052.0,,,,2300.0,,27.0,106686.0,25.01,0.75,,,3.66,3.66,102160496.0,593465756.42,,657.66,3.66,17.34,0.151,20.08,0.0792,6.371
2013-03-14,8377741.0,49087703.87,1.52,10.02,1.52,53.57,1.0,36883489.45,3832400.0,6294862.0,22455184.08,,,24681.0,0.5,,,,0.53,78688.0,70048.0,,,0.5,24681.0,,,104041.0,24.53,0.77,,,3.62,3.62,101976096.0,597508612.72,,651.86,3.63,17.36,0.1505,20.26,0.0792,6.426
2013-03-15,8341888.0,49516553.64,1.52,10.02,1.52,53.58,1.0,36878254.14,3878653.0,6212756.0,23023268.75,,,32726.0,,,,,0.17,,32700.0,,,,32726.0,,46227.0,82106.0,24.97,0.52,,,3.67,3.67,101773680.0,604117663.13,,655.33,3.67,17.39,0.1509,20.26,0.079,6.51
2013-03-18,8236391.0,49408527.23,1.5,9.68,1.5,53.65,1.0,36960760.93,3973204.0,6161351.0,23834487.46,,,122769.0,0.23,,34249.0,,0.3,25000.0,45803.0,,,0.23,122769.0,0.24,17585.0,110654.0,26.04,0.45,,,3.77,3.77,101527680.0,609045046.83,,664.81,3.77,17.54,0.154,20.23,0.0781,6.579
2013-03-19,8054329.0,48485284.96,1.46,9.67,1.46,52.75,1.0,35933803.82,3981225.0,5969289.0,23966096.82,,,,0.23,,,,0.01,25000.0,1979.0,,,0.23,,,10000.0,217062.0,26.27,1.34,,,3.77,3.77,101608552.0,611661082.89,,670.14,3.77,17.91,0.1587,20.58,0.0763,6.602
2013-03-20,8908853.0,54197954.68,1.62,10.85,1.62,58.35,1.0,36110596.05,4757224.0,5935722.0,28941078.13,,,,0.54,,57616.0,,0.72,80554.0,109843.0,,,0.54,,0.38,885842.0,171737.0,31.4,1.15,,,4.46,4.46,101902904.0,619937153.84,,673.79,4.45,17.91,0.1559,20.64,0.0835,6.672
2013-03-21,8873311.0,53844187.76,1.61,10.63,1.61,59.03,1.0,35803175.96,4757181.0,5900223.0,28867076.45,,,,0.2,,15200.0,,0.0,29453.0,43.0,,,0.2,,0.1,,80152.0,31.79,0.39,,,4.46,4.46,101898632.0,618331654.81,,680.65,4.46,17.83,0.1555,21.3,0.0832,6.655
2013-03-22,8905291.0,53007012.54,1.62,10.46,1.62,58.72,1.0,35310284.5,4652172.0,5932203.0,27691148.95,,,944.0,1.01,,,,0.72,151980.0,105953.0,,,1.01,944.0,,,120000.0,30.78,0.79,,,4.36,4.36,101954448.0,606864020.91,,673.91,4.37,17.85,0.1497,19.92,0.0835,6.528
2013-03-25,8906325.0,52379737.84,1.62,10.36,1.62,58.47,1.0,33759796.93,4845103.0,5740306.0,28494943.19,,,285.0,,,,,,,,,,,285.0,,192646.0,191897.0,31.71,1.31,,,4.53,4.53,102002680.0,599896549.58,,667.09,4.54,17.89,0.1493,20.02,0.0834,6.45
2013-03-26,8906608.0,51618014.33,1.62,10.46,1.62,57.69,1.0,34197190.66,4890030.0,5900672.0,28340041.31,,,1339.0,0.16,,192645.0,,0.01,25000.0,1428.0,,,0.16,1339.0,1.31,45016.0,57279.0,31.47,0.61,,,4.58,4.58,101806784.0,590018561.02,,654.74,4.59,18.08,0.1496,20.4,0.0835,6.356
2013-03-27,8867795.0,50350011.89,1.61,10.73,1.61,56.89,1.0,33282689.34,4912896.0,5861847.0,27894687.69,,,32460.0,0.29,,,,0.06,46175.0,9594.0,,,0.29,32460.0,,,85000.0,31.17,0.67,,,4.61,4.61,101636192.0,577075076.21,,644.39,4.61,18.26,0.1487,20.71,0.0832,6.227
2013-03-28,9115860.0,51650432.51,1.66,10.83,1.66,57.74,1.0,33777425.6,5063381.0,5961427.0,28689099.94,,,150485.0,0.65,,,,0.06,108281.0,4500.0,,,0.65,150485.0,,4500.0,8701.0,31.49,0.14,,,4.8,4.8,100347952.0,568571163.01,,624.14,4.8,17.97,0.146,20.71,0.0865,6.214
2013-03-29,8940860.0,50658883.09,1.63,10.13,1.63,56.63,1.0,32785876.18,5063381.0,5786427.0,28689099.94,,,,,,,,,,,,,,,,,35000.0,31.49,0.24,,0.87,4.8,4.8,100348168.0,568572386.87,,624.21,4.8,18.36,0.1468,21.16,0.0848,
2013-04-01,8949176.0,50706001.52,1.63,10.14,1.63,56.63,1.0,32832988.94,5063382.0,5794742.0,28689105.61,,,1.0,0.04,,,,,8315.0,,,,0.04,1.0,,,,31.45,,,,4.8,4.8,100485528.0,569350668.17,,624.29,4.8,18.45,0.1469,21.16,0.0848,
2013-04-02,8825122.0,50107720.99,1.6,10.0,1.6,55.84,1.0,32198742.31,4239129.0,5670939.0,24069139.57,,,2302.0,,,,,5.11,,826555.0,,,,2302.0,,,123803.0,26.42,0.77,,,4.06,4.06,100077592.0,568225578.84,,623.07,4.07,18.77,0.1506,21.47,0.0846,6.227
2013-04-03,8786401.0,49351095.67,1.61,9.67,1.6,55.56,1.0,32734229.12,4820375.0,5827957.0,27074883.99,,,,0.62,,82029.0,,1.55,100000.0,245154.0,,,0.62,,0.54,826400.0,25011.0,29.94,0.13,,,4.53,4.53,101589480.0,570603611.89,,630.83,4.53,18.4,0.1499,22.3,0.0826,6.16
2013-04-04,8832449.0,49915770.26,1.62,9.5,1.61,55.51,1.0,33183093.66,4684731.0,5871651.0,26475324.83,0.87,,2354.0,0.57,,,140000.0,0.88,89262.0,137998.0,0.87,,0.57,2354.0,,,185568.0,28.8,1.27,,,4.37,4.37,102605056.0,579863003.26,,631.1,4.36,18.32,0.1517,22.3,0.0823,6.198
2013-04-05,8798251.0,48655531.34,1.62,9.31,1.6,55.19,1.0,32275365.78,4610357.0,5836269.0,25495904.76,,,1184.0,0.02,,,,0.46,3094.0,75558.0,,,0.02,1184.0,,,38476.0,28.34,0.22,,,4.3,4.3,102555400.0,567145388.23,,629.95,4.3,18.46,0.1529,22.48,0.0821,6.065
2013-04-08,8777516.0,48836991.24,1.61,9.44,1.6,54.68,1.0,31907169.3,4656503.0,5734704.0,25908195.01,,,42531.0,,,,,0.66,,87743.0,,,,42531.0,,91358.0,101565.0,28.27,0.75,,,4.33,4.33,102901648.0,572531782.56,,625.53,4.32,18.46,0.1525,22.54,0.0816,6.102
2013-04-09,8528650.0,48058900.88,1.57,9.18,1.55,53.29,1.0,31839339.5,4482976.0,5650287.0,25261547.75,,,1030.0,1.04,,,,1.03,167761.0,174557.0,,,1.04,1030.0,,,252178.0,27.35,1.6,,,4.17,4.17,103083608.0,580875624.96,,629.93,4.16,15.6,0.1462,22.76,0.0793,6.18
2013-04-10,8528943.0,48239418.06,1.57,9.08,1.55,53.75,1.0,31493893.44,4516078.0,5568260.0,25542787.03,,,187341.0,0.16,,,,0.9,24576.0,154239.0,,,0.16,187341.0,,,106603.0,27.93,0.53,,,4.2,4.2,103100984.0,583135737.89,,637.8,4.19,15.97,0.1487,23.09,0.0793,6.203
2013-04-11,8844915.0,50284621.84,1.62,9.23,1.61,55.57,1.0,33285015.79,4545303.0,5854735.0,25840705.36,,,50396.0,1.59,,,,0.14,295426.0,23899.0,,,1.59,50396.0,,2728.0,8951.0,28.19,0.06,,,4.23,4.23,103009768.0,585625438.95,,639.6,4.22,17.66,0.1482,22.26,0.0822,6.235
2013-04-12,8938517.0,51387279.74,1.64,9.06,1.63,56.34,1.0,34206455.33,4617877.0,5950013.0,26548043.39,,,64283.0,0.72,,,,0.03,106462.0,4497.0,,,0.72,64283.0,,12788.0,11184.0,28.82,0.06,,,4.29,4.29,102989560.0,592084048.14,,644.25,4.28,17.43,0.1479,21.93,0.0831,6.305
2013-04-15,8816539.0,50050948.98,1.62,8.56,1.6,55.83,1.0,33171685.27,4607677.0,5843235.0,26157498.59,,,5000.0,0.06,,,,0.09,15000.0,15200.0,,,0.06,5000.0,,,121778.0,29.04,0.69,,,4.27,4.27,103186968.0,585786063.02,,650.1,4.28,17.7,0.1515,22.14,0.0818,6.226
2013-04-16,8984534.0,50406615.54,1.65,8.74,1.63,56.26,1.0,33518182.62,4809402.0,5974320.0,26982554.42,,,66340.0,1.21,,,,0.52,201285.0,64430.0,,,1.21,66340.0,,199815.0,70200.0,29.77,0.54,,,4.45,4.45,103332440.0,579733859.96,,639.58,4.45,17.32,0.1469,21.81,0.0831,6.153
2013-04-17,8732661.0,48595386.22,1.6,8.44,1.59,54.63,1.0,31696117.31,4811935.0,5695838.0,26777386.62,,,55888.0,0.93,,,,0.87,151518.0,133211.0,,,0.93,55888.0,,79856.0,430000.0,29.64,2.63,,,4.46,4.46,103086328.0,573653314.07,,635.09,4.46,17.93,0.1513,22.6,0.0809,6.103
2013-04-18,8551397.0,47734838.9,1.57,8.09,1.55,53.13,1.0,31647767.19,4507562.0,5669499.0,25161707.02,,,21710.0,0.12,,142000.0,,2.17,40513.0,340753.0,,,0.12,21710.0,0.87,14670.0,208852.0,27.52,1.32,,,4.18,4.18,103377296.0,577063440.16,,631.63,4.18,18.04,0.1522,22.87,0.0793,6.122
2013-04-19,8615258.0,48138450.98,1.58,8.05,1.57,53.65,1.0,31949033.22,4559124.0,5717865.0,25474474.15,,,27127.0,0.31,,,,,48366.0,,,,0.31,27127.0,,24435.0,,27.94,,,,4.22,4.22,103429360.0,577919915.62,,634.11,4.22,17.9,0.1501,22.62,0.0798,6.128
2013-04-22,8804289.0,49146509.87,1.62,8.26,1.6,54.82,1.0,32182125.84,4795022.0,5765226.0,26766340.37,,,207414.0,0.81,,,,0.0,124514.0,553.0,,,0.81,207414.0,,29037.0,77153.0,29.37,0.49,,,4.44,4.44,103217328.0,576170481.18,,632.6,4.44,17.79,0.1513,22.5,0.0815,6.122
2013-04-23,9324563.0,52586377.94,1.71,8.67,1.7,58.07,1.0,35328389.17,5092451.0,6264394.0,28719153.16,,,113046.0,3.0,,16400.0,,0.08,482768.0,12280.0,,,3.0,113046.0,0.1,196663.0,,31.25,,,,4.66,4.66,104283816.0,588114227.07,,641.1,4.65,16.68,0.1374,21.12,0.0853,6.185
2013-04-24,9340909.0,52516736.28,1.72,8.56,1.7,58.45,1.0,35499466.91,5059065.0,6314126.0,28443225.64,,,,0.54,,,,0.2,81438.0,33386.0,,,0.54,,,,31706.0,31.24,0.15,,,4.63,4.63,104107024.0,585313605.35,,643.48,4.63,16.65,0.1369,21.0,0.0856,6.166
2013-04-25,9493463.0,53391742.41,1.74,8.58,1.73,59.36,1.0,35821952.28,5125044.0,6369419.0,28823520.89,,,,0.54,,,,1.58,86575.0,251002.0,,,0.54,,,316981.0,31282.0,31.54,0.16,,,4.68,4.68,104298656.0,586581205.91,,643.12,4.68,14.87,0.1205,18.87,0.0868,6.168
2013-04-26,10639055.0,60571874.7,1.95,9.38,1.93,66.5,1.0,41884930.23,5472697.0,7356815.0,31157985.08,,,396905.0,,,1241375.0,,0.37,,59126.0,,,,396905.0,7.66,9874.0,253979.0,33.83,1.63,,,5.01,5.01,103699640.0,590398451.84,,641.43,5.01,13.48,0.1107,17.11,0.0975,6.244
2013-04-29,10300995.0,59670970.12,1.89,8.94,1.87,64.91,1.0,40685501.46,5444736.0,7023535.0,31539931.74,,,326.0,0.2,,,,0.1,18000.0,28287.0,,,0.2,326.0,,,351280.0,34.06,2.1,,,4.98,4.98,103821368.0,601410033.49,,649.89,4.98,13.85,0.1154,17.52,0.0943,6.353
2013-04-30,9636046.0,55854239.49,1.77,8.39,1.75,61.54,1.0,36855292.68,5295058.0,6358323.0,30692198.61,,,33314.0,1.65,,,,2.5,237928.0,420920.0,,,1.65,33314.0,,237928.0,903140.0,33.6,5.35,,,4.84,4.84,104045120.0,603085648.46,,659.87,4.84,15.58,0.1218,15.72,0.0881,6.357
2013-05-01,9682197.0,56121748.49,1.78,8.54,1.76,61.99,1.0,37046869.03,5295058.0,6391374.0,30692198.61,,,,0.22,,,,,33051.0,,,,0.22,,,,,33.67,,,,4.85,4.85,103976448.0,602687599.06,,661.36,4.84,15.46,0.1207,15.64,0.0886,
2013-05-02,9514215.0,54749002.17,1.75,8.39,1.73,61.03,1.0,35889024.38,5236499.0,6236751.0,30133131.86,,,,0.56,,,,0.56,84860.0,88946.0,,,0.56,,,30387.0,239483.0,33.25,1.45,,,4.79,4.79,103986008.0,598381493.15,,662.76,4.78,15.75,0.1231,15.83,0.0871,6.311
2013-05-03,10935337.0,62727347.54,2.01,9.62,1.99,69.44,1.0,42073678.34,5615473.0,7334757.0,32211510.85,,,107385.0,7.92,,,,0.39,1254361.0,61178.0,,,7.92,107385.0,,332767.0,156355.0,35.28,1.16,,,5.14,5.14,103542576.0,593941563.01,,652.38,5.13,13.16,0.1043,13.59,0.1002,6.291
2013-05-06,9745014.0,56308147.74,1.79,8.68,1.77,61.59,1.0,36367840.5,5510636.0,6294029.0,31841278.63,,,405.0,0.79,,,,1.24,124277.0,198445.0,,,0.79,405.0,,93203.0,1165005.0,34.67,7.74,,,5.03,5.03,104010144.0,600986161.16,,656.56,5.02,14.42,0.1079,14.63,0.089,6.337
2013-05-07,11459432.0,66726304.49,2.11,10.52,2.08,72.77,1.0,46690371.69,5390696.0,8018504.0,31389097.01,,,,9.59,,300000.0,,0.78,1505560.0,125500.0,,,9.59,,2.01,5560.0,81085.0,34.04,0.48,,,4.91,4.91,104333448.0,607515749.47,,661.62,4.89,12.2,0.1236,23.9,0.1044,6.386
2013-05-08,11518299.0,67667720.42,2.12,11.07,2.09,73.63,1.0,47525164.45,5475604.0,8089663.0,32168086.68,,,808.0,0.57,,,,,84100.0,,,,0.57,808.0,,84100.0,12941.0,34.89,0.08,,,5.01,5.01,103725360.0,609365902.13,,662.9,5.0,12.08,0.123,23.8,0.1055,6.443
2013-05-09,11463129.0,67416773.11,2.11,11.33,2.08,74.05,1.0,47354101.27,5458300.0,8051797.0,32101267.7,,,,,,,,0.0,,17304.0,,,,,,,37866.0,35.14,0.1,,,5.04,5.04,102817008.0,604685762.54,,665.81,5.01,12.11,0.1234,23.85,0.1059,6.45
2013-05-10,12173651.0,71539983.5,2.24,12.16,2.21,78.62,1.0,47872863.02,6054825.0,8146319.0,35581936.8,,,128805.0,,,122000.0,,0.17,,26280.0,,,,128805.0,0.78,494000.0,27478.0,38.97,0.19,,,5.51,5.51,103747480.0,609685049.04,,671.15,5.49,11.4,0.1116,22.49,0.1109,6.445
2013-05-13,12009928.0,69909846.58,2.21,12.09,2.18,77.35,1.0,46370495.48,5966837.0,7966064.0,34732985.84,,,24909.0,0.01,,,,0.76,1184.0,112897.0,,,0.01,24909.0,,,181439.0,38.23,1.14,,,5.43,5.43,103880096.0,604686520.5,,668.01,5.41,11.54,0.1138,22.84,0.1093,6.384
2013-05-14,11531407.0,67324148.54,2.12,11.79,2.1,73.84,1.0,43713776.53,5961442.0,7487378.0,34804860.04,,,16322.0,,,880354.0,,0.14,,21717.0,,,,16322.0,5.63,,1359040.0,38.03,8.93,,,5.44,5.44,103670552.0,605262795.94,,664.64,5.41,12.1,0.0877,13.03,0.1052,6.403
2013-05-15,19256224.0,112705100.82,3.54,20.34,3.5,123.63,1.0,88292567.97,13463555.0,15085222.0,78801083.94,,,121148.0,49.52,,,,4.59,7711441.0,721555.0,,,49.52,121148.0,,8102520.0,113597.0,86.17,0.77,,,12.29,12.29,96045576.0,562146884.39,,617.36,12.25,8.29,0.194,40.03,0.1758,6.419
2013-05-16,21221456.0,123472143.87,3.9,22.91,3.86,136.02,1.0,85825952.29,15485535.0,14751114.0,90099011.37,,,15663.0,0.34,,,,1.86,32290.0,293683.0,,,0.34,15663.0,,2300000.0,366398.0,99.19,2.35,,,14.16,14.16,93874416.0,546186623.51,,601.79,14.15,9.63,0.1684,36.16,0.1941,6.381
2013-05-17,21799606.0,126816099.08,4.0,24.12,3.96,139.73,1.0,92098081.09,16082209.0,15831601.0,93555957.39,,,481.0,,,1650000.0,,4.47,,690794.0,,,,481.0,10.93,1286987.0,569513.0,102.55,3.67,,,14.54,14.54,94489528.0,549679354.07,,604.75,14.5,13.93,0.1759,35.71,0.1972,6.38
2013-05-20,23530728.0,137787789.16,4.32,26.72,4.28,151.45,1.0,105916427.63,17015380.0,18087892.0,99636169.01,,,868681.0,6.19,,1278340.0,,0.02,977952.0,2345.0,,,6.19,868681.0,8.53,66835.0,,108.54,,,,14.92,14.92,97009568.0,568054413.87,,618.84,14.92,13.7,0.1618,33.69,0.2064,6.422
2013-05-21,23448952.0,136966840.85,4.31,26.84,4.26,150.84,1.0,104279402.86,17053634.0,17852808.0,99611375.98,,,,,,,,1.37,,215220.0,,,,,,253474.0,235086.0,109.31,1.55,,,15.46,15.46,93248672.0,544671506.76,,597.59,15.46,13.39,0.1613,33.67,0.2126,6.406
2013-05-22,23745060.0,138761379.84,4.36,27.32,4.32,153.03,1.0,111048607.96,16196744.0,19002808.0,94650531.36,,,3593.0,7.34,,,,5.5,1150000.0,860483.0,,,7.34,3593.0,,,,103.68,,,,14.76,14.76,93564008.0,546769342.89,,600.18,14.73,12.86,0.1569,32.34,0.2163,6.409
2013-05-23,23805216.0,136616744.44,4.37,27.45,4.33,152.0,1.0,108687703.06,16321075.0,18938632.0,93665696.3,,,12632.0,,,,,0.13,,19725.0,,,,12632.0,,131424.0,64175.0,104.2,0.46,,,14.56,14.56,95799864.0,549789824.94,,610.13,14.59,12.87,0.154,31.91,0.2123,6.294
2013-05-24,23671030.0,134378979.63,4.35,27.62,4.3,149.43,1.0,106996846.22,16186888.0,18847632.0,91891966.38,,,,,,,,0.87,,134187.0,,,,,,,91000.0,101.66,0.58,,,14.48,14.48,95633008.0,542902697.28,,600.01,14.49,12.99,0.1556,32.06,0.2117,6.226
2013-05-27,23451392.0,133345940.72,4.31,28.32,4.26,147.88,1.0,106421553.26,16098651.0,18716232.0,91537839.71,,,,0.0,,,,0.56,24.0,88237.0,,,0.0,,,,131424.0,100.24,0.83,,,14.39,14.39,95750840.0,544444689.46,,596.79,14.38,13.11,0.1581,32.46,0.2097,6.236
2013-05-28,22822876.0,130042695.31,4.19,29.5,4.15,144.21,1.0,106691748.12,16096651.0,18724716.0,91717270.05,,,,0.05,,,,0.01,8483.0,2000.0,,,0.05,,,,,100.45,,,,14.48,14.48,95062112.0,541655366.57,,595.11,14.44,13.51,0.1644,33.38,0.2053,6.249
2013-05-29,27718876.0,156296827.73,5.09,35.76,5.04,174.25,2.0,126856573.91,17211552.0,22497716.0,97049785.78,,,,24.72,,,,0.05,3923000.0,8100.0,,,24.72,,,1123000.0,150000.0,107.33,0.94,,,15.29,15.29,95349568.0,537642110.87,,593.0,15.33,19.56,0.1496,27.41,0.2463,6.184
2013-05-30,33977448.0,193972215.92,6.24,44.23,6.18,214.17,2.0,138224364.46,20105552.0,24212288.0,114779617.17,,,,19.43,,173000.0,,,2862000.0,,,,19.43,,1.07,2894000.0,1320426.0,124.44,8.52,,,18.3,18.3,89762168.0,512438916.33,,555.77,18.29,20.29,0.1454,22.55,0.3093,6.261
2013-05-31,28256736.0,160257161.3,5.19,37.16,5.14,178.95,2.0,110284612.99,19583284.0,19445516.0,111065959.74,,,4467.0,2.51,,,,5.49,372000.0,880376.0,,,2.51,4467.0,,353643.0,5138773.0,122.54,31.98,,,17.84,17.84,90206384.0,511602579.69,,564.71,17.83,17.7,0.1475,26.74,0.2574,6.22
2013-06-03,40561552.0,229326995.89,7.45,51.89,7.37,253.77,2.0,138725040.23,27606036.0,24536592.0,156079069.77,,,2038807.0,27.78,,901292.0,,3.22,4378885.0,501080.0,,,27.78,2038807.0,5.65,6517349.0,189100.0,171.01,1.17,,,25.3,25.3,81504304.0,460809221.22,,501.48,25.43,13.17,0.1105,18.66,0.3717,6.081
2013-06-04,76311288.0,433506494.9,14.02,95.13,13.87,480.32,3.0,312646537.76,35461188.0,55035992.0,201446676.08,,,2403051.0,59.93,,20906966.0,,3.06,9598434.0,488000.0,,,59.93,2403051.0,136.63,5940101.0,6000.0,216.1,0.14,,,32.48,32.48,73722144.0,418798176.25,,448.57,32.51,17.07,0.1106,18.55,0.6989,6.11
2013-06-05,86722152.0,492083758.15,15.93,108.1,15.77,550.38,4.0,366030620.63,36470444.0,64507236.0,206942663.8,,,258826.0,63.5,,,,0.23,9471242.0,38243.0,,,63.5,258826.0,,788671.0,,222.96,,,,33.47,33.47,72489568.0,411324422.03,,442.68,33.5,15.26,0.1307,26.26,0.7959,6.103
2013-06-06,71646824.0,401946141.45,13.16,90.04,13.03,451.1,3.0,312312812.51,31040040.0,55669700.0,174137855.83,,,13926.0,11.02,,421000.0,,46.17,1818325.0,7528061.0,,,11.02,13926.0,2.57,2051408.0,11076861.0,188.74,72.9,,,28.45,28.45,78077288.0,438021713.93,,472.47,28.54,18.01,0.1306,24.3,0.6566,6.034
2013-06-07,47940336.0,269797152.7,8.81,59.15,8.72,298.93,2.0,215782047.77,24047876.0,38342376.0,135335899.05,,,62482.0,,,,,45.41,,7523805.0,,,,62482.0,,469160.0,17327324.0,145.25,113.19,,,21.67,21.67,86949408.0,489331211.77,,525.05,21.67,15.87,0.1144,17.73,0.4319,6.053
2013-06-10,37267376.0,211360712.7,6.85,46.54,6.78,231.81,2.0,165696687.76,21976820.0,29215840.0,124640820.92,,,77.0,,,16600.0,,12.5,,2071134.0,,,,77.0,0.1,,9143136.0,133.04,58.35,,,20.74,20.74,83963968.0,476198917.73,,508.42,20.74,18.74,0.1291,20.67,0.3518,6.1
