,FIPP FP Equity_DX_SI_QTY,FIPP FP Equity_DX_SHORT_INTEREST_VALUE,FIPP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FIPP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FIPP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FIPP FP Equity_DX_SI_MV,FIPP FP Equity_DX_DSS,FIPP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FIPP FP Equity_DX_SUPPLY_SI_QTY,FIPP FP Equity_DX_BROKER_SI_QTY,FIPP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FIPP FP Equity_DX_SUPPLY_SI_QTY_INC_x,FIPP FP Equity_DX_BROKER_SI_MV_INC_x,FIPP FP Equity_DX_BROKER_SI_QTY_ADD,FIPP FP Equity_DX_SUPPLY_SI_MV_DEC,FIPP FP Equity_DX_BROKER_SI_QTY_INC,FIPP FP Equity_DX_SUPPLY_SI_QTY_DEC,FIPP FP Equity_DX_BROKER_SI_MV_INC_y,FIPP FP Equity_DX_SUPPLY_SI_QTY_INC_y,FIPP FP Equity_DX_BROKER_SI_MV_ADD,FIPP FP Equity_DX_SUPPLY_SI_QTY_ADD,FIPP FP Equity_DX_BROKER_SI_QTY_DEC,FIPP FP Equity_DX_SUPPLY_SI_MV,FIPP FP Equity_DX_BROKER_SI_MV_DEC,FIPP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FIPP FP Equity_DX_UTILIZATION_QUANTITY,FIPP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FIPP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FIPP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FIPP FP Equity_DX_ACTIVE_UTILIZATION_MV,FIPP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FIPP FP Equity_DX_BROKER_SI_CON_RATIO,FIPP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FIPP FP Equity_DX_DEMAND_SUPPLY_RATIO,FIPP FP Equity_PX_LAST
2004-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.16
2004-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2004-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2004-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9
2004-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2004-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45
2004-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.51
2005-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.36
2005-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.36
2005-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2005-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.79
2005-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2005-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.51
2005-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.98
2005-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.61
2005-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.88
2005-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
2005-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2005-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6
2005-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5
2005-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5
2005-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6
2005-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6
2005-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2
2005-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05
2005-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2005-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2005-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2005-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2005-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.49
2005-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2005-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2005-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
2005-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2005-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2005-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.44
2005-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.44
2005-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2005-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2005-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2005-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2005-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.95
2005-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2005-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95
2005-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8
2005-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1
2005-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1
2005-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1
2005-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.11
2005-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2005-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2005-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2005-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2005-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2005-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11
2005-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99
2005-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2005-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2006-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.99
2006-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.86
2006-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.49
2006-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3
2006-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.01
2006-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.35
2006-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22
2006-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2006-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2006-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2006-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2006-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2006-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2006-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2006-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2006-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2006-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2006-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.78
2006-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2006-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.01
2006-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.65
2006-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
2006-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.49
2006-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2006-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2006-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0
2006-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92
2006-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05
2006-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2
2006-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.61
2006-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2006-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2006-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5
2006-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.52
2006-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2
2006-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
2007-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2007-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2007-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0
2007-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8
2007-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0
2007-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.04
2007-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2007-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
2007-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
2007-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7
2007-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.38
2007-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
2007-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0
2007-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86
2007-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86
2007-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2007-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2007-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6
2007-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6
2007-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
2007-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2
2007-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
2007-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
2007-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8
2007-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.15
2007-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2007-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0
2007-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
2007-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.15
2007-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1
2007-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0
2007-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2007-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1
2007-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0
2007-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9
2007-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.92
2007-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
2007-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2007-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.01
2007-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.96
2007-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2007-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
2007-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
2007-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.03
2007-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.98
2007-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0
2007-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5
2007-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0
2007-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
2007-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.51
2007-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1
2007-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2007-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0
2007-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.01
2007-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0
2007-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0
2007-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1
2007-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
2007-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
2007-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
2007-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99
2007-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.01
2007-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2007-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2007-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0
2007-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
2007-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0
2007-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2007-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2007-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2007-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2007-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2007-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1
2007-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
2007-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1
2007-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6
2007-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2007-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
2007-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
2007-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
2007-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0
2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1
2007-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.15
2007-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1
2007-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.16
2007-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.21
2007-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5
2007-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.15
2007-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.39
2007-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.39
2007-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.39
2007-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.01
2007-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75
2007-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75
2007-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75
2007-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75
2007-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0
2008-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
2008-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2008-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
2008-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3
2008-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.35
2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.35
2008-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.35
2008-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6
2008-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.68
2008-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.61
2008-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.32
2008-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.85
2008-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.23
2008-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.99
2008-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
2008-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1
2008-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2008-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
2008-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.99
2008-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
2008-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.33
2008-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.33
2008-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.33
2008-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9
2008-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9
2008-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9
2008-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9
2008-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9
2008-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0
2008-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96
2008-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
2008-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2008-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8
2008-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9
2009-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.76
2009-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0
2009-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.95
2009-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5
2009-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92
2009-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.46
2009-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.24
2009-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.43
2009-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.29
2009-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
2009-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2009-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01
2009-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2009-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2009-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2009-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2009-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2009-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
2009-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2009-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
2009-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
2009-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.89
2009-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.57
2009-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21
2009-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2009-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15
2009-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15
2009-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15
2010-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17
2010-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17
2010-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17
2010-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
2010-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.01
2010-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.01
2010-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15
2010-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2
2010-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15
2010-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
2010-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2010-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2010-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2010-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2010-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2010-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2010-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2010-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2010-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2011-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2011-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.15
2011-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6
2011-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6
2011-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.59
2011-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.22
2011-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2011-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2011-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
2011-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.06
2011-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2011-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.76
