,LOCAL FP Equity_DX_SI_QTY,LOCAL FP Equity_DX_SHORT_INTEREST_VALUE,LOCAL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LOCAL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LOCAL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LOCAL FP Equity_DX_SI_MV,LOCAL FP Equity_DX_DSS,LOCAL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LOCAL FP Equity_DX_SUPPLY_SI_QTY,LOCAL FP Equity_DX_BROKER_SI_QTY,LOCAL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LOCAL FP Equity_DX_BROKER_SI_MV_NEW_x,LOCAL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LOCAL FP Equity_DX_SUPPLY_SI_QTY_INC_x,LOCAL FP Equity_DX_BROKER_SI_MV_INC_x,LOCAL FP Equity_DX_SUPPLY_SI_MV_NEW,LOCAL FP Equity_DX_BROKER_SI_QTY_ADD,LOCAL FP Equity_DX_BROKER_SI_QTY_NEW,LOCAL FP Equity_DX_SUPPLY_SI_MV_DEC,LOCAL FP Equity_DX_BROKER_SI_QTY_INC,LOCAL FP Equity_DX_SUPPLY_SI_QTY_DEC,LOCAL FP Equity_DX_BROKER_SI_MV_NEW_y,LOCAL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LOCAL FP Equity_DX_BROKER_SI_MV_INC_y,LOCAL FP Equity_DX_SUPPLY_SI_QTY_INC_y,LOCAL FP Equity_DX_BROKER_SI_MV_ADD,LOCAL FP Equity_DX_SUPPLY_SI_QTY_ADD,LOCAL FP Equity_DX_BROKER_SI_QTY_DEC,LOCAL FP Equity_DX_SUPPLY_SI_MV,LOCAL FP Equity_DX_BROKER_SI_MV_DEC,LOCAL FP Equity_DX_SUPPLY_SI_MV_RMV,LOCAL FP Equity_DX_BROKER_SI_MV_RMV,LOCAL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LOCAL FP Equity_DX_UTILIZATION_QUANTITY,LOCAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LOCAL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LOCAL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LOCAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LOCAL FP Equity_DX_ACTIVE_UTILIZATION_MV,LOCAL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LOCAL FP Equity_DX_BROKER_SI_CON_RATIO,LOCAL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LOCAL FP Equity_DX_DEMAND_SUPPLY_RATIO,LOCAL FP Equity_PX_LAST
2008-08-01,33301544.0,219193622.37,26.55,27.06,11.87,314.06,3.0,108363321.71,21116370.0,16463371.0,138989760.7,,,108301.0,,,,,0.81,,92977.0,,,,108301.0,,5630.0,606538.0,184.41,4.64,,,99.51,85.38,104436.0,687406.72,,0.91,99.51,21.58,0.1636,28.79,1.3466,8.7
2008-08-04,33776332.0,225640721.58,26.92,29.81,12.04,319.02,3.0,113814316.57,21067578.0,17036952.0,140740667.22,,,13544.0,5.15,,,,0.5,573582.0,63336.0,,,5.15,13544.0,,1000.0,,184.74,,,,99.51,84.9,104436.0,697678.32,,0.92,99.5,21.34,0.1609,28.31,1.3612,8.83
2008-08-05,33734124.0,227400509.03,26.89,30.87,12.02,321.73,3.0,114569097.34,21018712.0,16995952.0,141686376.92,,,34640.0,,,,,0.5,,88358.0,,,,34640.0,,4852.0,41000.0,187.09,0.2,,,98.91,84.72,232194.0,1565211.35,,2.07,98.91,21.48,0.1606,28.09,1.3597,8.91
2008-08-06,33511492.0,230209851.11,26.71,31.18,11.94,321.91,3.0,115469439.17,20913608.0,16808808.0,143667688.2,,,20166.0,,,,,0.96,,125271.0,,,,20166.0,,,187146.0,188.09,1.44,,,99.53,84.85,98132.0,674125.55,,0.89,99.53,21.71,0.1613,28.01,1.3597,9.08
2008-08-07,33290256.0,223149104.45,26.54,31.39,11.86,322.12,3.0,111832441.97,20621516.0,16683601.0,138228820.7,,,,0.55,,,,2.82,50000.0,293890.0,,,0.55,,,1800.0,175206.0,186.4,0.7,,,99.53,83.72,98134.0,657805.52,,0.87,99.54,21.81,0.1626,28.21,1.3515,8.86
2008-08-08,33156736.0,227772826.64,26.43,31.63,11.81,321.01,3.0,112705072.38,20804554.0,16406401.0,142918533.1,,32419.0,63775.0,0.0,0.29,,,0.85,3800.0,104181.0,,32419.0,0.0,63775.0,,203584.0,281000.0,188.11,2.87,0.11,,99.53,84.47,98134.0,674139.29,12560.0,0.89,99.53,22.08,0.1618,27.74,1.3463,9.08
2008-08-11,32851826.0,246555944.31,26.19,32.47,11.71,324.87,3.0,121537376.44,20712054.0,16193991.0,155445850.49,,,120425.0,,,,,1.67,,213733.0,,,,120425.0,,808.0,212410.0,194.21,1.47,,,99.15,84.55,176770.0,1326674.94,,1.74,99.11,22.8,0.1618,27.18,1.3411,9.92
2008-08-12,32903262.0,256899313.92,26.23,32.68,11.72,339.47,3.0,126090134.06,20818890.0,16149427.0,162547973.44,,,139118.0,1.23,,,,0.06,68000.0,32282.0,,,1.23,139118.0,,,112564.0,207.23,0.13,,,98.45,85.12,327890.0,2560071.89,,3.39,98.39,23.65,0.1596,26.0,1.3453,10.32
2008-08-13,33055264.0,253834683.97,26.35,32.61,11.78,348.89,3.0,125617999.84,20727892.0,16358427.0,159171559.34,,,,5.22,,,,0.0,209000.0,90999.0,,,5.22,,,,,211.08,,,,98.41,84.93,334178.0,2566186.34,,3.4,98.41,23.41,0.1567,25.4,1.3544,10.15
2008-08-14,32781444.0,247515791.89,26.13,32.54,11.68,346.03,3.0,122127029.0,20636072.0,16174727.0,155812346.23,,,87218.0,0.41,,,,1.94,40000.0,196038.0,,,0.41,87218.0,,17000.0,223700.0,209.25,2.32,,,98.41,85.05,332982.0,2514175.5,,3.31,98.44,23.43,0.1571,25.28,1.351,9.98
2008-08-15,32744520.0,249218857.49,26.1,32.21,11.67,344.1,3.0,123425665.58,20556014.0,16216727.0,156452020.79,,,17995.0,0.54,,35000.0,,1.26,70000.0,98052.0,,,0.54,17995.0,0.35,,63000.0,207.58,1.02,,,98.41,85.27,332984.0,2534344.44,,3.35,98.41,23.49,0.1579,25.54,1.3583,10.06
2008-08-18,32400824.0,246357851.73,25.83,31.3,11.55,340.45,3.0,123721165.48,20157318.0,16271727.0,153265039.16,,,500.0,0.6,,,,4.16,55000.0,411396.0,,,0.6,500.0,,12200.0,,203.49,,,,98.14,83.4,381364.0,2899679.83,,3.83,98.15,23.39,0.1589,26.03,1.3405,10.05
2008-08-19,32037064.0,229533975.84,25.54,30.71,11.42,332.49,3.0,115656800.17,19821718.0,16142727.0,142015440.01,,,32300.0,0.64,,,,3.75,50000.0,367900.0,,,0.64,32300.0,,,179000.0,195.77,1.86,,,98.03,82.03,398668.0,2856312.02,,3.77,98.11,23.04,0.1598,26.56,1.3259,9.47
2008-08-20,32332394.0,233851438.75,25.77,30.81,11.52,327.28,3.0,117485004.6,20029022.0,16243524.0,144864485.18,,,198667.0,0.37,,80000.0,,0.04,21637.0,8363.0,,,0.37,198667.0,0.76,17000.0,840.0,190.74,0.03,,,98.05,82.89,398668.0,2883457.54,,3.82,98.04,22.96,0.1601,26.78,1.338,9.56
2008-08-21,31981216.0,226956226.74,25.49,31.34,11.4,322.15,3.0,113311614.17,19898984.0,15967146.0,141214090.31,,,118515.0,,,,,2.58,,267354.0,,,,118515.0,,18800.0,276378.0,188.78,2.25,,,97.37,82.41,538444.0,3821093.56,,5.13,97.35,23.14,0.1616,26.98,1.3244,9.38
2008-08-22,31789156.0,229200831.96,25.34,32.3,11.33,319.41,3.0,113017864.43,19939984.0,15675085.0,143767922.69,,,250000.0,,,,,1.94,,209000.0,,,,250000.0,,,292061.0,188.36,2.88,,,99.14,83.44,172084.0,1240731.15,,1.6,99.16,23.29,0.1626,27.04,1.3302,9.53
2008-08-25,31526840.0,229694724.84,25.13,32.68,11.23,319.71,3.0,111806789.75,19911668.0,15346085.0,145070203.75,,,50000.0,0.68,,,,0.73,60000.0,78315.0,,,0.68,50000.0,,,389000.0,191.12,4.03,,,98.81,83.15,239344.0,1743785.75,,2.3,98.81,23.62,0.1627,26.95,1.3166,9.63
2008-08-26,31684306.0,228444860.11,25.26,32.58,11.29,322.31,3.0,112150865.29,19900384.0,15554836.0,143482405.42,,,64740.0,2.1,,,,1.11,208751.0,93025.0,,,2.1,64740.0,,17000.0,,191.63,,,,99.14,82.96,172084.0,1240731.15,,1.62,99.16,23.5,0.1639,27.28,1.3208,9.53
2008-08-27,31266160.0,225666561.82,24.92,32.46,11.14,316.53,3.0,111258083.54,19620236.0,15414836.0,141610968.55,,,29827.0,,,,,3.12,,309974.0,,,,29827.0,,,140000.0,187.19,1.4,,,98.21,82.33,357154.0,2577793.86,,3.43,98.2,23.65,0.1658,27.59,1.3119,9.54
2008-08-28,31424308.0,226570266.21,25.05,33.34,11.2,318.16,3.0,112013881.89,19731384.0,15535837.0,142263910.01,,,151737.0,1.05,,,,0.47,137001.0,48355.0,,,1.05,151737.0,,7765.0,16000.0,188.64,0.14,,,99.3,83.83,139372.0,1004876.58,,1.33,99.3,23.59,0.1649,27.43,1.3351,9.53
2008-08-29,30701592.0,227630924.98,24.47,33.52,10.94,313.34,3.0,113690360.94,18769668.0,15333923.0,139164017.57,,,5960.0,1.18,,,,8.5,114000.0,996715.0,,,1.18,5960.0,,29040.0,315914.0,181.49,3.15,,,99.26,82.14,139374.0,1033361.15,,1.4,99.24,23.96,0.1665,27.42,1.3436,9.8
2008-09-01,31032246.0,235012833.29,24.74,34.53,11.06,320.99,3.0,116156875.69,19096322.0,15337923.0,144619913.71,,,115698.0,0.05,,,,,4000.0,,,,0.05,115698.0,,210956.0,,189.12,,,,99.28,81.8,139374.0,1055504.61,,1.42,99.26,24.13,0.1657,27.01,1.3293,10.01
2008-09-02,30665982.0,233167077.69,24.45,34.44,10.93,320.93,3.0,115137728.76,18637436.0,15142839.0,141708701.44,,,17701.0,0.8,,69000.0,,4.76,83994.0,501925.0,,,0.8,17701.0,0.69,25337.0,348078.0,187.06,2.45,,,98.67,75.08,251988.0,1915976.65,,2.53,98.66,24.28,0.1668,27.18,1.2353,10.05
2008-09-03,30785776.0,230118397.58,24.54,34.39,10.97,322.17,3.0,113743262.7,18918154.0,15216839.0,141409957.76,,,289717.0,1.85,,,,0.35,181000.0,31259.0,,,1.85,289717.0,,22261.0,107000.0,189.0,0.07,,,99.63,82.65,69532.0,519739.78,,0.67,99.65,24.09,0.1673,27.52,1.3449,9.88
2008-09-04,30465676.0,219428007.21,24.29,33.79,10.86,315.77,3.0,109578157.88,18601252.0,15213977.0,133974892.2,,,21560.0,0.14,,,,4.03,22138.0,365319.0,,,0.14,21560.0,,26857.0,25000.0,182.69,0.26,,,98.48,81.06,286888.0,2066301.18,,2.73,98.53,23.02,0.1662,28.07,1.3276,9.52
2008-09-05,30674650.0,217219973.48,24.45,34.43,10.93,310.92,3.0,109427493.79,18608732.0,15452769.0,131776182.34,,,29739.0,2.21,,,,0.32,258232.0,22258.0,,,2.21,29739.0,,,19440.0,176.8,0.48,,,98.48,81.79,286890.0,2031587.59,,2.69,98.5,22.54,0.1666,28.39,1.3482,9.36
2008-09-08,29919376.0,221378621.04,23.85,35.86,10.66,302.78,3.0,114152722.53,17874596.0,15427769.0,132257217.33,,,112496.0,,,,,8.05,,851486.0,,,,112496.0,,4852.0,25000.0,171.23,0.36,,,97.47,78.76,463886.0,3432372.49,,4.5,97.44,21.12,0.1664,29.15,1.3182,9.78
2008-09-09,29605988.0,219507784.27,23.6,35.38,10.55,304.36,3.0,112119455.36,17708562.0,15122048.0,131296655.5,,,139849.0,0.0,,,,2.97,9000.0,305882.0,,,0.0,139849.0,,,314721.0,173.99,2.85,,,96.47,78.02,647572.0,4801295.43,,6.36,96.47,21.5,0.168,29.16,1.3044,9.8
2008-09-10,29718240.0,219665544.31,23.69,35.63,10.59,306.52,3.0,112633658.93,17635948.0,15238048.0,130357992.83,,,78490.0,3.89,,20000.0,,1.5,286000.0,155247.0,,,3.89,78490.0,0.2,4144.0,190000.0,173.53,2.18,,,96.63,78.02,614284.0,4540545.78,,6.04,96.64,21.38,0.167,28.73,1.3148,9.77
2008-09-11,29856762.0,221367098.84,23.8,35.36,10.64,307.35,3.0,112678234.36,17797108.0,15197413.0,131953162.43,,,387077.0,0.75,,,,2.5,75000.0,242211.0,,,0.75,387077.0,,16292.0,115635.0,174.53,1.01,,,95.78,78.03,785036.0,5820495.26,,7.7,95.78,21.24,0.1655,28.58,1.309,9.8
2008-09-12,29625144.0,219649812.67,23.62,34.84,10.56,303.81,3.0,110219517.82,17949108.0,14865795.0,133080136.58,,,152000.0,,,,,,,,,,,152000.0,,,331618.0,175.68,4.17,,,96.59,78.5,633036.0,4693521.11,,6.22,96.58,21.49,0.167,28.77,1.2957,9.8
2008-09-15,29444748.0,211852039.95,23.47,33.87,10.49,300.32,3.0,103433634.4,17361712.0,14375964.0,124915794.98,,40000.0,,1.0,0.38,,,6.34,100000.0,638396.0,,40000.0,1.0,,,11000.0,25000.0,168.43,0.24,,5.66,95.55,75.39,808144.0,5814515.88,,7.79,95.58,21.4,0.1677,29.03,1.2785,9.51
2008-09-16,29633020.0,209843757.58,23.62,33.57,10.56,297.96,3.0,101942124.94,17610222.0,14395725.0,124705317.12,,,269169.0,0.65,,,,0.18,82000.0,17275.0,,,0.65,269169.0,,101592.0,62239.0,167.29,0.89,1.0,,96.47,75.84,645334.0,4569878.85,104975.0,6.11,96.47,21.83,0.1706,29.26,1.2762,9.36
2008-09-17,29415374.0,202738880.03,23.45,32.03,10.48,292.02,3.0,99766241.45,17313222.0,14475079.0,119327506.7,,,23712.0,,,79354.0,,3.27,,320712.0,,,,23712.0,0.76,,,160.62,,,,96.41,73.83,645334.0,4447820.12,,6.04,96.38,21.61,0.1724,29.72,1.2544,9.11
2008-09-18,29457906.0,203032022.32,23.48,30.0,10.5,288.61,3.0,100107409.12,17279292.0,14524579.0,119093651.77,,,115824.0,0.0,,,,1.47,80000.0,154606.0,,,0.0,115824.0,,4852.0,30500.0,157.99,0.41,,,95.41,73.83,831510.0,5730996.52,,7.58,95.42,21.55,0.173,29.88,1.2586,9.11
2008-09-19,28420946.0,225558038.47,22.66,27.8,10.13,285.91,3.0,109914844.95,16734100.0,13849579.0,132807358.75,,,174999.0,1.26,,,,3.43,20000.0,381936.0,,,1.26,174999.0,,,695000.0,162.13,8.86,3.07,,94.39,74.85,995152.0,7897855.8,338255.0,9.98,94.2,22.93,0.1665,27.41,1.2712,10.49
2008-09-22,27583732.0,209522674.41,21.99,25.11,9.83,287.94,2.0,99928178.52,16500885.0,13155579.0,125338716.15,,,290847.0,1.87,,,,1.08,198000.0,168033.0,,,1.87,290847.0,,38157.0,892000.0,169.12,8.48,4.12,,96.17,77.38,656545.0,4987035.99,394186.0,6.7,96.19,23.29,0.1699,27.89,1.2935,10.04
2008-09-23,26887642.0,195691553.34,21.43,24.77,9.58,279.3,2.0,93530272.13,16109496.0,12850879.0,117246885.98,,9937.0,193926.0,,0.1,,,2.59,,243514.0,,9937.0,,193926.0,,944.0,304700.0,159.69,3.35,3.62,,96.93,76.68,509842.0,3710692.55,352682.0,5.09,96.91,22.56,0.1747,28.95,1.2799,9.62
2008-09-24,26356824.0,186244837.86,21.01,25.13,9.39,267.19,2.0,90701135.08,15593798.0,12835759.0,110190225.51,,,21786.0,,,,,7.09,,613440.0,,,,21786.0,,75956.0,15120.0,149.19,1.37,,,95.33,73.42,764339.0,5401037.44,,7.27,95.35,21.71,0.178,30.26,1.2409,9.34
2008-09-25,26449988.0,191505701.64,21.08,25.5,9.42,264.97,2.0,93757889.05,15576962.0,12949458.0,112781791.71,,17000.0,13123.0,0.99,0.16,,,0.14,113699.0,20448.0,,17000.0,0.99,13123.0,,3699.0,,147.53,,0.29,,95.31,72.88,766894.0,5552538.38,30210.0,7.24,95.32,21.86,0.1783,30.4,1.2376,9.57
2008-09-26,26335054.0,187286450.26,20.99,25.8,9.38,263.96,2.0,91701253.17,15412027.0,12894459.0,109605388.62,,,35056.0,0.67,,,,1.7,61700.0,199991.0,,,0.67,35056.0,,,116699.0,146.49,1.22,,,92.91,71.46,1176835.0,8369272.75,,11.15,92.93,22.14,0.18,30.63,1.221,9.4
2008-09-29,25474652.0,181167547.43,20.31,25.08,9.08,255.22,2.0,89722556.5,14829858.0,12616227.0,105465189.58,,,29963.0,,,,,5.87,,607070.0,,,,29963.0,,2000.0,278232.0,140.23,2.21,0.07,,88.92,67.76,1848133.0,13143328.63,7062.0,17.34,89.0,20.78,0.1813,31.66,1.164,9.4
2008-09-30,24815814.0,182865498.29,19.78,24.3,8.84,250.81,2.0,89240815.3,14544796.0,12110450.0,107179291.72,,,37097.0,0.56,,,,2.66,59300.0,296059.0,,,0.56,37097.0,,,565077.0,139.92,5.64,0.26,,92.9,67.27,1111396.0,8189777.02,26100.0,10.82,92.82,21.86,0.1813,30.92,1.1478,9.74
2008-10-01,24035930.0,180755535.64,19.16,23.44,8.56,245.88,2.0,84015118.34,14607469.0,11171893.0,109851413.42,,,463712.0,,,54354.0,,3.54,,401039.0,,,,463712.0,0.55,,992911.0,143.4,10.04,,,91.59,67.12,1341251.0,10086505.62,,13.26,91.54,24.14,0.1882,30.48,1.1044,9.94
2008-10-02,23833628.0,179594811.79,19.0,23.18,8.49,246.27,2.0,84400404.88,14358724.0,11200590.0,108198060.92,,,252190.0,2.44,,,,4.65,241000.0,500935.0,,,2.44,252190.0,,,212303.0,142.47,1.42,,,92.66,66.79,1137119.0,8568593.62,,11.31,92.64,24.71,0.1923,30.5,1.1087,9.96
2008-10-03,23665268.0,176893821.04,18.86,22.8,8.43,245.98,2.0,82635963.85,14335724.0,11055232.0,107157079.13,,,,0.5,,,,0.22,50000.0,23000.0,,,0.5,,,,195358.0,143.23,1.49,,,93.83,66.39,943028.0,7048972.62,,9.35,93.87,24.87,0.1937,30.72,1.096,9.88
2008-10-06,23704740.0,166607750.9,18.9,22.55,8.45,242.67,2.0,77663489.33,14389670.0,11049863.0,101137179.94,,26100.0,39698.0,0.76,0.24,,,0.04,81600.0,4436.0,,26100.0,0.76,39698.0,,,86969.0,139.85,0.68,0.07,,93.67,66.29,972031.0,6831878.3,7416.0,9.26,93.79,24.39,0.1947,31.33,1.0921,9.29
2008-10-07,23788796.0,165218789.06,18.96,22.53,8.48,232.79,2.0,76401652.8,14523004.0,11000585.0,100865682.08,,,277959.0,,,,,1.89,,187826.0,,,,277959.0,,43201.0,49278.0,134.94,0.92,,,94.6,65.78,828990.0,5757530.73,,7.89,94.48,25.16,0.1958,31.0,1.0774,9.18
2008-10-08,23957402.0,162220989.86,19.1,22.23,8.54,230.84,2.0,75772771.12,14501713.0,11190406.0,98194380.07,,,135155.0,2.48,,,,1.71,260000.0,173855.0,,,2.48,135155.0,,36735.0,70179.0,132.24,0.73,0.18,,95.57,68.12,672569.0,4554116.88,19326.0,6.09,95.59,25.11,0.2015,32.16,1.1255,8.95
2008-10-09,23901490.0,157140830.22,19.05,21.59,8.52,226.47,2.0,73473945.62,14460647.0,11175560.0,95071816.66,,16896.0,544.0,,0.15,54354.0,,1.27,,122762.0,,16896.0,,544.0,0.51,64256.0,69200.0,128.46,1.0,,,97.63,68.94,351513.0,2311029.34,,3.05,97.68,24.87,0.2035,32.71,1.1394,8.69
2008-10-10,23681224.0,141180480.22,18.88,21.2,8.44,217.6,2.0,64337454.48,14249053.0,10791787.0,84948655.74,,,335959.0,0.25,,,,5.46,45800.0,547553.0,,,0.25,335959.0,,,59300.0,119.85,0.64,,3.22,94.54,69.44,822961.0,4906251.01,,6.9,94.56,24.3,0.2117,33.99,1.154,7.88
2008-10-13,23980596.0,150948078.98,19.12,21.3,8.54,213.78,2.0,69870983.54,14274952.0,11100160.0,89855005.35,3.09,,112.0,0.0,,,370273.0,0.1,105100.0,10112.0,3.09,,0.0,112.0,,70626.0,167000.0,116.49,1.89,0.28,,95.45,68.49,680373.0,4282670.76,34727.0,5.52,95.47,24.05,0.2081,33.88,1.1506,8.32
2008-10-14,23936630.0,156828572.81,19.08,20.99,8.53,217.77,2.0,72968974.24,14235779.0,11137201.0,93270310.12,,35869.0,71287.0,0.91,0.31,,,0.76,80812.0,120789.0,,35869.0,0.91,71287.0,,560.0,43771.0,121.25,0.13,0.22,,94.22,68.17,873784.0,5724878.47,26100.0,7.39,94.25,24.68,0.2087,33.54,1.1462,8.66
2008-10-15,23418976.0,146172657.1,18.67,20.68,8.34,214.76,2.0,67773075.91,13992700.0,10858228.0,87337300.28,,,328673.0,0.67,,,,6.82,60000.0,792720.0,,,0.67,328673.0,,220968.0,338973.0,119.24,3.02,,,91.83,68.6,1245374.0,7773167.65,,10.43,91.95,26.59,0.2169,34.18,1.1481,8.25
2008-10-16,23275704.0,138410699.38,18.55,20.69,8.29,207.79,2.0,64037402.13,13998866.0,10768789.0,83245294.48,,7416.0,181268.0,0.0,0.06,,,1.34,800.0,142914.0,,7416.0,0.0,181268.0,,,90239.0,113.72,0.62,0.33,,91.96,68.59,1223779.0,7277292.55,39604.0,9.78,92.08,26.68,0.223,35.13,1.1404,7.86
2008-10-17,23429788.0,137199841.98,18.68,20.88,8.35,204.06,2.0,63018196.78,14058951.0,10761696.0,82326218.9,,,145091.0,0.25,,,,0.97,124000.0,118603.0,,,0.25,145091.0,,33597.0,131093.0,110.63,1.14,,,92.28,68.79,1175998.0,6886393.5,,9.17,92.35,26.73,0.2284,35.96,1.1464,7.74
2008-10-20,23331346.0,141212802.71,18.6,20.73,8.31,203.23,2.0,65225874.5,13892508.0,10776696.0,84084304.06,,,15017.0,0.0,,,,1.15,50000.0,183749.0,,,0.0,15017.0,,2289.0,35000.0,110.22,0.32,,,92.17,68.3,1179982.0,7141832.51,,9.34,92.19,26.73,0.2293,36.04,1.1471,8.0
2008-10-21,23475716.0,142974642.34,18.71,21.08,8.36,206.85,2.0,65481278.19,13929877.0,10751696.0,84837420.16,,,237468.0,0.23,,3000.0,,1.26,10000.0,162860.0,,,0.23,237468.0,0.03,16044.0,38000.0,112.56,0.19,0.42,,89.43,68.7,1645937.0,10024284.41,53283.0,13.23,89.48,27.34,0.2281,35.4,1.1577,8.05
2008-10-22,23412962.0,134621443.81,18.66,21.26,8.34,204.52,2.0,61681169.77,13961414.0,10727406.0,80276289.27,,,97755.0,0.53,,,,0.29,62900.0,37480.0,,,0.53,97755.0,,2742.0,87190.0,110.3,0.36,0.26,,90.83,69.59,1409074.0,8101989.67,31480.0,11.01,90.92,26.92,0.2278,35.73,1.167,7.6
2008-10-23,24077968.0,138445140.61,19.19,22.35,8.58,204.71,2.0,61451175.05,14666419.0,10687406.0,84329975.05,,31480.0,11070.0,,0.24,,,0.11,,14175.0,,31480.0,,11070.0,,676630.0,40000.0,112.07,0.35,,,91.0,71.83,1449966.0,8337113.28,,11.01,91.05,26.25,0.2275,35.58,1.1792,7.6
2008-10-24,24068766.0,136571279.92,19.19,22.6,8.58,203.92,2.0,60610008.61,14662963.0,10681661.0,83200760.04,,,10159.0,0.0,,,,0.08,37000.0,13615.0,,,0.0,10159.0,,,42745.0,111.73,0.32,,,90.88,71.72,1471374.0,8348887.95,,11.15,90.93,26.13,0.228,35.71,1.1772,7.5
2008-10-27,24068508.0,124369579.08,19.19,22.68,8.58,198.55,2.0,55059846.63,14688961.0,10655406.0,75902498.68,,,47998.0,0.05,,,,0.17,3000.0,22000.0,,,0.05,47998.0,,,29255.0,106.34,0.29,,,90.89,71.88,1472258.0,7607621.87,,10.53,90.99,25.25,0.2302,36.67,1.1778,6.83
2008-10-28,23374236.0,118659970.57,18.63,22.16,8.33,185.69,2.0,54092470.12,13994687.0,10655406.0,71044424.62,,,10234.0,,,,,5.29,,704508.0,,,,10234.0,,,,95.2,,,,90.48,68.32,1472258.0,7473959.4,,9.96,90.53,25.44,0.2419,38.9,1.141,6.71
2008-10-29,23900092.0,130189620.38,19.05,23.4,8.52,190.37,2.0,57421218.38,14599616.0,10541335.0,79527663.1,,,18129.0,,,,,0.57,,82200.0,,,,18129.0,,669000.0,114071.0,101.97,0.99,,,90.84,67.66,1472258.0,8019747.8,,10.28,90.84,25.77,0.2378,37.61,1.1076,7.2
2008-10-30,23767944.0,131807426.82,18.95,24.6,8.47,194.4,2.0,57710721.25,14452218.0,10406585.0,80146169.41,,,72448.0,,,,,0.81,,221290.0,,,,72448.0,,7294.0,134750.0,105.31,0.64,0.04,,89.88,71.17,1627579.0,9025896.39,5850.0,11.83,89.9,26.29,0.2365,36.97,1.1705,7.33
2008-10-31,23618588.0,132408672.04,18.83,25.0,8.42,196.14,2.0,57931892.8,14348545.0,10333685.0,80439685.43,,,52618.0,0.06,,,,0.9,2100.0,129676.0,,,0.06,52618.0,,,75000.0,106.44,0.0,0.19,,89.8,71.22,1629236.0,9133694.83,26615.0,12.02,89.85,26.45,0.2344,36.58,1.1724,7.41
2008-11-03,23659524.0,139261122.49,18.86,26.43,8.43,198.57,2.0,61056488.74,14377298.0,10373085.0,84625483.5,,26615.0,17403.0,0.0,0.2,,,0.84,40000.0,114070.0,,26615.0,0.0,17403.0,,98805.0,600.0,109.3,0.0,,,89.8,68.0,1633516.0,9614955.56,,12.38,89.82,26.96,0.2329,35.94,1.119,7.78
2008-11-04,23539676.0,146747930.08,18.76,26.67,8.39,202.15,2.0,64383174.13,14244098.0,10327635.0,88798668.99,,,,,,14800.0,,0.82,,148000.0,,,,,0.12,14800.0,60250.0,112.58,0.24,,,90.57,67.37,1482314.0,9240845.59,,11.8,90.51,27.71,0.2326,35.26,1.1134,8.24
2008-11-05,23001772.0,138870013.31,18.34,25.94,8.2,201.72,2.0,57689011.9,14342296.0,9555335.0,86589626.07,,,341816.0,,,,,1.41,,328110.0,,,,341816.0,,84492.0,772300.0,116.53,6.72,,,92.0,70.14,1247028.0,7528758.87,,9.99,92.1,29.39,0.223,32.01,1.1249,7.98
2008-11-06,21916780.0,124360455.22,17.47,24.89,7.81,187.76,2.0,49646137.38,13812605.0,8749433.0,78375648.5,,,74252.0,0.23,,,,6.58,30000.0,620043.0,,,0.23,74252.0,,16100.0,835902.0,107.31,6.67,,,91.39,69.55,1300559.0,7379647.43,,9.89,91.56,29.01,0.2251,32.51,1.1035,7.5
2008-11-07,21273364.0,122640929.68,16.96,23.83,7.58,179.29,2.0,48602668.73,13463976.0,8430646.0,77619812.92,,,39305.0,,,,,2.92,,375575.0,,,,39305.0,,141.0,318787.0,102.79,3.55,0.1,,90.86,68.42,1354996.0,7811551.06,12500.0,10.16,91.0,29.88,0.2295,32.61,1.0811,7.62
2008-11-10,20899340.0,122698310.88,16.66,23.39,7.45,177.28,2.0,47564686.22,13418852.0,8101746.0,78780979.42,,,65082.0,,,,,0.72,,110206.0,,,,65082.0,,,328900.0,103.66,3.02,,,93.97,65.74,860491.0,5051872.08,,6.68,93.95,30.36,0.233,32.66,1.0239,7.76
2008-11-11,20873440.0,117176959.47,16.64,23.68,7.44,176.56,2.0,45480666.47,13387952.0,8101746.0,75155772.55,,,4116.0,,,,,0.76,,97116.0,,,,4116.0,,62100.0,,102.62,,,,93.96,67.15,860491.0,4830527.17,,6.38,94.14,30.0,0.2326,32.89,1.0469,7.42
2008-11-12,19830280.0,111771070.55,15.81,22.68,7.07,166.71,2.0,45636368.64,12349791.0,8096746.0,69608162.93,,,41028.0,,,,,8.64,,1088138.0,,,,41028.0,,8949.0,5000.0,93.02,0.06,,,94.88,61.5,666839.0,3758560.59,,4.97,94.93,29.27,0.2385,34.63,0.9875,7.45
