,ALNSC FP Equity_DX_SI_QTY,ALNSC FP Equity_DX_SHORT_INTEREST_VALUE,ALNSC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNSC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNSC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNSC FP Equity_DX_SI_MV,ALNSC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNSC FP Equity_DX_SUPPLY_SI_QTY,ALNSC FP Equity_DX_BROKER_SI_QTY,ALNSC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNSC FP Equity_DX_SUPPLY_SI_MV,ALNSC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNSC FP Equity_DX_UTILIZATION_QUANTITY,ALNSC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNSC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNSC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNSC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNSC FP Equity_DX_BROKER_SI_CON_RATIO,ALNSC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNSC FP Equity_PX_LAST
1996-06-20,,,,,,,,,,,,,,,,,,,,106.5619
1996-06-21,,,,,,,,,,,,,,,,,,,,106.7143
1996-06-24,,,,,,,,,,,,,,,,,,,,106.7143
1996-06-25,,,,,,,,,,,,,,,,,,,,106.7143
1996-06-26,,,,,,,,,,,,,,,,,,,,105.1898
1996-06-27,,,,,,,,,,,,,,,,,,,,102.9031
1996-06-28,,,,,,,,,,,,,,,,,,,,103.6653
1996-07-01,,,,,,,,,,,,,,,,,,,,104.4276
1996-07-02,,,,,,,,,,,,,,,,,,,,106.7143
1996-07-03,,,,,,,,,,,,,,,,,,,,105.9521
1996-07-04,,,,,,,,,,,,,,,,,,,,104.4276
1996-07-05,,,,,,,,,,,,,,,,,,,,104.4276
1996-07-08,,,,,,,,,,,,,,,,,,,,107.4766
1996-07-09,,,,,,,,,,,,,,,,,,,,104.4276
1996-07-10,,,,,,,,,,,,,,,,,,,,106.4094
1996-07-11,,,,,,,,,,,,,,,,,,,,107.1717
1996-07-12,,,,,,,,,,,,,,,,,,,,106.7143
1996-07-15,,,,,,,,,,,,,,,,,,,,106.5619
1996-07-16,,,,,,,,,,,,,,,,,,,,103.6653
1996-07-17,,,,,,,,,,,,,,,,,,,,105.6472
1996-07-18,,,,,,,,,,,,,,,,,,,,103.3604
1996-07-19,,,,,,,,,,,,,,,,,,,,102.9031
1996-07-22,,,,,,,,,,,,,,,,,,,,102.9031
1996-07-23,,,,,,,,,,,,,,,,,,,,100.7688
1996-07-24,,,,,,,,,,,,,,,,,,,,102.7506
1996-07-25,,,,,,,,,,,,,,,,,,,,100.6164
1996-07-26,,,,,,,,,,,,,,,,,,,,100.6164
1996-07-29,,,,,,,,,,,,,,,,,,,,99.8541
1996-07-30,,,,,,,,,,,,,,,,,,,,100.159
1996-07-31,,,,,,,,,,,,,,,,,,,,100.3115
1996-08-01,,,,,,,,,,,,,,,,,,,,99.8541
1996-08-02,,,,,,,,,,,,,,,,,,,,99.8541
1996-08-05,,,,,,,,,,,,,,,,,,,,106.7143
1996-08-06,,,,,,,,,,,,,,,,,,,,105.6472
1996-08-07,,,,,,,,,,,,,,,,,,,,104.8849
1996-08-08,,,,,,,,,,,,,,,,,,,,104.58
1996-08-09,,,,,,,,,,,,,,,,,,,,105.9521
1996-08-12,,,,,,,,,,,,,,,,,,,,100.6164
1996-08-13,,,,,,,,,,,,,,,,,,,,103.6653
1996-08-14,,,,,,,,,,,,,,,,,,,,99.8541
1996-08-19,,,,,,,,,,,,,,,,,,,,99.8541
1996-08-20,,,,,,,,,,,,,,,,,,,,99.8541
1996-08-21,,,,,,,,,,,,,,,,,,,,100.6164
1996-08-22,,,,,,,,,,,,,,,,,,,,99.0919
1996-08-23,,,,,,,,,,,,,,,,,,,,101.9884
1996-08-26,,,,,,,,,,,,,,,,,,,,99.0919
1996-08-27,,,,,,,,,,,,,,,,,,,,96.8051
1996-08-28,,,,,,,,,,,,,,,,,,,,96.8051
1996-08-29,,,,,,,,,,,,,,,,,,,,96.3478
1996-08-30,,,,,,,,,,,,,,,,,,,,96.0429
1996-09-02,,,,,,,,,,,,,,,,,,,,96.8051
1996-09-03,,,,,,,,,,,,,,,,,,,,96.8051
1996-09-04,,,,,,,,,,,,,,,,,,,,97.5674
1996-09-05,,,,,,,,,,,,,,,,,,,,98.3296
1996-09-06,,,,,,,,,,,,,,,,,,,,97.5674
1996-09-09,,,,,,,,,,,,,,,,,,,,99.0919
1996-09-10,,,,,,,,,,,,,,,,,,,,97.5674
1996-09-11,,,,,,,,,,,,,,,,,,,,97.8723
1996-09-12,,,,,,,,,,,,,,,,,,,,98.0247
1996-09-13,,,,,,,,,,,,,,,,,,,,97.8723
1996-09-16,,,,,,,,,,,,,,,,,,,,97.5674
1996-09-17,,,,,,,,,,,,,,,,,,,,97.7198
1996-09-18,,,,,,,,,,,,,,,,,,,,97.7198
1996-09-19,,,,,,,,,,,,,,,,,,,,98.9394
1996-09-20,,,,,,,,,,,,,,,,,,,,102.1408
1996-09-23,,,,,,,,,,,,,,,,,,,,102.9031
1996-09-24,,,,,,,,,,,,,,,,,,,,103.0555
1996-09-25,,,,,,,,,,,,,,,,,,,,102.1408
1996-09-26,,,,,,,,,,,,,,,,,,,,102.7506
1996-09-27,,,,,,,,,,,,,,,,,,,,102.7506
1996-09-30,,,,,,,,,,,,,,,,,,,,102.7506
1996-10-01,,,,,,,,,,,,,,,,,,,,101.3786
1996-10-02,,,,,,,,,,,,,,,,,,,,101.3786
1996-10-03,,,,,,,,,,,,,,,,,,,,100.4639
1996-10-04,,,,,,,,,,,,,,,,,,,,98.3296
1996-10-07,,,,,,,,,,,,,,,,,,,,98.4821
1996-10-08,,,,,,,,,,,,,,,,,,,,99.0919
1996-10-09,,,,,,,,,,,,,,,,,,,,99.0919
1996-10-10,,,,,,,,,,,,,,,,,,,,97.5674
1996-10-11,,,,,,,,,,,,,,,,,,,,98.3296
1996-10-14,,,,,,,,,,,,,,,,,,,,99.0919
1996-10-15,,,,,,,,,,,,,,,,,,,,98.3296
1996-10-16,,,,,,,,,,,,,,,,,,,,99.5492
1996-10-17,,,,,,,,,,,,,,,,,,,,99.5492
1996-10-18,,,,,,,,,,,,,,,,,,,,97.5674
1996-10-21,,,,,,,,,,,,,,,,,,,,100.3115
1996-10-22,,,,,,,,,,,,,,,,,,,,100.0066
1996-10-23,,,,,,,,,,,,,,,,,,,,99.8541
1996-10-24,,,,,,,,,,,,,,,,,,,,100.3115
1996-10-25,,,,,,,,,,,,,,,,,,,,99.8541
1996-10-28,,,,,,,,,,,,,,,,,,,,99.8541
1996-10-29,,,,,,,,,,,,,,,,,,,,95.4331
1996-10-30,,,,,,,,,,,,,,,,,,,,99.2443
1996-10-31,,,,,,,,,,,,,,,,,,,,98.9394
1996-11-04,,,,,,,,,,,,,,,,,,,,98.9394
1996-11-05,,,,,,,,,,,,,,,,,,,,95.5855
1996-11-06,,,,,,,,,,,,,,,,,,,,95.2806
1996-11-07,,,,,,,,,,,,,,,,,,,,95.8904
1996-11-08,,,,,,,,,,,,,,,,,,,,96.0429
1996-11-12,,,,,,,,,,,,,,,,,,,,96.3478
1996-11-13,,,,,,,,,,,,,,,,,,,,96.0429
1996-11-14,,,,,,,,,,,,,,,,,,,,94.3659
1996-11-15,,,,,,,,,,,,,,,,,,,,92.9939
1996-11-18,,,,,,,,,,,,,,,,,,,,94.5184
1996-11-19,,,,,,,,,,,,,,,,,,,,93.4512
1996-11-20,,,,,,,,,,,,,,,,,,,,91.4694
1996-11-21,,,,,,,,,,,,,,,,,,,,91.4694
1996-11-22,,,,,,,,,,,,,,,,,,,,91.9268
1996-11-25,,,,,,,,,,,,,,,,,,,,92.3841
1996-11-26,,,,,,,,,,,,,,,,,,,,92.3841
1996-11-27,,,,,,,,,,,,,,,,,,,,91.4694
1996-11-28,,,,,,,,,,,,,,,,,,,,91.4694
1996-11-29,,,,,,,,,,,,,,,,,,,,91.7743
1996-12-02,,,,,,,,,,,,,,,,,,,,91.7743
1996-12-03,,,,,,,,,,,,,,,,,,,,91.317
1996-12-04,,,,,,,,,,,,,,,,,,,,91.317
1996-12-05,,,,,,,,,,,,,,,,,,,,92.2317
1996-12-09,,,,,,,,,,,,,,,,,,,,90.2498
1996-12-10,,,,,,,,,,,,,,,,,,,,91.4694
1996-12-11,,,,,,,,,,,,,,,,,,,,91.4694
1996-12-12,,,,,,,,,,,,,,,,,,,,91.4694
1996-12-13,,,,,,,,,,,,,,,,,,,,91.4694
1996-12-16,,,,,,,,,,,,,,,,,,,,91.4694
1996-12-17,,,,,,,,,,,,,,,,,,,,91.0121
1996-12-18,,,,,,,,,,,,,,,,,,,,91.1645
1996-12-19,,,,,,,,,,,,,,,,,,,,89.9449
1996-12-20,,,,,,,,,,,,,,,,,,,,89.1827
1996-12-23,,,,,,,,,,,,,,,,,,,,88.1155
1996-12-24,,,,,,,,,,,,,,,,,,,,87.8106
1996-12-26,,,,,,,,,,,,,,,,,,,,85.3714
1996-12-27,,,,,,,,,,,,,,,,,,,,85.3714
1996-12-30,,,,,,,,,,,,,,,,,,,,84.1519
1996-12-31,,,,,,,,,,,,,,,,,,,,83.9994
1997-01-02,,,,,,,,,,,,,,,,,,,,85.3714
1997-01-03,,,,,,,,,,,,,,,,,,,,85.3714
1997-01-06,,,,,,,,,,,,,,,,,,,,86.1337
1997-01-07,,,,,,,,,,,,,,,,,,,,85.6763
1997-01-08,,,,,,,,,,,,,,,,,,,,85.3714
1997-01-09,,,,,,,,,,,,,,,,,,,,85.3714
1997-01-10,,,,,,,,,,,,,,,,,,,,83.9994
1997-01-13,,,,,,,,,,,,,,,,,,,,87.0484
1997-01-14,,,,,,,,,,,,,,,,,,,,87.0484
1997-01-15,,,,,,,,,,,,,,,,,,,,93.1463
1997-01-16,,,,,,,,,,,,,,,,,,,,97.5674
1997-01-17,,,,,,,,,,,,,,,,,,,,104.8849
1997-01-20,,,,,,,,,,,,,,,,,,,,103.8178
1997-01-21,,,,,,,,,,,,,,,,,,,,99.0919
1997-01-22,,,,,,,,,,,,,,,,,,,,98.9394
1997-01-23,,,,,,,,,,,,,,,,,,,,103.6653
1997-01-24,,,,,,,,,,,,,,,,,,,,103.3604
1997-01-27,,,,,,,,,,,,,,,,,,,,99.0919
1997-01-28,,,,,,,,,,,,,,,,,,,,99.0919
1997-01-29,,,,,,,,,,,,,,,,,,,,92.0792
1997-01-30,,,,,,,,,,,,,,,,,,,,93.2988
1997-01-31,,,,,,,,,,,,,,,,,,,,92.3841
1997-02-03,,,,,,,,,,,,,,,,,,,,92.8415
1997-02-05,,,,,,,,,,,,,,,,,,,,93.7561
1997-02-06,,,,,,,,,,,,,,,,,,,,94.5184
1997-02-07,,,,,,,,,,,,,,,,,,,,94.3659
1997-02-10,,,,,,,,,,,,,,,,,,,,94.5184
1997-02-11,,,,,,,,,,,,,,,,,,,,94.3659
1997-02-12,,,,,,,,,,,,,,,,,,,,93.7561
1997-02-13,,,,,,,,,,,,,,,,,,,,92.9939
1997-02-14,,,,,,,,,,,,,,,,,,,,93.1463
1997-02-17,,,,,,,,,,,,,,,,,,,,93.1463
1997-02-18,,,,,,,,,,,,,,,,,,,,94.5184
1997-02-19,,,,,,,,,,,,,,,,,,,,96.0429
1997-02-20,,,,,,,,,,,,,,,,,,,,94.9757
1997-02-21,,,,,,,,,,,,,,,,,,,,99.0919
1997-02-24,,,,,,,,,,,,,,,,,,,,96.1953
1997-02-25,,,,,,,,,,,,,,,,,,,,96.0429
1997-02-26,,,,,,,,,,,,,,,,,,,,100.4639
1997-02-27,,,,,,,,,,,,,,,,,,,,99.8541
1997-02-28,,,,,,,,,,,,,,,,,,,,97.5674
1997-03-03,,,,,,,,,,,,,,,,,,,,96.0429
1997-03-04,,,,,,,,,,,,,,,,,,,,97.5674
1997-03-05,,,,,,,,,,,,,,,,,,,,97.5674
1997-03-06,,,,,,,,,,,,,,,,,,,,97.5674
1997-03-07,,,,,,,,,,,,,,,,,,,,97.2625
1997-03-10,,,,,,,,,,,,,,,,,,,,98.3296
1997-03-11,,,,,,,,,,,,,,,,,,,,100.3115
1997-03-12,,,,,,,,,,,,,,,,,,,,98.3296
1997-03-13,,,,,,,,,,,,,,,,,,,,98.3296
1997-03-14,,,,,,,,,,,,,,,,,,,,97.7198
1997-03-17,,,,,,,,,,,,,,,,,,,,100.4639
1997-03-18,,,,,,,,,,,,,,,,,,,,97.8723
1997-03-19,,,,,,,,,,,,,,,,,,,,99.0919
1997-03-20,,,,,,,,,,,,,,,,,,,,99.0919
1997-03-21,,,,,,,,,,,,,,,,,,,,100.6164
1997-03-24,,,,,,,,,,,,,,,,,,,,100.6164
1997-03-25,,,,,,,,,,,,,,,,,,,,99.0919
1997-03-27,,,,,,,,,,,,,,,,,,,,109.1535
1997-04-01,,,,,,,,,,,,,,,,,,,,112.05
1997-04-02,,,,,,,,,,,,,,,,,,,,111.2878
1997-04-03,,,,,,,,,,,,,,,,,,,,112.05
1997-04-04,,,,,,,,,,,,,,,,,,,,112.6598
1997-04-15,,,,,,,,,,,,,,,,,,,,111.8976
1997-04-16,,,,,,,,,,,,,,,,,,,,113.5745
1997-04-17,,,,,,,,,,,,,,,,,,,,118.7578
1997-04-18,,,,,,,,,,,,,,,,,,,,113.727
1997-04-21,,,,,,,,,,,,,,,,,,,,113.5745
1997-04-22,,,,,,,,,,,,,,,,,,,,113.5745
1997-04-23,,,,,,,,,,,,,,,,,,,,114.9466
1997-04-24,,,,,,,,,,,,,,,,,,,,112.9647
1997-04-25,,,,,,,,,,,,,,,,,,,,113.2696
1997-04-28,,,,,,,,,,,,,,,,,,,,112.8123
1997-04-29,,,,,,,,,,,,,,,,,,,,115.099
1997-04-30,,,,,,,,,,,,,,,,,,,,112.5074
1997-05-02,,,,,,,,,,,,,,,,,,,,112.05
1997-05-05,,,,,,,,,,,,,,,,,,,,112.3549
1997-05-06,,,,,,,,,,,,,,,,,,,,113.5745
1997-05-07,,,,,,,,,,,,,,,,,,,,113.1172
1997-05-09,,,,,,,,,,,,,,,,,,,,114.1843
1997-05-12,,,,,,,,,,,,,,,,,,,,115.099
1997-05-13,,,,,,,,,,,,,,,,,,,,114.3368
1997-05-14,,,,,,,,,,,,,,,,,,,,114.4892
1997-05-15,,,,,,,,,,,,,,,,,,,,113.5745
1997-05-16,,,,,,,,,,,,,,,,,,,,114.3368
1997-05-20,,,,,,,,,,,,,,,,,,,,114.0319
1997-05-21,,,,,,,,,,,,,,,,,,,,114.3368
1997-05-22,,,,,,,,,,,,,,,,,,,,115.2515
1997-05-23,,,,,,,,,,,,,,,,,,,,114.1843
1997-05-26,,,,,,,,,,,,,,,,,,,,113.5745
1997-05-27,,,,,,,,,,,,,,,,,,,,112.6598
1997-05-28,,,,,,,,,,,,,,,,,,,,114.3368
1997-05-29,,,,,,,,,,,,,,,,,,,,113.727
1997-05-30,,,,,,,,,,,,,,,,,,,,115.8613
1997-06-03,,,,,,,,,,,,,,,,,,,,114.4892
1997-06-04,,,,,,,,,,,,,,,,,,,,115.8613
1997-06-05,,,,,,,,,,,,,,,,,,,,115.4039
1997-06-06,,,,,,,,,,,,,,,,,,,,115.8613
1997-06-09,,,,,,,,,,,,,,,,,,,,115.4039
1997-06-10,,,,,,,,,,,,,,,,,,,,115.8613
1997-06-11,,,,,,,,,,,,,,,,,,,,115.099
1997-06-12,,,,,,,,,,,,,,,,,,,,115.2515
1997-06-13,,,,,,,,,,,,,,,,,,,,115.7088
1997-06-16,,,,,,,,,,,,,,,,,,,,115.7088
1997-06-17,,,,,,,,,,,,,,,,,,,,115.7088
1997-06-18,,,,,,,,,,,,,,,,,,,,116.0137
1997-06-19,,,,,,,,,,,,,,,,,,,,116.0137
1997-06-20,,,,,,,,,,,,,,,,,,,,115.8613
1997-06-23,,,,,,,,,,,,,,,,,,,,115.099
1997-06-24,,,,,,,,,,,,,,,,,,,,115.2515
1997-06-25,,,,,,,,,,,,,,,,,,,,115.099
1997-06-26,,,,,,,,,,,,,,,,,,,,116.471
1997-06-27,,,,,,,,,,,,,,,,,,,,115.2515
1997-06-30,,,,,,,,,,,,,,,,,,,,115.8613
1997-07-01,,,,,,,,,,,,,,,,,,,,115.8613
1997-07-02,,,,,,,,,,,,,,,,,,,,115.8613
1997-07-03,,,,,,,,,,,,,,,,,,,,115.8613
1997-07-04,,,,,,,,,,,,,,,,,,,,115.5564
1997-07-07,,,,,,,,,,,,,,,,,,,,114.3368
1997-07-08,,,,,,,,,,,,,,,,,,,,114.3368
1997-07-09,,,,,,,,,,,,,,,,,,,,115.099
1997-07-10,,,,,,,,,,,,,,,,,,,,114.3368
1997-07-11,,,,,,,,,,,,,,,,,,,,117.3857
1997-07-15,,,,,,,,,,,,,,,,,,,,117.3857
1997-07-16,,,,,,,,,,,,,,,,,,,,117.3857
1997-07-17,,,,,,,,,,,,,,,,,,,,115.2515
1997-07-18,,,,,,,,,,,,,,,,,,,,115.099
1997-07-21,,,,,,,,,,,,,,,,,,,,117.3857
1997-07-22,,,,,,,,,,,,,,,,,,,,117.3857
1997-07-23,,,,,,,,,,,,,,,,,,,,117.9955
1997-07-25,,,,,,,,,,,,,,,,,,,,116.6235
1997-07-28,,,,,,,,,,,,,,,,,,,,114.3368
1997-07-29,,,,,,,,,,,,,,,,,,,,114.3368
1997-07-30,,,,,,,,,,,,,,,,,,,,118.148
1997-07-31,,,,,,,,,,,,,,,,,,,,118.148
1997-08-01,,,,,,,,,,,,,,,,,,,,125.0082
1997-08-04,,,,,,,,,,,,,,,,,,,,125.0082
1997-08-05,,,,,,,,,,,,,,,,,,,,121.9592
1997-08-08,,,,,,,,,,,,,,,,,,,,120.4347
1997-08-11,,,,,,,,,,,,,,,,,,,,118.9102
1997-08-12,,,,,,,,,,,,,,,,,,,,118.3004
1997-08-13,,,,,,,,,,,,,,,,,,,,118.3004
1997-08-14,,,,,,,,,,,,,,,,,,,,118.3004
1997-08-18,,,,,,,,,,,,,,,,,,,,121.9592
1997-08-19,,,,,,,,,,,,,,,,,,,,120.4347
1997-08-20,,,,,,,,,,,,,,,,,,,,125.618
1997-08-21,,,,,,,,,,,,,,,,,,,,122.7215
1997-08-22,,,,,,,,,,,,,,,,,,,,125.0082
1997-08-25,,,,,,,,,,,,,,,,,,,,129.5817
1997-08-27,,,,,,,,,,,,,,,,,,,,126.5327
1997-08-28,,,,,,,,,,,,,,,,,,,,123.4837
1997-08-29,,,,,,,,,,,,,,,,,,,,123.4837
1997-09-01,,,,,,,,,,,,,,,,,,,,123.4837
1997-09-02,,,,,,,,,,,,,,,,,,,,123.4837
1997-09-03,,,,,,,,,,,,,,,,,,,,123.1788
1997-09-04,,,,,,,,,,,,,,,,,,,,123.4837
1997-09-05,,,,,,,,,,,,,,,,,,,,123.4837
1997-09-09,,,,,,,,,,,,,,,,,,,,122.7215
1997-09-11,,,,,,,,,,,,,,,,,,,,121.9592
1997-09-12,,,,,,,,,,,,,,,,,,,,121.9592
1997-09-15,,,,,,,,,,,,,,,,,,,,121.9592
1997-09-16,,,,,,,,,,,,,,,,,,,,121.9592
1997-09-17,,,,,,,,,,,,,,,,,,,,122.7215
1997-09-19,,,,,,,,,,,,,,,,,,,,123.4837
1997-09-25,,,,,,,,,,,,,,,,,,,,125.0082
1997-09-26,,,,,,,,,,,,,,,,,,,,125.0082
1997-09-30,,,,,,,,,,,,,,,,,,,,127.4474
1997-10-01,,,,,,,,,,,,,,,,,,,,127.4474
1997-10-02,,,,,,,,,,,,,,,,,,,,125.7704
1997-10-03,,,,,,,,,,,,,,,,,,,,125.7704
1997-10-06,,,,,,,,,,,,,,,,,,,,121.3494
1997-10-07,,,,,,,,,,,,,,,,,,,,121.9592
1997-10-08,,,,,,,,,,,,,,,,,,,,123.4837
1997-10-09,,,,,,,,,,,,,,,,,,,,122.2641
1997-10-10,,,,,,,,,,,,,,,,,,,,122.2641
1997-10-13,,,,,,,,,,,,,,,,,,,,125.0082
1997-10-14,,,,,,,,,,,,,,,,,,,,131.1062
1997-10-15,,,,,,,,,,,,,,,,,,,,130.6488
1997-10-17,,,,,,,,,,,,,,,,,,,,130.3439
1997-10-20,,,,,,,,,,,,,,,,,,,,129.5817
1997-10-21,,,,,,,,,,,,,,,,,,,,129.8866
1997-10-22,,,,,,,,,,,,,,,,,,,,130.3439
1997-10-23,,,,,,,,,,,,,,,,,,,,126.2278
1997-10-24,,,,,,,,,,,,,,,,,,,,125.618
1997-10-27,,,,,,,,,,,,,,,,,,,,125.7704
1997-10-28,,,,,,,,,,,,,,,,,,,,121.5019
1997-10-29,,,,,,,,,,,,,,,,,,,,121.9592
1997-10-31,,,,,,,,,,,,,,,,,,,,121.5019
1997-11-03,,,,,,,,,,,,,,,,,,,,121.9592
1997-11-04,,,,,,,,,,,,,,,,,,,,121.5019
1997-11-05,,,,,,,,,,,,,,,,,,,,121.9592
1997-11-06,,,,,,,,,,,,,,,,,,,,122.4166
1997-11-07,,,,,,,,,,,,,,,,,,,,122.569
1997-11-12,,,,,,,,,,,,,,,,,,,,122.569
1997-11-13,,,,,,,,,,,,,,,,,,,,122.4166
1997-11-14,,,,,,,,,,,,,,,,,,,,122.569
1997-11-17,,,,,,,,,,,,,,,,,,,,122.7215
1997-11-18,,,,,,,,,,,,,,,,,,,,123.0264
1997-11-19,,,,,,,,,,,,,,,,,,,,122.8739
1997-11-20,,,,,,,,,,,,,,,,,,,,122.8739
1997-11-21,,,,,,,,,,,,,,,,,,,,123.0264
1997-11-24,,,,,,,,,,,,,,,,,,,,123.0264
1997-11-25,,,,,,,,,,,,,,,,,,,,121.197
1997-11-26,,,,,,,,,,,,,,,,,,,,120.4347
1997-11-27,,,,,,,,,,,,,,,,,,,,120.4347
1997-11-28,,,,,,,,,,,,,,,,,,,,122.7215
1997-12-01,,,,,,,,,,,,,,,,,,,,122.7215
1997-12-02,,,,,,,,,,,,,,,,,,,,122.7215
1997-12-03,,,,,,,,,,,,,,,,,,,,122.7215
1997-12-04,,,,,,,,,,,,,,,,,,,,122.569
1997-12-05,,,,,,,,,,,,,,,,,,,,121.9592
1997-12-08,,,,,,,,,,,,,,,,,,,,121.9592
1997-12-09,,,,,,,,,,,,,,,,,,,,118.9102
1997-12-10,,,,,,,,,,,,,,,,,,,,121.8068
1997-12-11,,,,,,,,,,,,,,,,,,,,120.2823
1997-12-12,,,,,,,,,,,,,,,,,,,,118.9102
1997-12-15,,,,,,,,,,,,,,,,,,,,118.9102
1997-12-16,,,,,,,,,,,,,,,,,,,,119.6725
1997-12-17,,,,,,,,,,,,,,,,,,,,118.7578
1997-12-18,,,,,,,,,,,,,,,,,,,,118.6053
1997-12-19,,,,,,,,,,,,,,,,,,,,117.3857
1997-12-22,,,,,,,,,,,,,,,,,,,,117.3857
1997-12-23,,,,,,,,,,,,,,,,,,,,117.3857
1997-12-24,,,,,,,,,,,,,,,,,,,,117.8431
1997-12-29,,,,,,,,,,,,,,,,,,,,118.148
1997-12-30,,,,,,,,,,,,,,,,,,,,119.9774
1997-12-31,,,,,,,,,,,,,,,,,,,,120.2823
1998-01-02,,,,,,,,,,,,,,,,,,,,121.197
1998-01-05,,,,,,,,,,,,,,,,,,,,120.7396
1998-01-06,,,,,,,,,,,,,,,,,,,,120.4347
1998-01-07,,,,,,,,,,,,,,,,,,,,120.4347
1998-01-08,,,,,,,,,,,,,,,,,,,,121.197
1998-01-09,,,,,,,,,,,,,,,,,,,,121.9592
1998-01-12,,,,,,,,,,,,,,,,,,,,120.4347
1998-01-13,,,,,,,,,,,,,,,,,,,,121.9592
1998-01-14,,,,,,,,,,,,,,,,,,,,121.9592
1998-01-15,,,,,,,,,,,,,,,,,,,,121.8068
1998-01-16,,,,,,,,,,,,,,,,,,,,121.8068
1998-01-19,,,,,,,,,,,,,,,,,,,,121.8068
1998-01-20,,,,,,,,,,,,,,,,,,,,121.9592
1998-01-21,,,,,,,,,,,,,,,,,,,,121.9592
1998-01-22,,,,,,,,,,,,,,,,,,,,122.1117
1998-01-23,,,,,,,,,,,,,,,,,,,,122.2641
1998-01-26,,,,,,,,,,,,,,,,,,,,121.9592
1998-01-27,,,,,,,,,,,,,,,,,,,,121.197
1998-01-28,,,,,,,,,,,,,,,,,,,,121.197
1998-01-29,,,,,,,,,,,,,,,,,,,,121.197
1998-01-30,,,,,,,,,,,,,,,,,,,,121.0445
1998-02-02,,,,,,,,,,,,,,,,,,,,121.9592
1998-02-03,,,,,,,,,,,,,,,,,,,,121.9592
1998-02-04,,,,,,,,,,,,,,,,,,,,121.9592
1998-02-05,,,,,,,,,,,,,,,,,,,,123.4837
1998-02-06,,,,,,,,,,,,,,,,,,,,124.2459
1998-02-09,,,,,,,,,,,,,,,,,,,,128.0572
1998-02-10,,,,,,,,,,,,,,,,,,,,124.2459
1998-02-11,,,,,,,,,,,,,,,,,,,,123.3313
1998-02-12,,,,,,,,,,,,,,,,,,,,123.0264
1998-02-13,,,,,,,,,,,,,,,,,,,,123.0264
1998-02-16,,,,,,,,,,,,,,,,,,,,125.0082
1998-02-17,,,,,,,,,,,,,,,,,,,,123.4837
1998-02-18,,,,,,,,,,,,,,,,,,,,123.4837
1998-02-19,,,,,,,,,,,,,,,,,,,,124.2459
1998-02-20,,,,,,,,,,,,,,,,,,,,124.2459
1998-02-23,,,,,,,,,,,,,,,,,,,,123.9411
1998-02-24,,,,,,,,,,,,,,,,,,,,122.1117
1998-02-25,,,,,,,,,,,,,,,,,,,,123.9411
1998-02-26,,,,,,,,,,,,,,,,,,,,124.2459
1998-02-27,,,,,,,,,,,,,,,,,,,,124.2459
1998-03-02,,,,,,,,,,,,,,,,,,,,124.2459
1998-03-03,,,,,,,,,,,,,,,,,,,,121.9592
1998-03-04,,,,,,,,,,,,,,,,,,,,123.4837
1998-03-05,,,,,,,,,,,,,,,,,,,,123.4837
1998-03-06,,,,,,,,,,,,,,,,,,,,124.2459
1998-03-09,,,,,,,,,,,,,,,,,,,,127.2949
1998-03-10,,,,,,,,,,,,,,,,,,,,123.4837
1998-03-11,,,,,,,,,,,,,,,,,,,,123.4837
1998-03-12,,,,,,,,,,,,,,,,,,,,124.2459
1998-03-13,,,,,,,,,,,,,,,,,,,,126.5327
1998-03-16,,,,,,,,,,,,,,,,,,,,126.5327
1998-03-17,,,,,,,,,,,,,,,,,,,,126.6851
1998-03-18,,,,,,,,,,,,,,,,,,,,126.3802
1998-03-19,,,,,,,,,,,,,,,,,,,,126.0753
1998-03-23,,,,,,,,,,,,,,,,,,,,126.3802
1998-03-24,,,,,,,,,,,,,,,,,,,,126.5327
1998-03-25,,,,,,,,,,,,,,,,,,,,124.2459
1998-03-26,,,,,,,,,,,,,,,,,,,,125.0082
1998-03-27,,,,,,,,,,,,,,,,,,,,125.3131
1998-03-30,,,,,,,,,,,,,,,,,,,,123.6362
1998-03-31,,,,,,,,,,,,,,,,,,,,125.0082
1998-04-01,,,,,,,,,,,,,,,,,,,,125.7704
1998-04-02,,,,,,,,,,,,,,,,,,,,128.0572
1998-04-03,,,,,,,,,,,,,,,,,,,,129.8866
1998-04-06,,,,,,,,,,,,,,,,,,,,142.5398
1998-04-07,,,,,,,,,,,,,,,,,,,,146.5035
1998-04-08,,,,,,,,,,,,,,,,,,,,146.3511
1998-04-09,,,,,,,,,,,,,,,,,,,,147.1133
1998-04-14,,,,,,,,,,,,,,,,,,,,146.1986
1998-04-15,,,,,,,,,,,,,,,,,,,,144.8266
1998-04-16,,,,,,,,,,,,,,,,,,,,145.5888
