,VANTI FP Equity_DX_SI_QTY,VANTI FP Equity_DX_SHORT_INTEREST_VALUE,VANTI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VANTI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VANTI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VANTI FP Equity_DX_SI_MV,VANTI FP Equity_DX_DSS,VANTI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VANTI FP Equity_DX_SUPPLY_SI_QTY,VANTI FP Equity_DX_BROKER_SI_QTY,VANTI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VANTI FP Equity_DX_BROKER_SI_MV_NEW_x,VANTI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VANTI FP Equity_DX_SUPPLY_SI_QTY_INC_x,VANTI FP Equity_DX_BROKER_SI_MV_INC_x,VANTI FP Equity_DX_SUPPLY_SI_MV_NEW,VANTI FP Equity_DX_BROKER_SI_QTY_ADD,VANTI FP Equity_DX_BROKER_SI_QTY_NEW,VANTI FP Equity_DX_SUPPLY_SI_MV_DEC,VANTI FP Equity_DX_BROKER_SI_QTY_INC,VANTI FP Equity_DX_SUPPLY_SI_QTY_DEC,VANTI FP Equity_DX_BROKER_SI_MV_NEW_y,VANTI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VANTI FP Equity_DX_BROKER_SI_MV_INC_y,VANTI FP Equity_DX_SUPPLY_SI_QTY_INC_y,VANTI FP Equity_DX_BROKER_SI_MV_ADD,VANTI FP Equity_DX_SUPPLY_SI_QTY_ADD,VANTI FP Equity_DX_BROKER_SI_QTY_DEC,VANTI FP Equity_DX_SUPPLY_SI_MV,VANTI FP Equity_DX_BROKER_SI_MV_DEC,VANTI FP Equity_DX_SUPPLY_SI_MV_RMV,VANTI FP Equity_DX_BROKER_SI_MV_RMV,VANTI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VANTI FP Equity_DX_UTILIZATION_QUANTITY,VANTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VANTI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VANTI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VANTI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VANTI FP Equity_DX_ACTIVE_UTILIZATION_MV,VANTI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VANTI FP Equity_DX_BROKER_SI_CON_RATIO,VANTI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VANTI FP Equity_DX_DEMAND_SUPPLY_RATIO,VANTI FP Equity_PX_LAST
2008-12-10,18074904.0,14177468.92,6.83,2.68,6.7,31.3,2.0,8587025.17,10758805.0,10947628.0,8438917.49,,,9996.0,,,,,0.35,,455538.0,,,,9996.0,,345858.0,60000.0,10.09,0.4,,,38.59,38.59,17121452.0,13429606.79,,13.85,42.16,33.73,0.2485,35.05,0.6483,0.81
2008-12-11,17037796.0,15838802.1,6.43,2.54,6.31,30.17,2.0,9100607.01,9898666.0,9789521.0,9202071.2,,,127308.0,,,,,0.6,,987447.0,,,,127308.0,,,1158107.0,9.7,1.3,,,35.73,35.73,17803350.0,16550482.08,,15.54,38.43,32.58,0.2494,36.35,0.615,0.96
2008-12-12,16534208.0,14249876.12,6.24,2.24,6.13,30.76,2.0,8093722.67,9416078.0,9391190.0,8115172.2,,26676.0,67221.0,,0.03,,,0.33,,549809.0,,26676.0,,67221.0,,,398331.0,10.23,0.76,0.02,,34.11,34.11,18184976.0,15672577.44,26676.0,16.81,37.83,33.97,0.2547,35.78,0.599,0.89
2008-12-15,16270352.0,14306074.52,6.14,2.16,6.03,29.46,2.0,8116732.32,9162222.0,9231190.0,8056090.65,,,1061.0,,,,,0.34,,254917.0,,,,1061.0,,,160000.0,9.48,0.52,,,33.27,33.27,18375056.0,16156683.05,,16.45,36.57,34.43,0.2675,37.31,0.5908,0.908
2008-12-16,16409107.0,14491637.8,6.2,2.16,6.08,29.69,2.0,8345306.13,9327647.0,9449520.0,8237674.47,,,295000.0,,,295000.0,,0.11,,129575.0,,,,295000.0,0.26,,76670.0,9.7,0.07,,,33.87,33.87,18213548.0,16085222.72,,16.45,37.1,34.36,0.2644,37.01,0.5958,0.912
2008-12-17,16234984.0,14290697.74,6.13,2.18,6.02,29.55,2.0,8449978.63,9053424.0,9599620.0,7969194.54,,,,,,153340.0,,0.25,,274223.0,,,,,0.14,,3240.0,9.48,0.0,,,32.77,32.77,18571280.0,16347201.15,,16.69,36.22,34.58,0.2667,37.2,0.5877,0.909
2008-12-18,13037693.0,11362684.43,4.92,1.79,4.83,26.75,1.0,7947597.93,5659334.0,9119178.0,4932254.99,,,,,,,,3.0,,3394090.0,,,,,,,480442.0,6.6,0.54,,,20.52,20.52,21921030.0,19104740.87,,20.03,24.79,32.09,0.2791,41.1,0.4727,0.9
2008-12-19,15690958.0,12976124.87,5.93,2.19,5.81,29.07,2.0,7493686.27,8690418.0,9061497.0,7186810.97,,,31446.0,,,,,0.03,,23000.0,,,,31446.0,,3022638.0,57681.0,9.3,0.06,,,31.54,31.54,18859728.0,15596637.6,,16.92,35.45,34.22,0.2688,37.8,0.5695,0.854
2008-12-22,15620337.0,14203444.45,5.9,2.21,5.79,28.55,2.0,8234998.52,8555637.0,9056497.0,7779570.62,,,125279.0,,,,,0.29,,260060.0,,,,125279.0,,,5000.0,8.8,0.0,,,30.48,30.48,19513824.0,17743760.28,,17.41,33.56,34.03,0.272,38.45,0.5565,0.939
2008-12-23,15267498.0,13853041.91,5.77,2.11,5.66,28.79,2.0,8099502.43,8332798.0,8926497.0,7560806.62,,,120000.0,,,,,0.32,,342839.0,,,,120000.0,,,130000.0,9.21,0.2,,,29.58,29.58,19838326.0,18000405.93,,18.61,33.1,33.87,0.2697,38.2,0.542,0.937
2008-12-24,15186397.0,13705924.87,5.74,2.06,5.63,28.62,2.0,8038231.76,8242767.0,8906497.0,7439206.63,,,,,,,,0.09,,90031.0,,,,,,,20000.0,9.08,0.07,,,29.04,29.04,20145676.0,18181739.99,,18.82,32.54,33.8,0.2708,38.43,0.535,0.932
2008-12-25,15186397.0,13705924.87,5.74,2.1,5.63,28.54,2.0,8038231.76,8242767.0,8906497.0,7439206.63,,,4914.0,,,,,0.01,,6664.0,,,,4914.0,,1750.0,,9.01,,,,29.05,29.05,20134272.0,18171447.73,,18.7,32.52,33.82,0.2717,38.54,0.5352,
2008-12-26,15128397.0,13653579.1,5.71,2.09,5.61,28.52,2.0,7985885.99,8242767.0,8848497.0,7439206.63,,,,,,,,,,,,,,,,,58000.0,9.05,0.05,,,29.46,29.46,19738532.0,17814287.13,,18.36,33.02,33.84,0.2721,38.57,0.5407,
2008-12-29,15117018.0,13526199.45,5.71,2.09,5.6,28.55,2.0,7917337.62,8231388.0,8848497.0,7365169.23,,,600.0,,,,,0.0,,11979.0,,,,600.0,,,,9.08,,,,29.15,29.15,20009970.0,17904248.39,,18.59,32.82,33.86,0.2719,38.53,0.5353,0.924
2008-12-30,15122018.0,13838188.58,5.71,2.14,5.6,28.51,2.0,8092701.6,8241388.0,8843497.0,7541710.46,,,10000.0,,,,,,,,,,,10000.0,,,5000.0,9.06,0.0,,,29.47,29.47,19721862.0,18047514.93,,18.5,32.87,33.78,0.2719,38.59,0.5408,0.945
2008-12-31,14778343.0,13738352.67,5.58,2.13,5.48,28.43,2.0,8221157.18,7897713.0,8843497.0,7341930.45,,,,,,,,0.28,,343675.0,,,,,,,,8.93,,,,28.23,28.23,20075880.0,18663088.25,,19.29,31.65,34.14,0.2748,38.7,0.5283,0.96
2009-01-01,15039851.0,13981457.67,5.68,2.19,5.57,28.74,2.0,8221157.18,8159221.0,8843497.0,7585035.45,,,205671.0,,,,,0.09,,87373.0,,,,205671.0,,143210.0,,9.23,,,,29.17,29.17,19814188.0,18419812.2,,19.01,32.68,33.93,0.2706,38.28,0.5376,
2009-01-02,15046532.0,15517569.76,5.68,2.19,5.58,28.89,2.0,9120346.24,8165902.0,8843497.0,8421538.86,,,3400.0,,,,,0.01,,10188.0,,,,3400.0,,13469.0,,9.4,,,,29.94,29.94,19104082.0,19702143.0,,19.32,32.73,33.72,0.2673,37.98,0.5518,1.065
2009-01-05,14092237.0,16266491.08,5.93,2.05,5.22,29.16,2.0,9406870.63,7745599.0,8149505.0,8940647.04,,,,,,,,0.24,,420303.0,,,,,,,693992.0,9.93,0.58,,,27.67,27.67,20247272.0,23371170.2,,22.49,30.63,32.92,0.2621,37.83,0.5034,1.192
2009-01-06,13575714.0,15788590.95,5.71,1.9,5.03,29.51,2.0,9398441.65,7260335.0,8081187.0,8443788.62,,,,,,14000.0,,0.33,,485264.0,,,,,0.02,,82318.0,9.99,0.0,,,26.88,26.88,19751604.0,22971167.19,,23.37,29.95,32.05,0.2547,37.48,0.5026,1.201
2009-01-07,13558514.0,15492866.79,5.7,1.91,5.02,29.52,2.0,9214452.0,7260335.0,8063987.0,8296145.36,,,,,,,,,,,,,,,,,17200.0,9.95,0.03,,,26.45,26.45,20185532.0,23065341.7,,23.69,29.58,32.34,0.2563,37.48,0.494,1.18
2009-01-08,13908514.0,15879331.77,5.85,1.94,5.15,29.82,2.0,9720407.53,7210335.0,8513987.0,8232029.79,,344.0,50000.0,0.52,0.0,,,0.12,450000.0,100000.0,,344.0,0.52,50000.0,,,,9.85,,0.0,,27.04,27.04,19456864.0,22213875.52,344.0,22.95,30.04,31.79,0.2612,38.67,0.5216,1.179
2009-01-09,14071203.0,16010569.52,5.92,2.0,5.21,30.18,2.0,10051533.12,7555824.0,8833987.0,8597207.03,,,120000.0,0.4,,,,0.34,320000.0,293511.0,,,0.4,120000.0,,519000.0,,10.39,,,,28.15,28.15,19281012.0,21938421.54,,22.88,31.24,31.64,0.2568,38.21,0.5243,1.175
2009-01-12,13405989.0,19602591.58,5.64,1.98,4.97,29.58,1.0,12334951.84,6927619.0,8435733.0,10129747.67,,,,0.0,,,,0.67,50.0,628205.0,,,0.0,,,,398304.0,9.81,0.44,,,25.08,25.08,20698000.0,30265162.88,,27.79,26.09,31.5,0.2616,38.98,0.4853,1.51
2009-01-13,13370169.0,18527388.83,5.62,1.83,4.95,31.88,1.0,11689613.3,6891799.0,8435733.0,9550144.04,,,7218.0,,,,,0.07,,43038.0,,,,7218.0,,,,11.67,,,,25.09,25.09,20579228.0,28517168.26,,30.31,27.79,32.11,0.2483,36.43,0.4867,1.431
2009-01-14,13438228.0,17164236.36,5.65,1.7,4.98,31.29,1.0,10774702.97,6959858.0,8435733.0,8889613.11,,,74428.0,,,,,0.05,,31941.0,,,,74428.0,,25572.0,,11.27,,,,26.32,26.32,19480168.0,24881420.97,,26.92,29.52,31.97,0.2516,37.12,0.5083,1.319
2009-01-15,13280139.0,17193793.78,5.58,1.6,4.92,30.2,1.0,10885490.53,6859962.0,8407733.0,8881591.67,,,17045.0,,,,,0.25,,116941.0,,,,17045.0,,,28000.0,10.44,0.21,,,25.68,25.68,19853528.0,25704359.44,,26.39,28.35,32.08,0.2616,38.46,0.4971,1.337
2009-01-16,13267854.0,17049407.55,5.58,1.55,4.92,30.24,1.0,10804073.25,6847677.0,8407733.0,8799375.99,,,15000.0,,,,,0.03,,27285.0,,,,15000.0,,,,10.44,,,,26.01,26.01,19481444.0,25033971.46,,25.82,28.79,32.35,0.2617,38.27,0.5039,1.327
2009-01-19,14237100.0,17757224.45,5.99,1.65,5.28,31.61,2.0,11722570.71,7126923.0,9398733.0,8889055.45,,,301000.0,0.08,,916000.0,,0.03,75000.0,21754.0,,,0.08,301000.0,1.31,,,10.8,,,,27.12,27.12,19153996.0,23889823.49,,25.0,30.17,31.27,0.2432,36.61,0.5417,1.288
2009-01-20,14496331.0,16971572.48,6.1,1.68,5.37,31.67,2.0,11523159.46,7071237.0,9842549.0,8278647.29,,,128899.0,,,443816.0,,0.29,,184585.0,,,,128899.0,0.64,,,10.46,,,,26.35,26.35,19764144.0,23138862.0,,24.63,29.8,30.84,0.2411,36.54,0.5402,1.209
2009-01-21,15108089.0,18302251.96,6.35,1.76,5.6,31.5,2.0,12202094.5,7217995.0,10072549.0,8744028.65,,,230000.0,0.16,,,,0.18,230000.0,83242.0,,,0.16,230000.0,,,,10.06,,,,24.81,24.81,21879552.0,26505342.5,,26.8,27.29,30.12,0.2383,36.73,0.5192,1.251
2009-01-22,14249289.0,17675837.9,5.99,1.64,5.28,30.76,2.0,10913357.52,7332995.0,8797749.0,9096371.82,,,466958.0,,,,,1.02,,885000.0,,,,466958.0,,533042.0,1274800.0,10.57,1.62,,,25.18,25.18,21792968.0,27033557.23,,27.52,27.75,30.47,0.2389,36.23,0.4892,1.281
2009-01-23,14662784.0,18557937.6,6.17,1.7,5.43,31.54,2.0,12780205.71,6046490.0,10097749.0,7652733.9,,,,1.64,,,,1.59,1300000.0,1286505.0,,,1.64,,,,,9.14,,,,20.33,20.33,23697038.0,29992131.95,,30.58,23.0,26.56,0.2492,40.51,0.493,1.307
2009-01-26,14855153.0,18930875.7,6.25,1.73,5.5,31.93,2.0,13187310.99,5988459.0,10348149.0,7631477.98,,,,0.27,,82700.0,,0.08,167700.0,66981.0,,,0.27,,0.11,8950.0,,9.12,,,,20.07,20.07,23847124.0,30389921.96,,31.01,22.73,27.1,0.2482,40.07,0.4979,1.316
2009-01-27,14960153.0,20585802.35,6.29,1.73,5.54,32.43,2.0,14383974.5,5988459.0,10453149.0,8240372.5,,,,0.15,,,,0.07,105000.0,56098.0,,,0.15,,,56098.0,,9.43,,,,19.77,19.77,24296888.0,33433544.03,,33.21,22.11,27.16,0.2446,39.52,0.494,1.421
2009-01-28,15852151.0,20032557.49,6.67,2.0,5.87,34.43,2.0,14051404.86,6857457.0,11119149.0,8665852.45,,86110.0,1030625.0,1.17,0.11,,,0.19,750000.0,137008.0,,86110.0,1.17,1030625.0,,2.0,84000.0,10.85,0.0,0.16,,22.4,22.4,23756788.0,30021744.14,110731.0,32.59,24.98,25.67,0.2253,37.31,0.5178,1.305
2009-01-29,15752911.0,16779970.39,6.62,1.96,5.84,33.05,2.0,11738385.79,6857457.0,11019909.0,7304549.96,,,130019.0,0.0,,,,0.17,10000.0,130019.0,,,0.0,130019.0,,,109240.0,9.91,0.2,,,22.31,22.31,23876296.0,25432984.41,,29.42,25.19,26.0,0.2358,38.75,0.5126,1.1
2009-01-30,16140014.0,17520528.62,6.79,1.83,5.98,32.23,2.0,12126509.64,6963457.0,11171012.0,7559067.03,,,338000.0,0.32,,191446.0,,0.34,261000.0,232000.0,,,0.32,338000.0,0.21,,301343.0,9.18,0.49,,,22.23,22.23,24358360.0,26441819.9,,27.33,25.14,28.21,0.2509,39.59,0.5153,1.121
2009-02-02,24078876.0,24249748.29,10.13,2.62,8.92,41.07,2.0,18466706.94,11394747.0,18336584.0,11475608.19,,,974577.0,8.26,,,,0.0,7218000.0,2000.0,,,8.26,974577.0,,3458713.0,52427.0,13.82,0.06,,,36.48,36.48,19843796.0,19984614.65,,21.41,39.23,21.45,0.1769,31.15,0.7708,1.04
2009-02-03,24948542.0,26091954.44,10.49,2.69,9.24,40.56,2.0,20593413.08,11790038.0,19690960.0,12330385.25,,,487942.0,1.44,,,,0.95,1354374.0,857646.0,,,1.44,487942.0,,764995.0,,13.7,,,,37.15,37.15,19944170.0,20858227.9,,21.13,39.33,19.76,0.1712,31.32,0.7862,1.08
2009-02-04,24547608.0,25672645.3,10.32,2.59,9.1,40.37,2.0,20244197.61,11577389.0,19357048.0,12107990.37,,,15000.0,,,,,0.21,,244137.0,,,,15000.0,,16488.0,333910.0,14.02,0.0,,,36.52,36.52,20122948.0,21045199.45,,21.79,39.16,20.06,0.1724,31.52,0.7744,1.08
2009-02-05,25337544.0,26866823.4,10.65,2.66,9.39,40.68,2.0,21322284.13,11642666.0,20108604.0,12345373.78,,,65277.0,0.34,,172000.0,,,771000.0,,,,0.34,65277.0,0.19,,191446.0,14.01,0.27,,,36.75,36.75,20039566.0,21249079.26,,21.82,39.09,20.42,0.171,31.3,0.7997,1.095
2009-02-06,26431884.0,29102230.08,11.12,2.84,9.79,41.99,2.0,22371746.11,12397732.0,20318972.0,13650243.36,,,337634.0,1.01,,240000.0,,0.9,840000.0,839000.0,,,1.01,337634.0,0.27,1256432.0,869631.0,15.05,1.03,,,39.31,39.31,19138102.0,21071575.82,,21.38,41.31,20.6,0.1662,30.64,0.8382,1.137
2009-02-09,24909448.0,27474228.96,10.47,2.69,9.23,40.92,2.0,20779011.37,10875295.0,18839244.0,11995060.86,,,,,,,,1.63,,1522437.0,,,,,,,1479729.0,13.72,1.56,,,34.46,34.46,20687724.0,22817818.6,,23.48,36.89,21.45,0.1738,31.51,0.7892,1.139
2009-02-10,24746164.0,26455419.09,10.41,2.65,9.17,40.72,2.0,20140499.16,11480641.0,18839244.0,12273626.29,,,630855.0,1.14,,,,0.14,1100000.0,125407.0,,,1.14,630855.0,,99898.0,1100000.0,14.4,1.16,,,35.5,35.5,20859172.0,22299946.66,,23.49,38.0,21.57,0.1756,31.67,0.7652,1.104
2009-02-11,24666460.0,25510311.67,10.37,2.62,9.14,39.79,2.0,19483743.76,11400939.0,18839244.0,11790970.7,,,,,,,,0.23,,154702.0,,,,,,75000.0,,13.84,,,,35.22,35.22,20974272.0,21691812.11,,22.86,37.72,21.81,0.1779,31.99,0.7619,1.068
2009-02-12,24594656.0,24507206.65,10.34,2.59,9.11,38.95,2.0,18812259.99,11288989.0,18879388.0,11248849.6,,,,0.05,,,,0.14,45146.0,111950.0,,,0.05,,,,5000.0,13.32,0.01,,,35.24,35.24,20749168.0,20675391.76,,21.8,37.92,22.0,0.1812,32.51,0.7677,1.029
2009-02-13,24435804.0,23828340.04,10.28,2.55,9.05,38.05,2.0,18250462.76,11338944.0,18715728.0,11057062.55,,,88192.0,0.0,,,,0.1,50000.0,55868.0,,,0.0,88192.0,,17631.0,213661.0,12.97,0.36,,,35.44,35.44,20657954.0,20144405.83,,21.1,38.06,21.52,0.1837,33.27,0.7637,1.007
2009-02-16,23489886.0,20835986.54,9.11,2.46,8.7,36.4,2.0,16600087.09,10394296.0,18714456.0,9219943.07,,,,0.04,,,,0.97,93000.0,944648.0,,,0.04,,,,94271.0,11.65,0.1,,,32.81,32.81,21281426.0,18877039.5,,20.65,36.06,21.8,0.1935,34.71,0.7416,0.916
2009-02-17,24249220.0,20335429.58,9.41,2.59,8.98,35.72,2.0,16330747.35,10336126.0,19473790.0,8667889.62,,,3.0,0.41,,,,0.14,759333.0,71278.0,,,0.41,3.0,,13105.0,,10.82,,,,32.38,32.38,21581358.0,18098156.8,,19.38,35.82,22.89,0.199,34.99,0.7597,0.866
2009-02-18,23959664.0,19883792.89,9.29,2.57,8.88,34.67,2.0,15754384.06,10667901.0,18983790.0,8853143.1,,,315558.0,0.1,,,,0.05,360000.0,57039.0,,,0.1,315558.0,,73256.0,850000.0,10.64,0.89,,,33.04,33.04,21621268.0,17943190.48,,18.65,36.34,23.48,0.2061,35.86,0.742,0.857
2009-02-19,23965764.0,19378289.48,9.3,2.58,8.88,34.25,2.0,15095182.83,10619673.0,18668706.0,8586878.25,,,13226.0,,,,,0.07,,61454.0,,,,13226.0,,,315084.0,10.39,0.38,,,33.03,33.03,21536760.0,17414240.16,,18.19,36.36,23.7,0.2088,36.1,0.7453,0.835
2009-02-20,23757536.0,17944595.96,9.21,2.57,8.8,33.41,2.0,14163105.24,10311445.0,18751076.0,7788464.02,,,106944.0,0.04,,,,0.5,100000.0,494171.0,,,0.04,106944.0,,78999.0,17631.0,9.76,0.02,,,32.44,32.44,21476116.0,16221388.63,,17.35,36.0,24.11,0.2153,36.98,0.7474,0.78
2009-02-23,23983636.0,16814783.35,9.3,2.57,8.89,32.73,2.0,13146266.92,10427546.0,18751076.0,7310689.96,,,266101.0,0.0,,,,0.13,10000.0,150000.0,,,0.0,266101.0,,,10000.0,9.41,0.08,,,32.63,32.63,21533236.0,15096822.61,,16.32,36.57,24.07,0.2194,37.66,0.7504,0.724
2009-02-24,20154766.0,13935214.49,7.82,2.3,7.47,21.57,2.0,10317367.48,10427546.0,14922205.0,7209713.58,,,5000.0,0.04,,,,0.0,47530.0,5000.0,,,0.04,5000.0,,,3876400.0,8.87,10.63,,,32.62,32.62,21535352.0,14889765.98,,15.63,36.21,13.56,0.1614,31.88,0.6306,0.714
2009-02-25,21373100.0,14508523.63,8.29,2.59,7.92,22.31,2.0,10063399.02,11790811.0,14824805.0,8003858.12,,,,,,,,0.0,,5291.0,,,,,,1368556.0,97400.0,9.8,0.13,,,36.73,36.73,20312452.0,13788532.77,,14.36,40.57,13.3,0.1502,30.51,0.6658,0.701
2009-02-26,19991772.0,13822518.74,7.75,2.52,7.41,21.32,2.0,10155004.96,10586911.0,14687377.0,7319900.19,,,20000.0,,,,,0.92,,1243900.0,,,,20000.0,,20000.0,137428.0,8.88,0.08,,,33.29,33.29,21216216.0,14669112.04,,15.18,36.92,14.11,0.1597,31.81,0.6286,0.714
2009-02-27,17868344.0,11766055.79,6.93,2.36,6.62,16.19,2.0,8265644.54,10493418.0,12552497.0,6909769.68,,,11450.0,,,,,0.07,,104943.0,,,,11450.0,,,2134880.0,8.84,5.07,,,33.32,33.32,20997126.0,13826315.18,,14.77,37.45,17.7,0.1104,17.96,0.5674,0.68
2009-03-02,17854526.0,10892474.71,6.93,2.38,6.62,15.69,2.0,7649447.25,10310242.0,12538680.0,6289948.56,,,,0.07,,10706.0,,0.14,200000.0,183176.0,,,0.07,,0.01,,224523.0,8.33,0.11,,,32.75,32.75,21175798.0,12918676.42,,13.92,37.43,16.97,0.1112,18.52,0.5671,0.63
2009-03-03,17489284.0,10517228.65,6.78,2.33,6.48,14.47,2.0,7313494.93,10396942.0,12161739.0,6252229.44,,,86700.0,0.0,,,,,123059.0,,,,0.0,86700.0,,,500000.0,7.97,0.5,,,33.08,33.08,21030926.0,12647004.73,,13.17,37.69,16.63,0.1098,18.13,0.5565,0.621
2009-03-04,17549284.0,10944173.14,6.81,2.32,6.5,14.52,2.0,7621782.62,10484458.0,12221739.0,6538370.66,,,116856.0,0.04,,,,0.08,60000.0,129340.0,,,0.04,116856.0,,100000.0,,7.99,,,,33.43,33.43,20877154.0,13019516.24,,13.23,37.66,16.82,0.1112,18.58,0.5596,0.644
2009-03-05,17549284.0,10706256.33,6.81,2.34,6.5,14.72,2.0,7456091.69,10484458.0,12221739.0,6396232.17,,,222676.0,,,,,0.14,,222676.0,,,,222676.0,,,,8.16,,,,33.12,33.12,21172280.0,12916530.2,,13.49,37.68,16.61,0.1096,18.04,0.5544,0.63
2009-03-06,16837632.0,9782952.6,6.53,2.26,6.24,13.86,2.0,7158278.61,9599289.0,12320254.0,5577351.33,,,66685.0,0.07,,,,0.61,116515.0,951854.0,,,0.07,66685.0,,,18000.0,7.37,0.1,,,30.32,30.32,22057156.0,12815585.45,,13.54,35.24,17.63,0.1122,17.82,0.5319,0.6
2009-03-09,17241856.0,9366655.78,6.69,2.33,6.39,13.58,2.0,6724211.13,10003514.0,12377724.0,5434419.14,,,,0.0,,,,0.24,105000.0,361243.0,,,0.0,,,765468.0,47530.0,7.32,0.04,,,31.64,31.64,21616440.0,11743152.98,,12.5,36.94,17.4,0.1111,17.99,0.5453,0.561
2009-03-10,17007040.0,7674539.67,6.6,2.29,6.3,12.88,2.0,5591890.11,9754603.0,12391818.0,4401829.34,,607256.0,9309.0,0.0,0.34,49800.0,,0.21,50000.0,295015.0,,607256.0,0.0,9309.0,0.03,36795.0,85706.0,6.67,0.1,0.37,,30.71,30.71,22013552.0,9933761.44,607256.0,11.28,37.15,18.19,0.1165,18.96,0.5353,0.466
2009-03-11,16821796.0,7330313.71,6.52,2.15,6.23,11.32,2.0,5399893.89,9569361.0,12391818.0,4169971.99,,,159849.0,,,,,0.39,,592962.0,,,,159849.0,,247871.0,,5.83,,,,30.06,30.06,22260284.0,9700204.72,,10.18,36.43,16.73,0.1237,21.51,0.5285,0.45
2009-03-12,17329548.0,7148822.6,6.72,2.26,6.42,11.27,2.0,5321358.5,9569361.0,12899570.0,3947573.48,,,10858.0,0.19,,,,0.03,507752.0,55858.0,,,0.19,10858.0,,45000.0,,5.7,,,,30.16,30.16,22164060.0,9143165.94,,9.73,36.93,15.84,0.1218,21.59,0.5461,0.426
2009-03-13,17656848.0,7010269.61,6.85,2.48,6.54,11.05,2.0,5251441.86,9570502.0,13226868.0,3799760.82,,,90467.0,0.03,,141141.0,,0.09,200000.0,194287.0,,,0.03,90467.0,0.08,104961.0,13843.0,5.47,0.01,,,30.52,30.52,21789042.0,8650867.86,,9.16,37.4,15.64,0.1227,22.02,0.563,0.41
2009-03-16,16745030.0,6161794.53,6.49,2.26,6.2,10.38,2.0,5042466.91,6839864.0,13703193.0,2516916.16,,,32800.0,0.19,,,,0.99,476325.0,2381032.0,,,0.19,32800.0,,60090.0,,4.23,,0.19,,23.55,23.55,22207192.0,8171747.33,442496.0,8.69,32.76,15.51,0.1319,24.82,0.5765,0.38
2009-03-17,16958030.0,8867615.31,6.58,2.09,6.28,10.78,2.0,7368502.05,6664864.0,14091193.0,3485160.13,,,38478.0,0.0,,345000.0,,0.22,43000.0,498446.0,,,0.0,38478.0,0.14,284968.0,,4.1,,,,22.75,22.75,22630648.0,11833914.71,,10.28,28.5,20.88,0.1396,23.88,0.5789,0.54
2009-03-18,19095346.0,10891319.85,7.41,1.82,7.08,13.77,2.0,8040889.79,9946223.0,14097793.0,5672978.96,,,1349456.0,0.14,,,,0.25,25270.0,677849.0,,,0.14,1349456.0,,2609752.0,18670.0,6.78,0.0,,,35.37,35.37,18170412.0,10363769.73,,10.05,40.27,17.63,0.1204,18.77,0.6791,0.589
2009-03-19,22141828.0,12221542.27,8.59,1.62,8.2,16.22,2.0,9215183.45,11579903.0,16695193.0,6391715.89,,,1201637.0,1.67,,20000.0,,0.01,2747400.0,24891.0,,,1.67,1201637.0,0.01,456934.0,170000.0,8.11,0.06,,,39.92,39.92,17429616.0,9620560.17,,9.9,45.03,15.94,0.1273,23.64,0.7633,0.57
2009-03-20,22258046.0,12393459.9,8.63,1.52,8.25,16.25,2.0,9284913.97,11716063.0,16675250.0,6523598.57,,,150000.0,0.05,,,,0.01,80057.0,13840.0,,,0.05,150000.0,,,100000.0,8.14,0.06,,,40.48,40.48,17229516.0,9593533.75,,9.91,45.1,15.91,0.1273,23.74,0.769,0.575
2009-03-23,23845478.0,15886643.73,9.25,1.59,8.84,18.05,2.0,11429978.19,12992617.0,17156128.0,8656109.87,,,1310143.0,0.23,,,,0.02,480878.0,33589.0,,,0.23,1310143.0,,,,9.25,,,,44.97,44.97,15901823.0,10594318.84,,10.42,47.03,14.32,0.1309,25.41,0.8253,0.688
2009-03-24,24015984.0,17000255.48,9.31,1.48,8.9,20.27,2.0,12274848.13,15478774.0,17340478.0,10956999.0,,,2500000.0,0.46,,,,0.01,184350.0,31474.0,,,0.46,2500000.0,,17631.0,,12.31,,,,56.29,56.29,12021276.0,8509531.12,,8.72,58.53,12.85,0.1244,24.27,0.8733,0.731
2009-03-25,26539328.0,18786461.4,10.29,1.51,9.83,22.54,2.0,14051254.25,15452617.0,19849978.0,10938483.17,,,31823.0,2.04,,,,0.05,2574770.0,65008.0,,,2.04,31823.0,,7028.0,65270.0,12.61,0.0,,,56.45,56.45,11923099.0,8440034.32,,8.75,59.05,12.12,0.1103,21.68,0.9694,0.731
2009-03-26,26565962.0,19679980.68,10.3,1.44,9.84,23.06,2.0,14724531.35,15452617.0,19876612.0,11447249.83,,,10030.0,0.15,,,,0.02,137671.0,23098.0,,,0.15,10030.0,,13068.0,111037.0,12.8,0.11,,,56.33,56.33,11980599.0,8875189.87,,9.13,58.37,11.85,0.112,22.37,0.9684,0.765
