,INS FP Equity_DX_DSS,INS FP Equity_PX_LAST
2019-11-04,,42.7
2019-11-05,,42.914
2019-11-06,,43.009
2019-11-07,,43.47
2019-11-08,,43.174
2019-11-11,,43.068
2019-11-12,,43.235
2019-11-13,,42.883
2019-11-14,,42.862
2019-11-15,,43.012
2019-11-18,,42.88
2019-11-19,,42.862
2019-11-20,,42.639
2019-11-21,,42.463
2019-11-22,,42.716
2019-11-25,,42.885
2019-11-26,,42.835
2019-11-27,,43.164
2019-11-28,,43.322
2019-11-29,,43.107
2019-12-02,,42.471
2019-12-03,,42.06
2019-12-04,,42.6
2019-12-05,,42.53
2019-12-06,,43.073
2019-12-09,,43.041
2019-12-10,,42.919
2019-12-11,,42.853
2019-12-12,,43.343
2019-12-13,,43.806
2019-12-16,,44.364
2019-12-17,,44.325
2019-12-18,,44.309
2019-12-19,,44.048
2019-12-20,,44.374
2019-12-23,,44.232
2019-12-24,,44.314
2019-12-27,,44.288
2019-12-30,,43.879
2019-12-31,,43.817
2020-01-02,,44.536
2020-01-03,,44.206
2020-01-06,,43.863
2020-01-07,,44.123
2020-01-08,,44.215
2020-01-09,,44.375
2020-01-10,,44.282
2020-01-13,,44.091
2020-01-14,,44.021
2020-01-15,,43.501
2020-01-16,,43.625
2020-01-17,,44.009
2020-01-20,,44.295
2020-01-21,,44.188
2020-01-22,,44.315
2020-01-23,,44.089
2020-01-24,,44.537
2020-01-27,,43.445
2020-01-28,,44.087
2020-01-29,,44.287
2020-01-30,,43.977
2020-01-31,,43.491
2020-02-03,,43.621
2020-02-04,,44.154
2020-02-05,,44.812
2020-02-06,,45.053
2020-02-07,,45.139
2020-02-10,,45.281
2020-02-11,,45.575
2020-02-12,,45.88
2020-02-13,,46.147
2020-02-14,,46.288
2020-02-17,,46.447
2020-02-18,,46.367
2020-02-19,,46.452
2020-02-20,,45.54
2020-02-21,,45.325
2020-02-24,,43.546
2020-02-25,,42.556
2020-02-26,,42.489
2020-02-27,,40.511
2020-02-28,,38.85
2020-03-02,,38.758
2020-03-03,,39.24
2020-03-04,,39.665
2020-03-05,,38.905
2020-03-06,,37.574
2020-03-09,,34.146
2020-03-10,,34.183
2020-03-11,,33.802
2020-03-12,,28.558
2020-03-13,,28.821
2020-03-16,,26.194
2020-03-17,,26.245
2020-03-18,,24.622
2020-03-19,,25.665
2020-03-20,,26.441
2020-03-23,,25.324
2020-03-24,,29.045
2020-03-25,,30.602
2020-03-26,,31.488
2020-03-27,,30.596
2020-03-30,,30.36
2020-03-31,,31.138
2020-04-01,,29.708
2020-04-02,,30.076
2020-04-03,,28.968
2020-04-06,,30.415
2020-04-07,,31.576
2020-04-08,,31.268
2020-04-09,,32.018
2020-04-14,,31.926
2020-04-15,,30.551
2020-04-16,,30.242
2020-04-17,,31.0
2020-04-20,,31.255
2020-04-21,,30.261
2020-04-22,,30.426
2020-04-23,,30.563
2020-04-24,,30.251
2020-04-27,,31.138
2020-04-28,,32.576
2020-04-29,,33.724
2020-04-30,,32.666
2020-05-04,,31.103
2020-05-05,,31.498
2020-05-06,,31.524
2020-05-07,,32.027
2020-05-08,,32.048
2020-05-11,,31.719
2020-05-12,,31.427
2020-05-13,,30.344
2020-05-14,,29.608
2020-05-15,,29.638
2020-05-18,,31.028
2020-05-19,,31.158
2020-05-20,,31.124
2020-05-21,,30.797
2020-05-22,,30.635
2020-05-25,,31.203
2020-05-26,,32.25
2020-05-27,,33.123
2020-05-28,,33.113
2020-05-29,,32.176
2020-06-01,,32.988
2020-06-02,,33.944
2020-06-03,,36.24
2020-06-04,,36.091
2020-06-05,,37.605
2020-06-08,,37.522
2020-06-09,,36.549
2020-06-10,,36.207
2020-06-11,,34.571
2020-06-12,,34.739
2020-06-15,,34.673
2020-06-16,,35.696
2020-06-17,,35.407
2020-06-18,,35.266
2020-06-19,,35.028
2020-06-22,,34.765
2020-06-23,,35.45
2020-06-24,,34.388
2020-06-25,,34.834
2020-06-26,,34.676
2020-06-29,,34.783
2020-06-30,,35.115
2020-07-01,,34.986
2020-07-02,,35.884
2020-07-03,,35.528
2020-07-06,,36.203
2020-07-07,,35.98
2020-07-08,,35.707
2020-07-09,,35.217
2020-07-10,,35.808
2020-07-13,,35.951
2020-07-14,,36.28
2020-07-15,,36.472
2020-07-16,,36.544
2020-07-17,,36.156
2020-07-20,,36.383
2020-07-21,,36.586
2020-07-22,,36.502
2020-07-23,,36.04
2020-07-24,,35.492
2020-07-27,,35.33
2020-07-28,,35.583
2020-07-29,,35.52
2020-07-30,,34.2
2020-07-31,,34.103
2020-08-03,,35.034
2020-08-04,,35.145
2020-08-05,,35.243
2020-08-06,,34.894
2020-08-07,,35.107
2020-08-10,,35.601
2020-08-11,,36.314
2020-08-12,,36.737
2020-08-13,,36.175
2020-08-14,,35.969
2020-08-17,,35.643
2020-08-18,,35.642
2020-08-19,,35.991
2020-08-20,,35.581
2020-08-21,,35.51
2020-08-24,,36.064
2020-08-25,,36.033
2020-08-26,,36.266
2020-08-27,,35.979
2020-08-28,,36.221
2020-08-31,,35.549
2020-09-01,,35.574
2020-09-02,,35.877
2020-09-03,,35.554
2020-09-04,,35.118
2020-09-07,,35.597
2020-09-08,,35.255
2020-09-09,,36.043
2020-09-10,,35.745
2020-09-11,,35.76
2020-09-14,,35.682
2020-09-15,,35.789
2020-09-16,,35.922
2020-09-17,,35.566
2020-09-18,,35.303
2020-09-21,,33.637
2020-09-22,,33.087
2020-09-23,,33.185
2020-09-24,,32.928
2020-09-25,,32.676
2020-09-28,,33.798
2020-09-29,,33.251
2020-09-30,,33.271
2020-10-01,,33.234
2020-10-02,,33.5
2020-10-05,,34.064
2020-10-06,,34.437
2020-10-07,,34.005
2020-10-08,,34.307
2020-10-09,,34.231
2020-10-12,,34.531
2020-10-13,,33.852
2020-10-14,,33.78
2020-10-15,,32.854
2020-10-16,,33.112
2020-10-19,,33.412
2020-10-20,,33.133
2020-10-21,,32.747
2020-10-22,,32.8
2020-10-23,,33.099
2020-10-26,,32.539
2020-10-27,,31.763
2020-10-28,,30.92
2020-10-29,,30.726
2020-10-30,,30.952
2020-11-02,,31.593
2020-11-03,,32.721
2020-11-04,,33.246
2020-11-05,,33.479
2020-11-06,,33.686
2020-11-09,,36.61
2020-11-10,,37.799
2020-11-11,,37.678
2020-11-12,,37.262
2020-11-13,,37.671
2020-11-16,,38.518
2020-11-17,,39.017
2020-11-18,,39.393
2020-11-19,,38.778
2020-11-20,,38.861
2020-11-23,,39.091
2020-11-24,,39.769
2020-11-25,,39.464
2020-11-26,,39.259
2020-11-27,,39.001
2020-11-30,,38.64
2020-12-01,,39.186
2020-12-02,,39.26
2020-12-03,,39.024
2020-12-04,,39.149
2020-12-07,,38.772
2020-12-08,,38.673
2020-12-09,,38.938
2020-12-10,,38.815
2020-12-11,,38.034
2020-12-14,,38.292
2020-12-15,,38.697
2020-12-16,,39.58
2020-12-17,,39.643
2020-12-18,,39.343
2020-12-21,,37.827
2020-12-22,,38.521
2020-12-23,,39.303
2020-12-24,,39.475
2020-12-28,,39.708
2020-12-29,,39.762
2020-12-30,,39.625
2020-12-31,,39.466
2021-01-04,,39.42
2021-01-05,,39.351
2021-01-06,,40.846
2021-01-07,,40.803
2021-01-08,,40.8
2021-01-11,,40.506
2021-01-12,,40.622
2021-01-13,,40.446
2021-01-14,,40.71
2021-01-15,,40.526
2021-01-18,,40.416
2021-01-19,,40.282
2021-01-20,,40.359
2021-01-21,,40.171
2021-01-22,,39.616
2021-01-25,,38.795
2021-01-26,,39.197
2021-01-27,,38.754
2021-01-28,,38.619
2021-01-29,,37.602
2021-02-01,,38.045
2021-02-02,,38.81
2021-02-03,,39.125
2021-02-04,,39.651
2021-02-05,,39.588
2021-02-08,,39.686
2021-02-09,,39.812
2021-02-10,,40.051
2021-02-11,,40.053
2021-02-12,,40.106
2021-02-15,,40.866
2021-02-16,,41.021
2021-02-17,,40.756
2021-02-18,,40.328
2021-02-19,,40.717
2021-02-22,,40.911
2021-02-23,,41.036
2021-02-24,,41.435
2021-02-25,,41.774
2021-02-26,,41.058
2021-03-01,,41.868
2021-03-02,,42.502
2021-03-03,,42.932
2021-03-04,,42.97
2021-03-05,,42.653
2021-03-08,,43.877
2021-03-09,,43.869
2021-03-10,,43.665
2021-03-11,,43.69
2021-03-12,,43.877
2021-03-15,,43.716
2021-03-16,,43.838
2021-03-17,,43.391
2021-03-18,,44.119
2021-03-19,,43.74
2021-03-22,,43.434
2021-03-23,,43.474
2021-03-24,,43.706
2021-03-25,,43.768
2021-03-26,,44.094
2021-03-29,,44.201
2021-03-30,,44.945
2021-03-31,,44.471
2021-04-01,,44.694
2021-04-06,,44.891
2021-04-07,,45.142
2021-04-08,,44.874
2021-04-09,,44.827
2021-04-12,,44.909
2021-04-13,,44.712
2021-04-14,,44.536
2021-04-15,,44.306
2021-04-16,,44.763
2021-04-19,,44.771
2021-04-20,,43.777
2021-04-21,,43.758
2021-04-22,,43.734
2021-04-23,,43.749
2021-04-26,,43.969
2021-04-27,,43.684
2021-04-28,,44.033
2021-04-29,,43.752
2021-04-30,,43.718
2021-05-03,,44.185
2021-05-04,,43.467
2021-05-05,,44.174
2021-05-06,,44.539
2021-05-07,,44.924
2021-05-10,,45.303
2021-05-11,,44.315
2021-05-12,,44.616
2021-05-13,,44.425
2021-05-14,,44.975
2021-05-17,,44.804
2021-05-18,,44.762
2021-05-19,,44.088
2021-05-20,,44.285
2021-05-21,,44.523
2021-05-24,,44.716
2021-05-25,,44.262
2021-05-26,,44.02
2021-05-27,,44.409
2021-05-28,,44.731
2021-05-31,,44.344
2021-06-01,,44.732
2021-06-02,,44.75
2021-06-03,,44.763
2021-06-04,,44.692
2021-06-07,,44.635
2021-06-08,,44.555
2021-06-09,,44.115
2021-06-10,,44.115
2021-06-11,,44.447
2021-06-14,,44.428
2021-06-15,,44.785
2021-06-16,,45.096
2021-06-17,,45.189
2021-06-18,,44.156
2021-06-21,,44.292
2021-06-22,,44.149
2021-06-23,,43.671
2021-06-24,,43.991
2021-06-25,,44.134
2021-06-28,,43.698
2021-06-29,,43.658
2021-06-30,,43.09
2021-07-01,,43.502
2021-07-02,,43.5
2021-07-05,,43.899
2021-07-06,,43.325
2021-07-07,,43.574
2021-07-08,,42.694
2021-07-09,,43.524
2021-07-12,,43.726
2021-07-13,,43.68
2021-07-14,,43.54
2021-07-15,,43.339
2021-07-16,,43.144
2021-07-19,,41.604
2021-07-20,,42.024
2021-07-21,,43.071
2021-07-22,,43.209
2021-07-23,,43.43
2021-07-26,,43.621
2021-07-27,,43.418
2021-07-28,,43.468
2021-07-29,,43.778
2021-07-30,,43.419
2021-08-02,,43.125
2021-08-03,,43.217
2021-08-04,,43.472
2021-08-05,,43.792
2021-08-06,,44.431
2021-08-09,,44.647
2021-08-10,,45.01
2021-08-11,,45.429
2021-08-12,,45.938
2021-08-13,,46.127
2021-08-16,,45.897
2021-08-17,,45.725
2021-08-18,,45.998
2021-08-19,,45.349
2021-08-20,,45.534
2021-08-23,,45.826
2021-08-24,,45.994
2021-08-25,,46.018
2021-08-26,,45.761
2021-08-27,,45.802
2021-08-30,,45.517
2021-08-31,,45.407
2021-09-01,,45.626
2021-09-02,,45.682
2021-09-03,,45.461
2021-09-06,,45.782
2021-09-07,,45.546
2021-09-08,,45.293
2021-09-09,,45.215
2021-09-10,,44.922
2021-09-13,,45.401
2021-09-14,,45.057
2021-09-15,,44.899
2021-09-16,,45.083
2021-09-17,,44.573
2021-09-20,,42.922
2021-09-21,,43.499
2021-09-22,,44.304
2021-09-23,,44.482
2021-09-24,,44.404
2021-09-27,,45.039
2021-09-28,,44.308
2021-09-29,,44.732
2021-09-30,,44.773
2021-10-01,,44.73
2021-10-04,,44.752
2021-10-05,,45.392
2021-10-06,,45.018
2021-10-07,,45.583
2021-10-08,,45.638
2021-10-11,,45.601
2021-10-12,,45.466
2021-10-13,,45.014
2021-10-14,,45.408
2021-10-15,,45.675
2021-10-18,,45.408
2021-10-19,,45.794
2021-10-20,,45.942
2021-10-21,,45.868
2021-10-22,,46.002
2021-10-25,,46.034
2021-10-26,,46.743
2021-10-27,,46.805
2021-10-28,,46.714
2021-10-29,,47.082
2021-11-01,,47.264
2021-11-02,,47.338
2021-11-03,,47.521
2021-11-04,,47.266
2021-11-05,,47.4
2021-11-08,,47.382
2021-11-09,,47.041
2021-11-10,,47.367
2021-11-11,,47.283
2021-11-12,,47.318
2021-11-15,,47.508
2021-11-16,,47.389
2021-11-17,,47.428
2021-11-18,,47.104
2021-11-19,,46.657
2021-11-22,,46.773
2021-11-23,,46.672
2021-11-24,,46.907
2021-11-25,,46.942
2021-11-26,,44.554
2021-11-29,,44.888
2021-11-30,,44.733
2021-12-01,,45.818
2021-12-02,,45.468
2021-12-03,,45.557
2021-12-06,,46.376
2021-12-07,,46.764
2021-12-08,,46.504
2021-12-09,,46.274
2021-12-10,,46.162
2021-12-13,,45.876
2021-12-14,,45.894
2021-12-15,,46.025
2021-12-16,,46.638
2021-12-17,,46.473
2021-12-20,,45.426
2021-12-21,,46.26
2021-12-22,,46.396
2021-12-23,,47.015
2021-12-24,,46.935
2021-12-27,,47.271
2021-12-28,,47.736
2021-12-29,,47.516
2021-12-30,,47.553
2021-12-31,,47.443
2022-01-03,,48.024
2022-01-04,,48.919
2022-01-05,,48.952
2022-01-06,,48.979
2022-01-07,,49.523
2022-01-10,,49.51
2022-01-11,,49.91
2022-01-12,,50.154
2022-01-13,,50.609
2022-01-14,,50.322
2022-01-17,,50.541
2022-01-18,,50.451
2022-01-19,,50.166
2022-01-20,,50.239
2022-01-21,,49.375
2022-01-24,,47.884
2022-01-25,,48.637
2022-01-26,,49.587
2022-01-27,,50.284
2022-01-28,,49.883
2022-01-31,,49.94
2022-02-01,,50.143
2022-02-02,,50.333
2022-02-03,,49.915
2022-02-04,,48.98
2022-02-07,,49.531
2022-02-08,,50.09
2022-02-09,,50.448
2022-02-10,,50.065
2022-02-11,,50.074
2022-02-14,,48.952
2022-02-15,,49.539
2022-02-16,,49.602
2022-02-17,,48.841
2022-02-18,,48.216
2022-02-21,,47.566
2022-02-22,,47.39
2022-02-23,,47.356
2022-02-24,,45.337
2022-02-25,,46.67
2022-02-28,,45.888
2022-03-01,,44.327
2022-03-02,,44.752
2022-03-03,,44.255
2022-03-04,,42.495
2022-03-07,,41.307
2022-03-08,,42.104
2022-03-09,,44.461
2022-03-10,,43.886
2022-03-11,,44.807
2022-03-14,,45.681
2022-03-15,,45.486
2022-03-16,,46.659
2022-03-17,,46.579
2022-03-18,,46.592
2022-03-21,,46.918
2022-03-22,,47.84
2022-03-23,,47.4
2022-03-24,,47.222
2022-03-25,,47.371
2022-03-28,,47.572
2022-03-29,,48.47
2022-03-30,,48.183
2022-03-31,,48.24
2022-04-01,,48.567
2022-04-04,,48.131
2022-04-05,,48.294
2022-04-06,,48.048
2022-04-07,,47.607
2022-04-08,,48.331
2022-04-11,,48.754
2022-04-12,,48.746
2022-04-13,,48.451
2022-04-14,,49.007
2022-04-19,,48.25
2022-04-20,,48.905
2022-04-21,,48.976
2022-04-22,,48.105
2022-04-25,,46.731
2022-04-26,,46.767
2022-04-27,,46.724
2022-04-28,,47.136
2022-04-29,,47.247
2022-05-02,,46.685
2022-05-03,,47.255
2022-05-04,,46.64
2022-05-05,,45.711
2022-05-06,,44.998
2022-05-09,,44.082
2022-05-10,,44.639
2022-05-11,,45.79
2022-05-12,,45.521
2022-05-13,,46.227
2022-05-16,,46.173
2022-05-17,,46.972
2022-05-18,,46.662
2022-05-19,,45.626
2022-05-20,,45.83
2022-05-23,,46.617
2022-05-24,,46.214
2022-05-25,,46.435
2022-05-26,,46.794
2022-05-27,,47.271
2022-05-30,,47.127
2022-05-31,,46.515
2022-06-01,,45.994
2022-06-02,,46.2
2022-06-03,,46.148
2022-06-06,,46.8
2022-06-07,,46.5
2022-06-08,,45.802
2022-06-09,,45.69
2022-06-10,,44.222
2022-06-13,,43.626
2022-06-14,,43.646
2022-06-15,,44.82
2022-06-16,,43.862
2022-06-17,,43.831
2022-06-20,,44.355
2022-06-21,,44.15
2022-06-22,,43.605
2022-06-23,,42.837
2022-06-24,,44.024
2022-06-27,,43.929
2022-06-28,,44.562
2022-06-29,,44.291
2022-06-30,,43.943
2022-07-01,,44.164
2022-07-04,,44.391
2022-07-05,,42.393
2022-07-06,,42.811
2022-07-07,,44.055
2022-07-08,,44.413
2022-07-11,,44.034
2022-07-12,,44.469
2022-07-13,,43.761
2022-07-14,,42.469
2022-07-15,,42.987
2022-07-18,,43.238
2022-07-19,,43.66
2022-07-20,,43.27
2022-07-21,,43.215
2022-07-22,,43.325
2022-07-25,,43.501
2022-07-26,,43.556
2022-07-27,,43.742
2022-07-28,,43.728
2022-07-29,,44.484
2022-08-01,,44.387
2022-08-02,,44.176
2022-08-03,,44.934
2022-08-04,,44.944
2022-08-05,,44.983
2022-08-08,,45.529
2022-08-09,,45.68
2022-08-10,,46.395
2022-08-11,,46.533
2022-08-12,,46.924
2022-08-15,,46.745
2022-08-16,,46.757
2022-08-17,,46.146
2022-08-18,,46.245
2022-08-19,,45.942
2022-08-22,,45.449
2022-08-23,,45.39
2022-08-24,,45.204
2022-08-25,,45.402
2022-08-26,,44.973
2022-08-29,,44.529
2022-08-30,,44.587
2022-08-31,,44.533
2022-09-01,,43.988
2022-09-02,,45.207
2022-09-05,,44.797
2022-09-06,,45.049
2022-09-07,,44.637
2022-09-08,,45.243
2022-09-09,,45.842
2022-09-12,,46.795
2022-09-13,,46.67
2022-09-14,,46.232
2022-09-15,,46.468
2022-09-16,,46.085
2022-09-19,,45.974
2022-09-20,,45.48
2022-09-21,,45.658
2022-09-22,,45.191
2022-09-23,,44.076
2022-09-26,,43.236
2022-09-27,,42.994
2022-09-28,,42.351
2022-09-29,,41.887
2022-09-30,,42.231
2022-10-03,,42.266
2022-10-04,,43.909
2022-10-05,,43.619
2022-10-06,,43.01
2022-10-07,,42.59
2022-10-10,,42.614
2022-10-11,,42.116
2022-10-12,,41.707
2022-10-13,,42.383
2022-10-14,,42.732
2022-10-17,,43.499
2022-10-18,,43.576
2022-10-19,,43.986
2022-10-20,,43.914
2022-10-21,,43.834
2022-10-24,,44.273
2022-10-25,,44.491
2022-10-26,,44.579
2022-10-27,,45.073
2022-10-28,,45.001
2022-10-31,,45.145
2022-11-01,,45.561
2022-11-02,,45.342
2022-11-03,,45.467
2022-11-04,,46.04
2022-11-07,,46.306
2022-11-08,,46.616
2022-11-09,,46.665
2022-11-10,,47.72
2022-11-11,,47.817
2022-11-14,,48.049
2022-11-15,,47.988
2022-11-16,,48.082
2022-11-17,,48.109
2022-11-18,,48.742
2022-11-21,,48.587
2022-11-22,,48.828
2022-11-23,,49.045
2022-11-24,,49.14
2022-11-25,,49.198
2022-11-28,,48.777
2022-11-29,,49.164
2022-11-30,,49.132
2022-12-01,,49.64
2022-12-02,,49.462
2022-12-05,,49.581
2022-12-06,,49.679
2022-12-07,,49.434
2022-12-08,,49.365
2022-12-09,,50.005
2022-12-12,,49.482
2022-12-13,,50.014
2022-12-14,,49.957
2022-12-15,,48.752
2022-12-16,,48.265
2022-12-19,,48.564
2022-12-20,,48.64
2022-12-21,,49.241
2022-12-22,,49.39
2022-12-23,,49.373
2022-12-27,,49.55
2022-12-28,,49.4
2022-12-29,,49.628
2022-12-30,,48.994
2023-01-02,,49.525
2023-01-03,,49.944
2023-01-04,,51.2
2023-01-05,,50.512
2023-01-06,,51.082
2023-01-09,,51.264
2023-01-10,,51.259
2023-01-11,,50.723
2023-01-12,,51.236
2023-01-13,,51.148
2023-01-16,,51.31
2023-01-17,,51.414
2023-01-18,,51.703
2023-01-19,,51.273
2023-01-20,,51.837
2023-01-23,,51.571
2023-01-24,,52.008
2023-01-25,,52.0
2023-01-26,,52.476
2023-01-27,,52.3
2023-01-30,,52.0
2023-01-31,,52.136
2023-02-01,,51.96
2023-02-02,,52.06
2023-02-03,,51.716
2023-02-06,,51.353
2023-02-07,,51.531
2023-02-08,,51.8
2023-02-09,,51.849
2023-02-10,,51.336
2023-02-13,,51.627
2023-02-14,,51.479
2023-02-15,,51.305
2023-02-16,,51.816
2023-02-17,,51.717
2023-02-20,,51.71
2023-02-21,,51.495
2023-02-22,,51.09
2023-02-23,,51.5
2023-02-24,,51.146
2023-02-27,,51.961
2023-02-28,,52.28
2023-03-01,,52.079
2023-03-02,,52.095
2023-03-03,,52.044
2023-03-06,,52.292
2023-03-07,,52.083
2023-03-08,,52.245
2023-03-09,,52.184
2023-03-10,,50.864
2023-03-13,,49.151
2023-03-14,,49.349
2023-03-15,,46.999
2023-03-16,,47.624
2023-03-17,,46.427
2023-03-20,,47.216
2023-03-21,,48.644
2023-03-22,,48.371
2023-03-23,,48.056
2023-03-24,,47.573
2023-03-27,,47.964
2023-03-28,,47.948
2023-03-29,,48.719
2023-03-30,,49.358
2023-03-31,,49.542
2023-04-03,,49.421
2023-04-04,,49.654
2023-04-05,,49.781
2023-04-06,,50.623
2023-04-11,,51.049
2023-04-12,,51.144
2023-04-13,,51.143
2023-04-14,,51.028
2023-04-17,,50.251
2023-04-18,,50.833
2023-04-19,,51.255
2023-04-20,,51.662
2023-04-21,,51.539
2023-04-24,,51.714
2023-04-25,,51.232
2023-04-26,,51.186
2023-04-27,,51.564
2023-04-28,,52.124
2023-05-02,,52.003
2023-05-03,,51.452
2023-05-04,,50.732
2023-05-05,,51.591
2023-05-08,,51.829
2023-05-09,,52.061
2023-05-10,,51.323
2023-05-11,,51.295
2023-05-12,,51.451
2023-05-15,,51.779
2023-05-16,,51.442
2023-05-17,,51.311
2023-05-18,,51.699
2023-05-19,,52.328
2023-05-22,,52.212
2023-05-23,,52.499
2023-05-24,,51.098
2023-05-25,,51.115
2023-05-26,,51.513
2023-05-29,,51.645
2023-05-30,,51.68
2023-05-31,,50.701
2023-06-01,,51.347
2023-06-02,,52.407
2023-06-05,,52.041
2023-06-06,,52.312
2023-06-07,,51.797
2023-06-08,,51.604
2023-06-09,,51.346
2023-06-12,,51.245
2023-06-13,,51.253
2023-06-14,,51.634
2023-06-15,,51.405
2023-06-16,,51.339
2023-06-19,,51.23
2023-06-20,,51.025
2023-06-21,,50.709
2023-06-22,,50.442
2023-06-23,,50.688
2023-06-26,,50.748
2023-06-27,,51.164
2023-06-28,,51.065
2023-06-29,,50.93
2023-06-30,,51.464
2023-07-03,,51.624
2023-07-04,,51.552
2023-07-05,,50.631
2023-07-06,,49.618
2023-07-07,,49.783
2023-07-10,,49.825
2023-07-11,,50.163
2023-07-12,,50.867
2023-07-13,,51.123
2023-07-14,,50.582
2023-07-17,,50.571
2023-07-18,,50.853
2023-07-19,,50.879
2023-07-20,,51.605
2023-07-21,,51.905
2023-07-24,,52.041
2023-07-25,,52.457
2023-07-26,,52.485
2023-07-27,,52.961
2023-07-28,,52.885
2023-07-31,,52.343
2023-08-01,,51.889
2023-08-02,,50.92
2023-08-03,,50.817
2023-08-04,,51.258
2023-08-07,,51.449
2023-08-08,,51.107
2023-08-09,,51.448
2023-08-10,,52.5
2023-08-11,,51.869
2023-08-14,,52.073
2023-08-15,,51.454
2023-08-16,,51.597
2023-08-17,,51.501
2023-08-18,,51.128
2023-08-21,,51.044
2023-08-22,,51.129
2023-08-23,,51.344
2023-08-24,,51.439
2023-08-25,,51.361
2023-08-28,,51.78
2023-08-29,,52.357
2023-08-30,,52.287
2023-08-31,,52.192
2023-09-01,,52.234
2023-09-04,,51.949
2023-09-05,,52.013
2023-09-06,,51.728
2023-09-07,,51.783
2023-09-08,,51.967
2023-09-11,,52.498
2023-09-12,,52.779
2023-09-13,,53.159
2023-09-14,,54.126
2023-09-15,,54.323
2023-09-18,,53.767
2023-09-19,,54.146
2023-09-20,,54.134
2023-09-21,,53.779
2023-09-22,,53.527
2023-09-25,,52.984
2023-09-26,,53.143
2023-09-27,,52.272
2023-09-28,,52.525
2023-09-29,,52.283
2023-10-02,,51.556
2023-10-03,,51.209
2023-10-04,,51.017
2023-10-05,,51.347
2023-10-06,,52.21
2023-10-09,,52.173
2023-10-10,,52.852
2023-10-11,,53.093
2023-10-12,,53.052
2023-10-13,,52.682
2023-10-16,,52.829
2023-10-17,,52.949
2023-10-18,,52.877
2023-10-19,,52.454
2023-10-20,,51.419
2023-10-23,,51.288
2023-10-24,,51.588
2023-10-25,,52.067
2023-10-26,,52.015
2023-10-27,,51.753
2023-10-30,,52.123
2023-10-31,,52.309
2023-11-01,,52.959
2023-11-02,,53.166
2023-11-03,,52.894
2023-11-06,,52.736
2023-11-07,,52.542
2023-11-08,,52.699
2023-11-09,,52.708
2023-11-10,,52.414
2023-11-13,,53.012
2023-11-14,,53.357
2023-11-15,,53.342
2023-11-16,,53.224
2023-11-17,,53.901
2023-11-20,,53.907
2023-11-21,,54.015
2023-11-22,,53.971
2023-11-23,,54.161
2023-11-24,,54.419
2023-11-27,,54.198
2023-11-28,,54.125
2023-11-29,,53.959
2023-11-30,,54.552
2023-12-01,,54.916
2023-12-04,,55.0
2023-12-05,,55.404
2023-12-06,,55.815
2023-12-07,,55.837
2023-12-08,,56.071
2023-12-11,,56.252
2023-12-12,,56.35
2023-12-13,,56.31
2023-12-14,,55.191
2023-12-15,,55.22
2023-12-18,,55.118
2023-12-19,,55.31
2023-12-20,,55.414
2023-12-21,,55.141
2023-12-22,,55.393
2023-12-27,,55.347
2023-12-28,,55.252
2023-12-29,,55.244
2024-01-02,,55.645
2024-01-03,,55.425
2024-01-04,,55.835
2024-01-05,,55.605
2024-01-08,,55.935
2024-01-09,,55.629
2024-01-10,,55.388
2024-01-11,,54.884
2024-01-12,,55.413
2024-01-15,,55.534
2024-01-16,,55.519
2024-01-17,,55.28
2024-01-18,,55.417
2024-01-19,,55.609
2024-01-22,,56.43
2024-01-23,,55.966
2024-01-24,,56.567
2024-01-25,,56.484
2024-01-26,,56.779
2024-01-29,,56.707
2024-01-30,,56.594
2024-01-31,,56.728
2024-02-01,,56.019
2024-02-02,,56.243
2024-02-05,,56.38
2024-02-06,,56.778
2024-02-07,,56.41
2024-02-08,,55.941
2024-02-09,,55.614
2024-02-12,,56.302
2024-02-13,,56.249
2024-02-14,,56.343
2024-02-15,,56.821
2024-02-16,,56.886
2024-02-19,,56.777
2024-02-20,,57.198
2024-02-21,,57.325
2024-02-22,,58.151
2024-02-23,,58.172
2024-02-26,,58.043
2024-02-27,,57.953
2024-02-28,,58.257
2024-02-29,,58.879
2024-03-01,,58.422
2024-03-04,,58.348
2024-03-05,,58.704
2024-03-06,,58.814
2024-03-07,,59.306
2024-03-08,,59.635
2024-03-11,,59.737
2024-03-12,,60.38
2024-03-13,,60.512
2024-03-14,,60.407
2024-03-15,,60.643
2024-03-18,,60.592
2024-03-19,,61.144
2024-03-20,,60.955
2024-03-21,,60.967
2024-03-22,,60.856
2024-03-25,,60.934
2024-03-26,,61.137
2024-03-27,,61.298
2024-03-28,,61.532
2024-04-02,,61.072
2024-04-03,,60.709
2024-04-04,,60.434
2024-04-05,,59.688
2024-04-08,,59.862
2024-04-09,,59.028
2024-04-10,,59.215
2024-04-11,,58.771
2024-04-12,,58.818
2024-04-15,,59.244
2024-04-16,,58.244
2024-04-17,,58.235
2024-04-18,,58.64
2024-04-19,,58.85
2024-04-22,,59.492
2024-04-23,,60.457
2024-04-24,,59.712
2024-04-25,,58.896
2024-04-26,,59.18
2024-04-29,,59.768
2024-04-30,,59.439
2024-05-02,,59.3
2024-05-03,,59.037
2024-05-06,,60.159
2024-05-07,,60.797
2024-05-08,,61.448
2024-05-09,,61.784
2024-05-10,,62.492
2024-05-13,,62.183
2024-05-14,,61.895
2024-05-15,,61.985
2024-05-16,,62.972
2024-05-17,,63.055
2024-05-20,,63.091
