,ETDD FP Equity_PX_LAST
2025-07-02,17.058
2025-07-03,17.13
2025-07-04,16.966
2025-07-07,17.136
2025-07-08,17.212
2025-07-09,17.46
2025-07-10,17.442
2025-07-11,17.272
2025-07-14,17.234
2025-07-15,17.172
2025-07-16,16.998
2025-07-17,17.262
2025-07-18,17.202
2025-07-21,17.154
2025-07-22,16.988
2025-07-23,17.162
2025-07-24,17.182
2025-07-25,17.188
2025-07-28,17.144
2025-07-29,17.272
2025-07-30,17.288
2025-07-31,17.08
2025-08-01,16.582
2025-08-04,16.832
2025-08-05,16.866
2025-08-06,16.892
2025-08-07,17.14
2025-08-08,17.162
2025-08-11,17.136
2025-08-12,17.14
2025-08-13,17.324
2025-08-14,17.464
2025-08-15,17.524
2025-08-18,17.458
2025-08-19,17.622
2025-08-20,17.582
2025-08-21,17.54
2025-08-22,17.622
2025-08-25,17.48
2025-08-26,17.298
2025-08-27,17.316
2025-08-28,17.332
2025-08-29,17.2
