,ALEXA FP Equity_DX_SI_QTY,ALEXA FP Equity_DX_SHORT_INTEREST_VALUE,ALEXA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALEXA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALEXA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALEXA FP Equity_DX_SI_MV,ALEXA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALEXA FP Equity_DX_SUPPLY_SI_QTY,ALEXA FP Equity_DX_BROKER_SI_QTY,ALEXA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALEXA FP Equity_DX_SUPPLY_SI_MV,ALEXA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALEXA FP Equity_DX_UTILIZATION_QUANTITY,ALEXA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALEXA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALEXA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALEXA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALEXA FP Equity_DX_BROKER_SI_CON_RATIO,ALEXA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALEXA FP Equity_PX_LAST
2004-09-09,,,,,,,,,,,,,,,,,,,,194.0
2004-09-10,,,,,,,,,,,,,,,,,,,,192.0
2004-09-14,,,,,,,,,,,,,,,,,,,,192.0
2004-09-16,,,,,,,,,,,,,,,,,,,,180.2
2004-09-17,,,,,,,,,,,,,,,,,,,,185.0
2004-09-20,,,,,,,,,,,,,,,,,,,,182.0
2004-09-23,,,,,,,,,,,,,,,,,,,,180.3
2004-09-24,,,,,,,,,,,,,,,,,,,,182.0
2004-09-27,,,,,,,,,,,,,,,,,,,,182.0
2004-09-28,,,,,,,,,,,,,,,,,,,,182.0
2004-09-29,,,,,,,,,,,,,,,,,,,,182.0
2004-10-04,,,,,,,,,,,,,,,,,,,,174.8
2004-10-05,,,,,,,,,,,,,,,,,,,,174.8
2004-10-06,,,,,,,,,,,,,,,,,,,,175.0
2004-10-07,,,,,,,,,,,,,,,,,,,,174.0
2004-10-08,,,,,,,,,,,,,,,,,,,,174.0
2004-10-11,,,,,,,,,,,,,,,,,,,,181.9
2004-10-12,,,,,,,,,,,,,,,,,,,,180.0
2004-10-13,,,,,,,,,,,,,,,,,,,,180.0
2004-10-14,,,,,,,,,,,,,,,,,,,,180.0
2004-10-15,,,,,,,,,,,,,,,,,,,,181.0
2004-10-18,,,,,,,,,,,,,,,,,,,,188.0
2004-10-19,,,,,,,,,,,,,,,,,,,,180.0
2004-10-20,,,,,,,,,,,,,,,,,,,,180.0
2004-10-21,,,,,,,,,,,,,,,,,,,,180.0
2004-10-25,,,,,,,,,,,,,,,,,,,,177.0
2004-10-26,,,,,,,,,,,,,,,,,,,,177.0
2004-11-01,,,,,,,,,,,,,,,,,,,,189.5
2004-11-03,,,,,,,,,,,,,,,,,,,,180.0
2004-11-04,,,,,,,,,,,,,,,,,,,,173.0
2004-11-09,,,,,,,,,,,,,,,,,,,,175.0
2004-11-11,,,,,,,,,,,,,,,,,,,,175.0
2004-11-12,,,,,,,,,,,,,,,,,,,,173.0
2004-11-16,,,,,,,,,,,,,,,,,,,,173.5
2004-11-17,,,,,,,,,,,,,,,,,,,,173.0
2004-11-18,,,,,,,,,,,,,,,,,,,,173.0
2004-11-19,,,,,,,,,,,,,,,,,,,,173.0
2004-11-22,,,,,,,,,,,,,,,,,,,,173.0
2004-11-24,,,,,,,,,,,,,,,,,,,,176.0
2004-11-26,,,,,,,,,,,,,,,,,,,,176.0
2004-11-29,,,,,,,,,,,,,,,,,,,,158.6
2004-11-30,,,,,,,,,,,,,,,,,,,,164.0
2004-12-01,,,,,,,,,,,,,,,,,,,,163.0
2004-12-02,,,,,,,,,,,,,,,,,,,,163.1
2004-12-03,,,,,,,,,,,,,,,,,,,,177.0
2004-12-06,,,,,,,,,,,,,,,,,,,,174.3
2004-12-07,,,,,,,,,,,,,,,,,,,,165.0
2004-12-08,,,,,,,,,,,,,,,,,,,,170.0
2004-12-10,,,,,,,,,,,,,,,,,,,,166.0
2004-12-13,,,,,,,,,,,,,,,,,,,,163.0
2004-12-14,,,,,,,,,,,,,,,,,,,,165.0
2004-12-16,,,,,,,,,,,,,,,,,,,,164.0
2004-12-17,,,,,,,,,,,,,,,,,,,,169.9
2004-12-20,,,,,,,,,,,,,,,,,,,,164.0
2004-12-21,,,,,,,,,,,,,,,,,,,,168.0
2004-12-22,,,,,,,,,,,,,,,,,,,,172.7
2004-12-23,,,,,,,,,,,,,,,,,,,,175.0
2004-12-27,,,,,,,,,,,,,,,,,,,,185.0
2004-12-28,,,,,,,,,,,,,,,,,,,,185.0
2004-12-29,,,,,,,,,,,,,,,,,,,,190.0
2004-12-30,,,,,,,,,,,,,,,,,,,,199.0
2005-01-04,,,,,,,,,,,,,,,,,,,,181.4
2005-01-05,,,,,,,,,,,,,,,,,,,,185.0
2005-01-06,,,,,,,,,,,,,,,,,,,,186.0
2005-01-07,,,,,,,,,,,,,,,,,,,,190.0
2005-01-10,,,,,,,,,,,,,,,,,,,,194.9
2005-01-11,,,,,,,,,,,,,,,,,,,,197.0
2005-01-12,,,,,,,,,,,,,,,,,,,,195.0
2005-01-13,,,,,,,,,,,,,,,,,,,,190.0
2005-01-14,,,,,,,,,,,,,,,,,,,,195.0
2005-01-17,,,,,,,,,,,,,,,,,,,,194.0
2005-01-18,,,,,,,,,,,,,,,,,,,,192.9
2005-01-19,,,,,,,,,,,,,,,,,,,,189.9
2005-01-21,,,,,,,,,,,,,,,,,,,,189.9
2005-01-24,,,,,,,,,,,,,,,,,,,,190.0
2005-01-25,,,,,,,,,,,,,,,,,,,,183.0
2005-01-26,,,,,,,,,,,,,,,,,,,,186.0
2005-01-27,,,,,,,,,,,,,,,,,,,,190.0
2005-01-31,,,,,,,,,,,,,,,,,,,,180.0
2005-02-01,,,,,,,,,,,,,,,,,,,,185.0
2005-02-02,,,,,,,,,,,,,,,,,,,,183.0
2005-02-03,,,,,,,,,,,,,,,,,,,,189.8
2005-02-04,,,,,,,,,,,,,,,,,,,,186.0
2005-02-07,,,,,,,,,,,,,,,,,,,,188.0
2005-02-08,,,,,,,,,,,,,,,,,,,,195.0
2005-02-09,,,,,,,,,,,,,,,,,,,,190.0
2005-02-10,,,,,,,,,,,,,,,,,,,,195.0
2005-02-17,,,,,,,,,,,,,,,,,,,,186.0
2005-02-18,,,,,,,,,,,,,,,,,,,,196.0
2005-02-21,,,,,,,,,,,,,,,,,,,,189.0
2005-02-22,,,,,,,,,,,,,,,,,,,,190.0
2005-02-23,,,,,,,,,,,,,,,,,,,,188.0
2005-02-24,,,,,,,,,,,,,,,,,,,,188.2
2005-02-25,,,,,,,,,,,,,,,,,,,,191.0
2005-02-28,,,,,,,,,,,,,,,,,,,,191.0
2005-03-01,,,,,,,,,,,,,,,,,,,,190.0
2005-03-02,,,,,,,,,,,,,,,,,,,,189.5
2005-03-03,,,,,,,,,,,,,,,,,,,,190.0
2005-03-04,,,,,,,,,,,,,,,,,,,,187.3
2005-03-07,,,,,,,,,,,,,,,,,,,,190.0
2005-03-09,,,,,,,,,,,,,,,,,,,,186.1
2005-03-11,,,,,,,,,,,,,,,,,,,,186.1
2005-03-16,,,,,,,,,,,,,,,,,,,,187.1
2005-03-17,,,,,,,,,,,,,,,,,,,,187.6
2005-03-21,,,,,,,,,,,,,,,,,,,,186.4
2005-03-22,,,,,,,,,,,,,,,,,,,,170.0
2005-03-23,,,,,,,,,,,,,,,,,,,,179.0
2005-03-24,,,,,,,,,,,,,,,,,,,,175.0
2005-03-29,,,,,,,,,,,,,,,,,,,,173.0
2005-03-31,,,,,,,,,,,,,,,,,,,,168.0
2005-04-01,,,,,,,,,,,,,,,,,,,,165.0
2005-04-04,,,,,,,,,,,,,,,,,,,,166.0
2005-04-05,,,,,,,,,,,,,,,,,,,,167.2
2005-04-07,,,,,,,,,,,,,,,,,,,,165.0
2005-04-15,,,,,,,,,,,,,,,,,,,,165.6
2005-04-18,,,,,,,,,,,,,,,,,,,,165.3
2005-04-22,,,,,,,,,,,,,,,,,,,,166.0
2005-04-26,,,,,,,,,,,,,,,,,,,,165.3
2005-04-28,,,,,,,,,,,,,,,,,,,,166.1
2005-04-29,,,,,,,,,,,,,,,,,,,,170.0
2005-05-03,,,,,,,,,,,,,,,,,,,,170.0
2005-05-04,,,,,,,,,,,,,,,,,,,,165.0
2005-05-05,,,,,,,,,,,,,,,,,,,,172.0
2005-05-06,,,,,,,,,,,,,,,,,,,,172.0
2005-05-12,,,,,,,,,,,,,,,,,,,,170.0
2005-05-13,,,,,,,,,,,,,,,,,,,,169.9
2005-05-17,,,,,,,,,,,,,,,,,,,,165.5
2005-05-18,,,,,,,,,,,,,,,,,,,,165.6
2005-05-19,,,,,,,,,,,,,,,,,,,,172.0
2005-05-20,,,,,,,,,,,,,,,,,,,,169.0
2005-05-23,,,,,,,,,,,,,,,,,,,,166.1
2005-05-24,,,,,,,,,,,,,,,,,,,,165.6
2005-05-26,,,,,,,,,,,,,,,,,,,,166.0
2005-05-30,,,,,,,,,,,,,,,,,,,,170.0
2005-05-31,,,,,,,,,,,,,,,,,,,,166.2
2005-06-01,,,,,,,,,,,,,,,,,,,,162.2
2005-06-03,,,,,,,,,,,,,,,,,,,,175.0
2005-06-08,,,,,,,,,,,,,,,,,,,,165.0
2005-06-10,,,,,,,,,,,,,,,,,,,,174.5
2005-06-14,,,,,,,,,,,,,,,,,,,,165.1
2005-06-15,,,,,,,,,,,,,,,,,,,,174.0
2005-06-17,,,,,,,,,,,,,,,,,,,,174.0
2005-06-20,,,,,,,,,,,,,,,,,,,,167.0
2005-06-21,,,,,,,,,,,,,,,,,,,,165.5
2005-06-22,,,,,,,,,,,,,,,,,,,,164.9
2005-06-23,,,,,,,,,,,,,,,,,,,,164.9
2005-06-24,,,,,,,,,,,,,,,,,,,,164.0
2005-06-27,,,,,,,,,,,,,,,,,,,,164.0
2005-06-28,,,,,,,,,,,,,,,,,,,,169.5
2005-06-29,,,,,,,,,,,,,,,,,,,,169.5
2005-06-30,,,,,,,,,,,,,,,,,,,,165.2
2005-07-01,,,,,,,,,,,,,,,,,,,,165.2
2005-07-06,,,,,,,,,,,,,,,,,,,,165.6
2005-07-07,,,,,,,,,,,,,,,,,,,,169.4
2005-07-11,,,,,,,,,,,,,,,,,,,,169.0
2005-07-12,,,,,,,,,,,,,,,,,,,,165.3
2005-07-13,,,,,,,,,,,,,,,,,,,,165.3
2005-07-15,,,,,,,,,,,,,,,,,,,,168.2
2005-07-18,,,,,,,,,,,,,,,,,,,,169.0
2005-07-19,,,,,,,,,,,,,,,,,,,,171.4
2005-07-20,,,,,,,,,,,,,,,,,,,,170.5
2005-07-21,,,,,,,,,,,,,,,,,,,,170.0
2005-07-22,,,,,,,,,,,,,,,,,,,,171.2
2005-07-25,,,,,,,,,,,,,,,,,,,,171.2
2005-07-26,,,,,,,,,,,,,,,,,,,,170.0
2005-07-27,,,,,,,,,,,,,,,,,,,,171.8
2005-07-28,,,,,,,,,,,,,,,,,,,,171.9
2005-07-29,,,,,,,,,,,,,,,,,,,,171.0
2005-08-01,,,,,,,,,,,,,,,,,,,,171.0
2005-08-03,,,,,,,,,,,,,,,,,,,,170.0
2005-08-04,,,,,,,,,,,,,,,,,,,,169.5
2005-08-05,,,,,,,,,,,,,,,,,,,,171.0
2005-08-09,,,,,,,,,,,,,,,,,,,,169.5
2005-08-10,,,,,,,,,,,,,,,,,,,,169.0
2005-08-15,,,,,,,,,,,,,,,,,,,,168.6
2005-08-16,,,,,,,,,,,,,,,,,,,,168.6
2005-08-17,,,,,,,,,,,,,,,,,,,,166.0
2005-08-18,,,,,,,,,,,,,,,,,,,,169.5
2005-08-22,,,,,,,,,,,,,,,,,,,,169.4
2005-08-24,,,,,,,,,,,,,,,,,,,,166.2
2005-08-25,,,,,,,,,,,,,,,,,,,,166.1
2005-08-31,,,,,,,,,,,,,,,,,,,,167.0
2005-09-01,,,,,,,,,,,,,,,,,,,,164.5
2005-09-02,,,,,,,,,,,,,,,,,,,,164.5
2005-09-06,,,,,,,,,,,,,,,,,,,,164.1
2005-09-07,,,,,,,,,,,,,,,,,,,,163.5
2005-09-08,,,,,,,,,,,,,,,,,,,,163.5
2005-09-09,,,,,,,,,,,,,,,,,,,,164.0
2005-09-12,,,,,,,,,,,,,,,,,,,,166.0
2005-09-14,,,,,,,,,,,,,,,,,,,,164.0
2005-09-15,,,,,,,,,,,,,,,,,,,,165.9
2005-09-19,,,,,,,,,,,,,,,,,,,,159.6
2005-09-20,,,,,,,,,,,,,,,,,,,,159.6
2005-09-21,,,,,,,,,,,,,,,,,,,,159.1
2005-09-22,,,,,,,,,,,,,,,,,,,,159.6
2005-09-23,,,,,,,,,,,,,,,,,,,,160.0
2005-09-26,,,,,,,,,,,,,,,,,,,,160.0
2005-09-27,,,,,,,,,,,,,,,,,,,,160.0
2005-09-29,,,,,,,,,,,,,,,,,,,,158.0
2005-09-30,,,,,,,,,,,,,,,,,,,,155.5
2005-10-03,,,,,,,,,,,,,,,,,,,,146.1
2005-10-04,,,,,,,,,,,,,,,,,,,,146.0
2005-10-05,,,,,,,,,,,,,,,,,,,,145.1
2005-10-06,,,,,,,,,,,,,,,,,,,,145.1
2005-10-07,,,,,,,,,,,,,,,,,,,,145.0
2005-10-10,,,,,,,,,,,,,,,,,,,,143.0
2005-10-11,,,,,,,,,,,,,,,,,,,,143.0
2005-10-12,,,,,,,,,,,,,,,,,,,,141.2
2005-10-13,,,,,,,,,,,,,,,,,,,,145.0
2005-10-14,,,,,,,,,,,,,,,,,,,,144.5
2005-10-17,,,,,,,,,,,,,,,,,,,,144.0
2005-10-18,,,,,,,,,,,,,,,,,,,,145.0
2005-10-19,,,,,,,,,,,,,,,,,,,,158.4
2005-10-20,,,,,,,,,,,,,,,,,,,,145.0
2005-10-24,,,,,,,,,,,,,,,,,,,,145.0
2005-10-26,,,,,,,,,,,,,,,,,,,,144.0
2005-10-27,,,,,,,,,,,,,,,,,,,,145.0
2005-10-31,,,,,,,,,,,,,,,,,,,,145.0
2005-11-02,,,,,,,,,,,,,,,,,,,,145.0
2005-11-03,,,,,,,,,,,,,,,,,,,,149.8
2005-11-04,,,,,,,,,,,,,,,,,,,,149.1
2005-11-07,,,,,,,,,,,,,,,,,,,,145.0
2005-11-08,,,,,,,,,,,,,,,,,,,,145.0
2005-11-09,,,,,,,,,,,,,,,,,,,,145.0
2005-11-11,,,,,,,,,,,,,,,,,,,,147.3
2005-11-14,,,,,,,,,,,,,,,,,,,,142.2
2005-11-15,,,,,,,,,,,,,,,,,,,,142.4
2005-11-16,,,,,,,,,,,,,,,,,,,,142.0
2005-11-18,,,,,,,,,,,,,,,,,,,,143.0
2005-11-21,,,,,,,,,,,,,,,,,,,,143.0
2005-11-22,,,,,,,,,,,,,,,,,,,,138.6
2005-11-25,,,,,,,,,,,,,,,,,,,,135.1
2005-11-28,,,,,,,,,,,,,,,,,,,,131.5
2005-11-29,,,,,,,,,,,,,,,,,,,,130.0
2005-11-30,,,,,,,,,,,,,,,,,,,,130.5
2005-12-01,,,,,,,,,,,,,,,,,,,,140.0
2005-12-02,,,,,,,,,,,,,,,,,,,,140.0
2005-12-05,,,,,,,,,,,,,,,,,,,,130.3
2005-12-08,,,,,,,,,,,,,,,,,,,,131.0
2005-12-12,,,,,,,,,,,,,,,,,,,,150.2
2005-12-13,,,,,,,,,,,,,,,,,,,,148.4
2005-12-14,,,,,,,,,,,,,,,,,,,,141.1
2005-12-15,,,,,,,,,,,,,,,,,,,,140.1
2005-12-16,,,,,,,,,,,,,,,,,,,,140.1
2005-12-22,,,,,,,,,,,,,,,,,,,,140.5
2005-12-23,,,,,,,,,,,,,,,,,,,,140.0
2005-12-27,,,,,,,,,,,,,,,,,,,,158.9
2005-12-28,,,,,,,,,,,,,,,,,,,,167.0
2005-12-29,,,,,,,,,,,,,,,,,,,,165.0
2005-12-30,,,,,,,,,,,,,,,,,,,,161.8
2006-01-02,,,,,,,,,,,,,,,,,,,,165.0
2006-01-03,,,,,,,,,,,,,,,,,,,,168.9
2006-01-04,,,,,,,,,,,,,,,,,,,,170.0
2006-01-05,,,,,,,,,,,,,,,,,,,,174.4
2006-01-06,,,,,,,,,,,,,,,,,,,,173.0
2006-01-09,,,,,,,,,,,,,,,,,,,,172.7
2006-01-10,,,,,,,,,,,,,,,,,,,,172.7
2006-01-11,,,,,,,,,,,,,,,,,,,,172.0
2006-01-12,,,,,,,,,,,,,,,,,,,,173.0
2006-01-13,,,,,,,,,,,,,,,,,,,,172.0
2006-01-16,,,,,,,,,,,,,,,,,,,,171.5
2006-01-17,,,,,,,,,,,,,,,,,,,,170.0
2006-01-18,,,,,,,,,,,,,,,,,,,,165.0
2006-01-20,,,,,,,,,,,,,,,,,,,,170.0
2006-01-23,,,,,,,,,,,,,,,,,,,,171.9
2006-01-24,,,,,,,,,,,,,,,,,,,,163.1
2006-01-25,,,,,,,,,,,,,,,,,,,,163.3
2006-01-26,,,,,,,,,,,,,,,,,,,,171.3
2006-01-27,,,,,,,,,,,,,,,,,,,,171.0
2006-01-30,,,,,,,,,,,,,,,,,,,,170.0
2006-01-31,,,,,,,,,,,,,,,,,,,,174.0
2006-02-01,,,,,,,,,,,,,,,,,,,,170.0
2006-02-02,,,,,,,,,,,,,,,,,,,,168.0
2006-02-03,,,,,,,,,,,,,,,,,,,,166.0
2006-02-06,,,,,,,,,,,,,,,,,,,,164.0
2006-02-07,,,,,,,,,,,,,,,,,,,,164.0
2006-02-09,,,,,,,,,,,,,,,,,,,,163.0
2006-02-10,,,,,,,,,,,,,,,,,,,,162.0
2006-02-15,,,,,,,,,,,,,,,,,,,,163.0
2006-02-16,,,,,,,,,,,,,,,,,,,,170.0
2006-02-17,,,,,,,,,,,,,,,,,,,,163.0
2006-02-20,,,,,,,,,,,,,,,,,,,,163.0
2006-02-21,,,,,,,,,,,,,,,,,,,,168.9
2006-02-22,,,,,,,,,,,,,,,,,,,,163.1
2006-02-23,,,,,,,,,,,,,,,,,,,,164.0
2006-02-24,,,,,,,,,,,,,,,,,,,,167.0
2006-02-27,,,,,,,,,,,,,,,,,,,,167.0
2006-03-01,,,,,,,,,,,,,,,,,,,,164.0
2006-03-03,,,,,,,,,,,,,,,,,,,,164.0
2006-03-06,,,,,,,,,,,,,,,,,,,,155.0
2006-03-08,,,,,,,,,,,,,,,,,,,,151.0
2006-03-13,,,,,,,,,,,,,,,,,,,,155.0
2006-03-14,,,,,,,,,,,,,,,,,,,,150.6
2006-03-16,,,,,,,,,,,,,,,,,,,,155.0
2006-03-17,,,,,,,,,,,,,,,,,,,,160.0
2006-03-20,,,,,,,,,,,,,,,,,,,,160.0
2006-03-22,,,,,,,,,,,,,,,,,,,,153.0
2006-03-23,,,,,,,,,,,,,,,,,,,,155.0
2006-03-27,,,,,,,,,,,,,,,,,,,,150.6
2006-03-28,,,,,,,,,,,,,,,,,,,,151.1
2006-03-29,,,,,,,,,,,,,,,,,,,,150.0
2006-03-30,,,,,,,,,,,,,,,,,,,,150.1
2006-03-31,,,,,,,,,,,,,,,,,,,,150.1
2006-04-03,,,,,,,,,,,,,,,,,,,,157.5
2006-04-04,,,,,,,,,,,,,,,,,,,,157.5
2006-04-05,,,,,,,,,,,,,,,,,,,,164.9
2006-04-06,,,,,,,,,,,,,,,,,,,,160.0
2006-04-07,,,,,,,,,,,,,,,,,,,,165.0
2006-04-10,,,,,,,,,,,,,,,,,,,,172.5
2006-04-11,,,,,,,,,,,,,,,,,,,,169.8
2006-04-12,,,,,,,,,,,,,,,,,,,,166.1
2006-04-13,,,,,,,,,,,,,,,,,,,,166.0
2006-04-18,,,,,,,,,,,,,,,,,,,,165.1
2006-04-19,,,,,,,,,,,,,,,,,,,,166.2
2006-04-20,,,,,,,,,,,,,,,,,,,,166.0
2006-04-21,,,,,,,,,,,,,,,,,,,,165.1
2006-04-24,,,,,,,,,,,,,,,,,,,,169.7
2006-04-25,,,,,,,,,,,,,,,,,,,,165.0
2006-04-26,,,,,,,,,,,,,,,,,,,,168.0
2006-04-27,,,,,,,,,,,,,,,,,,,,169.0
2006-04-28,,,,,,,,,,,,,,,,,,,,165.1
2006-05-02,,,,,,,,,,,,,,,,,,,,165.0
2006-05-03,,,,,,,,,,,,,,,,,,,,165.1
2006-05-05,,,,,,,,,,,,,,,,,,,,165.0
2006-05-08,,,,,,,,,,,,,,,,,,,,165.0
2006-05-09,,,,,,,,,,,,,,,,,,,,160.0
2006-05-10,,,,,,,,,,,,,,,,,,,,160.0
2006-05-11,,,,,,,,,,,,,,,,,,,,160.0
2006-05-17,,,,,,,,,,,,,,,,,,,,160.0
2006-05-18,,,,,,,,,,,,,,,,,,,,160.0
2006-05-19,,,,,,,,,,,,,,,,,,,,167.0
2006-05-22,,,,,,,,,,,,,,,,,,,,166.9
2006-05-23,,,,,,,,,,,,,,,,,,,,159.0
2006-05-26,,,,,,,,,,,,,,,,,,,,157.0
2006-05-29,,,,,,,,,,,,,,,,,,,,157.0
2006-05-30,,,,,,,,,,,,,,,,,,,,157.0
2006-06-01,,,,,,,,,,,,,,,,,,,,158.0
2006-06-02,,,,,,,,,,,,,,,,,,,,158.0
2006-06-06,,,,,,,,,,,,,,,,,,,,155.0
2006-06-07,,,,,,,,,,,,,,,,,,,,155.1
2006-06-09,,,,,,,,,,,,,,,,,,,,160.0
2006-06-12,,,,,,,,,,,,,,,,,,,,161.0
2006-06-13,,,,,,,,,,,,,,,,,,,,167.8
2006-06-14,,,,,,,,,,,,,,,,,,,,161.0
2006-06-15,,,,,,,,,,,,,,,,,,,,162.2
2006-06-22,,,,,,,,,,,,,,,,,,,,162.0
2006-06-26,,,,,,,,,,,,,,,,,,,,164.2
2006-07-03,,,,,,,,,,,,,,,,,,,,155.0
2006-07-04,,,,,,,,,,,,,,,,,,,,155.4
2006-07-05,,,,,,,,,,,,,,,,,,,,155.7
2006-07-07,,,,,,,,,,,,,,,,,,,,163.0
2006-07-10,,,,,,,,,,,,,,,,,,,,164.0
2006-07-11,,,,,,,,,,,,,,,,,,,,164.0
2006-07-12,,,,,,,,,,,,,,,,,,,,164.0
2006-07-13,,,,,,,,,,,,,,,,,,,,164.0
2006-07-14,,,,,,,,,,,,,,,,,,,,165.3
2006-07-25,,,,,,,,,,,,,,,,,,,,163.6
2006-07-31,,,,,,,,,,,,,,,,,,,,163.6
2006-08-08,,,,,,,,,,,,,,,,,,,,160.3
2006-08-09,,,,,,,,,,,,,,,,,,,,158.1
2006-08-10,,,,,,,,,,,,,,,,,,,,160.0
2006-08-11,,,,,,,,,,,,,,,,,,,,156.0
2006-08-14,,,,,,,,,,,,,,,,,,,,157.0
2006-08-16,,,,,,,,,,,,,,,,,,,,165.9
2006-08-17,,,,,,,,,,,,,,,,,,,,166.0
2006-08-18,,,,,,,,,,,,,,,,,,,,166.0
2006-08-21,,,,,,,,,,,,,,,,,,,,160.0
2006-08-23,,,,,,,,,,,,,,,,,,,,165.0
2006-08-25,,,,,,,,,,,,,,,,,,,,161.5
2006-08-29,,,,,,,,,,,,,,,,,,,,158.1
2006-08-30,,,,,,,,,,,,,,,,,,,,158.9
2006-09-04,,,,,,,,,,,,,,,,,,,,160.0
2006-09-05,,,,,,,,,,,,,,,,,,,,159.2
2006-09-06,,,,,,,,,,,,,,,,,,,,160.0
2006-09-07,,,,,,,,,,,,,,,,,,,,160.0
2006-09-08,,,,,,,,,,,,,,,,,,,,159.0
2006-09-11,,,,,,,,,,,,,,,,,,,,158.1
2006-09-12,,,,,,,,,,,,,,,,,,,,158.2
2006-09-13,,,,,,,,,,,,,,,,,,,,158.1
2006-09-18,,,,,,,,,,,,,,,,,,,,156.1
2006-09-20,,,,,,,,,,,,,,,,,,,,153.0
2006-09-22,,,,,,,,,,,,,,,,,,,,157.0
2006-09-25,,,,,,,,,,,,,,,,,,,,157.0
2006-09-27,,,,,,,,,,,,,,,,,,,,154.0
2006-09-28,,,,,,,,,,,,,,,,,,,,153.2
2006-09-29,,,,,,,,,,,,,,,,,,,,154.0
2006-10-02,,,,,,,,,,,,,,,,,,,,163.0
2006-10-03,,,,,,,,,,,,,,,,,,,,159.0
2006-10-04,,,,,,,,,,,,,,,,,,,,157.6
2006-10-05,,,,,,,,,,,,,,,,,,,,159.0
2006-10-06,,,,,,,,,,,,,,,,,,,,159.0
2006-10-09,,,,,,,,,,,,,,,,,,,,159.0
2006-10-10,,,,,,,,,,,,,,,,,,,,159.0
2006-10-11,,,,,,,,,,,,,,,,,,,,159.0
2006-10-16,,,,,,,,,,,,,,,,,,,,159.0
2006-10-17,,,,,,,,,,,,,,,,,,,,158.0
2006-10-18,,,,,,,,,,,,,,,,,,,,158.0
2006-10-19,,,,,,,,,,,,,,,,,,,,158.0
2006-10-20,,,,,,,,,,,,,,,,,,,,157.0
2006-10-24,,,,,,,,,,,,,,,,,,,,157.1
2006-10-25,,,,,,,,,,,,,,,,,,,,157.5
2006-10-27,,,,,,,,,,,,,,,,,,,,157.2
2006-10-31,,,,,,,,,,,,,,,,,,,,157.2
2006-11-02,,,,,,,,,,,,,,,,,,,,156.9
2006-11-03,,,,,,,,,,,,,,,,,,,,155.0
2006-11-06,,,,,,,,,,,,,,,,,,,,155.0
2006-11-08,,,,,,,,,,,,,,,,,,,,157.8
2006-11-10,,,,,,,,,,,,,,,,,,,,157.9
2006-11-13,,,,,,,,,,,,,,,,,,,,156.0
2006-11-14,,,,,,,,,,,,,,,,,,,,156.0
2006-11-15,,,,,,,,,,,,,,,,,,,,153.2
2006-11-16,,,,,,,,,,,,,,,,,,,,153.2
2006-11-20,,,,,,,,,,,,,,,,,,,,153.2
2006-11-21,,,,,,,,,,,,,,,,,,,,153.2
2006-11-23,,,,,,,,,,,,,,,,,,,,153.9
2006-11-28,,,,,,,,,,,,,,,,,,,,153.9
2006-11-30,,,,,,,,,,,,,,,,,,,,150.0
2006-12-01,,,,,,,,,,,,,,,,,,,,150.1
2006-12-04,,,,,,,,,,,,,,,,,,,,150.0
2006-12-05,,,,,,,,,,,,,,,,,,,,150.0
2006-12-06,,,,,,,,,,,,,,,,,,,,150.0
2006-12-07,,,,,,,,,,,,,,,,,,,,150.1
2006-12-08,,,,,,,,,,,,,,,,,,,,150.0
2006-12-11,,,,,,,,,,,,,,,,,,,,150.0
2006-12-12,,,,,,,,,,,,,,,,,,,,150.0
2006-12-14,,,,,,,,,,,,,,,,,,,,148.0
2006-12-15,,,,,,,,,,,,,,,,,,,,147.0
2006-12-18,,,,,,,,,,,,,,,,,,,,147.0
2006-12-19,,,,,,,,,,,,,,,,,,,,147.0
2006-12-20,,,,,,,,,,,,,,,,,,,,147.0
2006-12-21,,,,,,,,,,,,,,,,,,,,154.9
2006-12-22,,,,,,,,,,,,,,,,,,,,155.0
2006-12-27,,,,,,,,,,,,,,,,,,,,154.9
2006-12-28,,,,,,,,,,,,,,,,,,,,151.1
2006-12-29,,,,,,,,,,,,,,,,,,,,154.7
2007-01-02,,,,,,,,,,,,,,,,,,,,150.3
2007-01-03,,,,,,,,,,,,,,,,,,,,148.1
2007-01-04,,,,,,,,,,,,,,,,,,,,150.0
2007-01-05,,,,,,,,,,,,,,,,,,,,153.0
2007-01-08,,,,,,,,,,,,,,,,,,,,152.9
2007-01-11,,,,,,,,,,,,,,,,,,,,153.1
2007-01-12,,,,,,,,,,,,,,,,,,,,150.0
2007-01-15,,,,,,,,,,,,,,,,,,,,150.0
2007-01-16,,,,,,,,,,,,,,,,,,,,152.6
2007-01-17,,,,,,,,,,,,,,,,,,,,150.0
